timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
78989.30,3,253952,62,34379,2264021258,112,621,2160592,10,5842,9,71,11726,754,130517069,1244,1,0,70,70,8,66236,621,0,0,0,5593590,32298655,707341840,0,621,538,2,1,8,8,15303,0,1,713677166,665136862,82548241,51139931,51156315,2,1,0,2250156964,73389,73389,8,8,8,51139931,10,3,169812,2204512,866400,5456,713677166,2160592,4727943,52479
80013.78,3,253952,62,35515,2339001058,113,621,2203309,10,6161,9,71,11726,754,130517069,1244,1,0,70,70,8,66236,621,0,0,0,6179575,35370548,729518203,0,621,538,2,1,8,8,15303,0,1,735435118,687040562,99549744,52847741,52847741,2,1,0,2324579708,73389,73389,8,8,8,52831357,10,3,174908,2247451,893569,5622,735435118,2203309,5286784,52479
81051.85,3,253952,62,37221,2451336378,113,621,2289788,10,6667,9,71,11726,754,130770455,1244,1,0,70,70,8,66236,621,0,0,0,6822700,38077923,762714627,0,621,538,2,1,8,8,15303,0,1,767809902,719911109,112418954,55399327,55415711,2,1,0,2437570388,73389,73389,8,8,8,55399327,10,3,181804,2334296,931934,5869,767809902,2289788,5891583,52479
82082.01,3,253952,62,38733,2551223166,113,621,2362095,10,7081,9,71,11726,754,130770455,1244,1,0,70,70,8,66236,621,0,0,0,7310215,40235761,791450975,0,621,538,2,1,8,8,15303,0,1,797301102,749054072,123712438,57662034,57662034,2,1,0,2536143148,73389,73389,8,8,8,57639617,10,3,183266,2406928,952794,6094,797301102,2362095,6358267,52479
83132.85,3,253952,62,40529,2669456726,113,621,2423268,10,7573,9,71,11726,754,130770455,1244,1,0,70,70,8,66236,621,0,0,0,7770141,41978481,826350246,0,621,538,2,1,8,8,15303,0,1,831904110,783648509,127710808,60344692,60361076,2,1,0,2655166448,73389,73389,8,8,8,60344692,10,3,183840,2468457,973235,6358,831904110,2423268,6797786,52479
84164.01,3,253952,62,42049,2769336898,114,621,2507389,10,8039,9,71,11726,754,130770455,1244,1,0,70,70,8,66236,621,0,0,0,8226780,44088089,854693020,0,621,538,2,1,8,8,15303,0,1,861002094,812890026,150478355,62628101,62628101,2,1,0,2755636444,73389,73389,8,8,8,62628101,10,3,187101,2552894,999768,6580,861002094,2507389,7227924,52479
85200.65,3,253952,62,43959,2895307014,114,621,2579638,10,8557,9,71,11726,754,130770455,1244,1,0,70,70,8,66236,621,0,0,0,8556549,45175149,890639796,0,621,538,2,1,8,8,15303,0,1,897571182,849667805,155992400,65480632,65497016,2,1,0,2881147808,73389,73389,8,8,8,65480632,10,3,190343,2625561,1028852,6859,897571182,2579638,7528642,52479
86233.85,3,253952,62,45648,3006528222,114,621,2617744,10,9025,9,71,11726,754,130770455,1244,1,0,70,70,8,66236,621,0,0,0,8994246,46964335,923834000,0,621,538,2,1,8,8,15303,0,1,930077038,882173466,174323247,68015834,68032218,2,1,0,2992696696,73389,73389,8,8,8,68015834,10,3,191072,2667038,1053563,7107,930077038,2617744,7941662,52479
87264.94,3,253952,62,47220,3110081718,114,621,2677603,10,9451,9,71,11726,754,130770455,1244,1,0,70,70,8,66236,621,0,0,0,9490120,48863151,954536812,0,621,538,2,1,8,8,15303,0,1,960616814,912512343,181742344,70370812,70370812,2,1,0,3096315728,73389,73389,8,8,8,70370812,10,3,191447,2727234,1073161,7340,960616814,2677603,8417967,52479
88306.48,3,253952,62,48624,3202890618,115,621,2735143,10,9889,9,71,11726,754,131035907,1244,1,0,70,70,8,66236,621,0,0,0,9873314,50650678,981304373,0,621,538,2,1,8,8,15303,0,1,987617646,939641840,198906332,72477871,72477871,2,1,0,3188305428,73389,73389,8,8,8,72461487,10,3,192610,2785078,1086715,7546,987617646,2735143,8787635,52479
89349.94,3,253952,62,50154,3303691602,115,621,2817608,10,10307,9,71,11726,754,131035907,1244,1,0,70,70,8,66236,621,0,0,0,10921270,55320922,1010825158,0,621,538,2,1,8,8,15303,0,1,1017239918,969093824,224242502,74767313,74783697,2,1,0,3289761772,73389,73389,8,8,8,74767313,10,3,209238,2867855,1160813,7772,1017239918,2817608,9761521,52479
90381.53,3,253952,62,51559,3396300586,115,621,2913117,10,10688,9,71,11726,754,131035907,1244,1,0,70,70,8,66236,621,0,0,0,11091729,56188560,1037590036,0,621,538,2,1,8,8,15303,0,1,1043978606,996158616,225289403,76860147,76876531,2,1,0,3381846468,73389,73389,8,8,8,76860147,10,3,210182,2963648,1180738,7976,1043978606,2913117,9912083,52479
91418.35,3,253952,62,53202,3504507138,115,621,2994161,10,11136,9,71,11726,754,131035907,1244,1,0,70,70,8,66236,621,0,0,0,11365105,57391471,1069472634,0,621,538,2,1,8,8,15303,0,1,1075829102,1027796695,228326634,79329813,79346197,2,1,0,3490511772,73389,73389,8,8,8,79329813,10,3,210237,3044988,1193566,8219,1075829102,2994161,10172660,52479
92444.71,3,253952,62,54882,3615150588,116,621,3091256,10,11653,9,71,11726,754,131301359,1244,1,0,70,70,8,66236,621,0,0,0,11789666,58939354,1101619336,0,621,538,2,1,8,8,15303,0,1,1108072814,1060128322,241009727,81840439,81856823,2,1,0,3600979316,73389,73389,8,8,8,81840439,10,3,211581,3142455,1222553,8465,1108072814,3091256,10568270,52479
93482.62,3,253952,62,56824,3743205790,116,621,3147809,10,12182,9,71,11726,754,131301359,1244,1,0,70,70,8,66236,621,0,0,0,12645608,62378871,1139795166,0,621,538,2,1,8,8,15303,0,1,1145297262,1097537533,257566350,84758506,84774890,2,1,0,3729374264,73389,73389,8,8,8,84758506,10,3,214332,3199375,1252836,8749,1145297262,3147809,11393967,52479
94512.26,3,253952,62,58965,3884314722,116,621,3211898,10,12768,9,71,11726,754,131301359,1244,1,0,70,70,8,66236,621,0,0,0,13175134,64098706,1180986659,0,621,538,2,1,8,8,15303,0,1,1186847086,1138777513,265966876,87971485,87971485,2,1,0,3870745340,73389,73389,8,8,8,87971485,10,3,216023,3263875,1288044,9066,1186847086,3211898,11888321,52479
95532.60,3,253952,62,60867,4009495098,117,621,3290684,10,13339,9,71,11726,754,131301359,1244,1,0,70,70,8,66236,621,0,0,0,13745041,66037465,1217460098,0,621,538,2,1,8,8,15303,0,1,1222891886,1175346676,274775168,90817983,90817983,2,1,0,3995991252,73389,73389,8,8,8,90817983,10,3,219674,3343025,1323437,9341,1222891886,3290684,12422872,52479
96554.01,3,253952,62,63087,4155781374,117,621,3345868,10,13945,9,71,11726,754,131301359,1244,1,0,70,70,8,66236,621,0,0,0,14328302,67636720,1259047250,0,621,538,2,1,8,8,15303,0,1,1265621358,1218118863,280163382,94129266,94145650,2,1,0,4141687704,73389,73389,8,8,8,94129266,10,3,221374,3398671,1346509,9667,1265621358,3345868,12983097,52479
97586.03,3,253952,62,65334,4303837122,117,621,3391507,10,14555,9,71,11726,754,131301359,1244,1,0,70,70,8,66236,621,0,0,0,14617181,68378206,1303254814,0,621,538,2,1,8,8,15303,0,1,1309268334,1261401212,281197344,97506085,97506085,2,1,0,4290267740,73389,73389,8,8,8,97506085,10,3,222131,3444755,1367928,10000,1309268334,3391507,13250597,52479
98612.77,3,253952,62,67486,4445654884,118,621,3444252,10,15195,9,71,11726,754,131554745,1244,1,0,70,70,8,66236,621,0,0,0,15682906,72126413,1345758974,0,621,538,2,1,8,8,15303,0,1,1350424942,1302872922,341994457,100710872,100727256,2,1,0,4431278368,73389,73389,8,8,8,100710872,10,3,224314,3497895,1401494,10314,1350424942,3444252,14282792,52479
99632.33,3,253952,62,69882,4603475496,118,621,3521332,10,15851,9,71,11726,754,131554745,1244,1,0,70,70,8,66236,621,0,0,0,17226253,77705552,1390883289,0,621,538,2,1,8,8,15303,0,1,1396562286,1348998135,374299897,104300683,104317067,2,1,0,4589230052,73389,73389,8,8,8,104300683,10,3,233836,3575451,1461607,10666,1396562286,3521332,15766064,52479
100664.75,3,253952,62,71571,4714962156,118,621,3612125,10,16313,9,71,11726,754,131554745,1244,1,0,70,70,8,66236,621,0,0,0,17446237,78517457,1424205732,0,621,538,2,1,8,8,15303,0,1,1429330286,1381534480,375332299,106841918,106858302,2,1,0,4701044392,73389,73389,8,8,8,106841918,10,3,233837,3666595,1474339,10916,1429330286,3612125,15973349,52479
101699.79,3,253952,62,73137,4818122436,119,621,3711691,10,16798,9,71,11726,754,131820197,1244,1,0,70,70,8,66236,621,0,0,0,17648291,79335991,1453989270,0,621,538,2,1,8,8,15303,0,1,1459345774,1411735954,376355053,109188704,109205088,2,1,0,4804302976,73389,73389,8,8,8,109188704,10,3,235543,3766512,1492350,11145,1459345774,3711691,16157421,52479
102734.13,3,253952,62,75014,4941929864,119,621,3822790,10,17306,9,71,11726,754,131820197,1244,1,0,70,70,8,66236,621,0,0,0,19041671,84522775,1489806380,0,621,538,2,1,8,8,15303,0,1,1495652718,1447925669,415627412,112008467,112008467,2,1,0,4927651652,73389,73389,8,8,8,111992083,10,3,241506,3878000,1545267,11422,1495652718,3822790,17497923,52479
103772.92,3,253952,62,77051,5076223052,119,621,3940054,10,17863,9,71,11726,754,131820197,1244,1,0,70,70,8,66236,621,0,0,0,19383452,85676327,1529031626,0,621,538,2,1,8,8,15303,0,1,1535105390,1487214874,452616548,115057606,115057606,2,1,0,5061813768,73389,73389,8,8,8,115041222,10,3,242548,3995668,1576480,11723,1535105390,3940054,17808529,52479
104797.68,3,253952,62,78831,5193154650,120,621,4017725,10,18403,9,71,11726,754,131820197,1244,1,0,70,70,8,66236,621,0,0,0,20829995,90430923,1563407440,0,621,538,2,1,8,8,15303,0,1,1569053038,1521409373,542799042,117701463,117717847,2,1,0,5178864372,73389,73389,8,8,8,117701463,10,3,255039,4073708,1652103,11982,1569053038,4017725,19179485,52479
105819.47,3,253952,62,80594,5309490974,120,621,4066422,10,18881,9,71,11726,754,131820197,1244,1,0,70,70,8,66236,621,0,0,0,21124029,91526151,1597258020,0,621,538,2,1,8,8,15303,0,1,1602869614,1555410637,545285163,120357386,120357386,2,1,0,5295004088,73389,73389,8,8,8,120341002,10,3,256033,4122773,1675423,12240,1602869614,4066422,19450232,52479
106883.97,3,253952,62,82287,5420974326,120,621,4129646,10,19345,9,71,11726,754,131820197,1244,1,0,70,70,8,66236,621,0,0,0,21421798,92646897,1630321244,0,621,538,2,1,8,8,15303,0,1,1635375470,1587999317,547433544,122892588,122892588,2,1,0,5407273872,73389,73389,8,8,8,122892588,10,3,256718,4186417,1692735,12489,1635506542,4129728,19730723,52479
107956.69,3,253952,62,83960,5531146958,120,621,4236583,10,19796,9,71,11726,754,131820197,1244,1,0,70,70,8,66236,621,0,0,0,22376002,96657771,1662728711,0,621,538,2,1,8,8,15303,0,1,1668012398,1620254279,619246015,125395022,125411406,2,1,0,5517380968,73389,73389,8,8,8,125395022,10,3,263094,4293624,1735103,12737,1668012398,4236583,20642589,52479
109005.76,3,253952,62,85081,5604878266,121,621,4283377,10,20161,9,71,11726,754,131820197,1244,1,0,70,70,8,66236,621,0,0,0,22854908,98927857,1684379463,0,621,538,2,1,8,8,15303,0,1,1689639278,1641861948,656079866,127064031,127064031,2,1,0,5590096468,73389,73389,8,8,8,127047647,10,3,264968,4340668,1755477,12902,1689639278,4283377,21101147,52479
110044.47,3,253952,62,86323,5686804882,121,621,4350867,10,20500,9,71,11726,754,131820197,1244,1,0,70,70,8,66236,621,0,0,0,23027390,99774729,1708130280,0,621,538,2,1,8,8,15303,0,1,1713101166,1665779856,657111522,128927489,128927489,2,1,0,5672088620,73389,73389,8,8,8,128911105,10,3,265000,4408420,1769395,13081,1713101166,4350867,21259739,52479
111072.37,3,253952,62,87566,5768531582,121,621,4401666,10,20836,9,71,11726,754,131820197,1244,1,0,70,70,8,66236,621,0,0,0,23265069,100980380,1732406616,0,621,538,2,1,8,8,15303,0,1,1737218414,1689698499,670742465,130784914,130784914,2,1,0,5753815320,73389,73389,8,8,8,130768530,10,3,266319,4459488,1782422,13265,1737218414,4401666,21484420,52479
112102.74,3,253952,62,88724,5844953174,121,621,4480648,10,21157,9,71,11726,754,131820197,1244,1,0,70,70,8,66236,621,0,0,0,23694520,103072122,1754453187,0,621,538,2,1,8,8,15303,0,1,1759631726,1712020946,678732027,132517300,132533684,2,1,0,5830761200,73389,73389,8,8,8,132517300,10,3,268814,4538723,1809382,13436,1759631726,4480648,21886939,52479
113146.17,3,253952,62,90171,5940314670,121,621,4532068,10,21544,9,71,11726,754,131820197,1244,1,0,70,70,8,66236,621,0,0,0,24335678,106058090,1782531773,0,621,538,2,1,8,8,15303,0,1,1787418990,1739876704,709987638,134675670,134692054,2,1,0,5925729480,73389,73389,8,8,8,134675670,10,3,270884,4590446,1840933,13648,1787418990,4532068,22496576,52479
114199.21,3,253952,62,91496,6027680774,122,621,4590901,10,21967,9,71,11726,754,132085649,1244,1,0,70,70,8,66236,621,0,0,0,24522593,106916149,1807987871,0,621,538,2,1,8,8,15303,0,1,1812978030,1765390119,711032107,136678392,136678392,2,1,0,6013128352,73389,73389,8,8,8,136662008,10,3,273038,4649597,1860704,13843,1812978030,4590901,22663749,52479
115217.62,3,253952,62,92694,6106723806,122,621,4663180,10,22294,9,71,11726,754,132085649,1244,1,0,70,70,8,66236,621,0,0,0,24905093,108823911,1831082574,0,621,538,2,1,8,8,15303,0,1,1835784558,1788459814,726612936,138476314,138476314,2,1,0,6092236920,73389,73389,8,8,8,138459930,10,3,273231,4722145,1874389,14017,1835784558,4663180,23032591,52479
116262.71,3,253952,62,94198,6205820854,122,621,4738118,10,22705,9,71,11726,754,132085649,1244,1,0,70,70,8,66236,621,0,0,0,25245129,110337953,1860475814,0,621,538,2,1,8,8,15303,0,1,1865144686,1817444051,729879771,140716604,140732988,2,1,0,6191530576,73389,73389,8,8,8,140716604,10,3,273330,4797428,1896705,14241,1865144686,4738118,23350347,52479
117299.35,3,253952,62,95890,6317238670,122,621,4819841,10,23167,9,71,11726,754,132085649,1244,1,0,70,70,8,66236,621,0,0,0,25492145,111156891,1893147319,0,621,538,2,1,8,8,15303,0,1,1897650542,1849984707,730945081,143251806,143268190,2,1,0,6303079464,73389,73389,8,8,8,143251806,10,3,273340,4879533,1916622,14489,1897650542,4819841,23577481,52479
118332.81,3,253952,62,97391,6416404562,123,621,4875912,10,23609,9,71,11726,754,132351101,1244,1,0,70,70,8,66236,621,0,0,0,25920681,112758943,1921490996,0,621,538,2,1,8,8,15303,0,1,1926617454,1878967795,739365148,145506321,145506321,2,1,0,6401291776,73389,73389,8,8,8,145483904,10,3,273894,4935947,1937188,14710,1926617454,4875912,23985485,52479
119349.96,3,253952,62,99168,6533392938,123,621,4929099,10,24113,9,71,11726,754,132351101,1244,1,0,70,70,8,66236,621,0,0,0,26369256,114427160,1955603768,0,621,538,2,1,8,8,15303,0,1,1960696174,1913163044,765943778,148172595,148172595,2,1,0,6518873284,73389,73389,8,8,8,148156211,10,3,276942,4989500,1968064,14970,1960696174,4929099,24403215,52479
120371.85,3,253952,62,100752,6637732866,123,621,4994290,10,24549,9,71,11726,754,132351101,1244,1,0,70,70,8,66236,621,0,0,0,26813116,116123807,1985782957,0,621,538,2,1,8,8,15303,0,1,1991104878,1943665276,784968116,150543957,150543957,2,1,0,6623934108,73389,73389,8,8,8,150543957,10,3,280712,5055026,1995020,15202,1991104878,4994290,24820151,52479
121401.91,3,253952,62,102444,6749150682,123,621,5077657,10,25009,9,71,11726,754,132351101,1244,1,0,70,70,8,66236,621,0,0,0,27095983,117092641,2018322416,0,621,538,2,1,8,8,15303,0,1,2023741806,1976253804,786598926,153062775,153079159,2,1,0,6734762100,73389,73389,8,8,8,153062775,10,3,280753,5138737,2009858,15451,2023741806,5077657,25088213,52479
122436.47,3,253952,62,104647,6894322846,124,621,5144545,10,25663,9,71,11726,754,132351101,1244,1,0,70,70,8,66236,621,0,0,0,27688069,119200327,2061218511,0,621,538,2,1,8,8,15303,0,1,2065946990,2018698146,801525589,156374058,156374058,2,1,0,6880458552,73389,73389,8,8,8,156374058,10,3,283933,5206088,2045865,15773,2065946990,5144545,25644325,52479
123462.70,3,253952,62,106449,7012949622,124,621,5180946,10,26155,9,71,11726,754,132351101,1244,1,0,70,70,8,66236,621,0,0,0,28196466,120974233,2096117266,0,621,538,2,1,8,8,15303,0,1,2100681070,2053380995,807418995,159056716,159073100,2,1,0,6998495504,73389,73389,8,8,8,159056716,10,3,285195,5255894,2068765,16038,2100681070,5180946,26129858,52479
124495.95,3,253952,62,108466,7145932090,124,621,5256111,10,26707,9,71,11726,754,132351101,1244,1,0,70,70,8,66236,621,0,0,0,29227029,124567337,2135212722,0,621,538,2,1,8,8,15303,0,1,2139609454,2092233581,828606874,162089471,162105855,2,1,0,7131936724,73389,73389,8,8,8,162089471,10,3,292895,5331505,2114777,16335,2139609454,5256111,27114445,52479
125522.67,3,253952,62,111041,7315749098,125,621,5323622,10,27459,9,71,11726,754,132616553,1244,1,0,70,70,8,66236,621,0,0,0,30061558,126972876,2184008005,0,621,538,2,1,8,8,15303,0,1,2189023598,2141892973,841709317,165939267,165955651,2,1,0,7301327748,73389,73389,8,8,8,165939267,10,3,300321,5399531,2158200,16712,2189023598,5323622,27905588,52479
126546.31,3,253952,62,113562,7481761710,125,621,5397498,10,28153,9,71,11726,754,132616553,1244,1,0,70,70,8,66236,621,0,0,0,30502163,128112044,2232673084,0,621,538,2,1,8,8,15303,0,1,2237651310,2190426447,844841383,169725686,169742070,2,1,0,7467930184,73389,73389,8,8,8,169725686,10,3,302423,5479921,2181721,17083,2237651310,5397498,28322717,52479
127563.27,3,253952,62,116195,7655379806,126,621,5495867,10,28924,9,71,11726,754,132882005,1244,1,0,70,70,8,66236,621,0,0,0,31281252,130426828,2283698446,0,621,538,2,1,8,8,15303,0,1,2288376174,2241210032,867423062,173657402,173673786,2,1,0,7640925688,73389,73389,8,8,8,173657402,10,3,307139,5578834,2232319,17470,2288376174,5495867,29051246,52479
128575.62,3,253952,62,119383,7865370382,126,621,5576686,10,29792,9,71,11726,754,132882005,1244,1,0,70,70,8,66236,621,0,0,0,32593913,134142387,2344423225,0,621,538,2,1,8,8,15303,0,1,2349717870,2302585125,894110218,178432894,178449278,2,1,0,7851047336,73389,73389,8,8,8,178432894,10,3,315934,5660336,2313348,17938,2349717870,5576686,30282915,52479
129595.89,3,253952,62,122213,8051899070,127,621,5631481,10,30589,9,71,11726,754,132882005,1244,1,0,70,70,8,66236,621,0,0,0,33667737,137162654,2397543410,0,621,538,2,1,8,8,15303,0,1,2404243822,2357121949,921552260,182684098,182684098,2,1,0,8037379416,73389,73389,8,8,8,182667714,10,3,327090,5715703,2371569,18354,2404243822,5631481,31298554,52479
130613.12,3,253952,62,125973,8299641690,127,621,5685593,10,31639,9,71,11726,754,132882005,1244,1,0,70,70,8,66236,621,0,0,0,35759231,143024888,2469278783,0,621,538,2,1,8,8,15303,0,1,2476464494,2429553998,966898842,188301207,188317591,2,1,0,8285253108,73389,73389,8,8,8,188301207,10,3,343072,5770480,2446111,18905,2476464494,5685593,33315547,52479
131616.77,3,253952,62,133227,8777428902,128,621,5726345,10,33625,9,71,11726,754,132882005,1244,1,0,70,70,8,66236,621,0,0,0,37490701,144761154,2608795212,0,621,538,2,1,8,8,15303,0,1,2616187246,2569181866,979571070,199177136,199177136,2,1,0,8763793984,73389,73389,8,8,8,199177136,10,3,360377,5812099,2525965,19971,2616187246,5726345,34967225,52479
132620.63,3,253952,62,144367,9511747174,130,621,5767844,10,36775,9,71,11726,754,133412909,1244,1,0,70,70,8,66236,621,0,0,0,40180550,146233373,2821873335,0,621,538,2,1,8,8,15303,0,1,2830752110,2783819687,999202443,215854272,215870656,2,1,0,9497587968,73389,73389,8,8,8,215854272,10,3,370424,5854615,2607780,21608,2830752110,5767844,37575350,52479
133624.39,3,253952,62,155200,10225414990,132,621,5808915,10,39838,9,71,11726,754,133678361,1244,1,0,70,70,8,66236,621,0,0,0,42233801,146233410,3031147330,0,621,538,2,1,8,8,15303,0,1,3039156590,2992485545,1002944952,232068782,232085166,2,1,0,10211026408,73389,73389,8,8,8,232068782,10,3,373390,5896794,2672410,23198,3039156590,5808915,39564057,52479
134628.46,3,253952,62,166054,10940298530,134,621,5852632,10,42904,9,71,11726,754,134209265,1244,1,0,70,70,8,66236,621,0,0,0,44355514,146233448,3238575392,0,621,538,2,1,8,8,15303,0,1,3247025439,3201460905,1006864079,248313901,248330285,2,1,0,10925811644,73389,73389,8,8,8,248313901,10,3,380143,5941647,2734564,24788,3247025439,5852632,41623702,52479
135631.74,3,253952,62,176963,11659212534,136,621,5895099,10,45988,9,71,11726,754,134474717,1244,1,0,70,70,8,66236,621,0,0,0,46495400,146233476,3449556810,0,621,538,2,1,8,8,15303,0,1,3457133855,3411641905,1011062510,264665516,264665516,2,1,0,11645282704,73389,73389,8,8,8,264665516,10,3,388992,5985208,2802436,26391,3457133855,5895099,43695799,52479
