timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
23351.77,253952,62,38869,2560136062,113,1,621,1222170,2,7120,71,130770455,1244,1,0,70,70,8,327,621,0,0,0,7896846,23826291,790478260,0,621,564,2,1,8,8,6601,1,799791470,751649546,79790712,57875026,57875026,2,1,2545780248,73389,73389,8,8,8,57858642,11,3,262187,1254126,1149725,6113,799791470,1222170,6746914,2019254
24394.78,253952,62,40409,2661592406,113,1,621,1259391,2,7540,71,130770455,1244,1,0,70,70,8,327,621,0,0,0,8393290,25688511,820263646,0,621,564,2,1,8,8,6601,1,829544814,781316417,101816479,60180852,60180852,2,1,2647236592,73389,73389,8,8,8,60164468,11,3,265598,1291665,1182974,6340,829544814,1259391,7210141,2019254
25427.77,253952,62,41648,2743056962,114,1,621,1282581,2,7897,71,130770455,1244,1,0,70,70,8,327,621,0,0,0,8567857,26486619,844145910,0,621,564,2,1,8,8,6601,1,853137774,805151376,102875879,62021893,62038277,2,1,2728963292,73389,73389,8,8,8,62021893,11,3,265824,1315099,1199033,6520,853137774,1282581,7368680,2019254
26456.77,253952,62,43127,2840515610,114,1,621,1366941,2,8335,71,130770455,1244,1,0,70,70,8,327,621,0,0,0,9014401,28401096,872490750,0,621,564,2,1,8,8,6601,1,881711470,833650766,108864480,64245799,64245799,2,1,2826094260,73389,73389,8,8,8,64229415,11,3,266710,1399755,1223001,6738,881711470,1366941,7791292,2019254
27488.14,253952,62,44701,2944200178,114,1,621,1462948,2,8764,71,130770455,1244,1,0,70,70,8,327,621,0,0,0,9232632,29218820,903324680,0,621,564,2,1,8,8,6601,1,911989102,863995894,109900609,66600777,66600777,2,1,2929713292,73389,73389,8,8,8,66584393,11,3,267419,1496098,1244957,6969,911989102,1462948,7987599,2019254
28514.82,253952,62,45970,3027896266,114,1,621,1513176,2,9110,71,130770455,1244,1,0,70,70,8,327,621,0,0,0,9415535,30076833,927471513,0,621,564,2,1,8,8,6601,1,936368494,888407365,110941460,68497003,68513387,2,1,3013868132,73389,73389,8,8,8,68497003,11,3,267698,1546614,1251956,7155,936368494,1513176,8163531,2019254
29550.44,253952,62,47659,3139117474,114,1,621,1575758,2,9573,71,130770455,1244,1,0,70,70,8,327,621,0,0,0,10138511,32459379,960011363,0,621,564,2,1,8,8,6601,1,969005422,920949091,136358753,71032205,71032205,2,1,3125417020,73389,73389,8,8,8,71032205,11,3,269541,1609589,1277200,7404,969005422,1575758,8861299,2019254
30575.68,253952,62,49558,3264366694,115,1,621,1621658,2,10144,71,131035907,1244,1,0,70,70,8,327,621,0,0,0,10404187,33228679,996224095,0,621,564,2,1,8,8,6601,1,1005312366,957598709,137401575,73876544,73876544,2,1,3250567936,73389,73389,8,8,8,73876544,11,3,270588,1655914,1294174,7681,1005312366,1621658,9110035,2019254
31593.37,253952,62,51494,3391787360,115,1,621,1665874,2,10670,71,131035907,1244,1,0,70,70,8,327,621,0,0,0,10892695,34880098,1032828588,0,621,564,2,1,8,8,6601,1,1042798958,994855196,148233236,76772194,76772194,2,1,3377255640,73389,73389,8,8,8,76755810,11,3,275663,1700537,1333837,7967,1042798958,1665874,9558914,2019254
32621.77,253952,62,53411,3518204162,115,1,621,1748066,2,11197,71,131035907,1244,1,0,70,70,8,327,621,0,0,0,11797476,38087077,1070087568,0,621,564,2,1,8,8,6601,1,1079892334,1031824869,164954701,79641109,79657493,2,1,3504208796,73389,73389,8,8,8,79641109,11,3,281845,1783152,1377600,8250,1079892334,1748066,10419969,2019254
33647.43,253952,62,55418,3650531270,116,1,621,1845258,2,11800,71,131301359,1244,1,0,70,70,8,327,621,0,0,0,12483997,40193007,1108266387,0,621,564,2,1,8,8,6601,1,1118034286,1070404797,186252032,82649288,82665672,2,1,3636568672,73389,73389,8,8,8,82649288,11,3,290043,1880796,1437300,8541,1118034286,1845258,11046828,2019254
34673.65,253952,62,57774,3805730442,116,1,621,1911485,2,12442,71,131301359,1244,1,0,70,70,8,327,621,0,0,0,13317009,42706001,1154178423,0,621,564,2,1,8,8,6601,1,1163516270,1115813199,203921527,86173563,86189947,2,1,3791636772,73389,73389,8,8,8,86173563,11,3,291747,1951987,1468322,8888,1163516270,1911485,11848856,2019254
35689.87,253952,62,60000,3952409934,117,1,621,1959409,2,13048,71,131301359,1244,1,0,70,70,8,327,621,0,0,0,14120692,44659052,1196813375,0,621,564,2,1,8,8,6601,1,1206638958,1158693683,213594015,89517614,89517614,2,1,3938775016,73389,73389,8,8,8,89517614,11,3,292551,2000371,1491476,9217,1206638958,1959409,12628419,2019254
36707.97,253952,62,62562,4121109522,117,1,621,2055412,2,13803,71,131301359,1244,1,0,70,70,8,327,621,0,0,0,14667571,46015263,1246526219,0,621,564,2,1,8,8,6601,1,1255790958,1207986321,228832614,93353185,93353185,2,1,4107540140,73389,73389,8,8,8,93353185,11,3,296910,2096969,1526028,9592,1255790958,2055412,13141787,2019254
37723.41,253952,62,65766,4332414126,117,1,621,2109559,2,14671,71,131301359,1244,1,0,70,70,8,327,621,0,0,0,15407525,47543608,1307644178,0,621,564,2,1,8,8,6601,1,1317525870,1269741793,262063348,98151094,98167478,2,1,4318648136,73389,73389,8,8,8,98151094,11,3,303918,2151793,1571329,10063,1317525870,2109559,13836476,2019254
38740.75,253952,62,69538,4580931112,118,1,621,2175478,2,15759,71,131554745,1244,1,0,70,70,8,327,621,0,0,0,16866113,50238278,1380429506,0,621,564,2,1,8,8,6601,1,1390139758,1342373472,277674679,103792779,103809163,2,1,4566882276,73389,73389,8,8,8,103792779,11,3,312698,2218467,1648061,10617,1390139758,2175478,15218372,2019254
39751.39,253952,62,72664,4787123908,119,1,621,2240690,2,16665,71,131820197,1244,1,0,70,70,8,327,621,0,0,0,18137036,53116996,1439450082,0,621,564,2,1,8,8,6601,1,1450432878,1402686001,298008200,108484192,108500576,2,1,4773304448,73389,73389,8,8,8,108484192,11,3,317827,2284309,1707930,11077,1450432878,2240690,16429469,2019254
40754.01,253952,62,82673,5446271222,120,1,621,2278749,2,19396,71,131820197,1244,1,0,70,70,8,327,621,0,0,0,20420801,54450862,1631412788,0,621,564,2,1,8,8,6601,1,1642715502,1595431765,312517765,123466028,123466028,2,1,5432505232,73389,73389,8,8,8,123466028,11,3,329588,2323302,1780140,12544,1642715502,2278749,18641100,2019254
41756.77,253952,62,94037,6195269558,122,1,621,2313514,2,22606,71,132085649,1244,1,0,70,70,8,327,621,0,0,0,22423025,54450937,1851176463,0,621,564,2,1,8,8,6601,1,1861998958,1814351719,315556975,140487228,140487228,2,1,6181438032,73389,73389,8,8,8,140487228,11,3,329957,2358956,1809180,14217,1861998958,2313514,20614373,2019254
42759.57,253952,62,105152,6927418526,124,1,621,2351777,2,25747,71,132351101,1244,1,0,70,70,8,327,621,0,0,0,24592781,54743270,2065432185,0,621,564,2,1,8,8,6601,1,2075646318,2028367855,322747780,157127722,157127722,2,1,6913619768,73389,73389,8,8,8,157127722,11,3,337667,2398220,1857535,15847,2075646318,2351777,22735862,2019254
43762.28,253952,62,116086,7648236382,126,1,621,2390403,2,28840,71,132882005,1244,1,0,70,70,8,327,621,0,0,0,26821084,55139592,2278376081,0,621,564,2,1,8,8,6601,1,2286410094,2239106933,363094827,173509946,173509946,2,1,7634437624,73389,73389,8,8,8,173509946,11,3,352023,2437803,1927539,17455,2286410094,2390403,24894249,2019254
44772.20,253952,62,124558,8206377346,127,1,621,2438285,2,31259,71,132882005,1244,1,0,70,70,8,327,621,0,0,0,28315307,55612505,2439133513,0,621,564,2,1,8,8,6601,1,2449201518,2402266855,374483648,186191989,186208373,2,1,8192447516,73389,73389,8,8,8,186191989,11,3,360411,2486575,2002106,18697,2449201518,2438285,26313972,2019254
45783.80,253952,62,130144,8574319606,128,1,621,2510377,2,32839,71,132882005,1244,1,0,70,70,8,327,621,0,0,0,30061795,57302038,2545867979,0,621,564,2,1,8,8,6601,1,2557073774,2509808376,384487388,194549100,194565484,2,1,8560160400,73389,73389,8,8,8,194549100,11,3,370627,2560323,2087717,19520,2557073774,2510377,27974886,2019254
46795.33,253952,62,135223,8909035114,129,1,621,2564712,2,34277,71,133147457,1244,1,0,70,70,8,327,621,0,0,0,30840862,57959703,2643557394,0,621,564,2,1,8,8,6601,1,2654460270,2607603260,386791489,202168931,202168931,2,1,8895432964,73389,73389,8,8,8,202168931,11,3,378228,2615496,2145079,20263,2654460270,2564712,28696640,2019254
47809.45,253952,62,140435,9252466910,130,1,621,2637372,2,35758,71,133147457,1244,1,0,70,70,8,327,621,0,0,0,32286622,59425791,2743867823,0,621,564,2,1,8,8,6601,1,2754992494,2708024879,396778660,209968986,209985370,2,1,9238635384,73389,73389,8,8,8,209968986,11,3,383351,2689029,2209307,21030,2754992494,2637372,30078214,2019254
48820.73,253952,62,144250,9503814010,130,1,621,2706976,2,36792,71,133412909,1244,1,0,70,70,8,327,621,0,0,0,33349175,61605993,2816388469,0,621,564,2,1,8,8,6601,1,2828261742,2781529372,420400835,215668015,215684399,2,1,9489392660,73389,73389,8,8,8,215668015,11,3,386393,2763563,2247641,21589,2828261742,2706976,31102472,2019254
49849.25,253952,62,147475,9716229418,131,1,621,2785281,2,37729,71,133412909,1244,1,0,70,70,8,327,621,0,0,0,35417339,64773267,2879470544,0,621,564,2,1,8,8,6601,1,2890389870,2843663722,454717603,220492659,220509043,2,1,9701676996,73389,73389,8,8,8,220492659,11,3,393626,2842542,2306606,22063,2890389870,2785281,33111708,2019254
50865.95,253952,62,151937,10010243762,131,1,621,2868668,2,38943,71,133412909,1244,1,0,70,70,8,327,621,0,0,0,37128047,67310734,2965887569,0,621,564,2,1,8,8,6601,1,2976373102,2929580275,478537159,227180761,227197145,2,1,9995953484,73389,73389,8,8,8,227180761,11,3,404858,2926711,2396153,22719,2976373102,2868668,34732913,2019254
51885.04,253952,62,155853,10268475450,132,1,621,2907107,2,40067,71,133678361,1244,1,0,70,70,8,327,621,0,0,0,38307505,69669614,3038933555,0,621,564,2,1,8,8,6601,1,3051870574,3005083996,521378006,233041471,233057855,2,1,10253824724,73389,73389,8,8,8,233041471,11,3,414564,2965833,2449473,23295,3051870574,2907107,35859093,2019254
52907.71,253952,62,160215,10555510210,133,1,621,2963578,2,41298,71,133943813,1244,1,0,70,70,8,327,621,0,0,0,40909460,75494664,3119048676,0,621,564,2,1,8,8,6601,1,3134827807,3089003388,570942114,239582117,239598501,2,1,10541613148,73389,73389,8,8,8,239582117,11,3,437099,3023077,2558192,23932,3134827807,2963578,38352374,2019254
53915.65,253952,62,166215,10951115278,134,1,621,3024556,2,42989,71,134209265,1244,1,0,70,70,8,327,621,0,0,0,42151773,76615197,3235484600,0,621,564,2,1,8,8,6601,1,3250040095,3204586117,576493691,248565694,248582078,2,1,10936890536,73389,73389,8,8,8,248565694,11,3,450774,3084946,2633929,24811,3250040095,3024556,39518998,2019254
54923.65,253952,62,171754,11315711894,135,1,621,3101048,2,44566,71,134209265,1244,1,0,70,70,8,327,621,0,0,0,43903544,78513147,3339728151,0,621,564,2,1,8,8,6601,1,3356601631,3311246987,585579530,256859428,256859428,2,1,11301093936,73389,73389,8,8,8,256843044,11,3,456215,3163596,2713892,25624,3356601631,3101048,41190851,2019254
55937.57,253952,62,176127,11604158986,136,1,621,3168799,2,45814,71,134474717,1244,1,0,70,70,8,327,621,0,0,0,44924444,79656554,3427978663,0,621,564,2,1,8,8,6601,1,3440618783,3395548379,591297193,263414299,263414299,2,1,11590229156,73389,73389,8,8,8,263414299,11,3,462760,3232091,2779361,26265,3440618783,3168799,42146318,2019254
56951.61,253952,62,179430,11821686202,136,1,621,3252614,2,46713,71,134474717,1244,1,0,70,70,8,327,621,0,0,0,46301734,81850764,3491455522,0,621,564,2,1,8,8,6601,1,3504712991,3459154266,604198821,268353631,268370015,2,1,11807559764,73389,73389,8,8,8,268353631,11,3,463975,3322553,2826353,26754,3504712991,3252614,43476660,2019254
57961.38,253952,62,184812,12176524570,137,1,621,3338441,2,48225,71,134740169,1244,1,0,70,70,8,327,621,0,0,0,47764087,83626472,3596094422,0,621,564,2,1,8,8,6601,1,3607997727,3562827114,614798983,276421863,276438247,2,1,12162561972,73389,73389,8,8,8,276421863,11,3,473057,3409232,2911099,27542,3607997727,3338441,44854313,2019254
58993.90,253952,62,187764,12370783198,138,1,621,3426385,2,49095,71,134740169,1244,1,0,70,70,8,327,621,0,0,0,48737590,85218601,3654851214,0,621,564,2,1,8,8,6601,1,3664620831,3619581331,624310267,280830874,280847258,2,1,12356558456,73389,73389,8,8,8,280830874,11,3,474020,3500770,2950000,27974,3664620831,3426385,45788953,2019254
60023.79,253952,62,189737,12500882082,138,1,621,3513210,2,49636,71,134740169,1244,1,0,70,70,8,327,621,0,0,0,49348970,86772395,3692898158,0,621,564,2,1,8,8,6601,1,3703024927,3657641627,631883494,283798093,283798093,2,1,12487116092,73389,73389,8,8,8,283798093,11,3,475593,3588068,2980699,28267,3703024927,3513210,46369669,2019254
61045.51,253952,62,191608,12624030842,138,1,621,3614329,2,50146,71,134740169,1244,1,0,70,70,8,327,621,0,0,0,49890059,88034749,3729107349,0,621,564,2,1,8,8,6601,1,3739200799,3693660277,638874488,286595439,286595439,2,1,12609478420,73389,73389,8,8,8,286579055,11,3,475935,3689579,3006850,28543,3739200799,3614329,46884640,2019254
62074.70,253952,62,193219,12730140242,139,1,621,3689413,2,50597,71,134740169,1244,1,0,70,70,8,327,621,0,0,0,50489612,89910652,3760600024,0,621,564,2,1,8,8,6601,1,3770002719,3724651398,647323570,289007761,289007761,2,1,12715620588,73389,73389,8,8,8,288991377,11,3,479146,3765028,3040998,28778,3770002719,3689413,47450082,2019254
63122.86,253952,62,194979,12846014506,139,1,621,3725840,2,51117,71,134740169,1244,1,0,70,70,8,327,621,0,0,0,51121562,91915893,3793794407,0,621,564,2,1,8,8,6601,1,3803557151,3758531144,657185783,291641267,291641267,2,1,12831494852,73389,73389,8,8,8,291624883,11,3,479885,3801810,3054932,29034,3803557151,3725840,48068133,2019254
64139.06,253952,62,196255,12930169346,139,1,621,3822321,2,51469,71,134740169,1244,1,0,70,70,8,327,621,0,0,0,51402401,93185895,3818857106,0,621,564,2,1,8,8,6601,1,3828329759,3783133665,661468879,293537493,293553877,2,1,12915649692,73389,73389,8,8,8,293537493,11,3,480108,3898604,3070435,29223,3828329759,3822321,48333495,2019254
65173.46,253952,62,197669,13023368154,139,1,621,3893571,2,51854,71,134740169,1244,1,0,70,70,8,327,621,0,0,0,52032275,95551359,3846414370,0,621,564,2,1,8,8,6601,1,3855592735,3810336103,674872779,295663095,295679479,2,1,13009176180,73389,73389,8,8,8,295663095,11,3,481501,3970183,3104005,29431,3855592735,3893571,48929832,2019254
66248.40,253952,62,199050,13114404274,139,1,621,3966089,2,52231,71,134740169,1244,1,0,70,70,8,327,621,0,0,0,52256732,96683838,3872788088,0,621,564,2,1,8,8,6601,1,3882331423,3836991770,677014695,297739545,297739545,2,1,13099819084,73389,73389,8,8,8,297723161,11,3,482407,4042998,3119112,29635,3882331423,3966089,49139208,2019254
67276.01,253952,62,200261,13194299274,140,1,621,4050619,2,52618,71,135005621,1244,1,0,70,70,8,327,621,0,0,0,52766131,98738253,3896146176,0,621,564,2,1,8,8,6601,1,3905400095,3860337730,685570194,299545659,299562043,2,1,13180008996,73389,73389,8,8,8,299545659,11,3,484942,4127795,3140670,29811,3905400095,4050619,49627079,2019254
68316.26,253952,62,201365,13266916470,140,1,621,4121888,2,52918,71,135005621,1244,1,0,70,70,8,327,621,0,0,0,53348703,100837809,3917534737,0,621,564,2,1,8,8,6601,1,3927026975,3881574876,700152415,301190092,301206476,2,1,13252364048,73389,73389,8,8,8,301190092,11,3,487614,4199301,3159888,29976,3927026975,4121888,50190454,2019254
69344.04,253952,62,202581,13347139150,140,1,621,4248551,2,53251,71,135005621,1244,1,0,70,70,8,327,621,0,0,0,53596034,101974234,3942071966,0,621,564,2,1,8,8,6601,1,3950226719,3904998713,721383648,303020782,303037166,2,1,13332914408,73389,73389,8,8,8,303020782,11,3,488042,4326229,3188238,30153,3950226719,4248551,50409462,2019254
70386.77,253952,62,203697,13420542778,140,1,621,4305315,2,53552,71,135005621,1244,1,0,70,70,8,327,621,0,0,0,54301397,104277197,3963857156,0,621,564,2,1,8,8,6601,1,3971722527,3926482953,737547460,304697983,304697983,2,1,13405990356,73389,73389,8,8,8,304681599,11,3,489592,4386757,3203672,30317,3971722527,4305315,51099417,2019254
71427.29,253952,62,204716,13487854866,140,1,621,4392459,2,53833,71,135005621,1244,1,0,70,70,8,327,621,0,0,0,54467639,105145934,3983151525,0,621,564,2,1,8,8,6601,1,3991383327,3946165970,738582061,306217377,306233761,2,1,13473564588,73389,73389,8,8,8,306217377,11,3,489593,4474132,3217875,30467,3991383327,4392459,51251485,2019254
72473.75,253952,62,205641,13548753184,141,1,621,4478490,2,54139,71,135017687,1244,1,0,70,70,8,327,621,0,0,0,54622257,106036226,4001524981,0,621,564,2,1,8,8,6601,1,4009340191,3964006667,739627302,307591474,307607858,2,1,13534024856,73389,73389,8,8,8,307591474,11,3,489810,4560366,3233016,30604,4009340191,4478490,51390988,2019254
73506.37,253952,62,206657,13615856598,141,1,621,4544449,2,54414,71,135271073,1244,1,0,70,70,8,327,621,0,0,0,54785458,106865800,4020948961,0,621,564,2,1,8,8,6601,1,4029000991,3983630893,740660491,309127252,309143636,2,1,13601599088,73389,73389,8,8,8,309127252,11,3,489848,4626560,3242039,30754,4029000991,4544449,51545193,2019254
74551.72,253952,62,207872,13695772422,141,1,621,4627813,2,54748,71,135271073,1244,1,0,70,70,8,327,621,0,0,0,55145628,108627940,4044568664,0,621,564,2,1,8,8,6601,1,4052331807,4007023328,751088838,310935525,310951909,2,1,13681163100,73389,73389,8,8,8,310935525,11,3,490240,4710207,3260258,30932,4052331807,4627813,51887173,2019254
75597.34,253952,62,209193,13782852250,141,1,621,4693799,2,55102,71,135271073,1244,1,0,70,70,8,327,621,0,0,0,55728790,111138571,4069761273,0,621,564,2,1,8,8,6601,1,4077497631,4032479611,780003568,312913671,312930055,2,1,13768201524,73389,73389,8,8,8,312913671,11,3,490752,4776459,3277618,31124,4077497631,4693799,52453002,2019254
76645.70,253952,62,210545,13871987826,141,1,621,4750741,2,55475,71,135271073,1244,1,0,70,70,8,327,621,0,0,0,55895438,111983752,4095871386,0,621,564,2,1,8,8,6601,1,4103843103,4058494971,781021345,314940969,314957353,2,1,13857402636,73389,73389,8,8,8,314940969,11,3,490774,4833674,3287703,31325,4103843103,4750741,52609593,2019254
77701.51,253952,62,211631,13943425374,142,1,621,4863107,2,55824,71,135271073,1244,1,0,70,70,8,327,621,0,0,0,56439411,114995200,4117129083,0,621,564,2,1,8,8,6601,1,4124552479,4079425411,795117492,316569018,316585402,2,1,13929036792,73389,73389,8,8,8,316569018,11,3,492796,4961290,3306279,31483,4124552479,4863107,53135015,2019254
78729.74,253952,62,212770,14018360462,142,1,621,4909568,2,56137,71,135271073,1244,1,0,70,70,8,327,621,0,0,0,56834532,116786172,4138650737,0,621,564,2,1,8,8,6601,1,4146310431,4101375771,904197689,318262603,318278987,2,1,14003554532,73389,73389,8,8,8,318262603,11,3,495877,5008005,3335211,31649,4146310431,4909568,53501228,2019254
79777.99,253952,62,214176,14111010850,142,1,621,5026140,2,56521,71,135271073,1244,1,0,70,70,8,327,621,0,0,0,57016395,117653171,4165679989,0,621,564,2,1,8,8,6601,1,4173704479,4128428004,905245865,320371821,320388205,2,1,14096360124,73389,73389,8,8,8,320371821,11,3,496210,5124896,3358082,31858,4173704479,5026140,53660251,2019254
80813.45,253952,62,215654,14208403962,142,1,621,5129797,2,56923,71,135271073,1244,1,0,70,70,8,327,621,0,0,0,57597786,120543705,4195201429,0,621,564,2,1,8,8,6601,1,4201753887,4156907863,953050387,322595727,322595727,2,1,14193491092,73389,73389,8,8,8,322579343,11,3,497636,5228878,3386404,32072,4201753887,5129797,54213350,2019254
81836.94,253952,62,217214,14311183092,142,1,621,5245787,2,57349,71,135271073,1244,1,0,70,70,8,327,621,0,0,0,57928018,121983642,4225380239,0,621,564,2,1,8,8,6601,1,4231900447,4186952238,957685486,324917937,324934321,2,1,14296389228,73389,73389,8,8,8,324917937,11,3,498636,5345204,3403081,32302,4231900447,5245787,54526940,2019254
82888.49,253952,62,218614,14403717782,143,1,621,5362522,2,57787,71,135536525,1244,1,0,70,70,8,327,621,0,0,0,58487823,124592322,4251887567,0,621,564,2,1,8,8,6601,1,4258901279,4213949933,973117290,327024996,327041380,2,1,14389099824,73389,73389,8,8,8,327024996,11,3,500260,5462249,3432362,32508,4258901279,5362522,55057491,2019254
83930.80,253952,62,220024,14496654446,143,1,621,5419697,2,58167,71,135536525,1244,1,0,70,70,8,327,621,0,0,0,58697124,125446990,4279444829,0,621,564,2,1,8,8,6601,1,4286164255,4241119005,974181789,329150598,329150598,2,1,14481905416,73389,73389,8,8,8,329134214,11,3,501158,5528100,3454333,32716,4286164255,5419697,55244850,2019254
84958.78,253952,62,221472,14592081478,143,1,621,5431482,2,58567,71,135536525,1244,1,0,70,70,8,327,621,0,0,0,59159520,127472827,4307263680,0,621,564,2,1,8,8,6601,1,4313689375,4269011625,998161745,331308968,331325352,2,1,14577594592,73389,73389,8,8,8,331308968,11,3,506183,5540197,3488551,32926,4313689375,5431482,55673062,2019254
