timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,PartsLockHoldMicroseconds,PartsLocks,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
65393.83,253952,62,293196,19318068934,155,0,621,4467737,72,17,78785,71,209,137394689,1244,1,0,70,70,89,8,392,621,0,0,0,73160563,98964998,5651086875,0,549,256,72,6,1,2,1,8,8,334,1,5694532895,5650563134,809148646,438728200,438728200,2,1,19303319904,73389,73389,8,8,8,438711816,6,3,687409,4564204,5192914,43461,5694532895,4467737,67970666,2626
66422.76,253952,62,294813,19424571550,155,0,621,4619046,72,17,79228,71,209,137394689,1244,1,0,70,70,89,8,392,621,0,0,0,73528118,100422487,5682197073,0,549,256,72,6,1,2,1,8,8,334,1,5725481733,5681685337,816671551,441148714,441148714,2,1,19409822520,73389,73389,8,8,8,441132330,6,3,688943,4715845,5216384,43698,5725481733,4619046,68314119,2626
67449.53,253952,62,296036,19504892534,156,0,621,4779380,72,17,79614,71,209,137660141,1244,1,0,70,70,89,8,392,621,0,0,0,73971474,102194776,5705527458,0,549,256,72,6,1,2,1,8,8,334,1,5748262343,5705155291,825994625,442971212,442987596,2,1,19490733328,73389,73389,8,8,8,442971212,6,3,692234,4876443,5246261,43875,5748262343,4779380,68728288,2626
68473.04,253952,62,297233,19583870030,156,0,621,4872742,72,17,79942,71,209,137660141,1244,1,0,70,70,89,8,392,621,0,0,0,74544748,104500186,5730062941,0,549,256,72,6,1,2,1,8,8,334,1,5771593159,5728247415,837527496,444769134,444769134,2,1,19569121000,73389,73389,8,8,8,444752750,6,3,695951,4970049,5280285,44053,5771593159,4872742,69267569,2626
69501.56,253952,62,298605,19674316326,156,0,621,4936654,72,17,80317,71,209,137660141,1244,1,0,70,70,89,8,392,621,0,0,0,75303441,107124662,5757090716,0,549,256,72,6,1,2,1,8,8,334,1,5797938631,5754658169,857228589,446812816,446829200,2,1,19659763904,73389,73389,8,8,8,446812816,6,3,696603,5034230,5295487,44254,5797938631,4936654,70011086,2626
70548.18,253952,62,299957,19763451902,157,0,621,4986264,72,17,80740,71,209,137925593,1244,1,0,70,70,89,8,392,621,0,0,0,75727868,109026975,5784776140,0,549,256,72,6,1,2,1,8,8,334,1,5823890887,5780727087,963014995,448840114,448856498,2,1,19748965016,73389,73389,8,8,8,448840114,6,3,700145,5084108,5316422,44452,5823890887,4986264,70414606,2626
71579.70,253952,62,301059,19835938026,157,0,621,5044188,72,17,81040,71,209,137925593,1244,1,0,70,70,89,8,392,621,0,0,0,76157228,110821118,5806168149,0,549,256,72,6,1,2,1,8,8,334,1,5845255623,5801915375,1023785537,450500931,450500931,2,1,19821320068,73389,73389,8,8,8,450484547,6,3,701131,5142302,5334942,44615,5845255623,5044188,70825474,2626
72620.82,253952,62,302348,19920944834,157,0,621,5116067,72,17,81393,71,209,137925593,1244,1,0,70,70,89,8,392,621,0,0,0,76370356,111599015,5830840997,0,549,256,72,6,1,2,1,8,8,334,1,5869897159,5826806826,1024820945,452429925,452429925,2,1,19906916700,73389,73389,8,8,8,452429925,6,3,701167,5214457,5349833,44803,5869897159,5116067,71023744,2626
73664.71,253952,62,303530,19998939290,157,0,621,5193173,72,17,81715,71,209,137925593,1244,1,0,70,70,89,8,392,621,0,0,0,76561096,112433314,5853677905,0,549,256,72,6,1,2,1,8,8,334,1,5892965831,5849557493,1025868851,454195079,454211463,2,1,19984583476,73389,73389,8,8,8,454195079,6,3,701173,5291847,5366709,44979,5892965831,5193173,71197637,2626
74807.74,253952,62,304571,20067427718,157,0,621,5231653,72,17,81996,71,209,137925593,1244,1,0,70,70,89,8,392,621,0,0,0,76731757,113297624,5873627309,0,549,256,72,6,1,2,1,8,8,334,1,5912757703,5869581211,1026904536,455757592,455773976,2,1,20053334048,73389,73389,8,8,8,455757592,6,3,701173,5330574,5383768,45130,5912757703,5231653,71351268,2626
75848.83,253952,62,305752,20145091186,158,0,621,5288353,72,17,82375,71,209,137925593,1244,1,0,70,70,89,8,392,621,0,0,0,78155188,119214711,5896593700,0,549,256,72,6,1,2,1,8,8,334,1,5935302087,5892295780,1125436272,457516713,457533097,2,1,20130735372,73389,73389,8,8,8,457516713,6,3,707843,5387540,5423283,45302,5935302087,5288353,72735213,2626
76886.84,253952,62,306803,20214500426,158,0,621,5315390,72,17,82660,71,209,137925593,1244,1,0,70,70,89,8,392,621,0,0,0,78364096,120362590,5917458009,0,549,256,72,6,1,2,1,8,8,334,1,5955487175,5912633540,1142649009,459101643,459101643,2,1,20200472292,73389,73389,8,8,8,459101643,6,3,709172,5414784,5431433,45456,5955487175,5315390,72935997,2626
77934.78,253952,62,308140,20302387510,158,0,621,5361812,72,17,83024,71,209,137925593,1244,1,0,70,70,89,8,392,621,0,0,0,78728563,122096286,5942784631,0,549,256,72,6,1,2,1,8,8,334,1,5981308359,5938313742,1151878098,461090140,461106524,2,1,20287966160,73389,73389,8,8,8,461090140,6,3,711022,5461478,5454031,45653,5981308359,5361812,73277893,2626
78966.20,253952,62,309513,20392899342,158,0,621,5494614,72,17,83401,71,209,137925593,1244,1,0,70,70,89,8,392,621,0,0,0,78961423,123171097,5969027813,0,549,256,72,6,1,2,1,8,8,334,1,6007784903,5964722234,1154348913,463150206,463166590,2,1,20378609064,73389,73389,8,8,8,463150206,6,3,711058,5594574,5479522,45855,6007784903,5494614,73485290,2626
79989.10,253952,62,310739,20473777382,158,0,621,5569094,72,17,83734,71,209,137925593,1244,1,0,70,70,89,8,392,621,0,0,0,79121490,124046013,5992645123,0,549,256,72,6,1,2,1,8,8,334,1,6031246791,5988419309,1155383967,464980896,464997280,2,1,20459159424,73389,73389,8,8,8,464980896,6,3,711066,5669291,5489457,46034,6031246791,5569094,73635445,2626
81032.74,253952,62,312023,20558191058,159,0,621,5660921,72,17,84137,71,209,137925593,1244,1,0,70,70,89,8,392,621,0,0,0,79912750,127980175,6017841176,0,549,256,72,6,1,2,1,8,8,334,1,6055888327,6013136273,1192785048,466912049,466912049,2,1,20543409260,73389,73389,8,8,8,466895665,6,3,715398,5761394,5525756,46222,6055888327,5660921,74390436,2626
82066.86,253952,62,313397,20648768426,159,0,621,5673924,72,17,84514,71,209,137925593,1244,1,0,70,70,89,8,392,621,0,0,0,80188406,129220541,6044215959,0,549,256,72,6,1,2,1,8,8,334,1,6082627015,6039579901,1195233554,468955731,468972115,2,1,20634052164,73389,73389,8,8,8,468955731,6,3,715720,5774664,5543921,46426,6082627015,5673924,74647953,2626
83116.69,253952,62,314873,20746030466,159,0,621,5724633,72,17,84917,71,209,137925593,1244,1,0,70,70,89,8,392,621,0,0,0,80636554,131218829,6074261337,0,549,256,72,6,1,2,1,8,8,334,1,6110938567,6068065161,1278473529,471179637,471196021,2,1,20731904028,73389,73389,8,8,8,471179637,6,3,717476,5825660,5568295,46642,6110938567,5724633,75071755,2626
84144.85,253952,62,316433,20848797530,159,0,621,5858416,72,17,85342,71,209,137925593,1244,1,0,70,70,89,8,392,621,0,0,0,81730462,136342263,6103522159,0,549,256,72,6,1,2,1,8,8,334,1,6140822983,6098046185,1325185919,473518231,473518231,2,1,20834081268,73389,73389,8,8,8,473501847,6,3,718119,5959772,5599638,46870,6140822983,5858416,76134351,2626
85182.25,253952,62,318075,20957203998,160,0,621,5950039,72,17,85838,71,209,138191045,1244,1,0,70,70,89,8,392,621,0,0,0,82079371,137730790,6135144327,0,549,256,72,6,1,2,1,8,8,334,1,6172542407,6129692298,1329226205,475963321,475985738,2,1,20942386124,73389,73389,8,8,8,475963321,6,3,721842,6063736,5630921,47112,6172542407,5950039,76452010,2626
86214.70,253952,62,319847,21073438710,161,0,621,6022488,72,17,86383,71,209,138191045,1244,1,0,70,70,89,8,392,621,0,0,0,82642658,140242097,6169106162,0,549,256,72,6,1,2,1,8,8,334,1,6205945616,6163701858,1349660756,478611052,478627436,2,1,21058886288,73389,73389,8,8,8,478611052,6,3,725984,6136514,5661315,47372,6205945616,6022488,76984936,2626
87251.87,253952,62,321105,21156413902,161,0,621,6046146,72,17,86726,71,209,138456497,1244,1,0,70,70,89,8,392,621,0,0,0,82924568,141501635,6193384864,0,549,256,72,6,1,2,1,8,8,334,1,6229931792,6187867000,1357280873,480507278,480523662,2,1,21142320232,73389,73389,8,8,8,480507278,6,3,726177,6160441,5672469,47555,6229931792,6046146,77255721,2626
88277.80,253952,62,322668,21259377574,161,0,621,6176222,72,17,87152,71,209,138456497,1244,1,0,70,70,89,8,392,621,0,0,0,83528999,144006612,6223040498,0,549,256,72,6,1,2,1,8,8,334,1,6260209424,6217972598,1420049324,482845872,482862256,2,1,21245218368,73389,73389,8,8,8,482845872,6,3,726895,6290855,5698394,47786,6260209424,6176222,77833259,2626
89322.80,253952,62,324227,21362079102,161,0,621,6286857,72,17,87580,71,209,138456497,1244,1,0,70,70,89,8,392,621,0,0,0,83726258,144827319,6253217928,0,549,256,72,6,1,2,1,8,8,334,1,6290224912,6248019940,1421067601,485184466,485200850,2,1,21348116504,73389,73389,8,8,8,485184466,6,3,726904,6401816,5716402,48015,6290224912,6286857,78012545,2626
90377.25,253952,62,325887,21471665218,162,1,621,6328772,72,17,88081,71,209,138721949,1244,1,0,70,70,89,8,392,621,0,0,0,84264635,147212822,6285756571,0,549,256,72,6,1,2,1,8,8,334,1,6322337552,6280023710,1443577146,487668357,487684741,2,1,21457407708,73389,73389,8,8,8,487668357,6,3,729161,6444020,5738513,48260,6322337552,6328772,78529848,2626
91419.68,253952,62,327583,21583345178,162,1,621,6429004,72,17,88549,71,209,138721949,1244,1,0,70,70,89,8,392,621,0,0,0,84795972,149484985,6317377608,0,549,256,72,6,1,2,1,8,8,334,1,6354581264,6312692038,1469740997,490203559,490219943,2,1,21568956596,73389,73389,8,8,8,490203559,6,3,733783,6544626,5776610,48506,6354581264,6429004,79023118,2626
92454.22,253952,62,329358,21700226614,162,1,621,6530480,72,17,89032,71,209,138721949,1244,1,0,70,70,89,8,392,621,0,0,0,85075951,150460814,6351620277,0,549,256,72,6,1,2,1,8,8,334,1,6389184272,6346897557,1472707707,492853449,492869833,2,1,21685551756,73389,73389,8,8,8,492853449,6,3,734658,6646481,5801847,48770,6389184272,6530480,79277890,2626
93483.76,253952,62,331141,21817849526,162,1,621,6601213,72,17,89515,71,209,138721949,1244,1,0,70,70,89,8,392,621,0,0,0,85280122,151295687,6386517409,0,549,256,72,6,1,2,1,8,8,334,1,6423394064,6381224560,1473755802,495542140,495558524,2,1,21803854160,73389,73389,8,8,8,495542140,6,3,734690,6717546,5813795,49031,6423394064,6601213,79470142,2626
94514.14,253952,62,332893,21933464954,163,1,621,6680624,72,17,90052,71,209,138987401,1244,1,0,70,70,89,8,392,621,0,0,0,86071285,154690279,6419580797,0,549,256,72,6,1,2,1,8,8,334,1,6457079568,6415092124,1513118686,498157103,498173487,2,1,21918912532,73389,73389,8,8,8,498157103,6,3,736204,6797297,5835130,49288,6457079568,6680624,80240006,2626
95533.80,253952,62,334982,22070900562,163,1,621,6717166,72,17,90622,71,209,138987401,1244,1,0,70,70,89,8,392,621,0,0,0,86637053,156756088,6459069742,0,549,256,72,6,1,2,1,8,8,334,1,6497318672,6455261842,1524686332,501282129,501298513,2,1,22056413676,73389,73389,8,8,8,501282129,6,3,737878,6834228,5858743,49595,6497318672,6717166,80782200,2626
96560.34,253952,62,337481,22235736834,163,1,621,6782713,72,17,91303,71,209,138987401,1244,1,0,70,70,89,8,392,621,0,0,0,87916054,161537320,6506819080,0,549,256,72,6,1,2,1,8,8,334,1,6545553168,6503413529,1557906020,505025429,505041813,2,1,22221118876,73389,73389,8,8,8,505025429,6,3,742955,6900248,5906826,49963,6545553168,6782713,82013160,2626
97586.60,253952,62,340177,22413218246,164,1,621,6863616,72,17,92092,71,209,138987401,1244,1,0,70,70,89,8,392,621,0,0,0,88479516,162736509,6557842881,0,549,256,72,6,1,2,1,8,8,334,1,6597457680,6555341379,1561249580,509057608,509073992,2,1,22398534752,73389,73389,8,8,8,509057608,6,3,744395,6981686,5942026,50359,6597457680,6863616,82541456,2626
98603.54,253952,62,342565,22570514570,164,1,621,6940868,72,17,92743,71,209,138987401,1244,1,0,70,70,89,8,392,621,0,0,0,89543862,166328094,6603361522,0,549,256,72,6,1,2,1,8,8,334,1,6643332880,6601338303,1590441246,512647419,512647419,2,1,22555765540,73389,73389,8,8,8,512631035,6,3,749813,7059421,5989366,50709,6643332880,6940868,83560978,2626
99624.76,253952,62,344730,22713196366,165,1,621,7016145,72,17,93388,71,209,139252853,1244,1,0,70,70,89,8,392,621,0,0,0,90430950,169280174,6644555641,0,549,256,72,6,1,2,1,8,8,334,1,6684882704,6643100294,1613794414,515884974,515884974,2,1,22698217960,73389,73389,8,8,8,515868590,6,3,752256,7135148,6024781,51026,6684882704,7016145,84410214,2626
100660.57,253952,62,346548,22832612882,166,1,621,7101070,72,17,93910,71,209,139252853,1244,1,0,70,70,89,8,392,621,0,0,0,91626406,173334703,6679589155,0,549,256,72,6,1,2,1,8,8,334,1,6719161314,6677947139,1637114272,518598241,518614625,2,1,22818322604,73389,73389,8,8,8,518598241,6,3,759956,7220440,6067344,51292,6719161314,7101070,85563140,2626
101687.75,253952,62,348324,22949801174,166,1,621,7172807,72,17,94423,71,209,139518305,1244,1,0,70,70,89,8,392,621,0,0,0,92191253,175107490,6713702621,0,549,256,72,6,1,2,1,8,8,334,1,6753240034,6712226025,1654181789,521254164,521270548,2,1,22935183216,73389,73389,8,8,8,521254164,6,3,761582,7292528,6090146,51552,6753240034,7172807,86105222,2626
102729.73,253952,62,349999,23059839426,167,1,621,7242472,72,17,94934,71,209,139518305,1244,1,0,70,70,89,8,392,621,0,0,0,92737334,177058753,6746177409,0,549,256,72,6,1,2,1,8,8,334,1,6785483746,6744408925,1666369772,523766949,523766949,2,1,23045745756,73389,73389,8,8,8,523766949,6,3,763400,7362498,6121184,51798,6785483746,7242472,86620298,2626
103750.58,253952,62,351761,23176110214,167,1,621,7310914,72,17,95412,71,209,139518305,1244,1,0,70,70,89,8,392,621,0,0,0,93015591,178005259,6779896233,0,549,256,72,6,1,2,1,8,8,334,1,6819300322,6778347311,1668250053,526406488,526422872,2,1,23161885472,73389,73389,8,8,8,526406488,6,3,763476,7431268,6141184,52056,6819300322,7310914,86878592,2626
104762.17,253952,62,353953,23320561482,167,1,621,7364495,72,17,96013,71,209,139518305,1244,1,0,70,70,89,8,392,621,0,0,0,93515283,179506139,6822662387,0,549,256,72,6,1,2,1,8,8,334,1,6861505506,6820541497,1679073275,529685003,529701387,2,1,23306140132,73389,73389,8,8,8,529685003,6,3,764548,7485278,6177992,52378,6861505506,7364495,87341511,2626
105807.70,253952,62,356066,23459569954,168,1,621,7453704,72,17,96641,71,209,139518305,1244,1,0,70,70,89,8,392,621,0,0,0,94689479,183671366,6863330726,0,549,256,72,6,1,2,1,8,8,334,1,6902137826,6861225169,1714185268,532850989,532850989,2,1,23445443516,73389,73389,8,8,8,532850989,6,3,767759,7580914,6220742,52688,6902137826,7453704,88472993,2626
106869.11,253952,62,357989,23586126586,168,1,621,7537945,72,17,97167,71,209,139518305,1244,1,0,70,70,89,8,392,621,0,0,0,95065381,184925257,6900852627,0,549,256,72,6,1,2,1,8,8,334,1,6939100130,6898182272,1717616129,535713871,535730255,2,1,23571410324,73389,73389,8,8,8,535713871,6,3,768663,7665511,6245970,52970,6939100130,7537945,88823699,2626
107927.12,253952,62,359213,23666873554,168,1,621,7582056,72,17,97503,71,209,139518305,1244,1,0,70,70,89,8,392,621,0,0,0,95676535,187333226,6925652130,0,549,256,72,6,1,2,1,8,8,334,1,6962430946,6921774031,1728540127,537560945,537577329,2,1,23652681580,73389,73389,8,8,8,537560945,6,3,771402,7709863,6271257,53148,6962430946,7582056,89409596,2626
108971.20,253952,62,360740,23767477930,168,1,621,7625323,72,17,97918,71,209,139518305,1244,1,0,70,70,89,8,392,621,0,0,0,95907360,188371375,6955304327,0,549,256,72,6,1,2,1,8,8,334,1,6991922146,6951201881,1731136349,539850387,539850387,2,1,23752696132,73389,73389,8,8,8,539834003,6,3,771916,7753433,6289104,53373,6991922146,7625323,89622605,2626
110012.71,253952,62,361933,23846193282,169,1,621,7637993,72,17,98299,71,209,139783757,1244,1,0,70,70,89,8,392,621,0,0,0,96517684,190633579,6978267413,0,549,256,72,6,1,2,1,8,8,334,1,7014859746,6974234272,1744329880,541640117,541640117,2,1,23831444252,73389,73389,8,8,8,541623733,6,3,774425,7766336,6303231,53548,7014859746,7637993,90218827,2626
111049.27,253952,62,363165,23927464538,169,1,621,7704645,72,17,98633,71,209,139783757,1244,1,0,70,70,89,8,392,621,0,0,0,97033594,192896792,7002018863,0,549,256,72,6,1,2,1,8,8,334,1,7038583778,6997984503,1756521699,543487191,543487191,2,1,23913436404,73389,73389,8,8,8,543487191,6,3,775865,7833239,6318218,53729,7038583778,7704645,90719778,2626
112083.14,253952,62,364342,24004865862,169,1,621,7726101,72,17,98959,71,209,139783757,1244,1,0,70,70,89,8,392,621,0,0,0,97210094,193728331,7024721759,0,549,256,72,6,1,2,1,8,8,334,1,7061259234,7020603762,1757546808,545246312,545262696,2,1,23990837728,73389,73389,8,8,8,545246312,6,3,776110,7854930,6328151,53902,7061259234,7726101,90886376,2626
113123.75,253952,62,365484,24080238878,169,1,621,7754420,72,17,99268,71,209,139783757,1244,1,0,70,70,89,8,392,621,0,0,0,97375889,194589412,7046637243,0,549,256,72,6,1,2,1,8,8,334,1,7083148258,7042600673,1758574901,546962314,546962314,2,1,24065620920,73389,73389,8,8,8,546945930,6,3,776111,7883496,6341119,54069,7083148258,7754420,91039230,2626
114162.74,253952,62,366772,24165180150,169,1,621,7793782,72,17,99619,71,209,139783757,1244,1,0,70,70,89,8,392,621,0,0,0,97554169,195458050,7071569343,0,549,256,72,6,1,2,1,8,8,334,1,7108183010,7067470597,1759621975,548874924,548891308,2,1,24150496656,73389,73389,8,8,8,548874924,6,3,776113,7923121,6347040,54260,7108183010,7793782,91211614,2626
115198.77,253952,62,367876,24238062798,170,1,621,7856142,72,17,99976,71,209,140037143,1244,1,0,70,70,89,8,392,621,0,0,0,98463024,199305467,7092435737,0,549,256,72,6,1,2,1,8,8,334,1,7129154530,7088791516,1781898819,550533582,550549966,2,1,24223477608,73389,73389,8,8,8,550533582,6,3,776896,7985720,6376656,54420,7129154530,7856142,92090876,2626
116230.88,253952,62,369602,24351708838,170,1,621,7932159,72,17,100447,71,209,140037143,1244,1,0,70,70,89,8,392,621,0,0,0,98716858,200236676,7125761628,0,549,256,72,6,1,2,1,8,8,334,1,7162315746,7121995225,1792292967,553117936,553134320,2,1,24337189184,73389,73389,8,8,8,553117936,6,3,778715,8062090,6396754,54673,7162315746,7932159,92324652,2626
117262.16,253952,62,371410,24470728830,170,1,621,7980830,72,17,100939,71,209,140037143,1244,1,0,70,70,89,8,392,621,0,0,0,99227383,202083683,7160005635,0,549,256,72,6,1,2,1,8,8,334,1,7197180898,7156798574,1803334336,555833362,555833362,2,1,24455947032,73389,73389,8,8,8,555816978,6,3,779418,8111152,6419244,54939,7197180898,7980830,92812719,2626
118288.06,253952,62,372924,24570481238,170,1,621,8018439,72,17,101353,71,209,140037143,1244,1,0,70,70,89,8,392,621,0,0,0,99915421,204632434,7189727336,0,549,256,72,6,1,2,1,8,8,334,1,7226213452,7185944480,1815980268,558090036,558106420,2,1,24555961584,73389,73389,8,8,8,558090036,6,3,780591,8149086,6444511,55161,7226213452,8018439,93475524,2626
119311.64,253952,62,374216,24655684654,171,1,621,8104683,72,17,101790,71,209,140302595,1244,1,0,70,70,89,8,392,621,0,0,0,100687001,207729043,7214781197,0,549,256,72,6,1,2,1,8,8,334,1,7251106369,7210892126,1832993762,560035414,560035414,2,1,24640837320,73389,73389,8,8,8,560019030,6,3,783561,8235604,6478693,55351,7251106369,8104683,94212958,2626
120336.54,253952,62,376018,24774311430,171,1,621,8181019,72,17,102286,71,209,140302595,1244,1,0,70,70,89,8,392,621,0,0,0,101252063,209846204,7249416352,0,549,256,72,6,1,2,1,8,8,334,1,7285971521,7245580585,1855715091,562718072,562734456,2,1,24759595168,73389,73389,8,8,8,562718072,6,3,784347,8312283,6511363,55617,7285971521,8181019,94745384,2626
121373.27,253952,62,377805,24892220618,171,1,621,8285106,72,17,102775,71,209,140302595,1244,1,0,70,70,89,8,392,621,0,0,0,101767487,211532256,7283793842,0,549,256,72,6,1,2,1,8,8,334,1,7320050241,7279951756,1866209990,565406763,565423147,2,1,24877897572,73389,73389,8,8,8,565406763,6,3,785864,8421558,6534595,55877,7320050241,8285106,95237617,2626
122389.64,253952,62,379751,25020550030,172,1,621,8360902,72,17,103360,71,209,140568047,1244,1,0,70,70,89,8,392,621,0,0,0,102052051,212384251,7321056999,0,549,256,72,6,1,2,1,8,8,334,1,7357536833,7317427129,1867510191,568324830,568341214,2,1,25006292520,73389,73389,8,8,8,568324830,6,3,787999,8497754,6560652,56163,7357536833,8360902,95496164,2626
123412.12,253952,62,381530,25137669478,172,1,621,8407642,72,17,103843,71,209,140568047,1244,1,0,70,70,89,8,392,621,0,0,0,102555755,214220699,7355300602,0,549,256,72,6,1,2,1,8,8,334,1,7391746625,7351747314,1893885455,570991104,570991104,2,1,25122887680,73389,73389,8,8,8,570974720,6,3,789903,8544850,6585052,56424,7391746625,8407642,95975500,2626
124447.00,253952,62,383553,25271045162,172,1,621,8467002,72,17,104395,71,209,140568047,1244,1,0,70,70,89,8,392,621,0,0,0,103347796,216868859,7395052653,0,549,256,72,6,1,2,1,8,8,334,1,7430937153,7390733392,1914091382,574007475,574023859,2,1,25256328900,73389,73389,8,8,8,574007475,6,3,790610,8610932,6614572,56723,7430937153,8467002,96738061,2626
125487.92,253952,62,386160,25442693870,173,1,621,8538684,72,17,105162,71,209,140568047,1244,1,0,70,70,89,8,392,621,0,0,0,103665939,217579640,7444634203,0,549,256,72,6,1,2,1,8,8,334,1,7480875585,7440888739,1915119863,577924966,577924966,2,1,25428698504,73389,73389,8,8,8,577924966,6,3,791795,8683155,6643389,57104,7480875585,8538684,97027426,2626
126507.54,253952,62,388477,25595337138,173,1,621,8627428,72,17,105791,71,209,140568047,1244,1,0,70,70,89,8,392,621,0,0,0,104571941,220099681,7489365910,0,549,256,72,6,1,2,1,8,8,334,1,7525308993,7485472677,1927401457,581383705,581400089,2,1,25580883020,73389,73389,8,8,8,581383705,6,3,793230,8772419,6680260,57443,7525308993,8627428,97896591,2626
127526.69,253952,62,391016,25762794850,174,1,621,8713474,72,17,106536,71,209,140833499,1244,1,0,70,70,89,8,392,621,0,0,0,105876407,224479052,7536982328,0,549,256,72,6,1,2,1,8,8,334,1,7574329921,7534407131,1963990921,585200733,585200733,2,1,25748111356,73389,73389,8,8,8,585184349,6,3,796298,8859017,6719459,57817,7574329921,8713474,99161888,2626
128545.83,253952,62,394413,25986482450,174,1,621,8749716,72,17,107467,71,209,140833499,1244,1,0,70,70,89,8,392,621,0,0,0,106667616,225984775,7602163179,0,549,256,72,6,1,2,1,8,8,334,1,7639603777,7599837206,1978831746,590271137,590287521,2,1,25971930028,73389,73389,8,8,8,590271137,6,3,797621,8895890,6746919,58315,7639603777,8749716,99925673,2626
129572.35,253952,62,397862,26213843374,175,1,621,8792258,72,17,108463,71,209,141098951,1244,1,0,70,70,89,8,392,621,0,0,0,107244664,226883989,7669440733,0,549,256,72,6,1,2,1,8,8,334,1,7706319425,7666321178,1982623327,595437686,595454070,2,1,26199258184,73389,73389,8,8,8,595437686,6,3,803200,8939101,6798557,58824,7706319425,8792258,100451122,2626
130593.83,253952,62,400773,26405061194,177,1,621,8832595,72,17,109313,71,209,141098951,1244,1,0,70,70,89,8,392,621,0,0,0,108986498,231273392,7722331136,0,549,256,72,6,1,2,1,8,8,334,1,7760840416,7722138407,2027060477,599785035,599801419,2,1,26390541540,73389,73389,8,8,8,599785035,6,3,808216,8979944,6846311,59251,7760840416,8832595,102145241,2626
130788.92,253952,62,400935,26415466446,178,1,621,8846369,72,17,109410,77,209,148439424,1251,1,1037,76,77,89,70,4961,621,657,1037,109,112814916,243521825,7768501973,8,549,256,72,6,1,2,1,8,8,334,1,7763456807,7725180361,8224097737,600037902,600037902,2,1,26401667688,73389,73389,8,8,8,600037902,6,3,852194,8993761,7024482,59276,7763456807,8846369,105795539,2626
