timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
108187.71,38097,253952,62,223976,14757921614,1487,9047,576,9620575,0,31,88022,67,24041,117083050,1154,1,0,4,9942,279082002,9,1115875528,66,70,4,28935,576,0,0,153299964,483687249,4678642005,0,576,4122,0,3,1,8,8,10644,3,4678487096,4649016603,688090578,283535949,283650637,3,1,14743017412,73389,73389,8,8,8,283519569,11,3,634850,9788749,4132317,38824,4678487096,9620575,149171561,17785
109223.30,38101,253952,62,236954,15612526130,1569,9057,576,10724724,0,31,93121,67,24041,117083050,1154,1,0,4,9942,295367885,9,1180510684,66,70,4,28935,576,0,0,163831941,537431615,4949207700,0,576,4122,0,3,1,8,8,10644,3,4947492732,4917959335,760404907,299973802,300121258,3,1,15596933800,73389,73389,8,8,8,299941038,11,3,675748,10920253,4437812,41058,4947492732,10724724,159399652,17785
110264.75,38103,253952,62,250361,16494956006,1658,9059,576,11628908,0,31,98393,67,24041,117095116,1154,1,0,4,9942,311883400,9,1247275000,66,70,4,28935,576,0,0,172372163,581725201,5226201843,0,576,4122,0,3,1,8,8,10644,3,5226026193,5196357863,817964949,316970870,317052790,3,1,16476521496,73389,73389,8,8,8,316856186,11,3,700327,11854825,4644686,43362,5226026193,11628908,167733360,17785
111336.86,38107,253952,62,262730,17310650576,1740,9059,585,12508943,0,31,103244,67,24041,118895820,1172,1,0,4,9942,327462221,9,1309008964,66,70,4,28935,585,0,0,181736460,630205987,5482858323,0,585,4137,0,3,1,8,8,10644,3,5482191788,5452950636,884745804,332656774,332736535,3,1,17294744408,73389,73389,8,8,8,332591242,11,3,741442,12765074,4871780,45490,5482191788,12508943,176870916,17840
112381.63,38113,253952,62,276165,18196049664,1823,9060,585,13448115,0,31,108572,67,24041,118895820,1172,1,0,4,9942,344324458,9,1376651800,66,70,4,28935,585,0,0,191433677,679615623,5762711197,0,585,4137,0,3,1,8,8,10644,3,5759967228,5731475029,952371182,349612438,349776278,3,1,18178994840,73389,73389,8,8,8,349596058,11,3,774475,13722558,5115987,47788,5759967228,13448115,186324279,17840
113418.26,38116,253952,62,289226,19056105734,1908,9063,594,14131045,0,31,113653,67,24041,120394185,1190,1,0,4,9942,360398708,9,1440819376,66,70,4,28935,594,0,0,200279642,724221418,6032362483,0,594,4146,0,3,1,8,8,10644,3,6031427989,6002141959,1012396567,366173171,366337011,3,1,19039300988,73389,73389,8,8,8,366140407,11,3,807899,14467024,5341175,50036,6031427989,14131045,194944386,17881
114454.79,38125,253952,62,302486,19930446266,1996,9063,594,14906440,0,31,118932,67,24041,120707901,1190,1,0,4,9942,377124778,9,1507917456,66,70,4,28935,594,0,0,210546794,774294124,6305466177,0,594,4146,0,3,1,8,8,10644,3,6304970582,6277895038,1081172164,383044756,383093908,3,1,19912363568,73389,73389,8,8,8,382930072,11,3,839780,15245774,5579875,52302,6304970582,14906440,204974221,17881
115487.82,38128,253952,62,316794,20873770176,2086,9066,594,15768638,0,31,124561,67,24041,121021617,1190,1,0,4,9942,395033340,9,1579164192,66,70,4,28935,594,0,0,220944107,823098309,6601872346,0,594,4146,0,3,1,8,8,10644,3,6601196158,6574510164,1147785878,401175750,401306822,3,1,20856879192,73389,73389,8,8,8,401093834,11,3,886054,16111599,5855076,54757,6601196158,15768638,215096716,17881
116513.17,38137,253952,62,335143,22081961260,2203,9067,594,16655021,0,31,131770,67,24041,121021617,1190,1,0,4,9942,417871783,9,1670776068,66,70,4,28935,594,0,0,233059834,864159512,6981281158,0,594,4146,0,3,1,8,8,10644,3,6982115270,6954842145,1209076202,424418552,424516856,3,1,22066356864,73389,73389,8,8,8,424353020,11,3,923969,17013551,6177493,57900,6982115270,16655021,226890466,17881
117543.52,38142,253952,62,355053,23394312204,2337,9069,594,17429410,0,31,139654,67,24041,121021617,1190,1,0,4,9942,442883631,9,1770694456,66,70,4,28935,594,0,0,247639921,910677208,7397560570,0,594,4146,0,3,1,8,8,10644,3,7397438633,7368386781,1274222012,449680016,449712784,3,1,23378249056,73389,73389,8,8,8,449581716,11,3,959153,17801820,6481607,61346,7397438633,17429410,241166897,17881
118572.68,38154,253952,62,374753,24692586872,2464,9071,594,18251196,0,31,147398,67,24041,121021617,1190,1,0,4,9942,467407312,9,1868918448,66,70,4,28935,594,0,0,261047530,954484157,7808890758,0,594,4146,0,3,1,8,8,10644,3,7807137711,7776999311,1336709156,474632343,474697879,3,1,24676622028,73389,73389,8,8,8,474550427,11,3,997369,18640542,6792499,64754,7807137711,18251196,254264063,17881
119599.42,38162,253952,62,394820,26013923840,2595,9072,603,19196003,2,31,155286,67,24041,122463765,1208,1,0,4,9942,492494781,9,1969074216,66,70,4,28935,603,0,0,274709684,999350245,8226504576,0,601,4163,2,3,1,8,8,10644,3,8224232403,8192719041,1398183532,500060250,500140011,3,1,26002281064,73389,73389,8,8,8,500043870,11,3,1028269,19593708,7082268,68201,8224232403,19196003,267636952,17933
120633.73,38172,253952,62,414363,27302850504,2723,9074,603,20173502,2,31,163050,67,24041,122463765,1208,1,0,4,9942,517021934,9,2067506008,66,70,4,28935,603,0,0,289270127,1046702103,8637470341,0,601,4163,2,3,1,8,8,10644,3,8630732402,8598694466,1463865368,524807333,524872869,3,1,27289129380,73389,73389,8,8,8,524790953,11,3,1065571,20599914,7399898,71573,8630732402,20173502,281880192,17933
121662.69,38180,253952,62,434850,28652702004,2850,9076,603,21032481,2,31,171049,67,24041,122463765,1208,1,0,4,9942,542402569,9,2168835536,66,70,4,28935,603,0,0,303454893,1094693100,9054354651,0,601,4163,2,3,1,8,8,10644,3,9054792144,9023752160,1529694112,550742700,550857388,3,1,28636064528,73389,73389,8,8,8,550693552,11,3,1099134,21498393,7709160,75075,9054792144,21032481,295756206,17933
122690.96,38185,253952,62,454348,29934812490,2972,9080,639,21838778,4,31,178704,67,24041,128374178,1280,1,0,4,9942,566712896,9,2265882276,66,70,4,28935,639,0,0,316056582,1137070217,9459260415,0,635,4250,4,3,1,8,8,10644,3,9458962279,9427720448,1588023642,575386334,575484638,3,1,29918385464,73389,73389,8,8,8,575353570,11,3,1127239,22309280,7976670,78442,9458962279,21838778,308090848,18122
123717.65,38191,253952,62,472314,31118826544,3089,9080,783,22840834,4,31,185818,67,24041,153707445,1568,1,0,4,9942,589307753,9,2356585208,66,70,4,28935,783,0,0,330661146,1186787813,9861823221,0,779,8127,4,3,1,8,8,10644,3,9855350192,9802573741,1658596412,598024829,598172285,3,1,31091327364,73389,73389,8,8,8,597910145,11,3,1165053,23328043,8294597,81740,9855350192,22840834,322376920,18894
123993.39,38191,253952,62,473866,31220840066,3118,9080,783,22902277,4,31,186567,74,24041,161047918,1575,1,1228,4,9942,591599349,9,2366397396,73,77,66,28978,783,1228,134,333296978,1195535603,9900831915,8,779,8127,4,3,1,8,8,10644,3,9889818114,9834811657,1707479703,600037902,600037902,3,1,31201970936,73389,73389,8,8,8,600037906,11,3,1173834,23389897,8348290,82020,9889818114,22902277,324960166,18894
