timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
34664.04,253952,62,39925,2629607530,113,621,1772333,4,7406,68,17247,130770455,1244,1,0,67,70,1,5,18068,621,0,0,0,7696835,29458310,811618694,0,621,436,2,1,8,8,13466,1,820238702,771965476,85024428,59453923,59453923,2,1,2615251716,73389,73389,8,8,8,59437539,12,3,177322,1823555,982142,6269,820238702,1772333,6715574,28748
35683.14,253952,62,42357,2789787438,114,621,1844916,4,8122,68,17247,130770455,1244,1,0,67,70,1,5,18068,621,0,0,0,8308048,31346349,858577940,0,621,436,2,1,8,8,13466,1,866900334,818862508,95740811,63092886,63109270,2,1,2776086984,73389,73389,8,8,8,63092886,12,3,177757,1896661,1013747,6625,866900334,1844916,7295220,28748
36696.24,253952,62,45106,2970754324,114,621,1913274,4,8847,68,17247,130770455,1244,1,0,67,70,1,5,18068,621,0,0,0,9118962,33093668,910652687,0,621,436,2,1,8,8,13466,1,919722350,871731484,102500405,67190601,67206985,2,1,2956386444,73389,73389,8,8,8,67190601,12,3,177888,1965583,1040819,7028,919722350,1913274,8079107,28748
37703.95,253952,62,48408,3188469390,115,621,1973410,4,9832,68,17247,131035907,1244,1,0,67,70,1,5,18068,621,0,0,0,10035663,34780660,975047665,0,621,436,2,1,8,8,13466,1,983554414,935360491,110314793,72144158,72160542,2,1,3174342952,73389,73389,8,8,8,72144158,12,3,180313,2026366,1080765,7515,983554414,1973410,8955899,28748
38719.27,253952,62,52858,3481697302,115,621,2053452,4,11044,68,17247,131035907,1244,1,0,67,70,1,5,18068,621,0,0,0,11105521,36388890,1060285607,0,621,436,2,1,8,8,13466,1,1069013358,1021140921,121595899,78815876,78815876,2,1,3467177648,73389,73389,8,8,8,78799492,12,3,184607,2113700,1129645,8167,1069013358,2053452,9976925,28748
39739.88,253952,62,56084,3694443698,116,621,2129330,4,11980,68,17247,131301359,1244,1,0,67,70,1,5,18068,621,0,0,0,12290767,38996349,1123502728,0,621,436,2,1,8,8,13466,1,1131141486,1083288836,149578305,83654745,83654745,2,1,3680808780,73389,73389,8,8,8,83654745,12,3,190717,2195225,1199337,8641,1131141486,2129330,11092522,28748
40743.10,253952,62,66451,4377559672,118,621,2187361,4,14863,68,17247,131554745,1244,1,0,67,70,1,5,18068,621,0,0,0,15591007,42489232,1321754620,0,621,436,2,1,8,8,13466,1,1330764142,1282954304,176806449,99181127,99181127,2,1,4363969588,73389,73389,8,8,8,99181127,12,3,212315,2254315,1300821,10164,1330764142,2187361,14291351,28748
41746.48,253952,62,78503,5171658842,120,621,2229431,4,18237,68,17247,131820197,1244,1,0,67,70,1,5,18068,621,0,0,0,17839385,42691869,1554230365,0,621,436,2,1,8,8,13466,1,1562892654,1515112723,183258755,117226327,117226327,2,1,5157958388,73389,73389,8,8,8,117226327,12,3,213852,2297468,1342395,11935,1562892654,2229431,16498232,28748
42749.78,253952,62,90625,5970333466,121,621,2274023,4,21619,68,17247,131820197,1244,1,0,67,70,1,5,18068,621,0,0,0,20031723,42691928,1787233085,0,621,436,2,1,8,8,13466,1,1796200814,1748683752,187026353,135369831,135369831,2,1,5955551668,73389,73389,8,8,8,135353447,12,3,214525,2343182,1402808,13715,1796200814,2274023,18630251,28748
43754.03,253952,62,102492,6752296410,123,621,2318888,4,24968,68,17247,132351101,1244,1,0,67,70,1,5,18068,621,0,0,0,22181021,42802243,2014856091,0,621,436,2,1,8,8,13466,1,2024790382,1977220372,195568672,153144695,153144695,2,1,6738366580,73389,73389,8,8,8,153144695,12,3,223838,2389143,1468163,15459,2024790382,2318888,20714280,28748
44767.00,253952,62,111088,7318829290,125,621,2375128,4,27474,68,17247,132616553,1244,1,0,67,70,1,5,18068,621,0,0,0,24502447,44688667,2179417864,0,621,436,2,1,8,8,13466,1,2190072174,2142755326,222966438,166021187,166037571,2,1,7304932228,73389,73389,8,8,8,166021187,12,3,231195,2446338,1544656,16720,2190072174,2375128,22959284,28748
45780.03,253952,62,117376,7733308726,126,621,2439634,4,29206,68,17247,132882005,1244,1,0,67,70,1,5,18068,621,0,0,0,25553473,45408367,2298472998,0,621,436,2,1,8,8,13466,1,2310920558,2263967251,226367088,175438940,175455324,2,1,7719313360,73389,73389,8,8,8,175438940,12,3,235646,2511801,1603584,17642,2310920558,2439634,23951424,28748
46791.99,253952,62,122984,8102692778,127,621,2524165,4,30827,68,17247,132882005,1244,1,0,67,70,1,5,18068,621,0,0,0,26914127,46695576,2406387287,0,621,436,2,1,8,8,13466,1,2418923886,2371980679,238869565,183820627,183837011,2,1,8088107588,73389,73389,8,8,8,183820627,12,3,243380,2597194,1686614,18466,2418923886,2524165,25229090,28748
47809.01,253952,62,128003,8433210674,128,621,2592629,4,32201,68,17247,132882005,1244,1,0,67,70,1,5,18068,621,0,0,0,28173802,47980536,2504077738,0,621,436,2,1,8,8,13466,1,2515523950,2468555208,245869352,191352505,191368889,2,1,8419510220,73389,73389,8,8,8,191352505,12,3,247901,2666458,1759847,19203,2515523950,2592629,26415574,28748
48828.17,253952,62,131599,8670205390,128,621,2662700,4,33235,68,17247,132882005,1244,1,0,67,70,1,5,18068,621,0,0,0,29322587,49725828,2573454709,0,621,436,2,1,8,8,13466,1,2584729966,2537838216,263096100,196740238,196740238,2,1,8655849576,73389,73389,8,8,8,196723854,12,3,249516,2737202,1803270,19731,2584729966,2662700,27520975,28748
49849.41,253952,62,134718,8875673982,129,621,2704501,4,34141,68,17247,133147457,1244,1,0,67,70,1,5,18068,621,0,0,0,30473348,51338983,2635750051,0,621,436,2,1,8,8,13466,1,2644629870,2597865151,271017300,201409234,201409234,2,1,8861285400,73389,73389,8,8,8,201392850,12,3,252873,2779576,1842014,20188,2644629870,2704501,28633031,28748
50865.85,253952,62,138529,9126758938,129,621,2788179,4,35157,68,17247,133147457,1244,1,0,67,70,1,5,18068,621,0,0,0,31296693,52548086,2709582819,0,621,436,2,1,8,8,13466,1,2718030190,2671231704,278037228,207108263,207124647,2,1,9112763572,73389,73389,8,8,8,207108263,12,3,256155,2866952,1896777,20748,2718030190,2788179,29401658,28748
51877.04,253952,62,142324,9377060770,130,621,2865730,4,36271,68,17247,133412909,1244,1,0,67,70,1,5,18068,621,0,0,0,32252682,54073560,2782366449,0,621,436,2,1,8,8,13466,1,2791561582,2744435970,285803741,212805133,212805133,2,1,9362704956,73389,73389,8,8,8,212788749,12,3,257216,2945160,1944903,21309,2791561582,2865730,30309556,28748
52893.69,253952,62,146716,9666222142,131,621,2926003,4,37486,68,17247,133412909,1244,1,0,67,70,1,5,18068,621,0,0,0,34362578,57186059,2865373989,0,621,436,2,1,8,8,13466,1,2875971950,2829030247,317140949,219372514,219372514,2,1,9651669720,73389,73389,8,8,8,219356130,12,3,270091,3006141,2012117,21953,2875971950,2926003,32352279,28748
53904.62,253952,62,152797,10067135626,132,621,2986874,4,39207,68,17247,133678361,1244,1,0,67,70,1,5,18068,621,0,0,0,36027281,58922397,2984824222,0,621,436,2,1,8,8,13466,1,2992888174,2946240424,327504375,228462587,228478971,2,1,10052353828,73389,73389,8,8,8,228462587,12,3,279251,3067937,2102154,22845,2992888174,2986874,33926988,28748
54913.55,253952,62,158480,10441434878,132,621,3046410,4,40786,68,17247,133678361,1244,1,0,67,70,1,5,18068,621,0,0,0,37633627,60726952,3093009044,0,621,436,2,1,8,8,13466,1,3102128850,3055677350,337176364,236975346,236991730,2,1,10426915224,73389,73389,8,8,8,236975346,12,3,291429,3128346,2181963,23680,3102128850,3046410,35453571,28748
55926.00,253952,62,162469,10704290162,134,621,3141462,4,41974,68,17247,134209265,1244,1,0,67,70,1,5,18068,621,0,0,0,38540618,61821466,3170782391,0,621,436,2,1,8,8,13466,1,3178212639,3132449307,343392225,242948585,242964969,2,1,10689737740,73389,73389,8,8,8,242948585,12,3,292897,3224132,2230731,24263,3178212639,3141462,36311831,28748
56945.61,253952,62,166350,10959962638,134,621,3208671,4,43021,68,17247,134209265,1244,1,0,67,70,1,5,18068,621,0,0,0,39375262,63176874,3243171888,0,621,436,2,1,8,8,13466,1,3252661535,3207228302,374764340,248762302,248778686,2,1,10945541288,73389,73389,8,8,8,248762302,12,3,296502,3292012,2269632,24831,3252661535,3208671,37107614,28748
57957.49,253952,62,171848,11322137730,135,621,3283943,4,44567,68,17247,134209265,1244,1,0,67,70,1,5,18068,621,0,0,0,41505373,65914269,3350273314,0,621,436,2,1,8,8,13466,1,3358436639,3313082507,399019509,256996533,257012917,2,1,11307847452,73389,73389,8,8,8,256996533,12,3,301584,3368202,2340023,25638,3358436639,3283943,39167376,28748
58975.88,253952,62,174692,11509583922,136,621,3345237,4,45420,68,17247,134474717,1244,1,0,67,70,1,5,18068,621,0,0,0,42460836,67412356,3405097807,0,621,436,2,1,8,8,13466,1,3413486879,3367871101,404600244,261255929,261272313,2,1,11495260876,73389,73389,8,8,8,261255929,12,3,303877,3430126,2382224,26058,3413486879,3345237,40080673,28748
60002.00,253952,62,176492,11628079626,136,621,3409679,4,45913,68,17247,134474717,1244,1,0,67,70,1,5,18068,621,0,0,0,43328379,69102964,3440522739,0,621,436,2,1,8,8,13466,1,3447958815,3402586348,412904084,263954971,263954971,2,1,11613297828,73389,73389,8,8,8,263938587,12,3,305477,3494988,2411534,26321,3447958815,3409679,40918947,28748
61024.59,253952,62,178428,11755753678,136,621,3503639,4,46441,68,17247,134474717,1244,1,0,67,70,1,5,18068,621,0,0,0,43813051,70484435,3478961701,0,621,436,2,1,8,8,13466,1,3485183263,3439906675,417148003,266856654,266856654,2,1,11741692776,73389,73389,8,8,8,266856654,12,3,306094,3591065,2436213,26605,3485183263,3503639,41378975,28748
62057.10,253952,62,180073,11864091302,136,621,3589738,4,46891,68,17247,134474717,1244,1,0,67,70,1,5,18068,621,0,0,0,44139763,71520835,3510324691,0,621,436,2,1,8,8,13466,1,3516902687,3471563189,419961100,269309936,269326320,2,1,11849637184,73389,73389,8,8,8,269309936,12,3,306178,3677563,2456548,26847,3516902687,3589738,41685389,28748
63089.58,253952,62,181888,11983835498,137,621,3702143,4,47443,68,17247,134740169,1244,1,0,67,70,1,5,18068,621,0,0,0,44735933,73190369,3545091965,0,621,436,2,1,8,8,13466,1,3551636767,3506495315,425707236,272039587,272055971,2,1,11969741828,73389,73389,8,8,8,272039587,12,3,306238,3790365,2478409,27112,3551636767,3702143,42259730,28748
64104.94,253952,62,183738,12105608002,137,621,3741484,4,47945,68,17247,134740169,1244,1,0,67,70,1,5,18068,621,0,0,0,45363147,75133194,3581039266,0,621,436,2,1,8,8,13466,1,3587550495,3542100826,435950751,274804165,274820549,2,1,12091383260,73389,73389,8,8,8,274804165,12,3,309105,3830073,2499907,27386,3587550495,3741484,42865478,28748
65136.24,253952,62,185099,12195333402,137,621,3868768,4,48319,68,17247,134740169,1244,1,0,67,70,1,5,18068,621,0,0,0,45726981,76640624,3606888802,0,621,436,2,1,8,8,13466,1,3613764895,3568338454,442225658,276847847,276864231,2,1,12181305268,73389,73389,8,8,8,276847847,12,3,311231,3957648,2525533,27586,3613764895,3868768,43203714,28748
66182.74,253952,62,186189,12267298546,137,621,3919413,4,48614,68,17247,134740169,1244,1,0,67,70,1,5,18068,621,0,0,0,45880494,77500126,3627884922,0,621,436,2,1,8,8,13466,1,3634736415,3589328064,443253304,278481929,278498313,2,1,12253204876,73389,73389,8,8,8,278481929,12,3,311602,4008528,2532652,27746,3634736415,3919413,43350131,28748
67229.36,253952,62,187272,12338539486,138,621,4004133,4,48964,68,17247,134740169,1244,1,0,67,70,1,5,18068,621,0,0,0,46327954,79355365,3648883420,0,621,436,2,1,8,8,13466,1,3655445791,3610175373,495557585,280093594,280109978,2,1,12324118136,73389,73389,8,8,8,280093594,12,3,314935,4093477,2560900,27904,3655445791,4004133,43769368,28748
68276.69,253952,62,188513,12420135114,138,621,4065093,4,49303,68,17247,134740169,1244,1,0,67,70,1,5,18068,621,0,0,0,46640220,80833067,3672633754,0,621,436,2,1,8,8,13466,1,3679169823,3634010755,503264385,281951019,281967403,2,1,12405844836,73389,73389,8,8,8,281951019,12,3,318217,4154697,2585397,28085,3679169823,4065093,44057163,28748
69304.87,253952,62,189869,12509532834,138,621,4106786,4,49672,68,17247,134740169,1244,1,0,67,70,1,5,18068,621,0,0,0,46890268,81957110,3698614926,0,621,436,2,1,8,8,13466,1,3705384223,3660173763,505454205,283994701,283994701,2,1,12495045948,73389,73389,8,8,8,283978317,12,3,320114,4196685,2602560,28285,3705384223,4106786,44290079,28748
70329.88,253952,62,191090,12590083194,138,621,4184643,4,50001,68,17247,134740169,1244,1,0,67,70,1,5,18068,621,0,0,0,47378024,84281394,3722104069,0,621,436,2,1,8,8,13466,1,3728977183,3683695132,516343378,285809007,285825391,2,1,12575596308,73389,73389,8,8,8,285809007,12,3,320683,4274809,2633059,28465,3728977183,4184643,44747366,28748
71363.86,253952,62,192079,12655163750,138,621,4287817,4,50277,68,17247,134740169,1244,1,0,67,70,1,5,18068,621,0,0,0,47866568,86687688,3741528740,0,621,436,2,1,8,8,13466,1,3747982623,3702715085,526436200,287305984,287305984,2,1,12641463296,73389,73389,8,8,8,287305984,12,3,321589,4378184,2657308,28610,3747982623,4287817,45211690,28748
72401.53,253952,62,193490,12747900498,139,621,4351129,4,50714,68,17247,134740169,1244,1,0,67,70,1,5,18068,621,0,0,0,48958307,90943000,3768429951,0,621,436,2,1,8,8,13466,1,3775245599,3729820362,566329684,289400977,289417361,2,1,12733642988,73389,73389,8,8,8,289400977,12,3,323657,4441800,2697580,28818,3775245599,4351129,46263186,28748
73454.83,253952,62,194826,12835987498,139,621,4404917,4,51077,68,17247,134740169,1244,1,0,67,70,1,5,18068,621,0,0,0,49379578,93097698,3794148470,0,621,436,2,1,8,8,13466,1,3800673567,3755606361,576377220,291411891,291411891,2,1,12821402308,73389,73389,8,8,8,291395507,12,3,327103,4495874,2716507,29012,3800673567,4404917,46665559,28748
74501.19,253952,62,196391,12939082242,139,621,4512566,4,51500,68,17247,134740169,1244,1,0,67,70,1,5,18068,621,0,0,0,49625379,94293589,3824847680,0,621,436,2,1,8,8,13466,1,3830820127,3785665669,580894387,293750485,293766869,2,1,12925021340,73389,73389,8,8,8,293750485,12,3,327889,4603858,2733691,29242,3830820127,4512566,46894208,28748
75543.76,253952,62,197684,13024351194,139,621,4563571,4,51859,68,17247,134740169,1244,1,0,67,70,1,5,18068,621,0,0,0,49871675,95554097,3849777109,0,621,436,2,1,8,8,13466,1,3855985951,3810669833,631716277,295679479,295695863,2,1,13009897076,73389,73389,8,8,8,295679479,12,3,328489,4655127,2751744,29434,3855985951,4563571,47122475,28748
76592.54,253952,62,198891,13103984050,139,621,4636749,4,52189,68,17247,134740169,1244,1,0,67,70,1,5,18068,621,0,0,0,50174831,97126252,3873004111,0,621,436,2,1,8,8,13466,1,3879316767,3833927018,636719074,297493785,297510169,2,1,13089726540,73389,73389,8,8,8,297493785,12,3,328870,4728591,2774098,29612,3879316767,4636749,47403307,28748
77640.25,253952,62,199840,13166443166,140,621,4663370,4,52504,68,17247,135005621,1244,1,0,67,70,1,5,18068,621,0,0,0,50309507,98030514,3891376331,0,621,436,2,1,8,8,13466,1,3897404703,3852143520,637767651,298917034,298933418,2,1,13152349496,73389,73389,8,8,8,298917034,12,3,329178,4755417,2779120,29750,3897404703,4663370,47532983,28748
78677.17,253952,62,201018,13244175478,140,621,4712953,4,52825,68,17247,135005621,1244,1,0,67,70,1,5,18068,621,0,0,0,50476974,98911968,3914077371,0,621,436,2,1,8,8,13466,1,3919949087,3874891716,638816924,300682188,300698572,2,1,13230016272,73389,73389,8,8,8,300682188,12,3,329275,4805258,2793305,29922,3919949087,4712953,47686290,28748
79760.02,253952,62,201992,13308272994,140,621,4836852,4,53089,68,17247,135005621,1244,1,0,67,70,1,5,18068,621,0,0,0,50780307,100740097,3932843754,0,621,436,2,1,8,8,13466,1,3938954527,3893680254,643176871,302146397,302146397,2,1,13293720572,73389,73389,8,8,8,302130013,12,3,329391,4929382,2802207,30067,3938954527,4836852,47980742,28748
80794.83,253952,62,203467,13405469498,140,621,4900435,4,53493,68,17247,135005621,1244,1,0,67,70,1,5,18068,621,0,0,0,50996066,101605322,3961449457,0,621,436,2,1,8,8,13466,1,3967135007,3922100993,644272640,304353919,304353919,2,1,13391572436,73389,73389,8,8,8,304353919,12,3,329397,4993264,2819873,30282,3967135007,4900435,48178871,28748
81820.97,253952,62,205812,13560213226,141,621,4978930,4,54187,68,17247,135271073,1244,1,0,67,70,1,5,18068,621,0,0,0,51634337,103741973,4006574793,0,621,436,2,1,8,8,13466,1,4012616991,3967306483,654032391,307859651,307876035,2,1,13545824644,73389,73389,8,8,8,307859651,12,3,331498,5072244,2854623,30629,4012616991,4978930,48782428,28748
82853.40,253952,62,207599,13677856962,141,621,5040229,4,54675,68,17247,135271073,1244,1,0,67,70,1,5,18068,621,0,0,0,52013450,104985994,4040686814,0,621,436,2,1,8,8,13466,1,4047088927,4001741156,665326469,310542309,310542309,2,1,13663861596,73389,73389,8,8,8,310542309,12,3,331621,5133931,2884818,30892,4047088927,5040229,49131376,28748
83884.87,253952,62,209030,13772169882,141,621,5157036,4,55063,68,17247,135271073,1244,1,0,67,70,1,5,18068,621,0,0,0,52616889,107494823,4068110682,0,621,436,2,1,8,8,13466,1,4074482975,4029325442,687040615,312684295,312684295,2,1,13757388084,73389,73389,8,8,8,312667911,12,3,333594,5251047,2919262,31101,4074482975,5157036,49700399,28748
84921.16,253952,62,210334,13858159730,141,621,5241311,4,55420,68,17247,135271073,1244,1,0,67,70,1,5,18068,621,0,0,0,52824939,108447775,4093304930,0,621,436,2,1,8,8,13466,1,4099648799,4054438616,690073343,314629673,314646057,2,1,13843705612,73389,73389,8,8,8,314629673,12,3,335082,5335615,2938850,31293,4099648799,5241311,49888890,28748
85969.47,253952,62,212245,13983929930,142,621,5319299,4,55993,68,17247,135271073,1244,1,0,67,70,1,5,18068,621,0,0,0,53948415,112562818,4130959667,0,621,436,2,1,8,8,13466,1,4136217887,4091302219,713168446,317476171,317492555,2,1,13968951524,73389,73389,8,8,8,317476171,12,3,342764,5420843,3002387,31572,4136217887,5319299,50948868,28748
86996.22,253952,62,214186,14111666210,142,621,5390000,4,56522,68,17247,135271073,1244,1,0,67,70,1,5,18068,621,0,0,0,54650983,115083133,4168876679,0,621,436,2,1,8,8,13466,1,4173835551,4128590917,741162863,320388205,320404589,2,1,14097081020,73389,73389,8,8,8,320388205,12,3,343934,5491937,3037468,31859,4173835551,5390000,51616393,28748
88023.80,253952,62,215941,14227478246,142,621,5433104,4,57001,68,17247,135271073,1244,1,0,67,70,1,5,18068,621,0,0,0,55204435,117326661,4202597459,0,621,436,2,1,8,8,13466,1,4207389983,4162486274,759783864,323027744,323027744,2,1,14213220736,73389,73389,8,8,8,323027744,12,3,345744,5535401,3066665,32115,4207389983,5433104,52140685,28748
89054.76,253952,62,217502,14330310846,142,621,5480566,4,57427,68,17247,135271073,1244,1,0,67,70,1,5,18068,621,0,0,0,55459417,118263356,4232382122,0,621,436,2,1,8,8,13466,1,4237667615,4192533733,763417329,325366338,325366338,2,1,14315397976,73389,73389,8,8,8,325349954,12,3,346257,5583184,3089856,32346,4237667615,5480566,52372507,28748
90111.37,253952,62,218569,14400768662,143,621,5511263,4,57775,68,17247,135536525,1244,1,0,67,70,1,5,18068,621,0,0,0,55994524,120886677,4252723716,0,621,436,2,1,8,8,13466,1,4257983775,4213083576,782580057,326959460,326975844,2,1,14386216240,73389,73389,8,8,8,326959460,12,3,348916,5614074,3114456,32501,4257983775,5511263,52883042,28748
91167.86,253952,62,219895,14487934850,143,621,5592553,4,58134,68,17247,135536525,1244,1,0,67,70,1,5,18068,621,0,0,0,56353742,122588074,4278705814,0,621,436,2,1,8,8,13466,1,4283673887,4238522675,789321958,328947957,328964341,2,1,14473710108,73389,73389,8,8,8,328947957,12,3,349020,5695676,3136901,32697,4283673887,5592553,53219842,28748
92203.68,253952,62,221520,14595227206,143,621,5657210,4,58582,68,17247,135536525,1244,1,0,67,70,1,5,18068,621,0,0,0,56840341,124513907,4309017905,0,621,436,2,1,8,8,13466,1,4314737951,4269935939,806008485,331390888,331407272,2,1,14581199072,73389,73389,8,8,8,331390888,12,3,349181,5760697,3158306,32934,4314737951,5657210,53685078,28748
93232.73,253952,62,223137,14701729822,143,621,5754070,4,59020,68,17247,135536525,1244,1,0,67,70,1,5,18068,621,0,0,0,57656819,127547172,4340113383,0,621,436,2,1,8,8,13466,1,4345933087,4301055965,845447913,333795018,333811402,2,1,14686980792,73389,73389,8,8,8,333795018,12,3,350585,5857896,3187009,33172,4345933087,5754070,54472885,28748
94257.46,253952,62,224887,14817214178,144,621,5834333,4,59550,68,17247,135801977,1244,1,0,67,70,1,5,18068,621,0,0,0,57998636,128803294,4373833213,0,621,436,2,1,8,8,13466,1,4379618591,4334765732,848648380,336426365,336442749,2,1,14802760060,73389,73389,8,8,8,336426365,12,3,352949,5938518,3212822,33429,4379618591,5834333,54788923,28748
