timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
77218.40,29,253952,62,154837,10201115464,1041,11,558,9949481,0,5,60750,66,12775,113831704,1118,1,0,4,3480,192659271,8,769861500,65,70,179,3,40339,558,0,0,108734343,530911651,3239330233,0,558,438,0,3,1,8,8,4148,3,3239764519,3214515370,695102415,195927515,196042203,3,1,10186526876,73389,73389,8,8,8,195894751,13,3,640687,10154271,3446171,26897,3239764519,9949481,105292203,9502
78259.79,30,253952,62,167323,11025032782,1122,11,558,10888605,0,5,65669,66,12775,113831704,1118,1,0,4,3480,208210032,8,832064696,65,70,179,3,40339,558,0,0,116063359,567979808,3498440668,0,558,438,0,3,1,8,8,4148,3,3498576221,3473429405,746053203,211797517,211912205,3,1,11008471376,73389,73389,8,8,8,211701376,13,3,667660,11107466,3680211,29045,3498576221,10888605,112386502,9502
79300.43,32,253952,62,180915,11919586818,1211,12,558,11875449,0,5,71028,66,12775,113831704,1118,1,0,4,3480,225238495,8,900243276,65,70,179,3,40339,558,0,0,126609111,619458626,3781410985,0,558,438,0,3,1,8,8,4148,3,3783349318,3755485255,816102605,228892889,229089497,3,1,11902430260,73389,73389,8,8,8,228892893,13,3,701429,12113621,3938707,31410,3783349318,11875449,122674116,9502
80342.84,9046,253952,62,195433,12876371638,1307,12,558,12741839,0,5,76779,66,12775,113831704,1118,1,0,4,3480,243504604,8,973308044,65,70,179,3,40339,558,0,0,137051364,668539951,4085862149,0,558,438,0,3,1,8,8,4148,3,4086736925,4056726010,883048693,247419258,247468410,3,1,12864097512,73389,73389,8,8,8,247386494,13,3,788631,12983516,4316626,33923,4086736925,12741839,132742822,9502
81382.74,9047,253952,62,212177,13979329178,1410,12,567,13719980,0,5,83327,66,12775,115330593,1136,1,0,4,3480,264263457,8,1056278356,65,70,179,3,40339,567,0,0,149324796,719274284,4432152471,0,567,449,0,3,1,8,8,4148,3,4433497139,4404014965,950230024,268556716,268720556,3,1,13962393360,73389,73389,8,8,8,268507568,13,3,830363,13977732,4626366,36798,4433497139,13719980,144703931,9552
82414.84,12792,253952,62,228822,15076450218,1522,12,576,14595208,0,5,89871,66,12775,117083050,1154,1,0,4,3480,285020007,8,1139110536,65,70,179,3,40339,576,0,0,161401575,767700273,4780510702,0,576,461,0,3,1,8,8,4148,3,4780595753,4749543997,1016254286,289659247,289771776,3,1,15058021036,73389,73389,8,8,8,289577331,13,3,868313,14869933,4899198,39682,4780595753,14595208,156508265,9584
83450.88,12796,253952,62,244317,16097879076,1618,15281,576,15551393,0,5,96036,66,12775,117083050,1154,1,0,4,3480,304539944,8,1217448924,65,70,179,3,40339,576,0,0,172105795,812649497,5104157542,0,576,461,0,3,1,8,8,4148,3,5101765632,5070822264,1078238559,309375171,309424323,3,1,16082397116,73389,73389,8,8,8,309276871,13,3,904459,15829827,5168231,42333,5101765632,15551393,166942836,9584
84478.66,12797,253952,62,261592,17235382846,1730,15292,576,16456049,0,5,102814,66,12775,117396766,1154,1,0,4,3480,326136232,8,1303640692,65,70,179,3,40339,576,0,0,184428877,862278481,5456443096,0,576,461,0,3,1,8,8,4148,3,5457612692,5429305382,1143743667,331145572,331276644,3,1,17217865840,73389,73389,8,8,8,331112808,13,3,949101,16738693,5478764,45284,5457612692,16456049,178956802,9584
85511.40,12799,253952,62,277979,18315836918,1837,15293,576,17593502,0,5,109255,66,12775,117396766,1154,1,0,4,3480,346443993,8,1385009848,65,70,179,3,40339,576,0,0,195579984,909443264,5799004832,0,576,461,0,3,1,8,8,4148,3,5797974794,5769160559,1206051129,351942840,352104521,3,1,18297619840,73389,73389,8,8,8,351877308,13,3,990981,17895189,5796495,48108,5797974794,17593502,189790585,9584
86543.74,12803,253952,62,295088,19442763362,1946,15294,585,18593467,0,5,116018,66,12775,118895820,1172,1,0,4,3480,367799512,8,1470810336,65,70,179,3,40339,585,0,0,208295311,960416988,6148940510,0,585,471,0,3,1,8,8,4148,3,6150953712,6123885063,1272792119,373667963,373749883,3,1,19408582940,73389,73389,8,8,8,373241983,13,3,1034812,18912301,6099126,51025,6150953712,18593467,202203712,9623
87591.30,12804,253952,62,311697,20538454188,2052,15294,594,19609884,0,5,122524,66,12775,120707901,1190,1,0,4,3480,388613874,8,1553364980,65,70,179,3,40339,594,0,0,219540398,1004398698,6497981675,0,594,482,0,3,1,8,8,4148,3,6495775557,6468992432,1332694773,394729090,394811010,3,1,20524208776,73389,73389,8,8,8,394696326,13,3,1078510,19944685,6435990,53878,6495775557,19609884,213112336,9672
88636.81,12804,253952,62,327382,21570802504,2156,15294,594,20336474,0,5,128727,66,12775,121021617,1190,1,0,4,3480,408143342,8,1632056844,65,70,179,3,40339,594,0,0,230977685,1051183815,6821948642,0,594,482,0,3,1,8,8,4148,3,6820179525,6793788340,1399408396,414572656,414687344,3,1,21556926176,73389,73389,8,8,8,414556276,13,3,1125759,20720831,6689775,56570,6820179525,20336474,224295564,9672
89685.10,12808,253952,62,342128,22541926232,2255,15294,594,21126975,0,5,134517,66,12775,121021617,1190,1,0,4,3480,426525039,8,1705454396,65,70,179,3,40339,594,0,0,240700842,1095596675,7130507656,0,594,482,0,3,1,8,8,4148,3,7127171337,7099647870,1457559418,433234415,433332719,3,1,22524781740,73389,73389,8,8,8,433168883,13,3,1168636,21514864,6957757,59115,7127171337,21126975,233751775,9672
90719.13,12809,253952,62,356027,23458783766,2342,15296,594,22048419,0,5,140027,66,12775,121021617,1190,1,0,4,3480,444046076,8,1775546640,65,70,179,3,40339,594,0,0,251485881,1148002384,7421173879,0,594,482,0,3,1,8,8,4148,3,7416599438,7388510070,1527807817,450855346,450953650,3,1,23443626056,73389,73389,8,8,8,450838966,13,3,1205296,22439738,7227386,61506,7416599438,22048419,244267530,9672
91748.46,12812,253952,62,375146,24718656236,2461,15298,594,22957394,0,5,147543,66,12775,121021617,1190,1,0,4,3480,467953823,8,1870651980,65,70,179,3,40339,594,0,0,265229600,1197612536,7817225381,0,594,482,0,3,1,8,8,4148,3,7814047894,7784965672,1595612409,475105320,475203624,3,1,24701216832,73389,73389,8,8,8,475023404,13,3,1251811,23388879,7588530,64798,7814047894,22957394,257650567,9672
92776.52,12818,253952,62,394669,26003726254,2586,15299,594,23766746,0,5,155172,66,12775,121021617,1190,1,0,4,3480,492129753,8,1967429692,65,70,179,3,40339,594,0,0,278210477,1242779606,8223351211,0,594,482,0,3,1,8,8,4148,3,8220261925,8189611941,1655590980,499822682,499920986,3,1,25989075560,73389,73389,8,8,8,499789918,13,3,1308289,24222091,7943114,68156,8220261925,23766746,270277319,9672
93805.61,12822,253952,62,414547,27315560692,2718,15302,603,24522010,0,5,163096,66,12775,122463765,1208,1,0,4,3480,517214744,8,2068092200,65,70,179,3,40339,603,0,0,292634943,1290664072,8636150138,0,603,495,0,3,1,8,8,4148,3,8632885109,8602557413,1721844467,525048775,525147079,3,1,27299980428,73389,73389,8,8,8,524999627,13,3,1377671,24993246,8317967,71585,8632885109,24522010,284327385,9719
94829.94,12826,253952,62,434311,28618005532,2844,15303,603,25317088,0,5,170848,66,12775,122463765,1208,1,0,4,3480,541700551,8,2166220364,65,70,179,3,40339,603,0,0,306383350,1336776995,9045898435,0,603,495,0,3,1,8,8,4148,3,9041812959,9012530986,1784891337,550083022,550214094,3,1,28599205368,73389,73389,8,8,8,549984722,13,3,1411266,25817035,8573890,74969,9041812959,25317088,297820362,9719
95859.74,12833,253952,62,457049,30113376378,2990,15306,612,26258110,0,5,179761,66,12775,123962309,1226,1,0,4,3480,570086517,8,2279442100,65,70,179,3,40339,612,0,0,322430958,1380854393,9519225334,0,612,512,0,3,1,8,8,4148,3,9515736929,9483979507,1851018111,578808431,578939503,3,1,30094630572,73389,73389,8,8,8,578742899,13,3,1468687,26775648,8971209,78914,9515736929,26258110,313471005,9765
96674.94,12834,253952,62,473851,31219869092,3118,15310,738,26796512,2,5,186567,71,12941,152430710,1485,1,1228,4,3480,591599349,8,2366397396,70,77,179,65,40543,738,1228,140,336395152,1414889189,9898775588,8,736,710,2,3,1,8,8,4148,3,9887353157,9834105221,1939156344,600037902,600037902,3,1,31201970936,73389,73389,8,8,8,600037906,13,3,1503002,27327277,9242233,82007,9887353157,26796512,327164719,19413
