timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
18035.81,27,253952,62,301847,19887591416,1989,34,585,8909072,0,2,118645,71,12085,118895820,1172,1,0,4,1042,376239415,10,1504182024,70,70,8,12508,585,0,0,202913525,392487619,6280613870,0,585,321,0,3,1,8,8,1647,3,6290980906,6264015926,622776675,382174689,382338529,3,1,19872231892,73389,73389,8,8,8,382158309,7,3,640595,9102693,4673460,52191,6290980906,8909072,198244266,40330
19045.45,29,253952,62,332204,21890617886,2190,38,594,9966018,0,2,130653,71,12085,120719967,1190,1,0,4,1042,414325407,10,1656470160,70,70,8,12508,594,0,0,224749236,435350933,6916439499,0,594,339,0,3,1,8,8,1647,3,6921992899,6894816215,690351804,420709291,420805436,3,1,21867623784,73389,73389,8,8,8,420531230,7,3,693415,10172445,5162737,57408,6921992899,9966018,219591206,40364
20072.91,32,253952,62,354948,23386127796,2335,39,594,10702923,0,2,139583,71,12085,121021617,1190,1,0,4,1042,442652524,10,1769769976,70,70,8,12508,594,0,0,240268895,477265577,7393173297,0,594,339,0,3,1,8,8,1647,3,7393597304,7365536838,751350369,449442892,449606732,3,1,23366770576,73389,73389,8,8,8,449360976,7,3,747253,10917523,5530477,61316,7393597304,10702923,234744610,40364
21112.08,32,253952,62,372666,24554534244,2444,40,594,11709661,0,2,146590,71,12085,121021617,1190,1,0,4,1042,464908668,10,1858802784,70,70,8,12508,594,0,0,252519034,524100424,7762398291,0,594,339,0,3,1,8,8,1647,3,7762690001,7733205251,814868835,471986771,472085075,3,1,24538200316,73389,73389,8,8,8,471888471,7,3,790757,11937503,5824542,64370,7762690001,11709661,246701105,40364
22139.83,33,253952,62,390707,25745653268,2563,41,603,12691059,2,2,153644,71,12085,122463765,1208,1,0,4,1042,487198799,10,1947898916,70,70,8,12508,603,0,0,264032357,569363544,8137820382,0,601,351,2,3,1,8,8,1647,3,8138245422,8108638015,875365819,494855727,494954031,3,1,25729941932,73389,73389,8,8,8,494806579,7,3,831183,12946168,6152270,67482,8138245422,12691059,257886165,40406
23176.82,34,253952,62,408720,26929664442,2684,41,603,13861800,2,2,160784,71,12085,122463765,1208,1,0,4,1042,509826448,10,2038724392,70,70,8,12508,603,0,0,277824901,621727133,8511686731,0,601,351,2,3,1,8,8,1647,3,8512153666,8481034661,944905626,517638506,517736810,3,1,26907090996,73389,73389,8,8,8,517444061,7,3,864661,14121179,6482324,70582,8512153666,13861800,271349082,40406
24194.68,37,253952,62,426452,28098590216,2797,41,603,14868464,2,2,167725,71,12085,122463765,1208,1,0,4,1042,531894576,10,2126673544,70,70,8,12508,603,0,0,288683084,661022867,8881216199,0,601,351,2,3,1,8,8,1647,3,8879444435,8849038194,1000195996,540119008,540217312,3,1,28082780576,73389,73389,8,8,8,540053476,7,3,893863,15141131,6783756,73630,8879444435,14868464,281906249,40406
25232.44,39,253952,62,442548,29161176238,2898,43,612,15727044,4,2,174122,71,12085,123905369,1226,1,0,4,1042,552147838,10,2207880080,70,70,8,12508,612,0,0,301095460,711938641,9215801419,0,608,365,4,3,1,8,8,1647,3,9214267643,9183418379,1067117466,560542874,560657562,3,1,29146525544,73389,73389,8,8,8,560510110,7,3,968806,16025670,7159466,76410,9214267643,15727044,293944278,40448
26267.65,45,253952,62,460534,30344570582,3008,45,648,16791665,4,2,181108,71,12085,130186829,1298,1,0,4,1042,574278867,10,2296348656,70,70,8,12508,648,0,0,312700228,755828976,9600555794,0,644,411,4,3,1,8,8,1647,3,9601375205,9557364598,1128685810,583140667,583335116,3,1,30322462748,73389,73389,8,8,8,583124287,7,3,1011813,17104809,7480737,79630,9601375205,16791665,305228196,40619
27254.83,55,253952,62,473912,31223842656,3118,45,765,17593320,4,2,186567,78,12085,157885919,1539,1,1227,4,1042,591599349,10,2366397396,77,77,70,12558,765,1227,159,324869756,801560041,9907795521,8,761,567,4,3,1,8,8,1647,3,9898944418,9836698249,1221543195,600037902,600037902,3,1,31201970936,73389,73389,8,8,8,600037906,7,3,1054881,17942840,7756795,82093,9898944418,17593320,317121997,41132
