timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
60967.99,2,253952,62,60455,3982228814,117,1,621,1188787,14,13228,71,2917,131301359,1244,1,0,70,70,1,8,23679,621,0,0,0,14128320,23897847,1198355782,0,621,478,2,1,8,8,419,0,1,1215027566,1167360928,91323710,90189358,90205742,2,1,0,3968331752,73389,73389,8,8,8,90189358,9,3,240916,1217288,1292696,9281,1215027566,1188787,12835412,45210
61987.28,2,253952,62,62208,4097909778,117,1,621,1278060,14,13705,71,2917,131301359,1244,1,0,70,70,1,8,23679,621,0,0,0,14408608,24644579,1232076134,0,621,478,2,1,8,8,419,0,1,1248844142,1201202277,92373464,92812513,92828897,2,1,0,4083750572,73389,73389,8,8,8,92812513,9,3,240951,1306947,1314923,9539,1248844142,1278060,13093508,45210
63022.79,2,253952,62,64211,4229709290,117,1,621,1371357,14,14251,71,2917,131301359,1244,1,0,70,70,1,8,23679,621,0,0,0,15055413,26436353,1271302986,0,621,478,2,1,8,8,419,0,1,1287379310,1239729290,110303668,95822851,95822851,2,1,0,4216205444,73389,73389,8,8,8,95822851,9,3,242916,1400673,1353974,9833,1287379310,1371357,13701299,45210
64050.80,2,253952,62,65896,4340933806,117,1,621,1445812,14,14712,71,2917,131301359,1244,1,0,70,70,1,8,23679,621,0,0,0,15313093,27266801,1303974808,0,621,478,2,1,8,8,419,0,1,1319885166,1272272131,112248642,98347702,98347702,2,1,0,4327298888,73389,73389,8,8,8,98347702,9,3,242920,1475501,1373862,10081,1319885166,1445812,13939128,45210
65081.37,2,253952,62,67494,4446179172,118,1,621,1489789,14,15198,71,2917,131554745,1244,1,0,70,70,1,8,23679,621,0,0,0,16304317,29882420,1335595748,0,621,478,2,1,8,8,419,0,1,1350556014,1303001012,136998779,100727256,100743640,2,1,0,4431999264,73389,73389,8,8,8,100727256,9,3,245413,1519786,1407248,10315,1350556014,1489789,14896999,45210
66117.23,2,253952,62,69240,4561401384,118,1,621,1562492,14,15671,71,2917,131554745,1244,1,0,70,70,1,8,23679,621,0,0,0,16710917,31594212,1369049672,0,621,478,2,1,8,8,419,0,1,1384372590,1336652255,154288234,103350411,103366795,2,1,0,4547418084,73389,73389,8,8,8,103350411,9,3,246282,1592813,1424695,10573,1384372590,1562492,15286186,45210
67146.83,2,253952,62,71075,4682190848,118,1,621,1660420,14,16174,71,2917,131554745,1244,1,0,70,70,1,8,23679,621,0,0,0,16919556,32402326,1404863802,0,621,478,2,1,8,8,419,0,1,1419893102,1371928114,155317991,106098605,106114989,2,1,0,4668338620,73389,73389,8,8,8,106098605,9,3,246741,1691087,1441796,10844,1419893102,1660420,15477756,45210
68183.90,2,253952,62,72529,4778011096,119,1,621,1775848,14,16594,71,2917,131554745,1244,1,0,70,70,1,8,23679,621,0,0,0,17341476,34075318,1432417071,0,621,478,2,1,8,8,419,0,1,1447942510,1400024314,182860768,108281551,108281551,2,1,0,4763667348,73389,73389,8,8,8,108265167,9,3,249041,1806816,1466226,11058,1447942510,1775848,15876275,45210
69224.43,2,253952,62,73667,4853121968,119,1,621,1803041,14,16938,71,2917,131820197,1244,1,0,70,70,1,8,23679,621,0,0,0,17641619,35541612,1454592489,0,621,478,2,1,8,8,419,0,1,1469438318,1421927669,187987311,109981169,109997553,2,1,0,4839171436,73389,73389,8,8,8,109981169,9,3,250363,1834269,1483600,11222,1469438318,1803041,16159068,45210
70272.97,2,253952,62,75017,4942126472,119,1,621,1871242,14,17309,71,2917,131820197,1244,1,0,70,70,1,8,23679,621,0,0,0,17890686,36678941,1480836474,0,621,478,2,1,8,8,419,0,1,1495783790,1447992041,190269891,112008467,112024851,2,1,0,4928372548,73389,73389,8,8,8,112008467,9,3,250499,1902760,1503897,11423,1495783790,1871242,16387868,45210
71316.58,2,253952,62,76303,5026936672,119,1,621,1940169,14,17657,71,2917,131820197,1244,1,0,70,70,1,8,23679,621,0,0,0,18119771,37792421,1505243460,0,621,478,2,1,8,8,419,0,1,1520425326,1472807799,192067878,113937461,113937461,2,1,0,5012261936,73389,73389,8,8,8,113915044,9,3,251000,1971962,1524086,11611,1520425326,1940169,16596794,45210
72400.91,2,253952,62,77552,5109056588,119,1,621,1993453,14,18001,71,2917,131820197,1244,1,0,70,70,1,8,23679,621,0,0,0,18835846,40959411,1529650576,0,621,478,2,1,8,8,419,0,1,1544542574,1496802353,225795495,115794886,115811270,2,1,0,5094974984,73389,73389,8,8,8,115794886,9,3,251947,2025531,1541599,11795,1544542574,1993453,17295386,45210
73442.32,2,253952,62,78702,5184700506,120,1,621,2021380,14,18312,71,2917,131820197,1244,1,0,70,70,1,8,23679,621,0,0,0,19538748,43949539,1551696542,0,621,478,2,1,8,8,419,0,1,1566693742,1518937420,249522335,117521239,117521239,2,1,0,5170934516,73389,73389,8,8,8,117521239,9,3,254475,2053685,1559738,11964,1566693742,2021380,17980179,45210
74505.07,2,253952,62,80137,5279275570,120,1,621,2093299,14,18758,71,2917,131820197,1244,1,0,70,70,1,8,23679,621,0,0,0,19950211,46031122,1579643077,0,621,478,2,1,8,8,419,0,1,1594087790,1546554436,262692861,119663225,119679609,2,1,0,5265181900,73389,73389,8,8,8,119663225,9,3,257238,2125869,1580907,12173,1594087790,2093299,18370502,45210
75557.12,2,253952,62,81567,5373522954,120,1,621,2207579,14,19150,71,2917,131820197,1244,1,0,70,70,1,8,23679,621,0,0,0,20109306,46935690,1607325513,0,621,478,2,1,8,8,419,0,1,1621612910,1574109913,263758008,121805211,121821595,2,1,0,5359429284,73389,73389,8,8,8,121805211,9,3,257251,2240435,1595851,12383,1621612910,2207579,18514683,45210
76604.68,2,253952,62,82997,5467770338,120,1,621,2266872,14,19534,71,2917,131820197,1244,1,0,70,70,1,8,23679,621,0,0,0,20383304,48392377,1634747245,0,621,478,2,1,8,8,419,0,1,1649006958,1601667293,269263251,123947197,123963581,2,1,0,5453676668,73389,73389,8,8,8,123947197,9,3,257407,2300012,1616242,12592,1649006958,2266872,18768322,45210
77655.85,2,253952,62,84498,5566670778,120,1,621,2339108,14,19948,71,2917,131820197,1244,1,0,70,70,1,8,23679,621,0,0,0,20809755,50485086,1662955869,0,621,478,2,1,8,8,419,0,1,1678104942,1630634257,279135637,126187487,126203871,2,1,0,5552249428,73389,73389,8,8,8,126187487,9,3,258417,2372558,1635941,12814,1678104942,2339108,19175102,45210
78706.21,2,253952,62,85640,5641778342,121,1,621,2425472,14,20316,71,2917,131820197,1244,1,0,70,70,1,8,23679,621,0,0,0,21075424,51851776,1684870188,0,621,478,2,1,8,8,419,0,1,1700125038,1652602476,282376313,127905648,127905648,2,1,0,5627848512,73389,73389,8,8,8,127905648,9,3,258845,2459177,1653504,12982,1700125038,2425472,19423235,45210
79793.08,2,253952,62,86916,5725933182,121,1,621,2534357,14,20662,71,2917,131820197,1244,1,0,70,70,1,8,23679,621,0,0,0,21397908,53388006,1709673391,0,621,478,2,1,8,8,419,0,1,1724766574,1677205538,296723125,129818258,129818258,2,1,0,5711282456,73389,73389,8,8,8,129801874,9,3,259085,2568356,1672085,13170,1724766574,2534357,19727174,45210
80833.87,2,253952,62,88283,5815786346,121,1,621,2629892,14,21035,71,2917,131820197,1244,1,0,70,70,1,8,23679,621,0,0,0,21606693,54234374,1735788729,0,621,478,2,1,8,8,419,0,1,1751112046,1703486969,297786995,131855907,131872291,2,1,0,5801659908,73389,73389,8,8,8,131855907,9,3,259086,2664195,1690007,13371,1751112046,2629892,19918072,45210
81868.41,2,253952,62,89711,5909902658,121,1,621,2683693,14,21418,71,2917,131820197,1244,1,0,70,70,1,8,23679,621,0,0,0,22030254,56106800,1762952234,0,621,478,2,1,8,8,419,0,1,1778637166,1730999105,304561337,133981509,133997893,2,1,0,5895186396,73389,73389,8,8,8,133981509,9,3,259307,2718317,1710511,13581,1778637166,2683693,20321162,45210
82899.70,2,253952,62,91370,6019423238,122,1,621,2747606,14,21920,71,2917,132085649,1244,1,0,70,70,1,8,23679,621,0,0,0,23015858,60288905,1795492533,0,621,478,2,1,8,8,419,0,1,1810356590,1762944014,329144627,136481784,136498168,2,1,0,6005198496,73389,73389,8,8,8,136481784,9,3,262280,2782584,1748676,13823,1810356590,2747606,21268635,45210
83945.89,2,253952,62,93438,6155748042,122,1,621,2899384,14,22496,71,2917,132085649,1244,1,0,70,70,1,8,23679,621,0,0,0,23420975,61487856,1835506399,0,621,478,2,1,8,8,419,0,1,1850333550,1802784133,332050378,139580075,139596459,2,1,0,6141523300,73389,73389,8,8,8,139580075,9,3,263084,2934805,1786269,14128,1850333550,2899384,21635203,45210
84968.28,2,253952,62,94881,6250847394,122,1,621,2975130,14,22885,71,2917,132085649,1244,1,0,70,70,1,8,23679,621,0,0,0,23610440,62325088,1863192298,0,621,478,2,1,8,8,419,0,1,1878120814,1830620808,333079420,141738445,141754829,2,1,0,6236491580,73389,73389,8,8,8,141738445,9,3,263903,3010859,1803948,14340,1878120814,2975130,21808015,45210
85998.12,2,253952,62,96951,6387303270,122,1,621,3104068,14,23453,71,2917,132085649,1244,1,0,70,70,1,8,23679,621,0,0,0,24249717,65044851,1902153652,0,621,478,2,1,8,8,419,0,1,1917966702,1870506918,353982016,144836736,144853120,2,1,0,6372816384,73389,73389,8,8,8,144836736,9,3,265444,3140214,1831177,14644,1917966702,3104068,22420094,45210
87027.41,2,253952,62,98944,6518712874,123,1,621,3159138,14,24053,71,2917,132351101,1244,1,0,70,70,1,8,23679,621,0,0,0,25129744,68905374,1940456770,0,621,478,2,1,8,8,419,0,1,1956239726,1908887636,392419408,147828531,147844915,2,1,0,6504455364,73389,73389,8,8,8,147828531,9,3,271867,3199703,1878348,14936,1956239726,3159138,23252984,45210
88056.21,2,253952,62,100626,6629475330,123,1,621,3220629,14,24514,71,2917,132351101,1244,1,0,70,70,1,8,23679,621,0,0,0,26099635,72992576,1972863581,0,621,478,2,1,8,8,419,0,1,1988614510,1941236500,431235659,150347349,150363733,2,1,0,6615283356,73389,73389,8,8,8,150347349,9,3,274717,3261542,1904360,15183,1988614510,3220629,24196893,45210
89098.29,2,253952,62,102058,6723853786,123,1,621,3280843,14,24904,71,2917,132351101,1244,1,0,70,70,1,8,23679,621,0,0,0,26558349,74680245,2000941061,0,621,478,2,1,8,8,419,0,1,2016532846,1968863732,466215808,152489335,152505719,2,1,0,6709530740,73389,73389,8,8,8,152489335,9,3,275847,3322048,1919012,15396,2016532846,3280843,24640985,45210
90135.94,2,253952,62,103446,6815083206,124,1,621,3345519,14,25332,71,2917,132351101,1244,1,0,70,70,1,8,23679,621,0,0,0,26735342,75545126,2027445193,0,621,478,2,1,8,8,419,0,1,2042747246,1995500551,467258286,154576136,154576136,2,1,0,6801349984,73389,73389,8,8,8,154576136,9,3,276726,3387009,1932998,15596,2042747246,3345519,24804021,45210
91169.02,2,253952,62,105017,6918571166,124,1,621,3447098,14,25763,71,2917,132351101,1244,1,0,70,70,1,8,23679,621,0,0,0,27678654,79870699,2057231004,0,621,478,2,1,8,8,419,0,1,2072893806,2025781407,527779972,156914730,156931114,2,1,0,6904248120,73389,73389,8,8,8,156914730,9,3,281908,3488907,1960838,15826,2072893806,3447098,25719526,45210
92199.92,2,253952,62,106890,7042116450,124,1,621,3484842,14,26275,71,2917,132351101,1244,1,0,70,70,1,8,23679,621,0,0,0,28278099,82146960,2092783039,0,621,478,2,1,8,8,419,0,1,2109069678,2061900628,537587150,159718109,159734493,2,1,0,7027596796,73389,73389,8,8,8,159718109,9,3,282572,3527033,1982352,16102,2109069678,3484842,26297491,45210
93218.56,2,253952,62,108590,7154058554,124,1,621,3577970,14,26736,71,2917,132351101,1244,1,0,70,70,1,8,23679,621,0,0,0,28815510,84241601,2126238535,0,621,478,2,1,8,8,419,0,1,2141968750,2094585889,553863108,162269695,162286079,2,1,0,7139866580,73389,73389,8,8,8,162269695,9,3,285156,3630503,2016053,16353,2141968750,3577970,26801232,45210
94254.91,2,253952,62,110237,7262792702,125,1,621,3656768,14,27244,71,2917,132616553,1244,1,0,70,70,1,8,23679,621,0,0,0,29169692,85443100,2158516698,0,621,478,2,1,8,8,419,0,1,2173557102,2126372234,556635395,164753586,164753586,2,1,0,7248436888,73389,73389,8,8,8,164737202,9,3,286553,3721233,2035499,16594,2173557102,3656768,27136002,45210
95286.63,2,253952,62,112061,7382861270,125,1,621,3724378,14,27742,71,2917,132616553,1244,1,0,70,70,1,8,23679,621,0,0,0,29899818,87925436,2194071157,0,621,478,2,1,8,8,419,0,1,2208684398,2161485267,568400199,167469012,167485396,2,1,0,7368636528,73389,73389,8,8,8,167469012,9,3,289735,3800230,2066673,16862,2208684398,3724378,27834986,45210
96308.06,2,253952,62,114228,7525674138,125,1,621,3800013,14,28333,71,2917,132616553,1244,1,0,70,70,1,8,23679,621,0,0,0,30406322,89368461,2236180249,0,621,478,2,1,8,8,419,0,1,2250627438,2203255326,578544519,170714759,170731143,2,1,0,7511449396,73389,73389,8,8,8,170714759,9,3,290562,3876276,2096100,17182,2250627438,3800013,28312097,45210
97322.25,2,253952,62,116637,7684612170,126,1,621,3862261,14,29044,71,2917,132882005,1244,1,0,70,70,1,8,23679,621,0,0,0,31148729,91724188,2282221470,0,621,478,2,1,8,8,419,0,1,2296764782,2249748105,602755967,174335179,174335179,2,1,0,7670026980,73389,73389,8,8,8,174318795,9,3,295148,3939010,2138857,17534,2296764782,3862261,29011784,45210
98349.58,2,253952,62,118824,7828735758,126,1,621,3952857,14,29625,71,2917,132882005,1244,1,0,70,70,1,8,23679,621,0,0,0,32401271,96549993,2324988328,0,621,478,2,1,8,8,419,0,1,2339101038,2291837331,653287806,177613694,177613694,2,1,0,7815002536,73389,73389,8,8,8,177613694,9,3,299851,4030061,2179147,17857,2339101038,3952857,30224066,45210
99374.37,2,253952,62,122179,8049405394,127,1,621,4006536,14,30608,71,2917,132882005,1244,1,0,70,70,1,8,23679,621,0,0,0,33848982,100165159,2389384928,0,621,478,2,1,8,8,419,0,1,2403326318,2356376104,677962337,182628913,182628913,2,1,0,8034951276,73389,73389,8,8,8,182612529,9,3,309630,4084356,2237451,18347,2403326318,4006536,31613514,45210
100403.72,2,253952,62,123912,8163775638,127,1,621,4025044,14,31084,71,2917,132882005,1244,1,0,70,70,1,8,23679,621,0,0,0,34141276,101113430,2422709711,0,621,478,2,1,8,8,419,0,1,2437011822,2389771309,680028228,185219300,185235684,2,1,0,8149649200,73389,73389,8,8,8,185219300,9,3,311627,4103243,2261464,18604,2437011822,4025044,31881826,45210
101455.80,2,253952,62,125546,8271392366,127,1,621,4154472,14,31528,71,2917,132882005,1244,1,0,70,70,1,8,23679,621,0,0,0,34594015,102759285,2453673775,0,621,478,2,1,8,8,419,0,1,2468206958,2421276160,688769694,187656198,187672582,2,1,0,8256872712,73389,73389,8,8,8,187656198,9,3,312509,4233005,2294338,18842,2468206958,4154472,32301721,45210
102489.77,2,253952,62,127405,8394020146,127,1,621,4258336,14,32035,71,2917,132882005,1244,1,0,70,70,1,8,23679,621,0,0,0,35011022,104354081,2490145780,0,621,478,2,1,8,8,419,0,1,2504120686,2457132698,705605330,190459577,190459577,2,1,0,8380221388,73389,73389,8,8,8,190459577,9,3,314743,4337264,2323826,19116,2504120686,4258336,32689277,45210
103509.71,2,253952,62,129388,8524508938,128,1,621,4317963,14,32632,71,2917,132882005,1244,1,0,70,70,1,8,23679,621,0,0,0,35914980,107876283,2528058730,0,621,478,2,1,8,8,419,0,1,2541869422,2495225212,732005241,193412571,193428955,2,1,0,8510153124,73389,73389,8,8,8,193412571,9,3,316904,4397284,2355935,19404,2541869422,4317963,33561156,45210
104528.60,2,253952,62,131771,8681477582,128,1,621,4426533,14,33280,71,2917,132882005,1244,1,0,70,70,1,8,23679,621,0,0,0,36522333,109819026,2574362599,0,621,478,2,1,8,8,419,0,1,2588006766,2541134934,756532875,196985998,197002382,2,1,0,8667383912,73389,73389,8,8,8,196985998,9,3,322788,4506293,2401095,19756,2588006766,4426533,34123384,45210
105553.27,2,253952,62,133681,8807182246,128,1,621,4577087,14,33805,71,2917,132882005,1244,1,0,70,70,1,8,23679,621,0,0,0,37831491,114134967,2610966134,0,621,478,2,1,8,8,419,0,1,2624706926,2577879813,791745812,199848880,199865264,2,1,0,8793350720,73389,73389,8,8,8,199848880,9,3,329423,4657232,2462850,20036,2624706926,4577087,35370822,45210
106589.77,2,253952,62,135554,8930727530,129,1,621,4625760,14,34357,71,2917,133147457,1244,1,0,70,70,1,8,23679,621,0,0,0,39119058,118729458,2648486238,0,621,478,2,1,8,8,419,0,1,2660620654,2613963326,850084600,202644067,202660451,2,1,0,8916338948,73389,73389,8,8,8,202644067,9,3,332861,4706251,2496943,20310,2660620654,4625760,36624329,45210
107643.03,2,253952,62,137148,9035722818,129,1,621,4710999,14,34802,71,2917,133147457,1244,1,0,70,70,1,8,23679,621,0,0,0,39366622,119749336,2679318818,0,621,478,2,1,8,8,419,0,1,2691684718,2644669786,908145462,205031813,205048197,2,1,0,9021399772,73389,73389,8,8,8,205031813,9,3,335184,4791803,2521058,20547,2691684718,4710999,36847809,45210
108699.88,2,253952,62,138268,9109654042,129,1,621,4777331,14,35108,71,2917,133147457,1244,1,0,70,70,1,8,23679,621,0,0,0,39685675,121146392,2700446349,0,621,478,2,1,8,8,419,0,1,2713049454,2666280316,914194881,206715047,206731431,2,1,0,9095462068,73389,73389,8,8,8,206715047,9,3,335299,4858381,2532573,20710,2713049454,4777331,37155373,45210
109740.85,2,253952,62,139494,9190532082,129,1,621,4937177,14,35446,71,2917,133147457,1244,1,0,70,70,1,8,23679,621,0,0,0,39974749,122550791,2724588897,0,621,478,2,1,8,8,419,0,1,2736773486,2689887848,965267618,208562121,208578505,2,1,0,9176733324,73389,73389,8,8,8,208562121,9,3,335577,5034494,2544941,20891,2736773486,4937177,37432108,45210
110782.27,2,253952,62,140660,9267477962,130,1,621,5025718,14,35816,71,2917,133412909,1244,1,0,70,70,1,8,23679,621,0,0,0,40191843,123768859,2747158573,0,621,478,2,1,8,8,419,0,1,2759317870,2712409837,967576347,210302699,210319083,2,1,0,9253318756,73389,73389,8,8,8,210302699,9,3,335631,5123286,2561078,21063,2759317870,5025718,37633091,45210
111809.91,2,253952,62,141853,9345927862,130,1,621,5168907,14,36145,71,2917,133412909,1244,1,0,70,70,1,8,23679,621,0,0,0,40713280,125834778,2769988546,0,621,478,2,1,8,8,419,0,1,2782124398,2735376520,985355974,212094588,212110972,2,1,0,9332161872,73389,73389,8,8,8,212094588,9,3,335706,5266734,2578152,21237,2782124398,5168907,38137477,45210
112830.12,2,253952,62,143305,9441617038,130,1,621,5181066,14,36538,71,2917,133412909,1244,1,0,70,70,1,8,23679,621,0,0,0,41136259,127639069,2797410690,0,621,478,2,1,8,8,419,0,1,2810435950,2763354855,993670932,214269342,214269342,2,1,0,9427130152,73389,73389,8,8,8,214252958,9,3,336218,5279159,2586718,21453,2810435950,5181066,38551918,45210
113868.70,2,253952,62,144690,9532915302,130,1,621,5250196,14,36919,71,2917,133412909,1244,1,0,70,70,1,8,23679,621,0,0,0,41390356,128830727,2823783381,0,621,478,2,1,8,8,419,0,1,2836650350,2790035099,996433858,216345792,216362176,2,1,0,9519214848,73389,73389,8,8,8,216345792,9,3,336273,5348571,2594617,21653,2836650350,5250196,38798145,45210
114903.29,2,253952,62,146304,9639221310,130,1,621,5352850,14,37345,71,2917,133412909,1244,1,0,70,70,1,8,23679,621,0,0,0,41584382,129676701,2855007857,0,621,478,2,1,8,8,419,0,1,2867845486,2821091904,997475035,218749922,218766306,2,1,0,9624996568,73389,73389,8,8,8,218749922,9,3,336275,5451569,2608473,21891,2867845486,5352850,38978348,45210
115938.72,2,253952,62,147876,9742774806,131,1,621,5400254,14,37840,71,2917,133412909,1244,1,0,70,70,1,8,23679,621,0,0,0,42243078,132334454,2885053857,0,621,478,2,1,8,8,419,0,1,2898123118,2851364958,1012620577,221104900,221121284,2,1,0,9728615600,73389,73389,8,8,8,221104900,9,3,337785,5499307,2634328,22122,2898123118,5400254,39611218,45210
116972.35,2,253952,62,149993,9882310874,131,1,621,5499565,14,38412,71,2917,133412909,1244,1,0,70,70,1,8,23679,621,0,0,0,42598241,133656779,2925588874,0,621,478,2,1,8,8,419,0,1,2938886510,2892171628,1021996436,224285111,224285111,2,1,0,9868544884,73389,73389,8,8,8,224285111,9,3,340520,5598999,2654825,22433,2938886510,5499565,39945918,45210
118013.53,2,253952,62,151655,9991762610,131,1,621,5561232,14,38869,71,2917,133412909,1244,1,0,70,70,1,8,23679,621,0,0,0,43704778,138320239,2958391454,0,621,478,2,1,8,8,419,0,1,2970999150,2924187094,1042835559,226771161,226771161,2,1,0,9977931084,73389,73389,8,8,8,226771161,9,3,345401,5661032,2690672,22678,2970999150,5561232,41016643,45210
