timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
110292.34,12073,253952,62,171149,11276992184,1148,19,558,8481434,0,23,67154,71,22847,113831704,1118,1,0,4,14081,213000983,12,851034452,70,70,0,8,32853,558,0,0,118449730,452779013,3576548368,0,558,421,0,3,1,8,8,14736,3,3578199406,3553459476,626812541,216622161,216671313,3,1,11258388628,73389,73389,8,8,8,216507477,10,3,604187,8620763,3359891,29709,3578199406,8481434,115093964,14257
111355.74,12078,253952,62,185060,12193381286,1236,21,558,9347765,0,23,72703,71,22847,113831704,1118,1,0,4,14081,230619395,12,921701796,70,70,0,8,32853,558,0,0,128237929,501270603,3870089173,0,558,421,0,3,1,8,8,14736,3,3870257724,3841545462,688595100,234235344,234350032,3,1,12176830048,73389,73389,8,8,8,234169812,10,3,635139,9490618,3588280,32124,3870257724,9347765,124654139,14257
112396.82,12082,253952,62,198190,13058260990,1318,23,567,10242457,0,23,77888,71,22847,115204782,1135,1,0,4,14081,247001188,12,987431636,70,70,0,8,32853,567,0,0,137733362,548560469,4140557804,0,567,430,0,3,1,8,8,14736,3,4144459424,4113965125,751321965,250843070,250990526,3,1,13032764088,73389,73389,8,8,8,250630082,10,3,672864,10388646,3836541,34396,4144459424,10242457,133901680,14292
113445.98,12090,253952,62,211825,13956248440,1410,24,576,11152263,0,23,83257,71,22847,117083050,1154,1,0,4,14081,263916490,12,1055407560,70,70,0,8,32853,576,0,0,148612433,604121604,4423545411,0,576,443,0,3,1,8,8,14736,3,4426654117,4396578711,825141792,268171692,268220844,3,1,13928740624,73389,73389,8,8,8,267860400,10,3,716113,11322972,4110836,36744,4426654117,11152263,144505817,14345
114490.71,12094,253952,62,224977,14823511084,1497,29,576,11794866,0,23,88411,71,22847,117083050,1154,1,0,4,14081,280277149,12,1120657064,70,70,0,8,32853,576,0,0,157261629,646688280,4701399635,0,576,443,0,3,1,8,8,14736,3,4700467174,4669681477,884685486,284830285,284944973,3,1,14806915012,73389,73389,8,8,8,284748369,10,3,746562,11968909,4326378,39006,4700467174,11794866,152939812,14345
115520.83,12094,253952,62,238446,15710293776,1581,29,576,12552400,0,23,93693,71,22847,117083050,1154,1,0,4,14081,297162601,12,1187616556,70,70,0,8,32853,576,0,0,166966041,691918215,4974288656,0,576,443,0,3,1,8,8,14736,3,4976601266,4948989510,951200169,301857962,302021802,3,1,15692466484,73389,73389,8,8,8,301778205,10,3,793527,12755976,4570557,41298,4976601266,12552400,162401397,14345
116554.68,12098,253952,62,256879,16926137632,1698,32,576,13624580,0,23,101020,71,22847,117396766,1154,1,0,4,14081,320276399,12,1280846964,70,70,0,8,32853,576,0,0,180119835,735449368,5361438500,0,576,443,0,3,1,8,8,14736,3,5361192472,5331647687,1012853197,325282259,325347795,3,1,16913825532,73389,73389,8,8,8,325265879,10,3,833074,13851677,4891065,44480,5361192472,13624580,175234807,14345
117604.17,12106,253952,62,276502,18218159428,1825,32,585,14501279,0,23,108695,71,22847,118895820,1172,1,0,4,14081,344598886,12,1377951664,70,70,0,8,32853,585,0,0,194006211,781728031,5765671896,0,585,453,0,3,1,8,8,14736,3,5766205973,5738598568,1078266074,350120342,350185878,3,1,18196886168,73389,73389,8,8,8,349940122,10,3,874643,14749850,5216971,47838,5766205973,14501279,188796070,14384
118643.69,12110,253952,62,295738,19485699610,1953,33,594,15302924,0,23,116272,71,22847,120394185,1190,1,0,4,14081,368677835,12,1474195172,70,70,0,8,32853,594,0,0,208100772,829009479,6166153211,0,594,466,0,3,1,8,8,14736,3,6164220691,6137305345,1146235735,374509580,374591500,3,1,19471090320,73389,73389,8,8,8,374444048,10,3,916954,15568351,5564818,51139,6164220691,15302924,202542259,14440
119666.01,12115,253952,62,315207,20769752478,2075,37,594,16164522,0,23,123930,71,22847,121021617,1190,1,0,4,14081,392902501,12,1571157740,70,70,0,8,32853,594,0,0,219902755,868360571,6568445746,0,594,466,0,3,1,8,8,14736,3,6568189802,6541990753,1200776081,399144134,399258822,3,1,20753791064,73389,73389,8,8,8,399111370,10,3,955619,16434639,5887459,54474,6568189802,16164522,214023052,14440
120706.70,12126,253952,62,334206,22020264444,2199,38,594,17040419,0,23,131440,71,22847,121021617,1190,1,0,4,14081,416818285,12,1666562128,70,70,0,8,32853,594,0,0,235180330,919397588,6962587889,0,594,466,0,3,1,8,8,14736,3,6962617765,6935449279,1271557672,423241063,423337208,3,1,22005127436,73389,73389,8,8,8,423175531,10,3,987244,17341022,6191552,57735,6962617765,17040419,228996977,14440
121734.81,12134,253952,62,354331,23347031410,2333,38,594,18076620,0,23,139330,71,22847,121021617,1190,1,0,4,14081,441820337,12,1766385108,70,70,0,8,32853,594,0,0,249976823,967993552,7382961506,0,594,466,0,3,1,8,8,14736,3,7381766618,7353365109,1337999201,448729744,448844432,3,1,23327130976,73389,73389,8,8,8,448598676,10,3,1021240,18397162,6479738,61226,7381766618,18076620,243504882,14440
122763.09,12139,253952,62,374073,24647974128,2455,39,594,18897480,0,23,147064,71,22847,121021617,1190,1,0,4,14081,466421382,12,1864392840,70,70,0,8,32853,594,0,0,263946766,1015034425,7797335108,0,594,466,0,3,1,8,8,14736,3,7793854588,7762837561,1401692632,473780375,473862295,3,1,24635727564,73389,73389,8,8,8,473763995,10,3,1050857,19263325,6778318,64626,7793854588,18897480,257176419,14440
123792.63,15160,253952,62,393800,25947728684,2579,41,603,19868208,2,23,154867,71,22847,122463765,1208,1,0,4,14081,491147311,12,1963619252,70,70,0,8,32853,603,0,0,278325489,1062601045,8200705857,0,601,481,2,3,1,8,8,14736,3,8203275061,8171878643,1467473861,498726669,498841357,3,1,25925267140,73389,73389,8,8,8,498562833,10,3,1090567,20254190,7097341,68007,8203275061,19868208,271237806,14488
124821.11,15171,253952,62,419596,27648635902,2746,46,603,20806508,2,23,165063,71,22847,122463765,1208,1,0,4,14081,523384161,12,2093019076,70,70,0,8,32853,603,0,0,295808883,1104774251,8736627622,0,601,481,2,3,1,8,8,14736,3,8738719566,8707545692,1531306565,531439806,531554494,3,1,27633166008,73389,73389,8,8,8,531407042,10,3,1133641,21208607,7504031,72447,8738719566,20806508,288315062,14488
125855.01,15179,253952,62,445463,29351272530,2917,50,612,21692653,4,23,175268,71,22847,123905369,1226,1,0,4,14081,555785950,12,2222497464,70,70,0,8,32853,612,0,0,313828672,1146801563,9275790031,0,608,493,4,3,1,8,8,14736,3,9273235500,9243262004,1595293582,564186599,564334055,3,1,29335999244,73389,73389,8,8,8,564153835,10,3,1171997,22140121,7883418,76888,9273235500,21692653,305955966,14521
126880.69,15186,253952,62,471613,31072981692,3083,55,774,22593984,4,23,185547,71,22847,151111139,1550,1,0,4,14081,588525597,12,2353068592,70,70,0,8,32853,774,0,0,332347308,1189480765,9842897231,0,770,739,4,3,1,8,8,14736,3,9837825847,9787434979,1659628493,597150444,597297900,3,1,31050971152,73389,73389,8,8,8,597134064,10,3,1213116,23057643,8270477,81592,9837825847,22593984,324088070,15326
127189.18,15186,253952,62,473839,31219070594,3118,55,774,22653703,4,23,186567,76,22847,158451612,1557,1,1228,4,14081,591599349,12,2366397396,75,77,1,70,33060,774,1228,131,335429958,1196787207,9896377997,8,770,739,4,3,1,8,8,14736,3,9885247847,9833750835,1708653493,600037902,600037902,3,1,31201970936,73389,73389,8,8,8,600037906,10,3,1215087,23117936,8311489,81976,9885247847,22653703,327129831,15326
