timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
53089.78,253952,62,72959,4806457028,119,621,964904,5,16729,71,109,131820197,1244,1,0,70,70,37,8,1194,621,0,0,0,15742442,13831854,1399897786,0,621,193,2,1,8,8,297,1,1455937902,1408362051,97731402,108926560,108926560,2,1,4792047744,73389,73389,8,8,8,108910176,5,3,386706,978000,1952718,11119,1455937902,964904,13790338,10051
54102.96,253952,62,78775,5189484634,120,621,1021219,5,18352,71,109,131820197,1244,1,0,70,70,37,8,1194,621,0,0,0,17055274,15219311,1510038872,0,621,193,2,1,8,8,297,1,1568004462,1520339585,104116764,117619543,117635927,2,1,5175259892,73389,73389,8,8,8,117619543,5,3,389888,1038633,2009908,11974,1568004462,1021219,15046022,10051
55113.69,253952,62,84826,5588166586,121,621,1094382,5,20046,71,109,131820197,1244,1,0,70,70,37,8,1194,621,0,0,0,19368879,17774627,1628832466,0,621,193,2,1,8,8,297,1,1684527470,1636943540,122829831,126670815,126687199,2,1,5573515860,73389,73389,8,8,8,126670815,5,3,400341,1112723,2106457,12863,1684527470,1094382,17263119,10051
56129.62,253952,62,88334,5819297606,121,621,1140715,5,21049,71,109,131820197,1244,1,0,70,70,37,8,1194,621,0,0,0,19943740,18524432,1695323103,0,621,193,2,1,8,8,297,1,1752029550,1704533973,125310570,131921443,131943860,2,1,5804543492,73389,73389,8,8,8,131921443,5,3,405958,1159727,2149185,13378,1752029550,1140715,17795296,10051
57142.70,253952,62,91016,5996223494,122,621,1200208,5,21812,71,109,132085649,1244,1,0,70,70,37,8,1194,621,0,0,0,21609100,21378375,1747919574,0,621,193,2,1,8,8,297,1,1803802990,1756114285,139693151,135957496,135973880,2,1,5982129824,73389,73389,8,8,8,135957496,5,3,410244,1219707,2200885,13773,1803802990,1200208,19408993,10051
58156.86,253952,62,96051,6327789966,122,621,1280648,5,23209,71,109,132085649,1244,1,0,70,70,37,8,1194,621,0,0,0,22830545,22865246,1844560380,0,621,193,2,1,8,8,297,1,1900665198,1853131445,152022691,143497566,143497566,2,1,6313172008,73389,73389,8,8,8,143481182,5,3,421744,1300969,2285104,14512,1900665198,1280648,20546262,10051
59188.88,253952,62,98565,6493609278,123,621,1321953,5,23950,71,109,132351101,1244,1,0,70,70,37,8,1194,621,0,0,0,23464045,23974436,1894534808,0,621,193,2,1,8,8,297,1,1949030766,1901580868,170660274,147265442,147265442,2,1,6478958552,73389,73389,8,8,8,147249058,5,3,424034,1342749,2310822,14881,1949030766,1321953,21154080,10051
60205.28,253952,62,100507,6621676546,123,621,1425103,5,24481,71,109,132351101,1244,1,0,70,70,37,8,1194,621,0,0,0,23810115,24923280,1932711192,0,621,193,2,1,8,8,297,1,1986386286,1938976814,173518942,150167125,150183509,2,1,6607353500,73389,73389,8,8,8,150167125,5,3,424524,1446284,2340584,15166,1986386286,1425103,21470424,10051
61234.87,253952,62,102487,6751968730,123,621,1482981,5,25021,71,109,132351101,1244,1,0,70,70,37,8,1194,621,0,0,0,24114376,25800754,1970756146,0,621,193,2,1,8,8,297,1,2024659310,1977074703,175447779,153128311,153144695,2,1,6737645684,73389,73389,8,8,8,153128311,5,3,424546,1504566,2362308,15458,2024659310,1482981,21752992,10051
62261.42,253952,62,104147,6861289394,124,621,1536499,5,25526,71,109,132351101,1244,1,0,70,70,37,8,1194,621,0,0,0,24772499,27648143,2004344668,0,621,193,2,1,8,8,297,1,2056378734,2009007742,182918517,155614361,155630745,2,1,6847031884,73389,73389,8,8,8,155614361,5,3,425476,1558415,2395354,15700,2056378734,1536499,22378105,10051
63294.78,253952,62,106692,7028874870,124,621,1612064,5,26221,71,109,132351101,1244,1,0,70,70,37,8,1194,621,0,0,0,25329664,29110764,2052614256,0,621,193,2,1,8,8,297,1,2105399662,2058026318,198988210,159433548,159433548,2,1,7014355216,73389,73389,8,8,8,159417164,5,3,425789,1634436,2422440,16074,2105399662,1612064,22908217,10051
64315.13,253952,62,108374,7139902778,124,621,1704002,5,26680,71,109,132351101,1244,1,0,70,70,37,8,1194,621,0,0,0,25981827,31382587,2085415839,0,621,193,2,1,8,8,297,1,2137905518,2090447295,224213859,161958399,161958399,2,1,7125448660,73389,73389,8,8,8,161942015,5,3,430580,1726716,2465460,16322,2137905518,1704002,23517390,10051
65341.13,253952,62,109831,7235919634,125,621,1787572,5,27133,71,109,132616553,1244,1,0,70,70,37,8,1194,621,0,0,0,26251861,32495203,2113101248,0,621,193,2,1,8,8,297,1,2165823854,2118550141,226355885,164141345,164141345,2,1,7222219180,73389,73389,8,8,8,164141345,5,3,431642,1810629,2493323,16535,2165823854,1787572,23759587,10051
66364.93,253952,62,111277,7331215594,125,621,1912537,5,27529,71,109,132616553,1244,1,0,70,70,37,8,1194,621,0,0,0,26448722,33339227,2141181404,0,621,193,2,1,8,8,297,1,2193348974,2146357551,250673598,166299715,166316099,2,1,7317187460,73389,73389,8,8,8,166299715,5,3,432472,1935902,2510323,16745,2193348974,1912537,23939478,10051
67403.77,253952,62,112816,7432606402,125,621,1968917,5,27947,71,109,132616553,1244,1,0,70,70,37,8,1194,621,0,0,0,26948761,35082511,2170704358,0,621,193,2,1,8,8,297,1,2223233390,2176018974,262085022,168605541,168621925,2,1,7418643804,73389,73389,8,8,8,168605541,5,3,434804,1992590,2542365,16973,2223233390,1968917,24407506,10051
68432.86,253952,62,114099,7517219994,125,621,2028256,5,28297,71,109,132616553,1244,1,0,70,70,37,8,1194,621,0,0,0,27178481,36245425,2195898042,0,621,193,2,1,8,8,297,1,2248137070,2200781861,264558320,170534535,170534535,2,1,7502798644,73389,73389,8,8,8,170518151,5,3,438346,2052198,2565059,17163,2248137070,2028256,24614561,10051
69467.77,253952,62,115588,7615334002,126,621,2089341,5,28737,71,109,132616553,1244,1,0,70,70,37,8,1194,621,0,0,0,28135659,39890141,2224763319,0,621,193,2,1,8,8,297,1,2276710766,2229474970,286507388,172750249,172766633,2,1,7601010956,73389,73389,8,8,8,172750249,5,3,442602,2113580,2601016,17381,2276710766,2089341,25535808,10051
70506.74,253952,62,116843,7698112586,126,621,2166808,5,29101,71,109,132882005,1244,1,0,70,70,37,8,1194,621,0,0,0,28412739,41267523,2248253511,0,621,193,2,1,8,8,297,1,2300696942,2253660357,289664388,174630091,174646475,2,1,7683724004,73389,73389,8,8,8,174630091,5,3,443970,2191303,2619753,17564,2300696942,2166808,25794180,10051
71525.77,253952,62,118080,7779711522,126,621,2233061,5,29440,71,109,132882005,1244,1,0,70,70,37,8,1194,621,0,0,0,29136470,44084319,2272004496,0,621,193,2,1,8,8,297,1,2324814190,2277524201,308697353,176493549,176509933,2,1,7765716156,73389,73389,8,8,8,176493549,5,3,445756,2257797,2649538,17748,2324814190,2233061,26488153,10051
72550.74,253952,62,119199,7853311758,126,621,2336295,5,29741,71,109,132882005,1244,1,0,70,70,37,8,1194,621,0,0,0,29305798,44981433,2293132638,0,621,193,2,1,8,8,297,1,2346047854,2299040156,312104946,178170750,178170750,2,1,7838792104,73389,73389,8,8,8,178154366,5,3,446019,2361289,2667068,17910,2346047854,2336295,26639974,10051
73589.91,253952,62,120447,7935631590,126,621,2417051,5,30085,71,109,132882005,1244,1,0,70,70,37,8,1194,621,0,0,0,29493132,45813432,2317279245,0,621,193,2,1,8,8,297,1,2370296174,2323063195,313125929,180034208,180050592,2,1,7921505152,73389,73389,8,8,8,180034208,5,3,446139,2442357,2688755,18095,2370296174,2417051,26805654,10051
74659.92,253952,62,121575,8009821650,126,621,2545260,5,30391,71,109,132882005,1244,1,0,70,70,37,8,1194,621,0,0,0,29673095,46680447,2338933656,0,621,193,2,1,8,8,297,1,2392054126,2344786218,314172196,181727793,181727793,2,1,7995301996,73389,73389,8,8,8,181711409,5,3,446139,2570852,2704488,18261,2392054126,2545260,26969910,10051
75687.97,253952,62,122748,8086960830,127,621,2718278,5,30762,71,109,132882005,1244,1,0,70,70,37,8,1194,621,0,0,0,29944027,48085176,2361634061,0,621,193,2,1,8,8,297,1,2414205294,2367350691,318643967,183470530,183486914,2,1,8072703320,73389,73389,8,8,8,183470530,5,3,448741,2768096,2725592,18430,2414205294,2718278,27219764,10051
76720.78,253952,62,124066,8173868182,127,621,2814453,5,31126,71,109,132882005,1244,1,0,70,70,37,8,1194,621,0,0,0,30103814,48948393,2386956437,0,621,193,2,1,8,8,297,1,2439895406,2392736074,319666868,185448676,185465060,2,1,8159741744,73389,73389,8,8,8,185448676,5,3,449450,2864540,2745427,18626,2439895406,2814453,27359738,10051
77765.72,253952,62,125292,8254746222,127,621,2917762,5,31459,71,109,132882005,1244,1,0,70,70,37,8,1194,621,0,0,0,30423902,50661651,2410443737,0,621,193,2,1,8,8,297,1,2463357294,2416427601,331390327,187279366,187295750,2,1,8240292104,73389,73389,8,8,8,187279366,5,3,450601,2968103,2759713,18805,2463357294,2917762,27665567,10051
78805.75,253952,62,126328,8322906970,127,621,2957835,5,31741,71,109,132882005,1244,1,0,70,70,37,8,1194,621,0,0,0,31096366,54253593,2431962403,0,621,193,2,1,8,8,297,1,2483804526,2436362299,375180670,188841879,188841879,2,1,8308321780,73389,73389,8,8,8,188825495,5,3,453394,3008390,2783534,18961,2483804526,2957835,28314232,10051
79848.91,253952,62,127491,8399656242,127,621,3018120,5,32059,71,109,132882005,1244,1,0,70,70,37,8,1194,621,0,0,0,31465221,56298986,2454400508,0,621,193,2,1,8,8,297,1,2505562478,2458787077,393168862,190574265,190590649,2,1,8385267660,73389,73389,8,8,8,190574265,5,3,458302,3068898,2807664,19127,2505562478,3018120,28658985,10051
80871.01,253952,62,129183,8510808606,128,621,3187643,5,32570,71,109,132882005,1244,1,0,70,70,37,8,1194,621,0,0,0,31801757,57811001,2487201310,0,621,193,2,1,8,8,297,1,2537937262,2491171930,397254813,193111626,193128010,2,1,8496911544,73389,73389,8,8,8,193111626,5,3,462193,3238727,2845240,19374,2537937262,3187643,28957976,10051
81886.44,253952,62,130698,8610626550,128,621,3230815,5,32987,71,109,132882005,1244,1,0,70,70,37,8,1194,621,0,0,0,32539726,61308438,2515935966,0,621,193,2,1,8,8,297,1,2567297390,2520442750,449899594,195384684,195384684,2,1,8596205200,73389,73389,8,8,8,195368300,5,3,466454,3293257,2870935,19598,2567297390,3230815,29670276,10051
82922.78,253952,62,132776,8747606714,128,621,3313424,5,33556,71,109,132882005,1244,1,0,70,70,37,8,1194,621,0,0,0,32780269,62073183,2555552622,0,621,193,2,1,8,8,297,1,2607405422,2560452081,450904583,198499359,198499359,2,1,8733250900,73389,73389,8,8,8,198482975,5,3,466473,3376257,2891509,19904,2607405422,3313424,29890277,10051
83966.64,253952,62,134509,8861976958,129,621,3392703,5,34084,71,109,133147457,1244,1,0,70,70,37,8,1194,621,0,0,0,33119549,63410949,2589795021,0,621,193,2,1,8,8,297,1,2640828782,2593871587,454041549,201097938,201097938,2,1,8847588376,73389,73389,8,8,8,201081554,5,3,466529,3455874,2906241,20159,2640828782,3392703,30214856,10051
85002.00,253952,62,135983,8959107926,129,621,3542571,5,34486,71,109,133147457,1244,1,0,70,70,37,8,1194,621,0,0,0,33420623,64451549,2618266940,0,621,193,2,1,8,8,297,1,2669009262,2622282987,481819803,203289076,203305460,2,1,8944719344,73389,73389,8,8,8,203289076,5,3,468683,3606098,2937987,20374,2669009262,3542571,30484217,10051
86039.64,253952,62,137410,9053158702,129,621,3600803,5,34874,71,109,133147457,1244,1,0,70,70,37,8,1194,621,0,0,0,33876743,66488884,2646347029,0,621,193,2,1,8,8,297,1,2696534382,2649760238,486573394,205431062,205447446,2,1,9038966728,73389,73389,8,8,8,205431062,5,3,470573,3664651,2961414,20584,2696534382,3600803,30916942,10051
87070.91,253952,62,139020,9159202566,129,621,3671765,5,35314,71,109,133147457,1244,1,0,70,70,37,8,1194,621,0,0,0,34281292,68042598,2677180219,0,621,193,2,1,8,8,297,1,2727729518,2680763946,493770429,207851576,207851576,2,1,9145469344,73389,73389,8,8,8,207851576,5,3,470771,3735934,2982503,20822,2727729518,3671765,31300434,10051
88105.71,253952,62,140565,9260986590,130,621,3722568,5,35792,71,109,133147457,1244,1,0,70,70,37,8,1194,621,0,0,0,34594663,69424489,2706701170,0,621,193,2,1,8,8,297,1,2757613934,2710556056,502264961,210165594,210181978,2,1,9247286136,73389,73389,8,8,8,210165594,5,3,472531,3787018,3005012,21050,2757613934,3722568,31591327,10051
89150.74,253952,62,141994,9355168438,130,621,3828214,5,36179,71,109,133412909,1244,1,0,70,70,37,8,1194,621,0,0,0,35457854,73344401,2734647726,0,621,193,2,1,8,8,297,1,2784745838,2738052806,522520527,212291196,212307580,2,1,9340812624,73389,73389,8,8,8,212291196,5,3,476367,3892939,3041520,21257,2784745838,3828214,32418042,10051
90191.44,253952,62,143529,9456297102,130,621,3947672,5,36601,71,109,133412909,1244,1,0,70,70,37,8,1194,621,0,0,0,36124099,76682788,2763774859,0,621,193,2,1,8,8,297,1,2814630254,2767572206,540019399,214597022,214613406,2,1,9442268968,73389,73389,8,8,8,214597022,5,3,478162,4012708,3075725,21485,2814630254,3947672,33050115,10051
91208.72,253952,62,145593,9592359762,130,621,4001097,5,37158,71,109,133412909,1244,1,0,70,70,37,8,1194,621,0,0,0,36620558,78701678,2803130159,0,621,193,2,1,8,8,297,1,2854345070,2807426142,547057908,217695313,217695313,2,1,9577872876,73389,73389,8,8,8,217678929,5,3,480342,4066536,3100385,21788,2854345070,4001097,33521949,10051
92228.84,253952,62,147885,9743364630,131,621,4079908,5,37843,71,109,133412909,1244,1,0,70,70,37,8,1194,621,0,0,0,37042254,79745356,2847205834,0,621,193,2,1,8,8,297,1,2898254190,2851585403,549505327,221121284,221137668,2,1,9729336496,73389,73389,8,8,8,221121284,5,3,482545,4145829,3133774,22123,2898254190,4079908,33910296,10051
93257.50,253952,62,149899,9875885038,131,621,4175932,5,38392,71,109,133412909,1244,1,0,70,70,37,8,1194,621,0,0,0,38620745,86121261,2885645955,0,621,193,2,1,8,8,297,1,2936920430,2890257076,586700950,224131622,224148006,2,1,9861791368,73389,73389,8,8,8,224131622,5,3,486345,4242290,3200469,22418,2936920430,4175932,35422128,10051
94291.26,253952,62,151808,10001789618,131,621,4279507,5,38907,71,109,133412909,1244,1,0,70,70,37,8,1194,621,0,0,0,40055043,92069211,2924216119,0,621,193,2,1,8,8,297,1,2973882734,2927134564,690260739,226984153,227000537,2,1,9987302732,73389,73389,8,8,8,226984153,5,3,491639,4346275,3241986,22700,2973882734,4279507,36814945,10051
95320.65,253952,62,153878,10138245494,132,621,4331880,5,39526,71,109,133678361,1244,1,0,70,70,37,8,1194,621,0,0,0,40950491,95156737,2962914948,0,621,193,2,1,8,8,297,1,3013466478,2967049843,729965128,230090636,230107020,2,1,10123987984,73389,73389,8,8,8,230090636,5,3,493825,4399050,3270569,23002,3013466478,4331880,37681842,10051
96350.78,253952,62,156347,10301019158,132,621,4411870,5,40184,71,109,133678361,1244,1,0,70,70,37,8,1194,621,0,0,0,41453084,96391511,3011184995,0,621,193,2,1,8,8,297,1,3061307758,3014632629,733756759,233778751,233801168,2,1,10286265044,73389,73389,8,8,8,233778751,5,3,496976,4479586,3306725,23367,3061307758,4411870,38148315,10051
97371.43,253952,62,158951,10472141802,133,621,4474266,5,40966,71,109,133678361,1244,1,0,70,70,37,8,1194,621,0,0,0,42005629,97641894,3061148653,0,621,193,2,1,8,8,297,1,3110710559,3064631753,738849136,237685891,237685891,2,1,10457458308,73389,73389,8,8,8,237669507,5,3,498571,4542485,3342268,23748,3110710559,4474266,38665353,10051
98402.10,253952,62,161172,10618493614,133,621,4570167,5,41572,71,109,133943813,1244,1,0,70,70,37,8,1194,621,0,0,0,43057616,101219769,3104703004,0,621,193,2,1,8,8,297,1,3153440031,3107402183,769541649,240997174,241013558,2,1,10603875656,73389,73389,8,8,8,240997174,5,3,502668,4638830,3378709,24074,3153440031,4570167,39680941,10051
99431.03,253952,62,163592,10778152542,134,621,4646547,5,42286,71,109,134209265,1244,1,0,70,70,37,8,1194,621,0,0,0,43787709,103153322,3150221407,0,621,193,2,1,8,8,297,1,3199577375,3154059676,777706521,244642170,244642170,2,1,10763534584,73389,73389,8,8,8,244625786,5,3,506236,4715707,3416943,24426,3199577375,4646547,40372835,10051
100462.71,253952,62,165627,10912314658,134,621,4708515,5,42837,71,109,134209265,1244,1,0,70,70,37,8,1194,621,0,0,0,44120248,104137638,3189184226,0,621,193,2,1,8,8,297,1,3239030047,3193289382,780233877,247691309,247691309,2,1,10898417596,73389,73389,8,8,8,247691309,5,3,508475,4778091,3445107,24727,3239030047,4708515,40677248,10051
101492.40,253952,62,167278,11021045498,134,621,4761037,5,43291,71,109,134209265,1244,1,0,70,70,37,8,1194,621,0,0,0,44621134,105783537,3221986218,0,621,193,2,1,8,8,297,1,3270880543,3225089150,784419179,250160975,250160975,2,1,11006362004,73389,73389,8,8,8,250144591,5,3,510230,4830981,3468208,24970,3270880543,4761037,41155071,10051
102527.56,253952,62,169269,11152058578,135,621,4824913,5,43888,71,109,134209265,1244,1,0,70,70,37,8,1194,621,0,0,0,45151618,107390454,3259902473,0,621,193,2,1,8,8,297,1,3309022495,3263412476,792102450,253138545,253138545,2,1,11137375084,73389,73389,8,8,8,253122161,5,3,513425,4895270,3498039,25261,3309022495,4824913,41655761,10051
103560.19,253952,62,171686,11311255446,135,621,4894596,5,44548,71,109,134209265,1244,1,0,70,70,37,8,1194,621,0,0,0,45893249,109357699,3306338638,0,621,193,2,1,8,8,297,1,3355421983,3309954871,806723844,256744740,256761124,2,1,11296768560,73389,73389,8,8,8,256744740,5,3,515550,4965392,3538787,25615,3355421983,4894596,42356677,10051
104581.98,253952,62,174008,11464226394,135,621,4970354,5,45183,71,109,134209265,1244,1,0,70,70,37,8,1194,621,0,0,0,46991183,112755504,3351201216,0,621,193,2,1,8,8,297,1,3400117535,3354627415,824638832,260236247,260236247,2,1,11450394868,73389,73389,8,8,8,260236247,5,3,520160,5041588,3578233,25956,3400117535,4970354,43415203,10051
105607.05,253952,62,175794,11582070046,136,621,5059423,5,45724,71,109,134474717,1244,1,0,70,70,37,8,1194,621,0,0,0,47358665,114119764,3385309593,0,621,193,2,1,8,8,297,1,3434458399,3389109675,831897072,262900362,262916746,2,1,11567615928,73389,73389,8,8,8,262900362,5,3,523675,5131002,3603299,26218,3434458399,5059423,43757648,10051
106628.21,253952,62,177525,11696309218,136,621,5134050,5,46195,71,109,134474717,1244,1,0,70,70,37,8,1194,621,0,0,0,48629152,118423775,3419029810,0,621,193,2,1,8,8,297,1,3468012831,3422510759,866646405,265507133,265507133,2,1,11682313852,73389,73389,8,8,8,265507133,5,3,525216,5205964,3628970,26474,3468012831,5134050,45002495,10051
107677.74,253952,62,179230,11808579002,136,621,5230795,5,46660,71,109,134474717,1244,1,0,70,70,37,8,1194,621,0,0,0,48853907,119217335,3452224629,0,621,193,2,1,8,8,297,1,3500780831,3455322180,867671858,268058719,268058719,2,1,11793862740,73389,73389,8,8,8,268042335,5,3,525281,5303046,3646993,26724,3500780831,5230795,45209263,10051
108714.14,253952,62,180477,11890833298,136,621,5252035,5,47002,71,109,134474717,1244,1,0,70,70,37,8,1194,621,0,0,0,49412874,121613198,3475712737,0,621,193,2,1,8,8,297,1,3524635935,3479300928,887165105,269922177,269938561,2,1,11876575788,73389,73389,8,8,8,269922177,5,3,527625,5324570,3666509,26906,3524635935,5252035,45748746,10051
109765.10,253952,62,181771,11976167786,137,621,5321491,5,47410,71,109,134740169,1244,1,0,70,70,37,8,1194,621,0,0,0,49594070,122479965,3500776589,0,621,193,2,1,8,8,297,1,3549539615,3504252795,888212238,271859363,271875747,2,1,11961811972,73389,73389,8,8,8,271859363,5,3,527819,5394292,3685691,27096,3549539615,5321491,45910789,10051
110811.77,253952,62,183137,12066220866,137,621,5376980,5,47782,71,109,134740169,1244,1,0,70,70,37,8,1194,621,0,0,0,49777458,123345185,3527413790,0,621,193,2,1,8,8,297,1,3576016159,3530572970,889268172,273919429,273919429,2,1,12052454876,73389,73389,8,8,8,273919429,5,3,527819,5450083,3697759,27298,3576016159,5376980,46082137,10051
111845.71,253952,62,184412,12150044718,137,621,5483576,5,48124,71,109,134740169,1244,1,0,70,70,37,8,1194,621,0,0,0,50371100,126262125,3551296142,0,621,193,2,1,8,8,297,1,3600526623,3555088736,904015914,275809622,275826006,2,1,12135623368,73389,73389,8,8,8,275809622,5,3,530611,5556968,3726823,27485,3600526623,5483576,46646745,10051
112886.15,253952,62,185799,12241474054,137,621,5613770,5,48506,71,109,134740169,1244,1,0,70,70,37,8,1194,621,0,0,0,51247827,130324618,3578716995,0,621,193,2,1,8,8,297,1,3627265311,3581815280,931671402,277886072,277902456,2,1,12226987168,73389,73389,8,8,8,277886072,5,3,536692,5687470,3773562,27689,3627265311,5613770,47476761,10051
113934.32,253952,62,187151,12330344178,138,621,5706908,5,48923,71,109,134740169,1244,1,0,70,70,37,8,1194,621,0,0,0,51473761,131476584,3604040676,0,621,193,2,1,8,8,297,1,3653086495,3607759515,934084238,279923721,279923721,2,1,12315922828,73389,73389,8,8,8,279907337,5,3,538530,5780884,3798800,27886,3653086495,5706908,47677485,10051
