timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
35993.70,3,253952,62,73453,4839097264,119,621,2480653,14,16884,71,8982,131820197,1244,1,0,70,70,4130,8,9330,621,0,0,0,17897192,48811688,1444448187,0,621,333,2,1,8,8,518,1,1465637230,1417871608,300007697,109669873,109669873,2,1,4825474412,73389,73389,8,8,8,109669873,11,3,382909,2528560,1919127,11193,1465637230,2480653,15979345,27954
37011.01,3,253952,62,76026,5008517748,119,621,2564074,14,17584,71,8982,131820197,1244,1,0,70,70,4130,8,9330,621,0,0,0,18275193,49455636,1494159467,0,621,333,2,1,8,8,518,1,1515051374,1467388879,301029584,113521828,113521828,2,1,4994960432,73389,73389,8,8,8,113521828,11,3,382912,2612520,1946977,11570,1515051374,2564074,16329537,27954
38022.93,3,253952,62,79007,5204954438,120,621,2615131,14,18445,71,8982,131820197,1244,1,0,70,70,4130,8,9330,621,0,0,0,20278122,54593235,1550557941,0,621,333,2,1,8,8,518,1,1572591982,1524849939,336977623,117969640,117986024,2,1,5190664160,73389,73389,8,8,8,117969640,11,3,385921,2664145,1998173,12009,1572591982,2615131,18281308,27954
39036.88,3,253952,62,81880,5394035722,120,621,2722721,14,19232,71,8982,131820197,1244,1,0,70,70,4130,8,9330,621,0,0,0,21002639,55994193,1605774455,0,621,333,2,1,8,8,518,1,1627904366,1580159782,344233882,122263963,122280347,2,1,5379614372,73389,73389,8,8,8,122263963,11,3,386394,2772285,2040079,12431,1627904366,2722721,18963953,27954
40040.49,3,253952,62,86445,5694800274,121,621,2782340,14,20499,71,8982,131820197,1244,1,0,70,70,4130,8,9330,621,0,0,0,22279974,58215541,1693370185,0,621,333,2,1,8,8,518,1,1715591534,1668147101,376218184,129107713,129107713,2,1,5680018476,73389,73389,8,8,8,129091329,11,3,399257,2832673,2121285,13100,1715591534,2782340,20160123,27954
41043.47,3,253952,62,97452,6420402258,123,621,2822992,14,23595,71,8982,132351101,1244,1,0,70,70,4130,8,9330,621,0,0,0,25011462,59548306,1905395851,0,621,333,2,1,8,8,518,1,1927534958,1880138802,395941210,145604625,145604625,2,1,6406603500,73389,73389,8,8,8,145604625,11,3,403861,2874349,2189592,14718,1927666030,2823014,22823387,27954
42046.51,3,253952,62,108682,7160087866,124,621,2864279,14,26710,71,8982,132351101,1244,1,0,70,70,4130,8,9330,621,0,0,0,27109380,59548325,2120831719,0,621,333,2,1,8,8,518,1,2143672686,2096352912,399837218,162417151,162417151,2,1,7146354644,73389,73389,8,8,8,162417151,11,3,409736,2916663,2241685,16366,2143672686,2864279,24869296,27954
43050.16,3,253952,62,119453,7869957902,126,621,2904789,14,29758,71,8982,132882005,1244,1,0,70,70,4130,8,9330,621,0,0,0,29821208,61404941,2328008988,0,621,333,2,1,8,8,518,1,2350897518,2303939076,422293230,178547582,178547582,2,1,7855372712,73389,73389,8,8,8,178531198,11,3,418283,2958235,2323098,17947,2350897518,2904789,27499803,27954
44053.06,3,253952,62,130509,8598240246,128,621,2945889,14,32885,71,8982,132882005,1244,1,0,70,70,4130,8,9330,621,0,0,0,31843392,61430234,2541871922,0,621,333,2,1,8,8,518,1,2563627374,2516778704,429005539,195106156,195106156,2,1,8584670864,73389,73389,8,8,8,195106156,11,3,425309,3000348,2392228,19570,2563627374,2945889,29452941,27954
45064.51,3,253952,62,137524,9060629806,129,621,3009859,14,34852,71,8982,133147457,1244,1,0,70,70,4130,8,9330,621,0,0,0,34080535,63783598,2673649374,0,621,333,2,1,8,8,518,1,2698893678,2651956414,459661507,205611286,205611286,2,1,9046896584,73389,73389,8,8,8,205611286,11,3,440907,3066198,2507702,20602,2698893678,3009859,31574659,27954
46073.04,3,253952,62,143125,9429820558,130,621,3080141,14,36438,71,8982,133412909,1244,1,0,70,70,4130,8,9330,621,0,0,0,35579788,65130621,2785234734,0,621,333,2,1,8,8,518,1,2807028078,2759898702,465297929,213990814,214007198,2,1,9415595816,73389,73389,8,8,8,213990814,11,3,442772,3137388,2571219,21427,2807028078,3080141,33010438,27954
47084.92,3,253952,62,148675,9795403522,131,621,3135641,14,38059,71,8982,133412909,1244,1,0,70,70,4130,8,9330,621,0,0,0,37258867,66828538,2890791386,0,621,333,2,1,8,8,518,1,2913851758,2866801066,477038549,222306965,222323349,2,1,9781506460,73389,73389,8,8,8,222306965,11,3,456021,3193758,2658235,22242,2913851758,3135641,34602544,27954
48098.17,3,253952,62,153243,10096364682,132,621,3199929,14,39358,71,8982,133678361,1244,1,0,70,70,4130,8,9330,621,0,0,0,38176167,67869278,2977863137,0,621,333,2,1,8,8,518,1,3001407854,2954788638,483096850,229134331,229150715,2,1,10081910564,73389,73389,8,8,8,229134331,11,3,458552,3258794,2710565,22910,3001407854,3199929,35467556,27954
49124.79,3,253952,62,157384,10369341970,132,621,3259780,14,40484,71,8982,133678361,1244,1,0,70,70,4130,8,9330,621,0,0,0,39622450,69771772,3056578660,0,621,333,2,1,8,8,518,1,3081263192,3034598975,501315614,235347297,235347297,2,1,10354560172,73389,73389,8,8,8,235330913,11,3,460227,3319409,2751201,23520,3081263192,3259780,36873245,27954
50133.82,3,253952,62,161094,10613381806,133,621,3331450,14,41551,71,8982,133943813,1244,1,0,70,70,4130,8,9330,621,0,0,0,40263373,70647862,3127485828,0,621,333,2,1,8,8,518,1,3151867167,3105877313,503913186,240898870,240898870,2,1,10598829384,73389,73389,8,8,8,240882486,11,3,461178,3391758,2798416,24062,3151867167,3331450,37466992,27954
51148.69,3,253952,62,165549,10907202850,134,621,3393775,14,42790,71,8982,134209265,1244,1,0,70,70,4130,8,9330,621,0,0,0,42280882,73466769,3214138677,0,621,333,2,1,8,8,518,1,3237457183,3191764603,519394412,247576621,247576621,2,1,10892650428,73389,73389,8,8,8,247560237,11,3,473700,3454817,2896465,24715,3237457183,3393775,39386368,27954
52160.71,3,253952,62,168948,11131021522,135,621,3467116,14,43767,71,8982,134209265,1244,1,0,70,70,4130,8,9330,621,0,0,0,43388929,75349083,3281310019,0,621,333,2,1,8,8,518,1,3302731039,3257221122,530116208,252663409,252663409,2,1,11117189996,73389,73389,8,8,8,252663409,11,3,481726,3528733,2953088,25213,3302731039,3467116,40437830,27954
53172.63,3,253952,62,173376,11422807642,135,621,3525506,14,45006,71,8982,134209265,1244,1,0,70,70,4130,8,9330,621,0,0,0,45091890,78000997,3366941162,0,621,333,2,1,8,8,518,1,3388058911,3342494948,557074037,259285975,259302359,2,1,11408582900,73389,73389,8,8,8,259285975,11,3,490345,3587887,3020051,25864,3388058911,3525506,42073996,27954
54181.67,3,253952,62,178612,11767812302,136,621,3573001,14,46474,71,8982,134474717,1244,1,0,70,70,4130,8,9330,621,0,0,0,46147564,78987796,3468431557,0,621,333,2,1,8,8,518,1,3488722207,3443409509,562607744,267118798,267135182,2,1,11753227112,73389,73389,8,8,8,267118798,11,3,493496,3636182,3061987,26632,3488722207,3573001,43087773,27954
55191.38,3,253952,62,184194,12135757870,137,621,3632867,14,48068,71,8982,134740169,1244,1,0,70,70,4130,8,9330,621,0,0,0,48183542,81000002,3574772085,0,621,333,2,1,8,8,518,1,3596332319,3550954208,574323701,275498326,275498326,2,1,12121926344,73389,73389,8,8,8,275498326,11,3,506593,3696962,3157701,27453,3596332319,3632867,45028075,27954
56206.73,3,253952,62,187472,12351646686,138,621,3702794,14,49016,71,8982,134740169,1244,1,0,70,70,4130,8,9330,621,0,0,0,48892672,82004198,3638509878,0,621,333,2,1,8,8,518,1,3659377951,3614016893,577929885,280404890,280404890,2,1,12337094264,73389,73389,8,8,8,280388506,11,3,507925,3767522,3201413,27934,3659377951,3702794,45692530,27954
57218.53,3,253952,62,190583,12556590990,138,621,3776008,14,49846,71,8982,134740169,1244,1,0,70,70,4130,8,9330,621,0,0,0,49903232,83509852,3698184607,0,621,333,2,1,8,8,518,1,3719146783,3673896646,589811901,285065694,285065694,2,1,12542169640,73389,73389,8,8,8,285049310,11,3,513060,3841318,3259988,28390,3719146783,3776008,46644555,27954
58232.43,3,253952,62,195325,12868955414,139,621,3854400,14,51215,71,8982,134740169,1244,1,0,70,70,4130,8,9330,621,0,0,0,51374866,85032103,3788140645,0,621,333,2,1,8,8,518,1,3810503967,3765184523,600745973,292155204,292171588,2,1,12854828976,73389,73389,8,8,8,292155204,11,3,515185,3920517,3320393,29087,3810503967,3854400,48056823,27954
59246.82,3,253952,62,197839,13034509274,139,621,3925518,14,51901,71,8982,134740169,1244,1,0,70,70,4130,8,9330,621,0,0,0,52371905,86628539,3835756081,0,621,333,2,1,8,8,518,1,3859131679,3813629408,607571663,295925239,295925239,2,1,13019989620,73389,73389,8,8,8,295908855,11,3,515809,3992135,3364451,29458,3859131679,3925518,49009841,27954
60273.80,3,253952,62,199456,13141277342,140,621,3990139,14,52389,71,8982,135005621,1244,1,0,70,70,4130,8,9330,621,0,0,0,53799385,89493361,3868298226,0,621,333,2,1,8,8,518,1,3890064671,3844814841,623252915,298343594,298359978,2,1,13127118136,73389,73389,8,8,8,298343594,11,3,517928,4057077,3400109,29694,3890064671,3990139,50401700,27954
61298.44,3,253952,62,201122,13250991222,140,621,4043368,14,52852,71,8982,135005621,1244,1,0,70,70,4130,8,9330,621,0,0,0,54269985,90788052,3901626821,0,621,333,2,1,8,8,518,1,3922046239,3876904825,627600875,300846028,300846028,2,1,13236504336,73389,73389,8,8,8,300829644,11,3,517941,4122613,3413491,29938,3922046239,4043368,50858956,27954
62329.09,3,253952,62,202895,13367717454,140,621,4140289,14,53335,71,8982,135005621,1244,1,0,70,70,4130,8,9330,621,0,0,0,54913139,92494411,3936526990,0,621,333,2,1,8,8,518,1,3956256031,3911064947,634822485,303495918,303495918,2,1,13353099496,73389,73389,8,8,8,303479534,11,3,519545,4219866,3440559,30199,3956256031,4140289,51475076,27954
63359.81,3,253952,62,204777,13491852562,140,621,4187080,14,53843,71,8982,135005621,1244,1,0,70,70,4130,8,9330,621,0,0,0,55326425,93718845,3973788222,0,621,333,2,1,8,8,518,1,3992431903,3947319587,642607316,306315681,306332065,2,1,13477889964,73389,73389,8,8,8,306315681,11,3,519636,4266996,3459755,30475,3992431903,4187080,51869205,27954
64397.82,3,253952,62,206097,13578890986,141,621,4232968,14,54259,71,8982,135271073,1244,1,0,70,70,4130,8,9330,621,0,0,0,55784450,95511734,3999113190,0,621,333,2,1,8,8,518,1,4017859871,3972759575,647322185,308285635,308302019,2,1,13564567940,73389,73389,8,8,8,308285635,11,3,519737,4313138,3466996,30669,4017859871,4232968,52320016,27954
65426.96,3,253952,62,207346,13661276354,141,621,4287018,14,54604,71,8982,135271073,1244,1,0,70,70,4130,8,9330,621,0,0,0,56448308,97529197,4022995882,0,621,333,2,1,8,8,518,1,4041977119,3996931016,660060908,310149093,310165477,2,1,13646560092,73389,73389,8,8,8,310149093,11,3,520088,4367454,3494486,30853,4041977119,4287018,52956411,27954
66451.57,3,253952,62,208617,13744904425,141,621,4322356,14,54948,71,8982,135271073,1244,1,0,70,70,4130,8,9330,621,0,0,0,57034493,100036776,4047402382,0,621,333,2,1,8,8,518,1,4066487583,4021326770,672062080,312055670,312078087,2,1,13730449480,73389,73389,8,8,8,312055670,11,3,520518,4403045,3508308,31040,4066487583,4322356,53528803,27954
67485.73,3,253952,62,209827,13824667526,141,621,4354766,14,55282,71,8982,135271073,1244,1,0,70,70,4130,8,9330,621,0,0,0,57236547,101111230,4070758888,0,621,333,2,1,8,8,518,1,4089949471,4044642525,675845427,313869976,313886360,2,1,13810278944,73389,73389,8,8,8,313869976,11,3,520629,4435705,3520841,31219,4089949471,4354766,53718349,27954
68507.45,3,253952,62,211295,13921405278,141,621,4407927,14,55683,71,8982,135271073,1244,1,0,70,70,4130,8,9330,621,0,0,0,57532466,102475135,4098575187,0,621,333,2,1,8,8,518,1,4118261023,4072941947,715523516,316077498,316077498,2,1,13907409912,73389,73389,8,8,8,316077498,11,3,520842,4489155,3531985,31435,4118261023,4407927,54003154,27954
69537.50,3,253952,62,212578,14005753418,142,621,4453038,14,56080,71,8982,135271073,1244,1,0,70,70,4130,8,9330,621,0,0,0,57701995,103321690,4123241891,0,621,333,2,1,8,8,518,1,4142640415,4097599435,716561455,317984075,318000459,2,1,13991299300,73389,73389,8,8,8,317984075,11,3,521364,4534527,3542943,31621,4142640415,4453038,54161750,27954
70570.42,3,253952,62,213716,14080864290,142,621,4525408,14,56391,71,8982,135271073,1244,1,0,70,70,4130,8,9330,621,0,0,0,57858854,104181039,4145810959,0,621,333,2,1,8,8,518,1,4164922655,4119622288,717589451,319683693,319700077,2,1,14066082492,73389,73389,8,8,8,319683693,11,3,521366,4607139,3555954,31791,4164922655,4525408,54305622,27954
71607.03,3,253952,62,214807,14152629518,142,621,4592644,14,56692,71,8982,135271073,1244,1,0,70,70,4130,8,9330,621,0,0,0,58327285,106398218,4166415554,0,621,333,2,1,8,8,518,1,4185763103,4140583448,751303884,321328126,321328126,2,1,14137716648,73389,73389,8,8,8,321311742,11,3,522958,4674574,3577434,31950,4185763103,4592644,54752601,27954
72649.48,3,253952,62,216193,14243993318,142,621,4648948,14,57073,71,8982,135271073,1244,1,0,70,70,4130,8,9330,621,0,0,0,58541489,107213920,4192922779,0,621,333,2,1,8,8,518,1,4212501791,4167325580,752336994,323404576,323420960,2,1,14229801344,73389,73389,8,8,8,323404576,11,3,523107,4737832,3593399,32154,4212501791,4648948,54950873,27954
73684.23,3,253952,62,217546,14333194430,142,621,4727876,14,57439,71,8982,135271073,1244,1,0,70,70,4130,8,9330,621,0,0,0,58996010,109299860,4218902258,0,621,333,2,1,8,8,518,1,4238191903,4193377219,763417528,325431874,325431874,2,1,14318281560,73389,73389,8,8,8,325415490,11,3,523361,4817040,3608925,32350,4238191903,4727876,55389898,27954
74862.84,3,253952,62,218832,14418004630,143,621,4765393,14,57847,71,8982,135536525,1244,1,0,70,70,4130,8,9330,621,0,0,0,59782613,112619080,4244882577,0,621,333,2,1,8,8,518,1,4262964511,4218123009,836302265,327352676,327369060,2,1,14403517744,73389,73389,8,8,8,327352676,11,3,526146,4854821,3639937,32539,4262964511,4765393,56145518,27954
75889.28,3,253952,62,220200,14508188782,143,621,4861266,14,58219,71,8982,135536525,1244,1,0,70,70,4130,8,9330,621,0,0,0,59960399,113588149,4271256112,0,621,333,2,1,8,8,518,1,4289441055,4244493299,837461997,329412742,329412742,2,1,14493439752,73389,73389,8,8,8,329396358,11,3,526150,4950967,3652908,32741,4289441055,4861266,56310362,27954
76917.27,3,253952,62,221577,14598962758,143,621,4909980,14,58591,71,8982,135536525,1244,1,0,70,70,4130,8,9330,621,0,0,0,60367932,115547367,4297629663,0,621,333,2,1,8,8,518,1,4315917599,4271008540,848105805,331472808,331489192,2,1,14584803552,73389,73389,8,8,8,331472808,11,3,526868,5012916,3662013,32943,4315917599,4909980,56708822,27954
77969.86,3,253952,62,223039,14695307294,143,621,4994040,14,58993,71,8982,135536525,1244,1,0,70,70,4130,8,9330,621,0,0,0,60883134,118025982,4325841156,0,621,333,2,1,8,8,518,1,4344098079,4299206132,870368591,333663946,333680330,2,1,14681213624,73389,73389,8,8,8,333663946,11,3,527958,5097249,3683047,33158,4344098079,4994040,57203021,27954
