timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
44233.56,2,253952,62,84748,5583054778,121,621,1435577,50,20017,70,7552,131820197,1244,1,0,69,70,6544,7,151307,621,0,0,0,16924106,19121275,1670592823,0,621,347,2,1,8,8,670,1,1683085678,1635468947,85583776,126556127,126572511,2,1,5568469588,73389,73389,8,8,8,126556127,10,3,288517,1449543,1447348,12852,1683085678,1435577,15476792,6208
45248.05,2,253952,62,90836,5984161562,122,621,1508206,50,21731,70,7552,131820197,1244,1,0,69,70,6544,7,151307,621,0,0,0,19081973,21655152,1786900438,0,621,347,2,1,8,8,670,1,1800264046,1752674967,126581228,135689319,135689319,2,1,5970330036,73389,73389,8,8,8,135689319,10,3,305819,1525281,1562912,13746,1800264046,1508206,17519138,6208
46258.46,2,253952,62,95948,6321039758,122,621,1564884,50,23180,70,7552,132085649,1244,1,0,69,70,6544,7,151307,621,0,0,0,20131609,22564760,1883937323,0,621,347,2,1,8,8,670,1,1898699118,1851119569,130268173,143333726,143350110,2,1,6306683944,73389,73389,8,8,8,143333726,10,3,307344,1582763,1608248,14497,1898699118,1564884,18523480,6208
47271.94,2,253952,62,101969,6718021082,123,621,1636729,50,24879,70,7552,132351101,1244,1,0,69,70,6544,7,151307,621,0,0,0,21723759,23975514,1997881462,0,621,347,2,1,8,8,670,1,2014566766,1967136331,139517633,152358263,152374647,2,1,6703763572,73389,73389,8,8,8,152358263,10,3,320473,1655602,1686528,15381,2014566766,1636729,20037394,6208
48285.04,2,253952,62,105835,6972445066,124,621,1720041,50,25987,70,7552,132351101,1244,1,0,69,70,6544,7,151307,621,0,0,0,22513332,25197575,2072762469,0,621,347,2,1,8,8,670,1,2089015662,2041541121,142912436,158149563,158149563,2,1,6957859876,73389,73389,8,8,8,158133179,10,3,320987,1739588,1728004,15949,2089015662,1720041,20785529,6208
49304.91,2,253952,62,109130,7189713446,124,621,1784963,50,26885,70,7552,132351101,1244,1,0,69,70,6544,7,151307,621,0,0,0,23318906,26436878,2140040410,0,621,347,2,1,8,8,670,1,2152323438,2105024110,149694756,163078544,163094928,2,1,7175455936,73389,73389,8,8,8,163078544,10,3,322091,1805122,1768764,16432,2152323438,1784963,21550382,6208
50326.21,2,253952,62,112471,7409996482,125,621,1849024,50,27851,70,7552,132616553,1244,1,0,69,70,6544,7,151307,621,0,0,0,24550071,28472533,2204173063,0,621,347,2,1,8,8,670,1,2216810862,2169432035,170543550,168097637,168097637,2,1,7395575132,73389,73389,8,8,8,168081253,10,3,329618,1869789,1833514,16924,2216810862,1849024,22716842,6208
51347.04,2,253952,62,116391,7668224862,126,621,1910784,50,28976,70,7552,132882005,1244,1,0,69,70,6544,7,151307,621,0,0,0,25344077,29528971,2278529937,0,621,347,2,1,8,8,670,1,2292046190,2244954943,174854054,173952314,173968698,2,1,7653901816,73389,73389,8,8,8,173952314,10,3,330309,1932234,1871581,17498,2292046190,1910784,23472819,6208
52366.44,2,253952,62,119482,7871858446,126,621,1992338,50,29819,70,7552,132882005,1244,1,0,69,70,6544,7,151307,621,0,0,0,26644960,31654912,2337024524,0,621,347,2,1,8,8,670,1,2351421806,2304458598,189222054,178580350,178596734,2,1,7857535400,73389,73389,8,8,8,178580350,10,3,333724,2014438,1933291,17951,2351421806,1992338,24712032,6208
53375.43,2,253952,62,124037,8171967638,127,621,2062561,50,31067,70,7552,132882005,1244,1,0,69,70,6544,7,151307,621,0,0,0,28714605,34730512,2424489919,0,621,347,2,1,8,8,670,1,2439240046,2392244771,207360754,185399524,185415908,2,1,8157579056,73389,73389,8,8,8,185399524,10,3,348107,2085441,2033863,18621,2439240046,2062561,26681153,6208
54388.75,2,253952,62,129787,8550657802,128,621,2131230,50,32717,70,7552,132882005,1244,1,0,69,70,6544,7,151307,621,0,0,0,29687732,35579507,2535682582,0,621,347,2,1,8,8,670,1,2549733742,2502886266,211203436,194018779,194035163,2,1,8536826276,73389,73389,8,8,8,194018779,10,3,354259,2155086,2095379,19464,2549733742,2131230,27592811,6208
55404.88,2,253952,62,135691,8939778358,129,621,2185385,50,34402,70,7552,133147457,1244,1,0,69,70,6544,7,151307,621,0,0,0,31699599,37702614,2647922131,0,621,347,2,1,8,8,670,1,2663504238,2616570102,226170670,202857059,202879476,2,1,8925710596,73389,73389,8,8,8,202857059,10,3,363506,2210141,2169082,20332,2663504238,2185385,29531018,6208
56428.75,2,253952,62,139531,9192956914,129,621,2256852,50,35455,70,7552,133147457,1244,1,0,69,70,6544,7,151307,621,0,0,0,33554561,40250810,2722671748,0,621,347,2,1,8,8,670,1,2737690990,2690585296,249842743,208611273,208627657,2,1,9178896012,73389,73389,8,8,8,208611273,10,3,367546,2282313,2227968,20898,2737690990,2256852,31327130,6208
57440.76,2,253952,62,143710,9468424570,130,621,2324114,50,36647,70,7552,133412909,1244,1,0,69,70,6544,7,151307,621,0,0,0,34468379,41408186,2803713591,0,621,347,2,1,8,8,670,1,2818038126,2771156010,255699666,214865199,214881583,2,1,9454068756,73389,73389,8,8,8,214865199,10,3,371141,2350286,2284839,21511,2818038126,2324114,32184118,6208
58453.34,2,253952,62,147718,9732166732,131,621,2390799,50,37797,70,7552,133412909,1244,1,0,69,70,6544,7,151307,621,0,0,0,35253800,42398644,2881610307,0,621,347,2,1,8,8,670,1,2894977390,2848331899,259151687,220869491,220869491,2,1,9718257604,73389,73389,8,8,8,220869491,10,3,373752,2417676,2324757,22098,2894977390,2390799,32929660,6208
59486.23,2,253952,62,150071,9887422682,131,621,2468495,50,38438,70,7552,133412909,1244,1,0,69,70,6544,7,151307,621,0,0,0,35983424,43966981,2927258908,0,621,347,2,1,8,8,670,1,2940459374,2893694810,270001715,224399799,224399799,2,1,9873591156,73389,73389,8,8,8,224399799,10,3,375249,2495857,2356323,22445,2940459374,2468495,33627753,6208
60512.72,2,253952,62,151898,10007687858,131,621,2553427,50,38935,70,7552,133412909,1244,1,0,69,70,6544,7,151307,621,0,0,0,36801542,45915748,2962684576,0,621,347,2,1,8,8,670,1,2975717742,2928856888,279508243,227131609,227131609,2,1,9993790796,73389,73389,8,8,8,227131609,10,3,376911,2581184,2389023,22714,2975717742,2553427,34413205,6208
61532.84,2,253952,62,153975,10144602486,132,621,2627737,50,39554,70,7552,133678361,1244,1,0,69,70,6544,7,151307,621,0,0,0,38128625,48557259,3004139968,0,621,347,2,1,8,8,670,1,3015563630,2968925235,326643112,230238092,230254476,2,1,10130476048,73389,73389,8,8,8,230238092,10,3,386156,2655896,2442714,23018,3015563630,2627737,35686639,6208
62549.97,2,253952,62,156641,10320383270,132,621,2710546,50,40277,70,7552,133678361,1244,1,0,69,70,6544,7,151307,621,0,0,0,38914727,50602365,3054378126,0,621,347,2,1,8,8,670,1,3066812782,3020232111,364319334,234227152,234243536,2,1,10305994688,73389,73389,8,8,8,234227152,10,3,388450,2739160,2480080,23409,3066812782,2710546,36435413,6208
63589.51,2,253952,62,158664,10453332970,133,621,2805539,50,40849,70,7552,133678361,1244,1,0,69,70,6544,7,151307,621,0,0,0,39602755,52575010,3091750296,0,621,347,2,1,8,8,670,1,3105074463,3059118555,373105165,237259907,237259907,2,1,10438715012,73389,73389,8,8,8,237243523,10,3,389543,2834510,2508540,23705,3105074463,2805539,37095016,6208
64625.31,2,253952,62,160118,10549153218,133,621,2888486,50,41287,70,7552,133943813,1244,1,0,69,70,6544,7,151307,621,0,0,0,39799359,53418366,3119830936,0,621,347,2,1,8,8,670,1,3132992799,3087087900,374145162,239434661,239451045,2,1,10535125084,73389,73389,8,8,8,239434661,10,3,390165,2927745,2526403,23918,3132992799,2888486,37273787,6208
65659.53,2,253952,62,161361,10631145370,133,621,2930073,50,41626,70,7552,133943813,1244,1,0,69,70,6544,7,151307,621,0,0,0,39968408,54272102,3143843952,0,621,347,2,1,8,8,670,1,3157241119,3111070046,375170705,241298119,241314503,2,1,10617117236,73389,73389,8,8,8,241298119,10,3,390358,2969606,2534425,24103,3157241119,2930073,37434844,6208
66707.78,2,253952,62,162585,10711892338,134,621,2998511,50,42013,70,7552,134209265,1244,1,0,69,70,6544,7,151307,621,0,0,0,40508522,56568822,3167988493,0,621,347,2,1,8,8,670,1,3180440863,3134658166,384195196,243128809,243145193,2,1,10697667596,73389,73389,8,8,8,243128809,10,3,391417,3038297,2553776,24280,3180440863,2998511,37955637,6208
67797.35,2,253952,62,163716,10786279006,134,621,3083872,50,42320,70,7552,134209265,1244,1,0,69,70,6544,7,151307,621,0,0,0,40880659,58377037,3189249330,0,621,347,2,1,8,8,670,1,3201936671,3156427828,390119113,244822394,244838778,2,1,10772185336,73389,73389,8,8,8,244822394,10,3,392176,3123907,2572706,24444,3201936671,3083872,38308874,6208
68818.45,2,253952,62,164758,10855098422,134,621,3183059,50,42602,70,7552,134209265,1244,1,0,69,70,6544,7,151307,621,0,0,0,41300603,60087983,3211030713,0,621,347,2,1,8,8,670,1,3222383903,3176587454,404460877,246390940,246390940,2,1,10841201360,73389,73389,8,8,8,246390940,10,3,394341,3223319,2594002,24600,3222383903,3183059,38707547,6208
69871.40,2,253952,62,166036,10939118882,134,621,3257915,50,42955,70,7552,134209265,1244,1,0,69,70,6544,7,151307,621,0,0,0,41479628,60934937,3235176005,0,621,347,2,1,8,8,670,1,3246501151,3201111366,405486822,248297517,248313901,2,1,10925090748,73389,73389,8,8,8,248297517,10,3,394368,3298435,2601983,24784,3246501151,3257915,38878620,6208
70912.85,2,253952,62,167387,11028188922,134,621,3300573,50,43321,70,7552,134209265,1244,1,0,69,70,6544,7,151307,621,0,0,0,41676526,61785152,3261682561,0,621,347,2,1,8,8,670,1,3272846623,3227169053,406545381,250324815,250324815,2,1,11014291860,73389,73389,8,8,8,250324815,10,3,394593,3341384,2620980,24985,3272846623,3300573,39056547,6208
71963.89,2,253952,62,168640,11110570982,135,621,3396849,50,43719,70,7552,134209265,1244,1,0,69,70,6544,7,151307,621,0,0,0,41939564,62985873,3285303432,0,621,347,2,1,8,8,670,1,3296832799,3251249119,417634364,252198624,252198624,2,1,11096739456,73389,73389,8,8,8,252198624,10,3,394656,3437910,2636358,25168,3296832799,3396849,39304235,6208
73004.75,2,253952,62,169810,11187779006,135,621,3438304,50,44036,70,7552,134209265,1244,1,0,69,70,6544,7,151307,621,0,0,0,42110869,63860345,3307874491,0,621,347,2,1,8,8,670,1,3318983967,3273830609,418690465,253947394,253963778,2,1,11173685336,73389,73389,8,8,8,253947394,10,3,394657,3479585,2644231,25337,3318983967,3438304,39467696,6208
74027.02,2,253952,62,171056,11269967766,135,621,3526973,50,44374,70,7552,134209265,1244,1,0,69,70,6544,7,151307,621,0,0,0,42286728,64713303,3331888312,0,621,347,2,1,8,8,670,1,3343494431,3297848828,419719932,255810852,255810852,2,1,11255677488,73389,73389,8,8,8,255810852,10,3,394686,3568525,2657304,25524,3343494431,3526973,39630512,6208
75072.93,2,253952,62,172447,11361393794,135,621,3587262,50,44755,70,7552,134209265,1244,1,0,69,70,6544,7,151307,621,0,0,0,43291152,69365751,3360131126,0,621,347,2,1,8,8,670,1,3369970975,3324582465,447076798,257881269,257897653,2,1,11346775836,73389,73389,8,8,8,257881269,10,3,395802,3629082,2682440,25726,3369970975,3587262,40609826,6208
76097.14,2,253952,62,173568,11435390554,135,621,3636026,50,45061,70,7552,134209265,1244,1,0,69,70,6544,7,151307,621,0,0,0,43447801,70194260,3382176212,0,621,347,2,1,8,8,670,1,3391597855,3346193851,448125197,259580887,259580887,2,1,11420838132,73389,73389,8,8,8,259564503,10,3,395872,3678082,2685558,25891,3391597855,3636026,40763385,6208
77128.69,2,253952,62,174898,11523084338,136,621,3694200,50,45453,70,7552,134474717,1244,1,0,69,70,6544,7,151307,621,0,0,0,45101669,76900833,3407632075,0,621,347,2,1,8,8,670,1,3417287967,3371866814,499456254,261567225,261583609,2,1,11508957900,73389,73389,8,8,8,261567225,10,3,398536,3736535,2731171,26087,3417287967,3694200,42371670,6208
78180.56,2,253952,62,176052,11599243786,136,621,3705523,50,45793,70,7552,134474717,1244,1,0,69,70,6544,7,151307,621,0,0,0,45406060,78488189,3429258328,0,621,347,2,1,8,8,670,1,3439570207,3394151274,514467296,263299611,263299611,2,1,11584461988,73389,73389,8,8,8,263283227,10,3,398854,3748083,2738753,26257,3439570207,3705523,42668506,6208
79225.82,2,253952,62,177464,11692311522,136,621,3765185,50,46178,70,7552,134474717,1244,1,0,69,70,6544,7,151307,621,0,0,0,45817879,80565163,3457206676,0,621,347,2,1,8,8,670,1,3466571039,3421275586,527867740,265408829,265425213,2,1,11677988476,73389,73389,8,8,8,265408829,10,3,399436,3824050,2753740,26463,3466571039,3765185,43065364,6208
80258.94,2,253952,62,178956,11790622138,136,621,3827713,50,46585,70,7552,134474717,1244,1,0,69,70,6544,7,151307,621,0,0,0,46382550,83322191,3486071459,0,621,347,2,1,8,8,670,1,3495669023,3450096345,540287888,267649119,267649119,2,1,11776561236,73389,73389,8,8,8,267649119,10,3,399633,3886875,2768113,26685,3495669023,3827713,43615693,6208
81293.19,2,253952,62,180284,11877919398,136,621,3917963,50,46940,70,7552,134474717,1244,1,0,69,70,6544,7,151307,621,0,0,0,47014545,86395015,3510479631,0,621,347,2,1,8,8,670,1,3520965919,3475594672,564805917,269621232,269637616,2,1,11863334208,73389,73389,8,8,8,269621232,10,3,400283,3977391,2794890,26878,3520965919,3917963,44220941,6208
82327.99,2,253952,62,181576,11963134880,137,621,3987914,50,47356,70,7552,134740169,1244,1,0,69,70,6544,7,151307,621,0,0,0,47208244,87198320,3535674092,0,621,347,2,1,8,8,670,1,3545869599,3500452186,565826462,271558418,271574802,2,1,11948570392,73389,73389,8,8,8,271558418,10,3,400710,4047634,2816810,27068,3545869599,3987914,44392753,6208
83353.20,2,253952,62,182754,12040855126,137,621,4040217,50,47677,70,7552,134740169,1244,1,0,69,70,6544,7,151307,621,0,0,0,47390688,88040870,3558508322,0,621,347,2,1,8,8,670,1,3568545055,3523203064,566862642,273339956,273339956,2,1,12026237168,73389,73389,8,8,8,273323572,10,3,400745,4100204,2835828,27241,3568545055,4040217,44556206,6208
84390.78,2,253952,62,184127,12131366958,137,621,4080869,50,48050,70,7552,134740169,1244,1,0,69,70,6544,7,151307,621,0,0,0,47682203,89313852,3584884112,0,621,347,2,1,8,8,670,1,3595021599,3549635371,571289762,275383638,275400022,2,1,12116880072,73389,73389,8,8,8,275383638,10,3,401147,4141162,2846298,27443,3595021599,4080869,44837287,6208
85413.44,2,253952,62,185620,12229743110,137,621,4156999,50,48460,70,7552,134740169,1244,1,0,69,70,6544,7,151307,621,0,0,0,48568800,92601845,3614668764,0,621,347,2,1,8,8,670,1,3623857439,3578377065,603806763,277623928,277640312,2,1,12215452832,73389,73389,8,8,8,277623928,10,3,402381,4217608,2869625,27663,3623857439,4156999,45700588,6208
86461.87,2,253952,62,187141,12329688818,138,621,4225974,50,48922,70,7552,134740169,1244,1,0,69,70,6544,7,151307,621,0,0,0,49047644,94717785,3642880398,0,621,347,2,1,8,8,670,1,3652955423,3607596875,622509315,279907337,279907337,2,1,12315201932,73389,73389,8,8,8,279890953,10,3,403473,4286924,2898664,27885,3652955423,4225974,46150424,6208
87497.82,2,253952,62,188549,12422494410,138,621,4305013,50,49312,70,7552,134740169,1244,1,0,69,70,6544,7,151307,621,0,0,0,49481895,96555357,3670174324,0,621,347,2,1,8,8,670,1,3679694111,3634726844,677144510,282016555,282016555,2,1,12408007524,73389,73389,8,8,8,282000171,10,3,406215,4370313,2928378,28089,3679694111,4305013,46554992,6208
88578.76,2,253952,62,189917,12512678562,138,621,4373777,50,49687,70,7552,134740169,1244,1,0,69,70,6544,7,151307,621,0,0,0,49906622,103329966,3696943477,0,621,347,2,1,8,8,670,1,3706432799,3661017390,691861712,284060237,284076621,2,1,12498650428,73389,73389,8,8,8,284060237,10,3,406735,4458356,2940776,28293,3706432799,4373777,46967355,6208
89631.75,2,253952,62,191181,12596046970,138,621,4433311,50,50022,70,7552,134740169,1244,1,0,69,70,6544,7,151307,621,0,0,0,50273560,105088610,3722007239,0,621,347,2,1,8,8,670,1,3730550047,3685450259,702299099,285956463,285972847,2,1,12582084372,73389,73389,8,8,8,285956463,10,3,407249,4518140,2953585,28477,3730550047,4433311,47321517,6208
90668.08,2,253952,62,192651,12692915794,138,621,4486665,50,50431,70,7552,134740169,1244,1,0,69,70,6544,7,151307,621,0,0,0,50656037,106878743,3749563790,0,621,347,2,1,8,8,670,1,3758992671,3713744610,708185839,288163985,288163985,2,1,12678494444,73389,73389,8,8,8,288147601,10,3,407422,4571776,2966214,28694,3758992671,4486665,47691399,6208
91697.23,2,253952,62,194396,12807807018,139,621,4546375,50,50962,70,7552,134740169,1244,1,0,69,70,6544,7,151307,621,0,0,0,50891830,107679853,3783284226,0,621,347,2,1,8,8,670,1,3792547103,3747333511,709229299,290772915,290772915,2,1,12793287364,73389,73389,8,8,8,290756531,10,3,407437,4631872,2982340,28950,3792547103,4546375,47911094,6208
92722.65,2,253952,62,195882,12905724418,139,621,4600877,50,51367,70,7552,134740169,1244,1,0,69,70,6544,7,151307,621,0,0,0,51605143,110919124,3812283060,0,621,347,2,1,8,8,670,1,3821382943,3775990423,736230763,292980437,292996821,2,1,12891139228,73389,73389,8,8,8,292980437,10,3,407982,4695711,3002435,29170,3821382943,4600877,48604340,6208
93762.78,2,253952,62,197627,13020615642,139,621,4683180,50,51844,70,7552,134740169,1244,1,0,69,70,6544,7,151307,621,0,0,0,51920427,112085711,3846265027,0,621,347,2,1,8,8,670,1,3854937375,3809538107,738491559,295597559,295613943,2,1,13006292596,73389,73389,8,8,8,295597559,10,3,408008,4778380,3024436,29426,3854937375,4683180,48897663,6208
94792.78,2,253952,62,199432,13139704478,140,621,4752158,50,52393,70,7552,135005621,1244,1,0,69,70,6544,7,151307,621,0,0,0,52797906,115411477,3881032628,0,621,347,2,1,8,8,670,1,3889802527,3844389022,762381796,298310826,298327210,2,1,13125676344,73389,73389,8,8,8,298310826,10,3,409643,4847715,3062005,29692,3889802527,4752158,49737606,6208
95819.47,2,253952,62,201254,13259641974,140,621,4866428,50,52888,70,7552,135005621,1244,1,0,69,70,6544,7,151307,621,0,0,0,53636217,118589231,3915538821,0,621,347,2,1,8,8,670,1,3924667679,3879434553,784513407,301042636,301042636,2,1,13245155088,73389,73389,8,8,8,301026252,10,3,410472,4962329,3091730,29958,3924667679,4866428,50546227,6208
96833.63,2,253952,62,203687,13419887418,140,621,4923931,50,53553,70,7552,135005621,1244,1,0,69,70,6544,7,151307,621,0,0,0,54439465,121287554,3961976682,0,621,347,2,1,8,8,670,1,3971591455,3926319827,847671771,304681599,304681599,2,1,13405990356,73389,73389,8,8,8,304681599,10,3,416608,5020250,3138360,30316,3971591455,4923931,51302887,6208
97851.69,2,253952,62,205957,13569715946,141,621,4955472,50,54224,70,7552,135271073,1244,1,0,69,70,6544,7,151307,621,0,0,0,55136493,123068013,4007102126,0,621,347,2,1,8,8,670,1,4015500575,3970148114,864784955,308072643,308089027,2,1,13555196292,73389,73389,8,8,8,308072643,10,3,417288,5052242,3158102,30651,4015500575,4955472,51980214,6208
98872.66,2,253952,62,208391,13730026926,141,621,5010998,50,54891,70,7552,135271073,1244,1,0,69,70,6544,7,151307,621,0,0,0,55535109,123981168,4054717646,0,621,347,2,1,8,8,670,1,4062293279,4016995981,867909583,311727990,311727990,2,1,13716031560,73389,73389,8,8,8,311727990,10,3,417634,5108222,3186008,31008,4062293279,5010998,52350961,6208
99892.65,2,253952,62,211044,13904955742,141,621,5061218,50,55592,70,7552,135271073,1244,1,0,69,70,6544,7,151307,621,0,0,0,56897075,128411650,4104298002,0,621,347,2,1,8,8,670,1,4113280287,4068169754,954442899,315684282,315700666,2,1,13890108408,73389,73389,8,8,8,315684282,10,3,424774,5158907,3225822,31397,4113280287,5061218,53673143,6208
100924.28,2,253952,62,212570,14005229130,142,621,5126443,50,56083,70,7552,135271073,1244,1,0,69,70,6544,7,151307,621,0,0,0,57788721,131696672,4132904571,0,621,347,2,1,8,8,670,1,4142509343,4097518300,971007937,317967691,317984075,2,1,13990578404,73389,73389,8,8,8,317967691,10,3,426329,5224445,3248381,31620,4142509343,5126443,54542265,6208
101945.82,2,253952,62,214067,14103867426,142,621,5170565,50,56491,70,7552,135271073,1244,1,0,69,70,6544,7,151307,621,0,0,0,58495911,134445649,4162034707,0,621,347,2,1,8,8,670,1,4171345183,4126349323,1039406346,320207981,320224365,2,1,14089151164,73389,73389,8,8,8,320207981,10,3,429406,5268886,3276388,31840,4171345183,5170565,55221478,6208
102980.71,2,253952,62,215564,14202505722,142,621,5217796,50,56899,70,7552,135271073,1244,1,0,69,70,6544,7,151307,621,0,0,0,58790485,135627533,4191031607,0,621,347,2,1,8,8,670,1,4199918879,4155184602,1042766228,322448271,322464655,2,1,14187723924,73389,73389,8,8,8,322448271,10,3,429459,5316412,3291732,32058,4199918879,5217796,55500742,6208
