timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
31574.61,43,253952,62,217567,14334438448,1443,11,567,10618310,0,11,85460,71,4513,115584161,1136,1,0,4,9793,270986727,9,1083430228,70,70,264,8,23090,567,0,0,156989831,543130778,4543619690,0,567,6651,0,3,1,8,8,10525,3,4544380902,4515811819,752583457,275375890,275523346,3,1,14318694344,73389,73389,8,8,8,275359510,11,3,613740,10830587,4079885,37718,4544380902,10618310,152915279,18755
32603.33,51,253952,62,240532,15848305000,1593,12,576,11604880,0,11,94521,71,4513,117083050,1154,1,0,4,9793,299771626,9,1198375960,70,70,264,8,23090,576,0,0,173790469,588224234,5016218107,0,576,6663,0,3,1,8,8,10525,3,5021423264,4992371269,818709102,304519918,304616063,3,1,15832479864,73389,73389,8,8,8,304470770,11,3,650994,11822725,4443133,41669,5021423264,11604880,169353181,18787
33626.49,55,253952,62,266246,17543150504,1762,15,576,12591392,0,11,104603,71,4513,117396766,1154,1,0,4,9793,331705170,9,1325916248,70,70,264,8,23090,576,0,0,192173521,629051952,5554684465,0,576,6663,0,3,1,8,8,10525,3,5554980767,5525863379,881450644,337089917,337253757,3,1,17526971780,73389,73389,8,8,8,337057153,11,3,707182,12833462,4913165,46097,5554980767,12591392,187266758,18787
34648.74,59,253952,62,293508,19338576984,1934,18,585,13594964,0,11,115372,71,4513,118895820,1172,1,0,4,9793,365932467,9,1462825188,70,70,264,8,23090,585,0,0,211008188,671005539,6115142813,0,585,6672,0,3,1,8,8,10525,3,6120006251,6090997438,944562651,371624281,371755353,3,1,19321054772,73389,73389,8,8,8,371558749,11,3,767233,13843325,5371126,50768,6120006251,13594964,205643956,18826
35666.17,60,253952,62,321509,21184377194,2115,18,594,14542268,0,11,126433,71,4513,120719967,1190,1,0,4,9793,400998567,9,1603154704,70,70,264,8,23090,594,0,0,231519097,713028464,6694600819,0,594,6685,0,3,1,8,8,10525,3,6699677729,6672252665,1009765730,407161499,407227035,3,1,21159618460,73389,73389,8,8,8,406915743,11,3,805982,14825129,5774686,55560,6699677729,14542268,225749804,18872
36679.18,67,253952,62,350702,23106305426,2306,19,594,15483969,0,11,137861,71,4513,121021617,1190,1,0,4,9793,437265860,9,1747771272,70,70,264,8,23090,594,0,0,251685300,752814001,7296784624,0,594,6685,0,3,1,8,8,10525,3,7305845532,7277681109,1072988897,444112503,444178039,3,1,23087886412,73389,73389,8,8,8,443997819,11,3,843549,15776455,6205354,60591,7305845532,15483969,245487852,18872
37703.46,77,253952,62,387650,25543741136,2545,19,603,16355215,2,11,152425,71,4513,122463765,1208,1,0,4,9793,483382353,9,1932366288,70,70,264,8,23090,603,0,0,277789470,787473963,8067424502,0,601,6698,2,3,1,8,8,10525,3,8074641466,8044802916,1136171150,490917978,491081818,3,1,25525178984,73389,73389,8,8,8,490868830,11,3,912235,16677983,6761727,66959,8074641466,16355215,271036223,18921
38721.71,86,253952,62,428189,28213544712,2804,22,612,17187821,4,11,168405,71,4513,123905369,1226,1,0,4,9793,534083528,9,2135299860,70,70,264,8,23090,612,0,0,306014367,821230114,8911134296,0,608,6708,4,3,1,8,8,10525,3,8916615314,8885103325,1199771869,542273060,542434741,3,1,28195643248,73389,73389,8,8,8,542223912,11,3,968392,17522395,7347425,73929,8916615314,17187821,298676001,18952
39732.46,92,253952,62,467820,30822591202,3048,5134,819,18083116,4,11,183976,71,4513,158394866,1640,1,0,4,9793,583413167,9,2332756200,70,70,264,8,23090,819,0,0,332718325,853358694,9756569537,0,815,6988,4,3,1,8,8,10525,3,9761469070,9709097555,1260784155,592330118,592444806,3,1,30797758296,73389,73389,8,8,8,592264586,11,3,1014621,18444376,7938816,80972,9761469070,18083116,324789163,22823
39996.35,92,253952,62,473878,31221638564,3118,5134,864,18216590,4,11,186567,76,4513,174428866,1737,1,1228,4,9793,591599349,9,2366397396,75,77,264,70,32076,864,1228,72,340270451,863093851,9900782468,8,860,7036,4,3,1,8,8,10525,3,9891317541,9835387334,1304303247,600037902,600037902,3,1,31201970936,73389,73389,8,8,8,600037906,11,3,1029186,18585414,8077110,82027,9891317541,18216590,332203126,23041
