timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
98656.40,38,253952,62,202540,13344000187,1348,25,576,8387914,0,14,79524,66,27602,116775367,1154,1,0,4,13988,252184671,12,1007833636,65,70,3,73406,576,0,0,140771740,438570726,4231116611,0,576,557,0,3,1,8,8,14684,3,4235170222,4203824083,621416373,256368352,256515808,3,1,13330302368,73389,73389,8,8,8,256351972,10,3,484150,8601383,3460421,35152,4235170222,8387914,137319034,11034
99683.02,40,253952,62,228160,15032039776,1516,27,576,9249126,0,14,89655,66,27602,117083050,1154,1,0,4,13988,284315398,12,1136550708,65,70,3,73406,576,0,0,158979616,482951869,4762786961,0,576,557,0,3,1,8,8,14684,3,4764705324,4735178771,687324978,288846524,288926285,3,1,15014907472,73389,73389,8,8,8,288748224,10,3,517710,9481493,3831213,39547,4764705324,9249126,155151334,11034
100718.26,42,253952,62,250650,16515404160,1661,29,576,10024900,0,14,98493,66,27602,117396766,1154,1,0,4,13988,312358424,12,1248463588,65,70,3,73406,576,0,0,175322220,529426534,5228614704,0,576,557,0,3,1,8,8,14684,3,5230870232,5202496658,752291599,317320523,317451595,3,1,16496407388,73389,73389,8,8,8,317238607,10,3,591811,10271498,4239735,43405,5230870232,10024900,171087891,11034
101752.32,9061,253952,62,271041,17858988336,1787,31,576,10751354,0,14,106523,66,27602,117396766,1154,1,0,4,13988,337879978,12,1350485708,65,70,3,73406,576,0,0,189737330,577032211,5648262821,0,576,557,0,3,1,8,8,14684,3,5653900506,5625433858,817841921,343141202,343305042,3,1,17835674824,73389,73389,8,8,8,342993750,10,3,639058,11014803,4555553,46905,5653900506,10751354,185187651,11034
102772.52,9064,253952,62,290602,19146572854,1919,33,594,11557517,0,14,114222,66,27602,120394185,1190,1,0,4,13988,362281298,12,1448044424,65,70,3,73406,594,0,0,203015624,619375113,6058336438,0,594,578,0,3,1,8,8,14684,3,6059384810,6030871150,880531740,367940484,368055172,3,1,19130349296,73389,73389,8,8,8,367891336,10,3,684048,11825587,4903058,50276,6059384810,11557517,198118914,11133
103797.41,9064,253952,62,309378,20386512402,2039,34,594,12343863,0,14,121681,66,27602,121021617,1190,1,0,4,13988,385931251,12,1542691568,65,70,3,73406,594,0,0,215548365,661411227,6444693444,0,594,578,0,3,1,8,8,14684,3,6448428311,6420946558,940781936,391829122,391911042,3,1,20366594696,73389,73389,8,8,8,391665286,10,3,710707,12619866,5178357,53488,6448428311,12343863,210376804,11133
104820.24,9065,253952,62,328822,21665825908,2168,35,594,13334838,0,14,129315,66,27602,121021617,1190,1,0,4,13988,409999544,12,1639481252,65,70,3,73406,594,0,0,229543901,709104675,6849522896,0,594,578,0,3,1,8,8,14684,3,6851449415,6823929829,1007402203,416337810,416550802,3,1,21648714184,73389,73389,8,8,8,416321430,10,3,738341,13638390,5455362,56833,6851449415,13334838,224095806,11133
105850.89,9070,253952,62,350071,23064638494,2302,35,594,14191589,0,14,137652,66,27602,121021617,1190,1,0,4,13988,436492217,12,1745387304,65,70,3,73406,594,0,0,243970162,755407605,7293731072,0,594,578,0,3,1,8,8,14684,3,7292629569,7264285054,1070231628,443246310,443393766,3,1,23047104216,73389,73389,8,8,8,443213546,10,3,769302,14522050,5780413,60479,7292629569,14191589,238196543,11133
107090.55,9071,253952,62,369314,24334857572,2428,36,594,15117698,0,14,145260,66,27602,121021617,1190,1,0,4,13988,460581594,12,1841810120,65,70,3,73406,594,0,0,256078545,797399616,7695006364,0,594,578,0,3,1,8,8,14684,3,7693224328,7664223751,1126506239,467710547,467841619,3,1,24319356808,73389,73389,8,8,8,467679942,10,3,790970,15476509,6078118,63792,7693224328,15117698,250007651,11133
108143.74,9074,253952,62,385763,25417878692,2533,38,603,15935354,2,14,151766,66,27602,122463765,1208,1,0,4,13988,481231306,12,1924343648,65,70,3,73406,603,0,0,268551775,852737353,8035675404,0,601,592,2,3,1,8,8,14684,3,8036240455,8005196141,1202181571,488541027,488672099,3,1,25394761788,73389,73389,8,8,8,488360807,10,3,859437,16321186,6431727,66629,8036240455,15935354,262127660,11195
109192.02,9083,253952,62,399389,26315240120,2618,38,603,16658713,2,14,157059,66,27602,122463765,1208,1,0,4,13988,498067651,12,1991366612,65,70,3,73406,603,0,0,278991542,906156571,8322293224,0,601,592,2,3,1,8,8,14684,3,8318449676,8287694679,1272951993,505779537,505943377,3,1,26300535956,73389,73389,8,8,8,505779541,10,3,896388,17048049,6673676,68973,8318449676,16658713,272326832,11195
110238.76,9087,253952,62,411553,27117161962,2698,39,603,17342535,2,14,161918,66,27602,122463765,1208,1,0,4,13988,513367903,12,2053213156,65,70,3,73406,603,0,0,287544984,951475649,8572368635,0,601,592,2,3,1,8,8,14684,3,8571112357,8540013963,1333463590,521230032,521328336,3,1,27091182176,73389,73389,8,8,8,520984276,10,3,916253,17774915,6865258,71069,8571112357,17342535,280689003,11195
111285.20,9091,253952,62,424362,27962259474,2784,40,603,18029197,2,14,166954,66,27602,122463765,1208,1,0,4,13988,529450014,12,2116959784,65,70,3,73406,603,0,0,297430762,1002258280,8840071333,0,601,592,2,3,1,8,8,14684,3,8836378591,8805902098,1404156257,537493250,537591554,3,1,27942833288,73389,73389,8,8,8,537362182,10,3,949128,18464840,7100037,73270,8836378591,18029197,290468691,11195
112319.56,9094,253952,62,436968,28792686046,2860,40,621,18780480,4,14,171875,66,27602,125403913,1244,1,0,4,13988,544936058,12,2179356164,65,70,3,73406,621,0,0,306409254,1047357676,9102984858,0,617,662,4,3,1,8,8,14684,3,9098730062,9067776988,1465425355,553443457,553574529,3,1,28777355860,73389,73389,8,8,8,553410693,10,3,978842,19279369,7317524,75441,9098730062,18780480,299101714,11287
113366.12,9097,253952,62,449649,29626931466,2948,42,630,19807769,4,14,176848,66,27602,126902450,1262,1,0,4,13988,560811787,12,2242285920,65,70,3,73406,630,0,0,316335653,1098752014,9365520222,0,626,676,4,3,1,8,8,14684,3,9361341840,9330048348,1535484865,569482061,569613133,3,1,29607955396,73389,73389,8,8,8,569383761,10,3,1006989,20325879,7546502,77622,9361341840,19807769,308799471,11333
114417.84,9100,253952,62,462876,30496332224,3025,42,684,20732131,4,14,182068,66,27602,136384058,1370,1,0,4,13988,577302041,12,2308561952,65,70,3,73406,684,0,0,324923393,1142104175,9643056113,0,680,748,4,3,1,8,8,14684,3,9638873423,9604437135,1594357568,586142172,586289628,3,1,30476837072,73389,73389,8,8,8,586093024,10,3,1044346,21253535,7777090,79938,9638873423,20732131,317156968,11610
115452.14,9101,253952,62,473835,31218820516,3118,45,801,21309912,4,14,186567,73,27602,164122401,1611,1,0,4,13988,591599349,12,2366397396,72,77,3,73723,801,0,0,335510629,1193384080,9889405016,8,797,934,4,3,1,8,8,14684,3,9878713612,9833625224,1698008616,600037902,600037902,3,1,31201970936,73389,73389,8,8,8,600037906,10,3,1082866,21834153,8012270,81910,9878713612,21309912,327510479,12182
115480.76,9101,253952,62,473835,31218820516,3118,45,801,21309912,4,14,186567,73,27602,164122401,1611,1,1228,4,13988,591599349,12,2366397396,72,77,65,73723,801,1228,110,335513877,1193415265,9889406478,8,797,934,4,3,1,8,8,14684,3,9878713612,9833625224,1698034338,600037902,600037902,3,1,31201970936,73389,73389,8,8,8,600037906,10,3,1082886,21834153,8012273,81910,9878713612,21309912,327512606,12182
