event,value,description
NetworkSendElapsedMicroseconds,18066145,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,183967,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,127380776,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1464,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,2033136,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,736927,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,12460,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,8302452,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,11639,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,11591,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,3911904,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,3301500,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,25673,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,247078804518,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,13081617,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,72434,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,31169,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,440,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,65075928390,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,260303713560,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,1642,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,638328,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,927978,Total time spent executing query plan optimizations.
SelectedParts,2860,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,2860,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,2860,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,16145580,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,16145580,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,132008363627,Number of rows SELECTed from all tables.
SelectedBytes,6336402042674,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,132008338440,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,132008338440,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,34,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14208,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,14573,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,3482906,Time spent loading marks
LoadedMarksFiles,143,Number of mark files loaded.
LoadedMarksCount,807422,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3661568,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,230236,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,27212,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,266,Time spent resetting task for Common executor.
ContextLock,382781,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,20624,Context lock wait time in microseconds
RWLockAcquiredReadLocks,1107,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,12618,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,79,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,282,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,56161,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,346,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,19816,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,276880417321,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,82978557281,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,2883200317,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,241053748,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,15040600315,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,85859426666,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadChars,1956794744380,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,1856,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHit,15660498,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,1954589029196,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,1786589954,Time spent reading data from page cache in ThreadPoolReader.
SynchronousReadWaitMicroseconds,1823663008,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,99,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,38517,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,3396,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,6684,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,326,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1391,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,152,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,49,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LogError,2,Number of log messages with level Error
LoggerElapsedNanoseconds,1951371,Cumulative time spend in logging
InterfaceHTTPReceiveBytes,250,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,127380776,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,183717,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,1,Number of created server HTTP connections
ConcurrencyControlSlotsAcquired,22693,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,14616932656,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,34499722323,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,657774,Total number of CPU preemptions
ConcurrencyControlUpscales,22693,Total number of CPU upscaling events
ConcurrencyControlDownscales,22693,Total number of CPU downscaling events
MemoryWorkerRun,20450,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,8198524,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,20582,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1258657,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,55,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,55,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,4,How many messages (accepted or dropped) have been sent to the async queue for the error file log
