timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
81774.87,43,262144,64,97780,6442932556,124,2,603,7110316,36,23819,52,68,115483,129831558,1208,1,67,14825,3536473,3,161309,603,59208,151911440,44669569,128520316,1943055560,603,1881,2,1,4,4,716,1,1934057484,1886942802,820599774,146075443,146091827,2,1,6427319492,73389,73389,4,4,4,146075443,21,3,262123,67744777,3852117,114396,14758,1934057484,6995920,40821872,10060
86827.45,43,262144,64,101873,6712764116,125,2,603,7183037,36,24992,52,68,115483,130097010,1208,1,67,15427,3770012,3,161309,603,61612,153052176,45847594,133422894,2022203683,603,1881,2,1,4,4,716,1,2012831756,1965750471,836637325,152214681,152231065,2,1,6697445964,73389,73389,4,4,4,152214681,21,3,262738,70805058,3937840,117565,15359,2012831756,7065472,41914310,10060
92334.65,43,262144,64,106128,6992947056,126,2,603,7258970,36,26205,52,68,115483,130097010,1208,1,67,16051,3933719,3,161309,603,64112,154242832,47896685,141742601,2104514240,603,1881,2,1,4,4,716,1,2094751756,2047695341,879724761,158577262,158593646,2,1,6977399528,73389,73389,4,4,4,158577262,21,3,269483,74537474,4029691,120192,15984,2094751756,7138778,43871646,10060
97676.80,43,262144,64,110746,7297185016,126,2,603,7335682,36,27467,52,68,115483,130097010,1208,1,67,16730,4143643,3,161309,603,66828,155530832,50405780,149922407,2193932678,603,1881,2,1,4,4,716,1,2183749644,2136611829,1018950395,165494740,165511124,2,1,7281768560,73389,73389,4,4,4,165494740,21,3,274641,77549787,4109829,123032,16663,2183749644,7212650,46300097,10060
103492.97,43,262144,64,115213,7591527040,127,2,603,7406939,36,28731,52,68,115483,130362462,1208,1,67,17385,4290475,3,161309,603,69448,156779280,52712723,160136332,2280201003,603,1881,2,1,4,4,716,1,2269601804,2222676495,1127006424,172182842,172199226,2,1,7576045048,73389,73389,4,4,4,172182842,21,3,277441,81405497,4185817,127349,17318,2269601804,7279590,48530819,10060
108705.08,43,262144,64,119668,7885082632,128,2,603,7482163,36,30011,52,68,115483,130362462,1208,1,67,18041,4443191,3,161309,603,72072,174799952,55968313,170544485,2366459287,603,1881,2,1,4,4,716,1,2355453964,2308464173,1190067377,178862752,178879136,2,1,7869961088,73389,73389,4,4,4,178862752,21,3,284210,84801025,4287563,129970,17973,2355453964,7352193,51684607,10060
113944.23,43,262144,64,124276,8188665232,129,2,603,7563119,36,31322,52,68,115483,130627914,1208,1,67,18718,4696621,3,161309,603,74780,176082448,58299201,178153261,2455613429,603,1881,2,1,4,4,716,1,2444189708,2397282266,1242619177,185763846,185780230,2,1,8173609224,73389,73389,4,4,4,185763846,21,3,287643,88101033,4395119,132569,18650,2444189708,7430550,53908144,10060
119008.26,43,262144,64,129374,8524625924,130,2,603,7648472,36,32717,52,68,115483,130627914,1208,1,67,19467,4852665,3,161309,603,77780,177507664,60330825,185248497,2554376503,603,1881,2,1,4,4,716,1,2542493708,2495501539,1277663729,193383677,193400061,2,1,8508881788,73389,73389,4,4,4,193383677,21,3,292070,91463437,4479807,135338,19400,2542493708,7513134,55854778,10060
124050.02,43,262144,64,134596,8868713080,130,2,603,7731606,36,34190,52,68,115483,130627914,1208,1,67,20233,4963160,3,161309,603,80844,178954256,63085939,192544302,2655253336,603,1881,2,1,4,4,716,1,2642894860,2596061336,1306225133,201208308,201224692,2,1,8853165552,73389,73389,4,4,4,201208308,21,3,295892,94276980,4576396,138667,20166,2642894860,7592939,58513582,10060
129091.44,43,262144,64,140526,9259465176,131,2,603,7823756,36,35859,52,68,115483,130893366,1208,1,67,21106,5062557,3,161309,603,84332,180603664,65179613,198393648,2770080273,603,1881,2,1,4,4,716,1,2757189644,2710283216,1341656824,210087548,210103932,2,1,9243852112,73389,73389,4,4,4,210087548,21,3,298795,96940316,4679890,142986,21038,2757189644,7680770,60503586,10060
134104.04,43,262144,64,157184,10357281326,134,2,603,8053450,36,40528,52,68,115483,131424270,1208,1,67,23552,5121847,3,161309,603,94116,185136272,74745659,205543497,3092036157,603,1881,2,1,4,4,716,1,3077791756,3031170566,1456681303,235048067,235048067,2,1,10342114948,73389,73389,4,4,4,235048067,21,3,332073,98661699,5029020,149198,23484,3077791756,7904252,69721328,10060
139117.26,43,262144,64,179413,11821254890,138,2,603,8345706,36,46796,52,68,115483,131955174,1208,1,67,26818,5133774,3,161309,603,107176,191139024,84963360,206653099,3521229818,603,1881,2,1,4,4,716,1,3505149470,3459073128,1483260338,268310512,268326896,2,1,11805662528,73389,73389,4,4,4,268310512,21,3,353520,99506012,5418568,157331,26750,3505149470,8188375,79550188,10060
144125.30,43,262144,64,202772,13360339326,142,2,603,8688021,36,53399,52,68,115483,132486078,1208,1,67,30249,5140770,3,161309,603,120908,214703240,95198278,207455781,3972924544,603,1881,2,1,4,4,716,1,3954988574,3909040232,1511118552,303288959,303305343,2,1,13344714196,73389,73389,4,4,4,303288959,21,3,372719,100384700,5795346,166661,30182,3954988574,8521360,89407539,10060
149132.47,43,262144,64,227682,15001866454,147,2,603,9031360,36,60405,52,68,115483,133282434,1208,1,67,33909,5146874,3,161309,603,135552,238676152,105857087,207906824,4454648761,603,1881,2,1,4,4,716,1,4434712094,4388840628,1538872491,340612033,340612033,2,1,14986929452,73389,73389,4,4,4,340612033,21,3,389949,101210019,6107112,175625,33841,4434712094,8855735,99755461,10060
154145.38,43,262144,64,252740,16652827458,151,2,603,9395543,36,67523,52,68,115483,133813338,1208,1,67,37586,5152338,3,161309,603,150272,297296272,115813190,208272017,4938642662,603,1881,2,1,4,4,716,1,4916663838,4871419957,1561890435,378133874,378150258,2,1,16637890456,73389,73389,4,4,4,378133874,21,3,406665,102042530,6409498,184381,37518,4916663838,9211162,109410232,10060
159154.31,43,262144,64,278047,18320637830,155,2,603,9756505,36,74630,52,68,115483,134609694,1208,1,67,41309,5160290,3,161309,603,165168,321058800,126313708,208702791,5428655788,603,1881,2,1,4,4,716,1,5404644894,5358990040,1588771897,416028229,416044613,2,1,18305242076,73389,73389,4,4,4,416028229,21,3,432078,102896897,6742818,193189,41241,5404644894,9563316,119577003,10060
164163.94,43,262144,64,304242,20046644170,159,2,603,10130038,36,82012,52,68,115483,135140598,1208,1,67,45157,5165850,3,161309,603,180564,345340704,136553714,209037420,5935097475,603,1881,2,1,4,4,716,1,5909009950,5863580810,1635844288,455266072,455266072,2,1,20030986272,73389,73389,4,4,4,455249688,21,3,456686,103741349,7067660,202321,45089,5909009950,9927717,129493077,10060
169173.88,43,262144,64,330227,21758387794,164,3,603,10495359,36,89405,52,68,115483,135936954,1208,1,67,48969,5169282,3,161309,603,195812,352209632,146626730,209181586,6436181062,603,1881,2,1,4,4,716,1,6408054572,6363924442,1665739347,494168043,494168043,2,1,21742672996,73389,73389,4,4,4,494151659,21,3,473489,104537544,7346356,212143,48901,6408054572,10283216,139286975,10060
174182.18,43,262144,64,357348,23545357988,169,4,603,10852464,36,97052,52,68,115483,136733310,1208,1,67,52954,5172847,3,161309,603,211764,410362760,157332230,209276684,6960657970,603,1881,2,1,4,4,716,1,6930376492,6886314502,1695833603,534779983,534779983,2,1,23529598356,73389,73389,4,4,4,534763599,21,3,500202,105311509,7619741,221393,52886,6930376492,10631071,149719676,10060
179190.23,43,262144,64,385766,25417847212,173,4,603,11227085,36,104993,52,68,115483,137264214,1208,1,67,57129,5176781,3,161309,603,228468,434753920,167585461,209328835,7510118041,603,1881,2,1,4,4,716,1,7477602092,7433657493,1716500621,577329109,577345493,2,1,25402480796,73389,73389,4,4,4,577329109,21,3,519087,106107771,7862150,231137,57061,7477602092,10995948,159730608,10060
