timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55910.19,21,262144,64,151213,9963576802,133,2,603,8610263,21,38885,66,78,11215,131158818,1208,1,77,22673,1868916,3,23825,603,90632,203214840,61526016,74047314,2975155482,603,1635,2,1,4,4,1013,1,2962579468,2916145000,550301029,226097258,226097258,2,1,9948279352,73389,73389,4,4,4,226097258,26,3,430657,39596489,4690116,84864,22605,2962579468,8525399,56838722,11342
61039.52,21,262144,64,156445,10308584770,134,2,603,8693636,21,40367,66,78,11215,131424270,1208,1,77,23445,2086977,3,23825,603,93724,221641256,65014652,81119640,3076810333,603,1635,2,1,4,4,1013,1,3063767052,3016971211,600298478,233927922,233944306,2,1,10292828568,73389,73389,4,4,4,233927922,26,3,440848,42797209,4832090,87708,23377,3063767052,8605928,60185967,11342
66134.48,21,262144,64,161133,10617144798,135,2,603,8777911,21,41700,66,78,11215,131424270,1208,1,77,24130,2287941,3,23825,603,96468,222942952,66739496,87070373,3167150446,603,1635,2,1,4,4,1013,1,3153682444,3107131254,643243373,240945863,240962247,2,1,10601617972,73389,73389,4,4,4,240945863,26,3,444586,45950916,4913645,90304,24063,3153682444,8687607,61828727,11342
71245.25,21,262144,64,165883,10930298962,136,3,603,8871651,21,43050,66,78,11215,131689722,1208,1,77,24832,2520223,3,23825,603,99272,224268840,69333339,93279578,3259461134,603,1635,2,1,4,4,1013,1,3245563916,3198638974,691262979,248065982,248082366,2,1,10914903208,73389,73389,4,4,4,248065982,26,3,455321,48757342,5040479,92950,24764,3245563916,8778701,64295304,11342
76290.68,21,262144,64,170658,11245091526,136,3,603,8971592,21,44352,66,78,11215,131689722,1208,1,77,25534,2589153,3,23825,603,102080,225599784,72075404,99736560,3351911719,603,1635,2,1,4,4,1013,1,3337576460,3290673603,727051407,255218869,255235253,2,1,11229630236,73389,73389,4,4,4,255218869,26,3,464995,51444186,5159887,108417,25466,3337576460,8863175,66918310,11342
81498.41,21,262144,64,175957,11593959502,137,3,603,9072568,21,45852,66,78,11215,131689722,1208,1,77,26310,2717586,3,23825,603,105188,227071080,75522207,107097845,3454110200,603,1635,2,1,4,4,1013,1,3439298918,3392640192,811062882,263143963,263160347,2,1,11578334372,73389,73389,4,4,4,263143963,26,3,479645,54524772,5324635,111511,26243,3439298918,8961057,70200520,11342
86933.99,21,262144,64,180244,11876246210,139,3,603,9147808,21,47126,66,78,11215,132220626,1208,1,77,26940,2870296,3,23825,603,107704,228270632,77555763,115175699,3536477878,603,1635,2,1,4,4,1013,1,3521271326,3475170810,850775184,269559570,269575954,2,1,11860621080,73389,73389,4,4,4,269559570,26,3,497283,57842997,5506999,114150,26872,3521271326,9033658,72051062,11342
92166.21,21,262144,64,184691,12169277514,139,3,603,9220123,21,48344,66,78,11215,132220626,1208,1,77,27594,3000702,3,23825,603,110324,229511208,79343038,121185396,3622744255,603,1635,2,1,4,4,1013,1,3607123486,3560827996,869100932,276214904,276231288,2,1,12153455776,73389,73389,4,4,4,276214904,26,3,505713,60932817,5608954,116821,27527,3607123486,9103302,73735830,11342
97207.19,21,262144,64,188545,12422915066,140,3,603,9288442,21,49452,66,78,11215,132220626,1208,1,77,28159,3207549,3,23825,603,112580,230583912,82434345,132395397,3697020344,603,1635,2,1,4,4,1013,1,3681048094,3634964082,958038594,281998012,282014396,2,1,12407912528,73389,73389,4,4,4,281998012,26,3,523217,63691787,5741370,118955,28091,3681048094,9169487,76694960,11342
102238.25,21,262144,64,192851,12706971246,141,3,603,9364179,21,50681,66,78,11215,132486078,1208,1,77,28790,3339699,3,23825,603,115108,231782504,85067331,139143996,3780257197,603,1635,2,1,4,4,1013,1,3763885598,3717940855,1060952792,288446387,288462771,2,1,12691641028,73389,73389,4,4,4,288446387,26,3,535883,66456991,5860681,121559,28723,3763885598,9242620,79209570,11342
107276.75,21,262144,64,197876,13037882358,142,3,603,9453599,21,52066,66,78,11215,132486078,1208,1,77,29530,3454070,3,23825,603,118068,249975848,88023008,148440992,3877568678,603,1635,2,1,4,4,1013,1,3860747806,3814732348,1130601554,295961881,295978265,2,1,13022322764,73389,73389,4,4,4,295961881,26,3,553126,69378106,5984684,131860,29462,3860747806,9321739,82041666,11342
112840.36,21,262144,64,202179,13321223092,142,3,603,9528129,21,53279,66,78,11215,132486078,1208,1,77,30159,3650027,3,23825,603,120588,251173736,89460540,153877735,3960540250,603,1635,2,1,4,4,1013,1,3943323166,3897608385,1146396117,302398190,302414574,2,1,13305520360,73389,73389,4,4,4,302398190,26,3,560261,72747798,6110321,134368,30092,3943323166,9393761,83354731,11342
117971.07,21,262144,64,205663,13551131162,143,3,603,9596693,21,54284,66,78,11215,132751530,1208,1,77,30671,3894641,3,23825,603,122636,252147880,91530470,160776644,4027975704,603,1635,2,1,4,4,1013,1,4010432030,3964756684,1190815152,307628116,307644500,2,1,13535637104,73389,73389,4,4,4,307628116,26,3,566923,75786547,6199088,140359,30604,4010432030,9456334,85336319,11342
123168.21,21,262144,64,209018,13772066250,143,3,603,9657830,21,55199,66,78,11215,132751530,1208,1,77,31165,4108501,3,23825,603,124612,253089960,92624105,166323236,4093046721,603,1635,2,1,4,4,1013,1,4075181598,4029331233,1203671453,312649368,312665752,2,1,13756572192,73389,73389,4,4,4,312649368,26,3,568955,79321453,6256699,142433,31098,4075181598,9515397,86372589,11342
128239.54,21,262144,64,213322,14055460454,144,3,603,9733977,21,56429,66,78,11215,132751530,1208,1,77,31797,4168446,3,23825,603,127136,254287336,93551275,170674601,4176150888,603,1635,2,1,4,4,1013,1,4157888030,4112173924,1211771056,319093869,319110253,2,1,14040130236,73389,73389,4,4,4,319093869,26,3,570565,82249829,6311782,144875,31729,4157888030,9589102,87245454,11342
133267.07,21,262144,64,217244,14314085358,145,3,603,9801705,21,57553,66,78,11215,133016982,1208,1,77,32374,4443252,3,23825,603,129444,255384680,96279857,181716874,4252139467,603,1635,2,1,4,4,1013,1,4233516574,4187809997,1254342121,324979155,324979155,2,1,14299082820,73389,73389,4,4,4,324979155,26,3,574356,85645236,6400930,147149,32306,4233516574,9654556,89884880,11342
138638.86,21,262144,64,221957,14624814690,146,3,603,9876516,21,58892,66,78,11215,133282434,1208,1,77,33068,4610237,3,23825,603,132220,256701672,99649176,189940227,4343537712,603,1635,2,1,4,4,1013,1,4324480542,4278625714,1349139272,332025546,332041930,2,1,14609124024,73389,73389,4,4,4,332025546,26,3,591928,89080059,6559454,150067,33000,4324480542,9726449,93095667,11342
144459.57,21,262144,64,226723,14938751978,146,3,603,9958522,21,60192,66,78,11215,133282434,1208,1,77,33767,4825963,3,23825,603,135016,258030120,102253082,198883418,4435594299,603,1635,2,1,4,4,1013,1,4416099870,4370382420,1448744920,339172400,339188784,2,1,14923585600,73389,73389,4,4,4,339172400,26,3,600447,93062345,6680723,153084,33699,4416099870,9805438,95578273,11342
149739.85,21,262144,64,230384,15179741082,147,3,603,10024205,21,61247,66,78,11215,133282434,1208,1,77,34306,5006696,3,23825,603,137172,259055144,104034540,206200154,4506583276,603,1635,2,1,4,4,1013,1,4486747678,4440839046,1625671331,344644212,344660596,2,1,15164345328,73389,73389,4,4,4,344644212,26,3,610339,96120155,6785465,155337,34238,4486747678,9868868,97255701,11342
154785.92,21,262144,64,235083,15489552910,148,3,603,10100459,21,62546,66,78,11215,133547886,1208,1,77,34995,5130413,3,23825,603,139936,277333496,107190597,216268355,4597448937,603,1635,2,1,4,4,1013,1,4577187358,4531381509,1887571224,351682411,351698795,2,1,15474026084,73389,73389,4,4,4,351682411,26,3,623384,99158577,6916857,158846,34928,4577187358,9941613,100280973,11342
159827.57,21,262144,64,239552,15784026006,148,3,603,10189810,21,63797,66,78,11215,133547886,1208,1,77,35651,5244845,3,23825,603,142556,278578488,108226471,221350437,4683714965,603,1635,2,1,4,4,1013,1,4663039518,4617465276,1899076437,358386897,358403281,2,1,15769023468,73389,73389,4,4,4,358386897,26,3,624902,102266143,6975067,182922,35583,4663039518,10006888,101259255,11342
164868.16,21,262144,64,245254,16159570442,149,3,603,10286069,21,65389,66,78,11215,133547886,1208,1,77,36488,5307647,3,23825,603,145908,280165048,110929001,229212377,4794058979,603,1635,2,1,4,4,1013,1,4772877854,4727240281,1949148611,366924232,366924232,2,1,16144666208,73389,73389,4,4,4,366924232,26,3,633045,105603419,7086654,194436,36421,4772877854,10091633,103850013,11342
169915.52,21,262144,64,250879,16530334058,150,3,603,10377493,21,67001,66,78,11215,133813338,1208,1,77,37317,5436501,3,23825,603,149220,281729080,112841716,235423337,4903089728,603,1635,2,1,4,4,1013,1,4881405470,4835626260,1968921123,375344720,375361104,2,1,16515167680,73389,73389,4,4,4,375344720,26,3,640075,108285575,7173528,197477,37249,4881405470,10180016,105675939,11342
174929.76,21,262144,64,262247,17279329086,152,3,603,10546408,21,70179,66,78,11215,134078790,1208,1,77,38987,5553906,3,23825,603,155896,284840888,120339488,244599264,5122795732,603,1635,2,1,4,4,1013,1,5100164638,5054518737,2085384958,392368079,392384463,2,1,17264195476,73389,73389,4,4,4,392368079,26,3,667461,110547940,7424323,202609,38919,5100164638,10343799,112922949,11342
179942.13,21,262144,64,283634,18688645626,156,3,603,10829647,21,76208,66,78,11215,134609694,1208,1,77,42130,5568645,3,23825,603,168484,341588576,130751358,245822562,5536575626,603,1635,2,1,4,4,1013,1,5512255006,5466612329,2116268693,424401724,424401724,2,1,18673675856,73389,73389,4,4,4,424401724,26,3,695877,111382377,7866130,211621,42062,5512255006,10618026,122894843,11342
184951.66,21,262144,64,305291,20115922338,160,4,603,11127375,21,82334,66,78,11215,135406050,1208,1,77,45312,5574529,3,23825,603,181224,398570024,141433736,246830655,5955408042,603,1635,2,1,4,4,1013,1,5929326110,5883829521,2147320821,456826426,456842810,2,1,20100362744,73389,73389,4,4,4,456826426,26,3,718444,112205710,8203931,219805,45244,5929326110,10907570,133238341,11342
189960.22,21,262144,64,328356,21634973582,164,5,603,11426597,21,88849,66,78,11215,135936954,1208,1,77,48695,5579667,3,23825,603,194756,404729896,151767128,247367571,6400032020,603,1635,2,1,4,4,1013,1,6372140844,6327843038,2177793635,491364664,491364664,2,1,21619324320,73389,73389,4,4,4,491348280,26,3,745978,112960133,8563401,227408,48627,6372140844,11199189,143212066,11342
194969.34,21,262144,64,352058,23197067770,168,5,603,11758940,21,95567,66,78,11215,136733310,1208,1,77,52178,5583876,3,23825,603,208692,427929024,162603241,247793951,6858399695,603,1635,2,1,4,4,1013,1,6828664620,6784462598,2203267626,526854889,526871273,2,1,23181615116,73389,73389,4,4,4,526854889,26,3,763618,113745087,8852585,237347,52110,6828664620,11521593,153759539,11342
199977.65,21,262144,64,374132,24651419608,171,5,603,12067646,21,101710,66,78,11215,136998762,1208,1,77,55419,5587809,3,23825,603,221656,433797760,172232788,248115262,7284904243,603,1635,2,1,4,4,1013,1,7253468972,7209691769,2233063879,559912534,559912534,2,1,24636151496,73389,73389,4,4,4,559912534,26,3,776246,114455679,9134442,246570,55351,7253468972,11821076,163108846,11342
204986.05,21,262144,64,398229,26239376384,176,5,603,12405778,21,108554,66,78,11215,137770986,1208,1,77,58962,5592581,3,23825,603,235832,456998248,184335554,248567056,7751181626,603,1635,2,1,4,4,1013,1,7717857068,7673820197,2261773181,596008967,596008967,2,1,26223673652,73389,73389,4,4,4,595992583,26,3,796557,115244254,9449850,255850,58894,7717857068,12149928,174897445,11342
