timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
57177.62,27,262144,64,74644,4918462648,120,2,603,2116961,13,17281,58,68,139291,129300654,1208,1,67,11427,2362268,3,228615,603,45624,179660400,30534572,96036735,1495577486,603,1706,2,1,4,4,731,1,1488674828,1441290864,535507321,111432868,111449252,2,1,4903046192,73389,73389,4,4,4,111432868,22,3,182635,48688467,2530901,72191,11360,1488674828,2044770,28004819,10593
62504.62,27,262144,64,79418,5232924224,121,2,603,2190874,13,18647,58,68,139291,129300654,1208,1,67,12127,2593592,3,228615,603,48420,180985776,33730666,106408723,1587631377,603,1706,2,1,4,4,731,1,1580294156,1533253383,606172472,118587914,118587914,2,1,5217147320,73389,73389,4,4,4,118571530,22,3,204682,52048061,2692945,74874,12059,1580294156,2116000,31038661,10593
67778.34,27,262144,64,82644,5445525828,122,2,603,2268639,13,19583,58,68,139291,129566106,1208,1,67,12601,2805425,3,228615,603,50316,181888176,35262478,112545257,1650068577,603,1706,2,1,4,4,731,1,1642422284,1595289280,632319309,123412558,123434975,2,1,5430152552,73389,73389,4,4,4,123412558,22,3,210085,55114184,2755855,96939,12533,1642422284,2171700,32507565,10593
73029.11,27,262144,64,86322,5687773836,122,2,603,2343155,13,20579,58,68,139291,129566106,1208,1,67,13144,2978018,3,228615,603,52488,182912688,36851030,118907711,1721585053,603,1706,2,1,4,4,731,1,1713594380,1666190601,648516000,128914979,128931363,2,1,5672259076,73389,73389,4,4,4,128914979,22,3,215419,58644349,2849700,99405,13076,1713594380,2243750,34002358,10593
78044.42,27,262144,64,90263,5947378472,123,2,603,2411216,13,21710,58,68,139291,129566106,1208,1,67,13722,3135887,3,228615,603,54800,184012208,38862033,126570098,1797710109,603,1706,2,1,4,4,731,1,1789353996,1742025181,725484562,134818808,134835192,2,1,5932027552,73389,73389,4,4,4,134818808,22,3,227511,61890210,2970464,101798,13654,1789353996,2309418,35892225,10593
83070.36,27,262144,64,94577,6231693488,124,2,603,2480818,13,22946,58,68,139291,129831558,1208,1,67,14355,3302408,3,228615,603,57332,185213360,41147779,133029863,1881073928,603,1706,2,1,4,4,731,1,1872322572,1825174932,766648524,141277534,141293918,2,1,6216211496,73389,73389,4,4,4,141277534,22,3,238769,64782437,3065882,104347,14287,1872322572,2376471,38084103,10593
88407.25,27,262144,64,99783,6574997520,125,3,603,2562672,13,24420,58,68,139291,130097010,1208,1,67,15119,3572609,3,228615,603,60392,186664688,43953594,141033078,1981818065,603,1706,2,1,4,4,731,1,1972592652,1925472547,899900689,149083622,149100006,2,1,6559679368,73389,73389,4,4,4,149083622,22,3,249877,68186273,3184923,107395,15052,1972592652,2455277,40771701,10593
94235.30,27,262144,64,104629,6894177688,125,3,603,2655132,13,25742,58,68,139291,130097010,1208,1,67,15832,3882993,3,228615,603,63240,188018352,47212471,150645229,2075586096,603,1706,2,1,4,4,731,1,2065915916,2018836511,962971813,156345164,156345164,2,1,6878466320,73389,73389,4,4,4,156328780,22,3,262178,71997275,3344676,110340,15764,2065915916,2544792,43871454,10593
99473.99,27,262144,64,108687,7161450036,126,3,603,2725284,13,26906,58,68,139291,130097010,1208,1,67,16426,4062009,3,228615,603,65620,189147376,48882428,156989835,2153947556,603,1706,2,1,4,4,731,1,2143903756,2096882039,1028844636,162412833,162429217,2,1,7146164652,73389,73389,4,4,4,162412833,22,3,270544,75351330,3442415,112849,16359,2143903756,2612435,45444352,10593
104546.69,27,262144,64,112453,7409851324,127,3,603,2781881,13,27986,58,68,139291,130362462,1208,1,67,16982,4240067,3,228615,603,67840,190200304,51016645,164200070,2227044744,603,1706,2,1,4,4,731,1,2216648716,2169570053,1122511381,168052359,168068743,2,1,7394303796,73389,73389,4,4,4,168052359,22,3,277700,78758527,3541245,115009,16914,2216648716,2666872,47479906,10593
109588.64,27,262144,64,116727,7691279448,127,3,603,2859940,13,29144,58,68,139291,130362462,1208,1,67,17610,4416235,3,228615,603,70352,191391920,52015447,168676819,2309749634,603,1706,2,1,4,4,731,1,2298961932,2251901650,1133133599,174455900,174455900,2,1,7675338704,73389,73389,4,4,4,174439516,22,3,280052,81893421,3611972,121775,17542,2298961932,2738165,48408634,10593
114618.49,27,262144,64,121159,7983327712,128,3,603,2930533,13,30416,58,68,139291,130362462,1208,1,67,18259,4552874,3,228615,603,72948,192621360,53675298,174977178,2395220421,603,1706,2,1,4,4,731,1,2384027660,2337219511,1184254052,181086658,181103042,2,1,7967812952,73389,73389,4,4,4,181086658,22,3,288949,84892457,3719195,126255,18191,2384027660,2804278,49961403,10593
119658.34,27,262144,64,126046,8305460308,129,3,603,3014241,13,31804,58,68,139291,130627914,1208,1,67,18978,4695880,3,228615,603,75828,210755368,56760446,182867292,2489907226,603,1706,2,1,4,4,731,1,2478268428,2431381414,1269982806,188419769,188419769,2,1,8290469836,73389,73389,4,4,4,188419769,22,3,309037,87805229,3881081,128972,18910,2478268428,2885269,52884056,10593
124671.08,27,262144,64,137576,9065072168,131,3,603,3184819,13,35005,58,68,139291,130893366,1208,1,67,20672,4772048,3,228615,603,82608,213916264,63813954,190713404,2713022817,603,1706,2,1,4,4,731,1,2700435468,2653427198,1326243316,205672504,205688888,2,1,9049590176,73389,73389,4,4,4,205672504,22,3,328582,89867991,4119338,137626,20605,2700435468,3047193,59698949,10593
129684.07,27,262144,64,158810,10464373766,134,3,603,3450417,13,40986,58,68,139291,131424270,1208,1,67,23793,4779684,3,228615,603,95092,236409288,73215677,191836651,3123656509,603,1706,2,1,4,4,731,1,3109380108,3062473140,1351795782,237468581,237484965,2,1,10448617564,73389,73389,4,4,4,237468581,22,3,341755,90662666,4434644,146318,23725,3109380108,3304099,68787132,10593
134692.87,27,262144,64,179961,11857434070,139,3,603,3747068,13,46996,58,68,139291,131955174,1208,1,67,26898,4786430,3,228615,603,107512,242087688,83578198,192692729,3531688658,603,1706,2,1,4,4,731,1,3515766302,3469667961,1381739104,269143937,269143937,2,1,11842333228,73389,73389,4,4,4,269143937,22,3,358416,91446417,4763874,154205,26830,3515766302,3592863,78820687,10593
139701.26,27,262144,64,202133,13318196370,142,3,603,4041646,13,53265,58,68,139291,132486078,1208,1,67,30154,4791395,3,228615,603,120536,248016136,94629643,193336882,3960164982,603,1706,2,1,4,4,731,1,3942536734,3896700601,1406942098,302332654,302349038,2,1,13302636776,73389,73389,4,4,4,302332654,22,3,374845,92182200,5048228,162066,30086,3942536734,3879580,89588399,10593
144709.53,27,262144,64,225197,14838213138,146,3,603,4357472,13,59777,58,68,139291,133282434,1208,1,67,33544,4797694,3,228615,603,134092,254163528,106050188,193777716,4406167616,603,1706,2,1,4,4,731,1,4386739742,4340940453,1446833205,336882958,336899342,2,1,14822850152,73389,73389,4,4,4,336882958,22,3,388458,92931436,5332871,169876,33476,4386739742,4187596,100724147,10593
149718.53,27,262144,64,248335,16362814118,150,3,603,4673303,13,66305,58,68,139291,133813338,1208,1,67,36942,4801892,3,228615,603,147688,260324616,116913498,194128266,4853466025,603,1706,2,1,4,4,731,1,4832253470,4786687871,1474837093,371525533,371541917,2,1,16347123452,73389,73389,4,4,4,371525533,22,3,408915,93669432,5631401,177402,36874,4832253470,4495901,111288739,10593
154729.17,27,262144,64,270911,17850318414,154,3,603,4986980,13,72629,58,68,139291,134344242,1208,1,67,40258,4806090,3,228615,603,160952,266352904,127959680,194557688,5289887028,603,1706,2,1,4,4,731,1,5266888222,5221497592,1501133198,405351067,405351067,2,1,17835446948,73389,73389,4,4,4,405351067,22,3,419099,94406308,5894409,185510,40190,5266888222,4801470,122071875,10593
159736.33,27,262144,64,295243,19453434830,158,3,603,5304926,13,79486,58,68,139291,134875146,1208,1,67,43833,4810391,3,228615,603,175252,272794440,138758525,194735096,5760360414,603,1706,2,1,4,4,731,1,5735470622,5690237970,1526060159,441769147,441785531,2,1,19437842468,73389,73389,4,4,4,441769147,22,3,433886,95125984,6150225,193281,43765,5735470622,5111645,132616618,10593
164743.13,27,262144,64,321999,21216237614,163,3,603,5662578,13,87069,58,68,139291,135936954,1208,1,67,47763,4813802,3,228615,603,190972,279861576,149511613,194846427,6276951655,603,1706,2,1,4,4,731,1,6249981740,6205428351,1564615670,481838256,481854640,2,1,21200883264,73389,73389,4,4,4,481838256,22,3,452708,95901273,6379332,202157,47695,6249981740,5460421,143140468,10593
169750.15,27,262144,64,348028,22931364978,167,3,603,5995404,13,94410,58,68,139291,136467858,1208,1,67,51584,4817257,3,228615,603,206256,286726664,159193954,194909873,6779788888,603,1706,2,1,4,4,731,1,6750807852,6706781981,1587739631,520830339,520830339,2,1,22915814020,73389,73389,4,4,4,520813955,22,3,472262,96629709,6623135,211535,51516,6750807852,5783869,152578451,10593
174756.84,27,262144,64,373822,24630837996,171,4,603,6354982,13,101674,58,68,139291,136998762,1208,1,67,55376,4820114,3,228615,603,221432,344520664,169894719,194982069,7278746280,603,1706,2,1,4,4,731,1,7247701804,7203684060,1613943689,559431365,559447749,2,1,24614980060,73389,73389,4,4,4,559431365,22,3,495074,97382368,6900880,220843,55308,7247701804,6134139,163002660,10593
