timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
87272.50,33,262144,64,174216,11479330422,137,2,603,2819556,19,45380,1,69,73,317,131689722,1208,1,68,26056,2407641,3,94630,603,104130,151270104,76549045,111293258,3420793380,603,1532,2,1,4,4,1248,1,3405996044,3359092233,877631561,260543225,260559609,2,1,11463901900,73389,73389,4,4,4,260543225,44,1,3,512158,50907802,5175336,113808,25988,3405996044,2705748,71375166,12614
92360.11,33,262144,64,179041,11796875498,138,2,603,2896703,19,46748,1,69,73,317,131955174,1208,1,68,26761,2537564,3,94630,603,106950,152607960,79044115,117751371,3513043272,603,1532,2,1,4,4,1248,1,3497809438,3451954659,915051791,267769840,267769840,2,1,11781152064,73389,73389,4,4,4,267753456,44,1,3,517480,54024393,5260290,116465,26693,3497809438,2780238,73785200,12614
97384.29,33,262144,64,183234,12073260658,139,2,603,2967996,19,47944,1,69,73,317,132220626,1208,1,68,27378,2635108,3,94630,603,109422,153781656,81599191,126423706,3594434086,603,1532,2,1,4,4,1248,1,3578811934,3532720910,972987981,274040150,274056534,2,1,12057766600,73389,73389,4,4,4,274040150,44,1,3,518547,57221502,5336500,120177,27311,3578811934,2847819,76264278,12614
102521.98,33,262144,64,187874,12378674958,140,2,603,3081789,19,49270,1,69,73,317,132220626,1208,1,68,28059,2715752,3,94630,603,112142,155070488,84018388,133970701,3683988868,603,1532,2,1,4,4,1248,1,3667940894,3622011343,1014452329,280992555,280992555,2,1,12363672420,73389,73389,4,4,4,280992555,44,1,3,521696,60127216,5422641,157084,27991,3667940894,2924705,78598027,12614
107573.66,33,262144,64,193238,12732333678,141,2,603,3170440,19,50786,1,69,73,317,132486078,1208,1,68,28847,2904353,3,94630,603,115294,156566488,87743225,143008660,3787756133,603,1532,2,1,4,4,1248,1,3771225630,3725411276,1102877282,289019827,289036211,2,1,12716872388,73389,73389,4,4,4,289019827,44,1,3,530347,63092775,5548596,160188,28779,3771225630,3010252,82197751,12614
113142.46,33,262144,64,197728,13028183030,141,2,603,3246282,19,52010,1,69,73,317,132486078,1208,1,68,29506,3105652,3,94630,603,117934,157818712,89429833,148800181,3874676093,603,1532,2,1,4,4,1248,1,3857733150,3811918545,1118824833,295740697,295757081,2,1,13012590668,73389,73389,4,4,4,295740697,44,1,3,536420,66366220,5623852,162848,29439,3857733150,3083434,83808837,12614
118256.10,33,262144,64,201480,13275401362,142,2,603,3314860,19,53089,1,69,73,317,132486078,1208,1,68,30058,3384221,3,94630,603,120138,158861784,91047820,154272170,3947245828,603,1532,2,1,4,4,1248,1,3929953822,3884240064,1143000368,301365998,301365998,2,1,13260103912,73389,73389,4,4,4,301365998,44,1,3,542465,69670885,5710137,165377,29990,3929953822,3149483,85341122,12614
123480.06,33,262144,64,205047,13510495534,143,2,603,3381274,19,54116,1,69,73,317,132751530,1208,1,68,30582,3605306,3,94630,603,122234,159859544,93192563,162007692,4016260416,603,1532,2,1,4,4,1248,1,3998635550,3952877799,1195518816,306704579,306720963,2,1,13495001476,73389,73389,4,4,4,306704579,44,1,3,544569,73079218,5780577,167817,30514,3998635550,3213457,87415339,12614
128517.85,33,262144,64,208980,13769575882,143,2,603,3454362,19,55189,1,69,73,317,132751530,1208,1,68,31160,3754980,3,94630,603,124546,160955224,94555218,167387264,4092384299,603,1532,2,1,4,4,1248,1,4074395166,4028649641,1368299015,312600216,312600216,2,1,13754409504,73389,73389,4,4,4,312600216,44,1,3,545422,76242912,5827230,170588,31092,4074395166,3283774,88731859,12614
133608.49,33,262144,64,212862,14025313894,144,3,603,3521303,19,56301,1,69,73,317,132751530,1208,1,68,31730,3993129,3,94630,603,126826,162039064,96673601,174474701,4167458852,603,1532,2,1,4,4,1248,1,4149106206,4103384955,1413399895,318405741,318422125,2,1,14009852604,73389,73389,4,4,4,318405741,44,1,3,546143,79526414,5898498,177309,31662,4149106206,3343994,90778342,12614
138935.20,33,262144,64,217873,14355572954,145,3,603,3604998,19,57725,1,69,73,317,133016982,1208,1,68,32466,4211021,3,94630,603,129770,163430744,100075550,184151016,4264386640,603,1532,2,1,4,4,1248,1,4245575198,4199917136,1523190794,325919076,325935460,2,1,14340439344,73389,73389,4,4,4,325919076,44,1,3,550323,82573086,6018874,183679,32399,4245575198,3421319,94060338,12614
144881.40,33,262144,64,222848,14683472718,146,3,603,3694971,19,59135,1,69,73,317,133282434,1208,1,68,33197,4475578,3,94630,603,132694,164815576,101644811,190017873,4360653560,603,1532,2,1,4,4,1248,1,4341388830,4295745694,1556952352,333375067,333375067,2,1,14667782052,73389,73389,4,4,4,333358683,44,1,3,551616,86105672,6091529,186802,33129,4341388830,3508169,95556896,12614
149925.91,33,262144,64,226930,14952317930,146,3,603,3768221,19,60242,1,69,73,317,133282434,1208,1,68,33800,4588622,3,94630,603,135106,165958552,103060147,195461370,4440070762,603,1532,2,1,4,4,1248,1,4420425246,4374371615,1581072077,339483696,339483696,2,1,14936561728,73389,73389,4,4,4,339467312,44,1,3,552332,89454824,6154314,194118,33732,4420425246,3574103,96910262,12614
154977.84,33,262144,64,231308,15240827250,147,3,603,3843597,19,61489,1,69,73,317,133282434,1208,1,68,34440,4773134,3,94630,603,137666,167175320,105849998,203030921,4524357096,603,1532,2,1,4,4,1248,1,4504311326,4458685817,1622050644,346032534,346048918,2,1,15225431496,73389,73389,4,4,4,346032534,44,1,3,554432,92577929,6220440,196780,34372,4504311326,3646817,99634048,12614
160001.77,33,262144,64,235845,15539756794,148,3,603,3922885,19,62792,1,69,73,317,133547886,1208,1,68,35107,4921809,3,94630,603,140334,168442008,108225502,210014078,4612199118,603,1532,2,1,4,4,1248,1,4591736350,4546038433,1693494389,352835324,352851708,2,1,15524754256,73389,73389,4,4,4,352835324,44,1,3,556140,95579345,6303065,199481,35039,4591736350,3723404,101926324,12614
165042.25,33,262144,64,240599,15852907650,149,3,603,4002651,19,64142,1,69,73,317,133547886,1208,1,68,35806,5046391,3,94630,603,143130,169771224,112460054,221538743,4704253232,603,1532,2,1,4,4,1248,1,4683355678,4637615749,1823118240,359941218,359957602,2,1,15837413592,73389,73389,4,4,4,359941218,44,1,3,558516,98804139,6427247,202367,35738,4683355678,3800284,106037362,12614
170078.25,33,262144,64,245887,16201585634,150,3,603,4090960,19,65633,1,69,73,317,133813338,1208,1,68,36582,5164357,3,94630,603,146238,171242712,114021422,226470838,4806573072,603,1532,2,1,4,4,1248,1,4785198622,4739519248,1848200594,367870186,367886570,2,1,16186288184,73389,73389,4,4,4,367870186,44,1,3,563683,101925266,6511922,205638,36515,4785198622,3885322,107514191,12614
175090.20,33,262144,64,257004,16933865674,151,3,603,4252366,19,68672,1,69,73,317,133813338,1208,1,68,38215,5224391,3,94630,603,152766,174287448,119850813,234822744,5021393398,603,1532,2,1,4,4,1248,1,4999108126,4953546630,1901803805,384527064,384527064,2,1,16919190816,73389,73389,4,4,4,384527064,44,1,3,589195,104265988,6763112,212027,38147,4999108126,4040339,113093939,12614
180103.41,33,262144,64,279041,18386046066,155,4,603,4544420,19,74900,1,69,73,317,134609694,1208,1,68,41454,5231268,3,94630,603,165730,214239336,129951874,236098033,5447759122,603,1532,2,1,4,4,1248,1,5423650334,5378131866,1938983046,417525206,417525206,2,1,18371109064,73389,73389,4,4,4,417525206,44,1,3,610343,105139200,7133755,220637,41386,5423650334,4323783,122823797,12614
185112.50,33,262144,64,301816,19886604092,159,4,603,4867110,19,81338,1,69,73,317,135140598,1208,1,68,44801,5240095,3,94630,603,179126,254781552,139925967,236995485,5888321640,603,1532,2,1,4,4,1248,1,5862348318,5816753234,1969352218,451621076,451637460,2,1,19871327344,73389,73389,4,4,4,451621076,44,1,3,627635,106017404,7456894,229596,44733,5862348318,4637514,132475389,12614
190121.01,33,262144,64,326026,21481743798,163,4,603,5192692,19,88155,1,69,73,317,135936954,1208,1,68,48355,5247642,3,94630,603,193354,312269112,150367336,237596582,6355496572,603,1532,2,1,4,4,1248,1,6327576364,6283030711,1994275576,487870998,487887382,2,1,21466323912,73389,73389,4,4,4,487870998,44,1,3,654317,106854347,7790475,238703,48287,6327576364,4953989,142583963,12614
195128.76,33,262144,64,351169,23138540814,168,4,603,5536641,19,95282,1,69,73,317,136733310,1208,1,68,52048,5252202,3,94630,603,208126,335835432,160857855,237948861,6841414028,603,1532,2,1,4,4,1248,1,6811494188,6767399770,2020652358,525521752,525538136,2,1,23122957088,73389,73389,4,4,4,525521752,44,1,3,675236,107676321,8112097,248557,51980,6811494188,5288084,152752837,12614
200137.56,33,262144,64,375508,24742128048,172,4,603,5862880,19,102192,1,69,73,317,137264214,1208,1,68,55622,5256917,3,94630,603,222426,342325160,170963886,238306450,7311927250,603,1532,2,1,4,4,1248,1,7280076588,7236136878,2044181854,561972600,561988984,2,1,24726794400,73389,73389,4,4,4,561972600,44,1,3,691903,108462110,8391669,257922,55554,7280076588,5604958,162578485,12614
205157.94,33,262144,64,400733,26404266248,176,4,603,6213905,19,109276,1,69,73,317,138024372,1208,1,68,59331,5260873,3,94630,603,237270,400957968,181617889,238737398,7799355720,603,1532,2,1,4,4,1248,1,7765515752,7722015041,2069207771,599746234,599762618,2,1,26388834296,73389,73389,4,4,4,599746234,44,1,3,706171,109292719,8713372,268089,59263,7765515752,5945816,172909323,12614
