timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
57151.70,28,262144,64,72542,4779909620,120,0,603,2421059,15,16718,60,69,98497,129300654,1208,1,68,11119,4350515,4,172278,603,44380,144084496,28742631,93280724,1454935890,603,1922,2,1,4,4,694,1,1448173580,1400759421,488299775,108285425,108301809,2,1,4764558700,73389,73389,4,4,4,108285425,16,1,3,155356,53147394,2224842,84980,11051,1448173580,2336079,26520214,18186
62200.96,28,262144,64,76470,5038662288,121,0,603,2484113,15,17843,60,69,98497,129300654,1208,1,68,11697,4546259,4,172278,603,46692,145178832,31430179,102195951,1531054490,603,1922,2,1,4,4,694,1,1523933196,1476478305,534755486,114172870,114172870,2,1,5023606280,73389,73389,4,4,4,114172870,16,1,3,162122,56457767,2336137,87230,11629,1523933196,2396883,29097691,18186
67216.33,28,262144,64,80023,5272838956,121,0,603,2546811,15,18814,60,69,98497,129300654,1208,1,68,12218,4711305,4,172278,603,48776,146167184,33634667,110308424,1599666171,603,1922,2,1,4,4,694,1,1592221708,1544906418,599680705,119495067,119495067,2,1,5257782948,73389,73389,4,4,4,119495067,16,1,3,167083,59499799,2463192,89340,12150,1592221708,2457471,31175456,18186
72887.88,28,262144,64,84270,5552763060,122,0,603,2619726,15,20027,60,69,98497,129566106,1208,1,68,12842,4882685,4,172278,603,51272,147354128,34751074,115614577,1681851160,603,1922,2,1,4,4,694,1,1674010636,1626691114,614765177,125855489,125871873,2,1,5537641516,73389,73389,4,4,4,125855489,16,1,3,168503,62866161,2524750,91796,12774,1674010636,2527930,32230014,18186
78282.22,28,262144,64,88816,5852016976,123,0,603,2699169,15,21320,60,69,98497,129566106,1208,1,68,13508,5023777,4,172278,603,53936,148614224,37422831,123712765,1769565803,603,1922,2,1,4,4,694,1,1761304588,1714178161,686023635,132660438,132660438,2,1,5836338376,73389,73389,4,4,4,132644054,16,1,3,179420,66166139,2655419,94319,13440,1761304588,2604850,34770404,18186
83407.96,28,262144,64,93625,6169037764,124,0,603,2794576,15,22631,60,69,98497,129566106,1208,1,68,14215,5198941,4,172278,603,56764,149960656,41424721,134092956,1862676024,603,1922,2,1,4,4,694,1,1853972492,1806872938,757515613,139862477,139862477,2,1,6153228092,73389,73389,4,4,4,139846093,16,1,3,193738,69270573,2783848,107287,14147,1853972492,2687289,38643498,18186
88574.89,28,262144,64,97585,6429887584,124,0,603,2868929,15,23767,60,69,98497,129831558,1208,1,68,14798,5399526,4,172278,603,59096,151072208,43160009,140506277,1939460314,603,1922,2,1,4,4,694,1,1930387468,1883130358,824994341,145790882,145790882,2,1,6414798808,73389,73389,4,4,4,145790882,16,1,3,206912,72750340,2907642,115279,14730,1930387468,2753650,40255449,18186
93636.05,28,262144,64,102286,6739830484,125,1,603,2945513,15,25105,60,69,98497,130097010,1208,1,68,15489,5483625,4,172278,603,61860,152385936,44834230,146916150,2030459908,603,1922,2,1,4,4,694,1,2020958220,1973698913,935757308,152837273,152837273,2,1,6724840012,73389,73389,4,4,4,152837273,16,1,3,214773,76290667,2997201,117836,15421,2020958220,2827677,41840099,18186
98699.81,28,262144,64,105846,6974200452,126,1,603,3002902,15,26129,60,69,98497,130097010,1208,1,68,16011,5651126,4,172278,603,63948,153378576,47367984,157047049,2099205323,603,1922,2,1,4,4,694,1,2089377804,2042232297,998402122,158161629,158161629,2,1,6959111676,73389,73389,4,4,4,158161629,16,1,3,226668,79441024,3133231,119967,15943,2089377804,2882935,44238049,18186
103767.51,28,262144,64,110650,7290893560,126,1,603,3073225,15,27438,60,69,98497,130097010,1208,1,68,16717,5767141,4,172278,603,66772,154720912,50030486,167574005,2192178878,603,1922,2,1,4,4,694,1,2181914636,2134784208,1055944926,165347284,165363668,2,1,7275280496,73389,73389,4,4,4,165347284,16,1,3,235605,82753005,3273762,122412,16649,2181914636,2950813,46760598,18186
108819.14,28,262144,64,116252,7660149848,127,1,603,3156163,15,29017,60,69,98497,130362462,1208,1,68,17541,5898597,4,172278,603,70068,156278928,53480363,176466566,2300687271,603,1922,2,1,4,4,694,1,2289917964,2242764453,1175199186,173735004,173751388,2,1,7644340176,73389,73389,4,4,4,173735004,16,1,3,254009,85936530,3444894,125199,17473,2289917964,3030964,50039484,18186
113856.18,28,262144,64,123940,8166645136,129,1,603,3279558,15,31217,60,69,98497,130627914,1208,1,68,18670,5986015,4,172278,603,74584,158408656,56945442,184862842,2449329789,603,1922,2,1,4,4,694,1,2437898252,2390802105,1326166141,185255942,185272326,2,1,8151261448,73389,73389,4,4,4,185255942,16,1,3,269719,88819167,3598610,132876,18602,2437898252,3146682,53350839,18186
118868.87,28,262144,64,143142,9431969160,132,1,603,3564929,15,36629,60,69,98497,131158818,1208,1,68,21489,6012374,4,172278,603,85860,163598928,66539846,188947105,2820327357,603,1922,2,1,4,4,694,1,2807390220,2760736661,1370171637,214019264,214019264,2,1,9416126720,73389,73389,4,4,4,214002880,16,1,3,310801,90174773,4009847,149301,21421,2807390220,3415628,62535594,18186
123881.31,28,262144,64,165576,10910179410,136,1,603,3888482,15,42914,60,69,98497,131689722,1208,1,68,24786,6021628,4,172278,603,99048,186805872,77907535,190016681,3254112229,603,1922,2,1,4,4,694,1,3239403532,3192759471,1406588966,247607230,247623614,2,1,10894718120,73389,73389,4,4,4,247607230,16,1,3,333982,91046338,4385123,157061,24718,3239403532,3731421,73528713,18186
128890.47,28,262144,64,187709,12367861518,140,1,603,4193583,15,49169,60,69,98497,132220626,1208,1,68,28034,6026855,4,172278,603,112044,192726960,88727844,190684008,3681093035,603,1922,2,1,4,4,694,1,3664664094,3618864946,1436159805,280746795,280746795,2,1,12352138084,73389,73389,4,4,4,280730411,16,1,3,359153,91814944,4687685,164300,27966,3664664094,4029283,84045013,18186
133898.43,28,262144,64,212201,13981729146,144,1,603,4520445,15,56123,60,69,98497,132751530,1208,1,68,31634,6032849,4,172278,603,126440,199256816,98714960,191105270,4154745748,603,1922,2,1,4,4,694,1,4136392222,4090627347,1459317949,317416668,317433052,2,1,13966333392,73389,73389,4,4,4,317416668,16,1,3,387287,92606250,5065595,172827,31566,4136392222,4347618,93654820,18186
138905.60,28,262144,64,236407,15576853478,148,1,603,4853775,15,62901,60,69,98497,133547886,1208,1,68,35189,6038576,4,172278,603,140664,205703472,109513307,191885292,4622710550,603,1922,2,1,4,4,694,1,4602484254,4556911281,1513221800,353676941,353693325,2,1,15561785404,73389,73389,4,4,4,353676941,16,1,3,412625,93393786,5364447,180241,35121,4602484254,4673534,104155294,18186
143913.46,28,262144,64,260192,17144121702,152,1,603,5193064,15,69596,60,69,98497,134078790,1208,1,68,38685,6043369,4,172278,603,154656,246647080,120857168,192327123,5082777340,603,1922,2,1,4,4,694,1,5060711966,5015025070,1543636818,389292205,389308589,2,1,17128857020,73389,73389,4,4,4,389292205,16,1,3,431411,94183592,5658568,187873,38617,5060711966,5005191,115205010,18186
148920.19,28,262144,64,285636,18820391668,156,2,603,5544228,15,76808,60,69,98497,134609694,1208,1,68,42422,6047342,4,172278,603,169604,270552576,131019768,192647072,5574451563,603,1922,2,1,4,4,694,1,5550396958,5505136867,1568568951,427379294,427395678,2,1,18804688936,73389,73389,4,4,4,427379294,16,1,3,445251,94995083,5968820,196267,42354,5550396958,5347961,125057893,18186
153927.10,28,262144,64,311983,20556636998,161,2,603,5892307,15,84215,60,69,98497,135406050,1208,1,68,46294,6051078,4,172278,603,185092,277520384,142784082,192793801,6084008231,603,1922,2,1,4,4,694,1,6057907742,6012658237,1604467923,466844354,466860738,2,1,20541151576,73389,73389,4,4,4,466844354,16,1,3,467759,95764440,6271499,204362,46226,6057907742,5687945,136520663,18186
158934.90,28,262144,64,338364,22294574198,165,2,603,6224648,15,91633,60,69,98497,136202406,1208,1,68,50166,6054327,4,172278,603,200588,301674480,153266312,192873885,6593106929,603,1922,2,1,4,4,694,1,6564947756,6520654529,1624937309,506342182,506358566,2,1,22279056008,73389,73389,4,4,4,506342182,16,1,3,482555,96492258,6493903,212907,50098,6564947756,6011741,146780641,18186
163945.43,28,262144,64,365895,24108679604,170,3,603,6571854,15,99407,60,69,98497,136998762,1208,1,68,54209,6057841,4,172278,603,216760,308936624,164062646,192937279,7125204651,603,1922,2,1,4,4,694,1,7094871852,7050982946,1656594080,547582747,547582747,2,1,24093640868,73389,73389,4,4,4,547582747,16,1,3,496000,97256107,6728361,221467,54141,7094871852,6350387,157342972,18186
168952.04,28,262144,64,394687,26005920612,175,4,603,6941606,15,107534,60,69,98497,137770986,1208,1,68,58441,6060087,4,172278,603,233700,367821660,174118092,192970757,7682160065,603,1922,2,1,4,4,694,1,7649568556,7605542462,1695112322,590686770,590703154,2,1,25990217880,73389,73389,4,4,4,590686770,16,1,3,508755,98032693,6911803,229415,58373,7649568556,6712191,167215810,18186
