timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
57209.17,24,262144,64,68005,4480980076,119,0,603,4486504,13,15425,59,68,76062,129035202,1208,1,67,10451,3739166,3,130730,603,41700,112324214,27893560,100633393,1367038814,603,1686,2,1,4,4,776,1,1360617484,1313427578,542351751,101499019,101499019,2,1,4465235940,73389,73389,4,4,4,101482635,14,3,340132,56021334,2889008,86513,10383,1360617484,4399991,25008024,32185
62685.48,24,262144,64,72267,4761887220,120,0,603,4618471,13,16643,59,68,76062,129300654,1208,1,67,11079,3970204,3,130730,603,44212,113515254,29928362,106949129,1449745213,603,1686,2,1,4,4,776,1,1442930700,1395493043,593819072,107875825,107892209,2,1,4746536300,73389,73389,4,4,4,107875825,14,3,344680,59473097,2957764,150884,11011,1442930700,4467587,26972825,32185
67727.95,24,262144,64,75950,5004318116,121,1,603,4682261,13,17700,59,68,76062,129300654,1208,1,67,11618,4084717,3,130730,603,46372,114546102,31644005,113709112,1520865201,603,1686,2,1,4,4,776,1,1513709580,1466417762,619808292,113380405,113396789,2,1,4988737820,73389,73389,4,4,4,113380405,14,3,348659,62301460,3071877,152995,11551,1513709580,4529266,28573769,32185
72803.12,24,262144,64,80766,5321797656,121,1,603,4755107,13,18998,59,68,76062,129300654,1208,1,67,12326,4240397,3,130730,603,49204,115890102,34237506,122475952,1614101294,603,1686,2,1,4,4,776,1,1606508556,1559197702,689427082,120598828,120615212,2,1,5306348432,73389,73389,4,4,4,120598828,14,3,352603,65322261,3179307,155602,12259,1606508556,4599505,31060092,32185
77838.77,24,262144,64,85249,5617188256,122,1,603,4828713,13,20286,59,68,76062,129566106,1208,1,67,12985,4379398,3,130730,603,51836,117136438,36687986,129590624,1700765529,603,1686,2,1,4,4,776,1,1692753932,1645543301,768369140,127319698,127336082,2,1,5602066712,73389,73389,4,4,4,127319698,14,3,357759,68500858,3257699,159644,12917,1692753932,4669069,33432016,32185
82889.14,24,262144,64,89973,5928373032,123,1,603,4902363,13,21637,59,68,76062,129566106,1208,1,67,13680,4488050,3,130730,603,54616,118452534,39611325,137127721,1792288724,603,1686,2,1,4,4,776,1,1783848972,1736532705,859447798,134392824,134392824,2,1,5913284256,73389,73389,4,4,4,134392824,14,3,373828,71560182,3408019,162209,13612,1783848972,4740154,36205266,32185
87927.53,24,262144,64,95393,6285448382,124,1,603,4991799,13,23168,59,68,76062,129831558,1208,1,67,14476,4571890,3,130730,603,57800,119961526,42039758,143113125,1897113550,603,1686,2,1,4,4,776,1,1888182284,1840919084,895508492,142495983,142512367,2,1,6269823252,73389,73389,4,4,4,142495983,14,3,379471,74240336,3499603,164955,14408,1888182284,4826844,38542500,32185
92940.37,24,262144,64,103223,6801503168,125,1,603,5113157,13,25345,59,68,76062,130097010,1208,1,67,15624,4693263,3,130730,603,62396,139092398,46531850,151437532,2048254540,603,1686,2,1,4,4,776,1,2038652940,1991710092,980504198,154235946,154252330,2,1,6786381624,73389,73389,4,4,4,154235946,14,3,395852,76951479,3661257,168358,15556,2038652940,4944799,42873230,32185
97949.29,24,262144,64,124804,8223533692,129,1,603,5392236,13,31427,59,68,76062,130627914,1208,1,67,18796,4703500,3,130730,603,75088,161897486,56893460,153474612,2465744201,603,1686,2,1,4,4,776,1,2454413324,2407468901,1083438850,186556311,186556311,2,1,8207756788,73389,73389,4,4,4,186539927,14,3,428642,77782739,4061484,175226,18728,2454413324,5217010,52834986,32185
102958.18,24,262144,64,147225,9700885941,132,1,603,5707498,13,37725,59,68,76062,131158818,1208,1,67,22089,4707675,3,130730,603,88260,167924878,67510114,154395857,2899112942,603,1686,2,1,4,4,776,1,2886033420,2839330423,1113249192,220127893,220136085,2,1,9685627292,73389,73389,4,4,4,220127893,14,3,447421,78623200,4420196,183424,22021,2886033420,5524074,63093962,32185
107967.68,24,262144,64,170552,11237903390,136,1,603,6008664,13,44324,59,68,76062,131689722,1208,1,67,25517,4712757,3,130730,603,101976,191114238,78144066,154998856,3350249167,603,1686,2,1,4,4,776,1,3335348236,3288624481,1137019276,255048996,255065380,2,1,11222155824,73389,73389,4,4,4,255048996,14,3,460410,79389305,4686247,191233,25449,3335348236,5817431,73461223,32185
112976.64,24,262144,64,194265,12799904602,141,1,603,6339708,13,51049,59,68,76062,132486078,1208,1,67,28998,4719363,3,130730,603,115904,214424974,89733068,155456647,3807772061,603,1686,2,1,4,4,776,1,3791017502,3745166347,1165217498,290565956,290565956,2,1,12784181168,73389,73389,4,4,4,290549572,14,3,475508,80162227,5002525,199352,28930,3791017502,6140356,84734854,32185
117985.27,24,262144,64,219213,14443922098,145,1,603,6678441,13,58036,59,68,76062,133016982,1208,1,67,32663,4724940,3,130730,603,130568,237852774,101034137,155855016,4290083227,603,1686,2,1,4,4,776,1,4271396382,4225748659,1204536733,327913606,327929990,2,1,14428198664,73389,73389,4,4,4,327913606,14,3,499303,80971387,5296699,207784,32595,4271396382,6470657,95741422,32185
122993.12,24,262144,64,243549,16047300658,149,2,603,7026423,13,64892,59,68,76062,133547886,1208,1,67,36237,4731420,3,130730,603,144864,244340134,111951396,156264937,4760426953,603,1686,2,1,4,4,776,1,4739847710,4694436284,1230351541,364356262,364372646,2,1,16031675528,73389,73389,4,4,4,364356262,14,3,513375,81776966,5604045,216356,36169,4739847710,6810067,106352092,32185
128001.24,24,262144,64,268745,17707836534,153,2,603,7372903,13,72014,59,68,76062,134344242,1208,1,67,39941,4737144,3,130730,603,159688,285278822,122490864,156469274,5247867741,603,1686,2,1,4,4,776,1,5225338398,5179801966,1253456404,402103161,402119545,2,1,17692539084,73389,73389,4,4,4,402103161,14,3,528505,82553342,5865254,224199,39873,5225338398,7148704,116631300,32185
133009.38,24,262144,64,293363,19329696246,158,2,603,7693751,13,78971,59,68,76062,134875146,1208,1,67,43558,4739833,3,130730,603,174156,291784294,131700270,156587822,5723835592,603,1686,2,1,4,4,776,1,5699425822,5654030009,1292617363,438955417,438971801,2,1,19314038348,73389,73389,4,4,4,438955417,14,3,533560,83263847,6055679,232044,43490,5699425822,7461707,125649263,32185
138016.33,24,262144,64,319533,21054353770,162,2,603,8032952,13,86335,59,68,76062,135671502,1208,1,67,47402,4743060,3,130730,603,189536,315462974,143391905,156651633,6229671774,603,1686,2,1,4,4,776,1,6203189844,6158156473,1320230168,478166525,478166525,2,1,21038606204,73389,73389,4,4,4,478150141,14,3,559690,83982395,6317133,240359,47334,6203189844,7792593,137078592,32185
143022.86,24,262144,64,345366,22755846338,167,3,603,8364439,13,93670,59,68,76062,136467858,1208,1,67,51195,4746561,3,130730,603,204704,322275710,153527129,156714819,6728148802,603,1686,2,1,4,4,776,1,6699689772,6655480955,1345678139,516824895,516841279,2,1,22740295380,73389,73389,4,4,4,516824895,14,3,568856,84708824,6524522,248786,51127,6699689772,8115653,147007249,32185
148029.37,24,262144,64,372271,24528660756,171,5,603,8705649,13,101255,59,68,76062,136998762,1208,1,67,55144,4749458,3,130730,603,220504,329358718,163563700,156736253,7247952114,603,1686,2,1,4,4,776,1,7217424172,7173772231,1367389613,557125539,557125539,2,1,24512802820,73389,73389,4,4,4,557109155,14,3,583907,85424318,6743334,257716,55076,7217424172,8447933,156825285,32185
