timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
57009.91,29,262144,64,75151,4951954852,120,1,603,4975328,29,17429,62,68,156544,129300654,1208,1,67,11504,2794384,3,179090,603,45924,146931160,30399324,84709869,1505552172,603,1775,2,1,4,4,796,1,1498636300,1451086155,462339907,112192565,112208949,2,1,4936472860,73389,73389,4,4,4,112192565,21,3,119528,51269016,2009118,57916,11436,1498636300,4917412,28392484,32844
62396.89,29,262144,64,78934,5200939348,121,1,603,5037724,29,18515,62,68,156544,129300654,1208,1,67,12057,3033015,3,179090,603,48136,147984536,33038334,93474343,1578389030,603,1775,2,1,4,4,796,1,1571119116,1523908510,496900856,117860985,117860985,2,1,5185883340,73389,73389,4,4,4,117860985,21,3,123970,54560079,2088996,60137,11989,1571119116,4977587,30951630,32844
67563.41,29,262144,64,82552,5439375856,122,1,603,5106017,29,19556,62,68,156544,129566106,1208,1,67,12587,3112496,3,179090,603,50256,148992472,35133091,100522638,1648193194,603,1775,2,1,4,4,796,1,1640587276,1593592086,524705731,123281486,123281486,2,1,5423664488,73389,73389,4,4,4,123265102,21,3,127028,57709606,2146294,64394,12519,1640587276,5041623,32988970,32844
72851.65,29,262144,64,85683,5645896332,122,1,603,5161285,29,20411,62,68,156544,129566106,1208,1,67,13048,3474251,3,179090,603,52100,149867928,36452811,106344410,1708914550,603,1775,2,1,4,4,796,1,1701011468,1653925209,590154002,127964707,127981091,2,1,5630447108,73389,73389,4,4,4,127964707,21,3,127684,61171405,2191555,66517,12981,1701011468,5094768,34263446,32844
77865.55,29,262144,64,89758,5914029406,123,1,603,5229604,29,21554,62,68,156544,129566106,1208,1,67,13646,3656104,3,179090,603,54500,167965832,38360674,113275193,1787799026,603,1775,2,1,4,4,796,1,1779523596,1732288997,625222658,134059111,134075495,2,1,5898600884,73389,73389,4,4,4,134059111,21,3,129497,64550039,2259376,68878,13579,1779523596,5160726,36102744,32844
82900.46,29,262144,64,94264,6211180720,124,1,603,5309658,29,22861,62,68,156544,129831558,1208,1,67,14310,3911653,3,179090,603,57152,169223432,41103645,121930173,1875104141,603,1775,2,1,4,4,796,1,1866424332,1819202704,784274035,140818782,140818782,2,1,6196026408,73389,73389,4,4,4,140818782,21,3,130529,68001287,2342934,71340,14242,1866424332,5238318,38761891,32844
88272.71,29,262144,64,98790,6509389368,124,1,603,5384270,29,24095,62,68,156544,129831558,1208,1,67,14974,4102220,3,179090,603,59812,170484232,42232035,126713191,1962678703,603,1775,2,1,4,4,796,1,1953587212,1906325573,877427883,147588804,147605188,2,1,6493907376,73389,73389,4,4,4,147588804,21,3,131907,71165652,2408088,73932,14907,1953587212,5310338,39825212,32844
94030.75,29,262144,64,104084,6858460568,125,1,603,5474596,29,25589,62,68,156544,130097010,1208,1,67,15753,4350517,3,179090,603,62924,171960776,44569532,135198380,2065132291,603,1775,2,1,4,4,796,1,2055561228,2008324187,1008202657,155525964,155542348,2,1,6843142416,73389,73389,4,4,4,155525964,21,3,133256,75016207,2494533,78376,15685,2055561228,5396220,42076143,32844
99329.11,29,262144,64,107777,7101546824,126,1,603,5537482,29,26657,62,68,156544,130097010,1208,1,67,16296,4547864,3,179090,603,65096,172993352,47036815,143035960,2136653103,603,1775,2,1,4,4,796,1,2126733324,2079432271,1041798893,161046928,161063312,2,1,7086064832,73389,73389,4,4,4,161046928,21,3,134091,78147287,2563246,80815,16228,2126733324,5456667,44475054,32844
104374.62,29,262144,64,111553,7350338020,127,1,603,5593385,29,27716,62,68,156544,130097010,1208,1,67,16851,4709848,3,179090,603,67316,174050504,49512054,152068622,2209745182,603,1775,2,1,4,4,796,1,2199478284,2152218496,1216848583,166696805,166713189,2,1,7334659420,73389,73389,4,4,4,166696805,21,3,140011,81268880,2640245,83015,16783,2199478284,5510370,46873168,32844
109390.50,29,262144,64,115873,7635046252,127,1,603,5662448,29,28913,62,68,156544,130362462,1208,1,67,17483,4907113,3,179090,603,69848,175257416,51668106,160053374,2293106268,603,1775,2,1,4,4,796,1,2282446860,2235395410,1267877150,173171915,173188299,2,1,7619564260,73389,73389,4,4,4,173171915,21,3,141428,84288382,2738068,85692,17416,2282446860,5576756,48931709,32844
114481.72,29,262144,64,121003,7973104096,128,1,603,5741664,29,30374,62,68,156544,130362462,1208,1,67,18236,5035968,3,179090,603,72856,176685256,54435988,167325102,2392133987,603,1775,2,1,4,4,796,1,2381013004,2334192129,1320291641,180857282,180873666,2,1,7957720408,73389,73389,4,4,4,180857282,21,3,146750,87223081,2828143,88486,18168,2381013004,5653178,51608812,32844
119498.64,29,262144,64,126947,8364773696,129,1,603,5840937,29,32048,62,68,156544,130627914,1208,1,67,19110,5187710,3,179090,603,76352,178340168,57044569,173651591,2507218903,603,1775,2,1,4,4,796,1,2495569932,2448716363,1350951302,189769290,189769290,2,1,8349127864,73389,73389,4,4,4,189752906,21,3,153940,90098054,2947771,94140,19042,2495569932,5746797,54099262,32844
124508.09,29,262144,64,139177,9170526208,131,1,603,6013840,29,35438,62,68,156544,130893366,1208,1,67,20906,5267294,3,179090,603,83540,198465296,64157153,181658493,2743632175,603,1775,2,1,4,4,796,1,2730975244,2684281750,1460163106,208076634,208076634,2,1,9155371896,73389,73389,4,4,4,208076634,21,3,172954,92163806,3198986,99149,20838,2730975244,5914691,60961029,32844
129522.73,29,262144,64,161363,10632483530,135,1,603,6301180,29,41711,62,68,156544,131424270,1208,1,67,24166,5278599,3,179090,603,96588,238617728,74206740,183194694,3172750582,603,1775,2,1,4,4,796,1,3158269964,3111601241,1499348658,241295960,241312344,2,1,10617022240,73389,73389,4,4,4,241295960,21,3,191461,93053539,3566956,106925,24098,3158269964,6194255,70643484,32844
134532.81,29,262144,64,184604,12163575882,139,1,603,6619257,29,48266,62,68,156544,132220626,1208,1,67,27580,5290340,3,179090,603,110244,244870592,84203010,184064948,3621501174,603,1775,2,1,4,4,796,1,3605157406,3559158713,1524238481,276100216,276100216,2,1,12148409504,73389,73389,4,4,4,276100216,21,3,217646,93914917,3968675,115129,27512,3605157406,6504128,80239094,32844
139540.14,29,262144,64,208892,13763808714,143,1,603,6942601,29,55109,62,68,156544,132751530,1208,1,67,31149,5295385,3,179090,603,124520,251381056,94631986,184682135,4091267849,603,1775,2,1,4,4,796,1,4072953374,4026960841,1549818722,312469144,312469144,2,1,13748642336,73389,73389,4,4,4,312469144,21,3,238953,94739714,4302119,123693,31081,4072953374,6818908,90334266,32844
144549.14,29,262144,64,233643,15394650166,148,1,603,7295024,29,62127,62,68,156544,133282434,1208,1,67,34784,5300273,3,179090,603,139064,274824912,105181752,185101298,4569682827,603,1775,2,1,4,4,796,1,4549400094,4503662656,1591075990,349540425,349540425,2,1,15379778700,73389,73389,4,4,4,349540425,21,3,256117,95565714,4595740,132272,34716,4549400094,7162752,100590556,32844
149556.38,29,262144,64,258552,17035846306,152,1,603,7624560,29,69149,62,68,156544,134078790,1208,1,67,38442,5305371,3,179090,603,153692,281451024,115628736,185460614,5050962371,603,1775,2,1,4,4,796,1,5028730398,4983371525,1619789154,386832890,386849274,2,1,17020647160,73389,73389,4,4,4,386832890,21,3,279124,96350116,4933326,140730,38374,5028730398,7483830,110699935,32844
154567.77,29,262144,64,284066,18716957178,156,1,603,7972018,29,76328,62,68,156544,134609694,1208,1,67,42193,5309494,3,179090,603,168708,322443408,126647471,185906405,5544763078,603,1775,2,1,4,4,796,1,5520512542,5474884733,1652168562,425040700,425057084,2,1,18701790800,73389,73389,4,4,4,425040700,21,3,303397,97180673,5298705,149421,42125,5520512542,7822597,121353506,32844
159574.72,29,262144,64,310903,20485568534,160,1,603,8330281,29,83864,62,68,156544,135406050,1208,1,67,46134,5313225,3,179090,603,184480,363717680,136999430,186096552,6063443758,603,1775,2,1,4,4,796,1,6037067294,5991877988,1680787089,465240881,465240881,2,1,20470598764,73389,73389,4,4,4,465240881,21,3,324654,97993558,5632620,159509,46066,6037067294,8170772,131370975,32844
164582.85,29,262144,64,338103,22277469302,165,3,603,8680413,29,91559,62,68,156544,136202406,1208,1,67,50129,5316424,3,179090,603,200468,404638472,147219532,186210501,6588639748,603,1775,2,1,4,4,796,1,6560098092,6515648710,1704950541,505965350,505965350,2,1,22262475400,73389,73389,4,4,4,505965350,21,3,342576,98778399,5899301,169709,50061,6560098092,8510704,141323481,32844
169590.34,29,262144,64,366346,24138501792,170,4,603,9035436,29,99532,62,68,156544,136998762,1208,1,67,54277,5319242,3,179090,603,217064,429165080,157295355,186265226,7134579645,603,1775,2,1,4,4,796,1,7103784748,7059713059,1725169155,548260524,548260524,2,1,24123463056,73389,73389,4,4,4,548260524,21,3,352012,99554354,6125373,179643,54209,7103784748,8855793,151174267,32844
174597.38,29,262144,64,394258,25977540216,175,4,603,9415027,29,107423,62,68,156544,137770986,1208,1,67,58379,5322510,3,179090,603,233472,436537560,167732125,186344961,7674440950,603,1775,2,1,4,4,796,1,7641442092,7597270752,1771919983,590058145,590058145,2,1,25961837484,73389,73389,4,4,4,590041761,21,3,379440,100373315,6448252,190173,58311,7641442092,9224854,161288424,32844
