timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
90129.09,30,262144,64,182922,12052547974,10,0,144,2,603,2301263,29,47861,15,132220626,1208,1,14,27280,7810,4,147,603,109148,201026552,53497043,32813,3587433425,603,1068,2,1,4,4,660,1,3572913694,3526746949,130419967,273575365,273575365,2,1,12037316060,73389,73389,4,4,4,273575365,14,3,207320,4480261,2113217,59250,27266,3572913694,2242013,51383656,4334
95136.17,30,262144,64,205209,13521112366,10,0,148,3,603,2531410,29,54161,15,132751530,1208,1,14,30551,8069,4,147,603,122232,206888184,62386290,34752,4017893682,603,1068,2,1,4,4,660,1,4001650206,3955987516,165062178,306950339,306966723,2,1,13505814916,73389,73389,4,4,4,306950339,14,3,222458,4992416,2262658,74334,30537,4001650206,2457076,60123813,4334
100143.98,30,262144,64,222123,14635693666,10,0,151,6,603,2726164,29,58937,15,133282434,1208,1,14,33039,8505,4,147,603,132184,211346680,69962834,35616,4345352812,603,1068,2,1,4,4,660,1,4327757342,4281790118,186527330,332287690,332287690,2,1,14619937464,73389,73389,4,4,4,332271306,14,3,233007,5424045,2412361,95703,33025,4327757342,2630461,67550788,4334
105150.36,30,262144,64,239674,15792021398,10,0,154,10,603,2926969,29,63836,15,133547886,1208,1,14,35616,8846,4,147,603,142496,232994988,78478081,36970,4684516522,603,1068,2,1,4,4,660,1,4665529886,4619809720,206711067,358558929,358575313,2,1,15776592876,73389,73389,4,4,4,358558929,14,3,246314,5855893,2568183,111192,35602,4665529886,2815777,75910841,4334
110156.61,30,262144,64,273539,18023343378,10,0,159,10,603,3426052,29,73349,15,134344242,1208,1,14,40590,9631,4,147,603,162400,275925628,88153601,38731,5339162407,603,1068,2,1,4,4,660,1,5317482014,5272092956,230659688,409284942,409301326,2,1,18008537448,73389,73389,4,4,4,409284942,14,3,273191,6736042,2793138,117651,40576,5317482014,3308401,85361927,4334
115163.13,30,262144,64,305832,20151377314,10,0,165,10,603,3867863,29,82481,15,135406050,1208,1,14,45336,10383,4,147,603,181388,301630196,98150832,41412,5963708150,603,1068,2,1,4,4,660,1,5939549726,5894172875,251332533,457645626,457645626,2,1,20136407544,73389,73389,4,4,4,457645626,14,3,291281,7545762,3009561,125693,45322,5939549726,3742170,95142960,4334
120168.33,30,262144,64,337165,22215465630,10,120016581,170,10,603,4249551,29,91332,15,136202406,1208,1,14,49939,11315,4,147,603,199796,309877556,107383812,46297,6568720375,603,1068,2,1,4,4,660,1,6542141228,6497558704,269706631,504544260,504560644,2,1,22199947440,73389,73389,4,4,4,504544260,14,3,312463,8285361,3188257,132903,49925,6542141228,4116648,104198138,4334
125178.34,30,262144,64,345206,22745360578,63,120016581,172,10,603,4389939,29,93652,68,136467858,1208,1,67,51168,213775,4,5559,603,204614,312091764,110395408,4110658,6723810895,603,1068,2,1,4,4,660,1,6696544044,6652354814,369614984,516595519,516611903,2,1,22730202836,73389,73389,4,4,4,516595519,14,3,317281,10967851,3320640,137743,51102,6696544044,4252196,107076649,4334
130197.56,30,262144,64,351065,23131459618,63,120016581,173,10,603,4502854,29,95305,68,136733310,1208,1,67,52030,443617,4,5559,603,208058,313719348,112943332,9187905,6837185298,603,1068,2,1,4,4,660,1,6809397036,6765317353,399107155,525368263,525384647,2,1,23116203572,73389,73389,4,4,4,525368263,14,3,327533,13721969,3466819,141858,51963,6809397036,4360996,109479308,4334
135210.85,30,262144,64,356870,23514031780,63,120016581,174,10,603,4618979,29,96947,68,136733310,1208,1,67,52885,609927,4,5559,603,211478,315333492,115934413,14892284,6949773946,603,1068,2,1,4,4,660,1,6921463596,6877119575,427451951,534059087,534075471,2,1,23498599828,73389,73389,4,4,4,534059087,14,3,332167,16612169,3575199,146259,52818,6921463596,4472720,112362552,4334
140224.72,30,262144,64,362110,23859298584,63,120016581,174,10,603,4722293,29,98375,68,136733310,1208,1,67,53654,766475,4,5559,603,214554,316786228,118112710,19937825,7051049232,603,1068,2,1,4,4,660,1,7022257964,6978038700,449010995,541916486,541916486,2,1,23844325384,73389,73389,4,4,4,541916486,14,3,339126,19295969,3693598,149967,53587,7022257964,4572326,114423299,4334
145262.69,30,262144,64,367630,24223036128,63,120016581,175,10,603,4839164,29,99933,68,136998762,1208,1,67,54463,904024,4,5559,603,217794,318324148,119737500,25111105,7157711526,603,1068,2,1,4,4,660,1,7128426284,7084332160,488817655,550167101,550189518,2,1,24207352444,73389,73389,4,4,4,550167101,14,3,346792,22342673,3830300,172520,54397,7128426284,4666644,115912154,4334
150294.09,30,262144,64,373771,24627495660,63,120016581,176,10,603,4945923,29,101664,68,136998762,1208,1,67,55365,1022854,4,5559,603,221402,336999068,123872180,32677994,7276351259,603,1068,2,1,4,4,660,1,7246522156,7202686683,578982931,559365829,559382213,2,1,24612096476,73389,73389,4,4,4,559365829,14,3,358502,25245470,3997752,176721,55298,7246522156,4769202,119879182,4334
155324.67,30,262144,64,379212,24986200652,63,120016581,177,10,603,5054019,29,103204,68,137264214,1208,1,67,56166,1143848,4,5559,603,224610,338512284,126782512,38700838,7381968180,603,1068,2,1,4,4,660,1,7351641900,7307496394,605095828,567524173,567524173,2,1,24971063612,73389,73389,4,4,4,567524173,14,3,365585,28160210,4141216,180676,56100,7351641900,4873343,122646046,4334
160337.25,30,262144,64,384592,25340642496,63,120016581,178,10,603,5166121,29,104726,68,137264214,1208,1,67,56954,1273492,4,5559,603,227762,339998876,128812980,43623083,7485739982,603,1068,2,1,4,4,660,1,7454926636,7411106772,620346532,575569988,575586372,2,1,25325079472,73389,73389,4,4,4,575569988,14,3,369569,31180468,4271783,192021,56888,7454926636,4974100,124545951,4334
165351.73,30,262144,64,390204,25710457616,63,120016581,179,10,603,5266209,29,106310,68,137529666,1208,1,67,57780,1368581,4,5559,603,231062,341560988,131042032,49291776,7594384647,603,1068,2,1,4,4,660,1,7563061036,7519178646,648368253,583968059,583990476,2,1,25694594596,73389,73389,4,4,4,583968059,14,3,374021,33971833,4373071,196053,57713,7563061036,5070156,126673955,4334
170402.39,30,262144,64,395842,26081904276,63,120016581,180,11,603,5366826,29,107899,68,137770986,1208,1,67,58608,1445705,4,5559,603,234378,359903044,133963924,55528915,7703426710,603,1068,2,1,4,4,660,1,7671588652,7627780075,723963199,592429507,592429507,2,1,26066177412,73389,73389,4,4,4,592413123,14,3,390134,36850834,4544192,200086,58541,7671588652,5166740,129425168,4334
