timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
120219.02,184,262144,64,28091,1852301750,12,227,7,576,596101,13,11030,17,108334228,1154,1,4,536,34849018,15,139396072,16,5181,1019517,4,46280,576,22404,7924825568,35674665,46643104,621516798,576,1487,3,1,4,4,1162,3,618153272,586405755,84591863,35377252,35426404,3,1,1839617136,73389,73389,4,4,4,35377256,11,3,136288,17168145,970019,25264,5166,618153272,570837,34707334,24319
125233.66,274,262144,64,42854,2824201742,12,319,11,576,934863,13,16836,17,112122952,1154,1,4,536,53245832,15,212983328,16,7697,1486228,4,46280,576,33612,13312852480,54944167,86810088,927441733,576,1487,3,1,4,4,1162,3,922395990,892339554,145132561,54057554,54123090,3,1,2810992840,73389,73389,4,4,4,54057558,11,3,160605,28336143,1318273,72911,7688,922395990,861952,53627862,24319
130271.23,382,262144,64,57478,3787016362,12,414,19,576,1226346,13,22570,17,113981116,1154,1,4,536,71475390,15,285578120,16,10216,2265673,4,46280,576,44324,16216719024,73709101,127367371,1233113425,576,1487,3,1,4,4,1162,3,1226385509,1195468847,205780302,72590400,72639552,3,1,3772996896,73389,73389,4,4,4,72557636,11,3,184249,39596332,1625105,85470,10204,1226385509,1140876,72088392,24319
135295.15,495,262144,64,72152,4753373234,12,513,22,576,1525741,13,28370,17,115827214,1154,1,4,536,89786518,15,358952148,16,12739,2714545,4,46280,576,55460,21161273176,92720484,168145349,1538240891,576,1487,3,1,4,4,1162,3,1529829743,1499721614,266652685,91194815,91227583,3,1,4742130412,73389,73389,4,4,4,91194819,11,3,208746,51292882,1961112,98708,12724,1529829743,1427033,90764691,24319
140314.21,599,262144,64,86552,5703414218,12,604,25,576,1807744,13,34055,17,116792494,1154,1,4,536,107762393,15,430985024,16,15210,3080906,4,46280,576,66276,25502950336,111278273,209272187,1838027885,576,1487,3,1,4,4,1162,3,1827963092,1798568699,327407934,109477139,109493523,3,1,5692811260,73389,73389,4,4,4,109477143,11,3,232002,62957253,2294655,111237,15196,1827963092,1696507,108989490,24319
145343.49,709,262144,64,100870,6647333158,12,697,33,576,2104721,13,39698,17,117106210,1154,1,4,536,125670292,15,502551896,16,17673,3808958,4,46280,576,77596,32394010840,129876429,249903980,2136665446,576,1487,3,1,4,4,1162,3,2124958889,2095780585,387836769,127640901,127673669,3,1,6636474916,73389,73389,4,4,4,127624521,11,3,253254,74123108,2596307,130386,17658,2124958889,1974335,127286862,24319
150377.01,818,262144,64,115566,7615505868,12,791,41,576,2400999,13,45483,17,117106210,1154,1,4,536,144045273,15,575995824,16,20179,4314027,4,46280,576,88948,38625358152,148991908,290589216,2440666814,576,1487,3,1,4,4,1162,3,2427283970,2400654839,448603265,146259541,146292309,3,1,7605496164,73389,73389,4,4,4,146259545,11,3,270861,85489412,2896592,143080,20164,2427283970,2257919,146103399,24319
155400.45,944,262144,64,130307,8584431686,12,888,53,576,2710728,13,51258,17,117106210,1154,1,4,536,162351818,15,649148332,16,22721,4932259,4,46280,576,100488,45054679688,167937315,330560567,2747986626,576,1487,3,1,4,4,1162,3,2732920913,2705810769,508897687,164860526,164893294,3,1,8572747384,73389,73389,4,4,4,164860530,11,3,292825,96989538,3220815,176766,22706,2732920913,2533962,164724427,24319
160412.63,1056,262144,64,144903,9548488128,12,979,62,576,2993400,13,57027,17,117395794,1154,1,4,536,180619351,15,722348164,16,25224,5348925,4,46280,576,112104,52596773192,186942140,371585659,3052291684,576,1487,3,1,4,4,1162,3,3035558621,3009327766,570004489,183388166,183420934,3,1,9535332696,73389,73389,4,4,4,183371786,11,3,319077,107667542,3567783,198092,25208,3035558621,2795308,183384135,24319
165424.27,1159,262144,64,159882,10536076278,16,1076,69,576,3301464,13,62937,21,117395794,1154,1,4,536,199292489,15,797040484,20,27808,5827894,4,56588,576,124260,61154395304,206381555,413188814,3364120605,576,1487,3,1,4,4,1162,3,3345673308,3320214337,632080565,202377161,202442697,3,1,10523612404,73389,73389,4,4,4,202377165,11,3,345787,119079215,3894628,228151,27789,3345673308,3073313,202498442,24319
170454.24,1275,262144,64,174402,11491459788,16,1172,74,576,3584533,13,68640,21,117395794,1154,1,4,536,217399893,15,869212404,20,30318,6835784,4,56588,576,136004,69142220104,225226444,473594119,3668828856,576,1487,3,1,4,4,1162,3,3648724157,3621011940,713001276,220791445,220791445,3,1,11481155172,73389,73389,4,4,4,220791449,11,3,371091,132167374,4196905,240841,30299,3648724157,3343692,221041757,24319
175483.25,1367,262144,64,188813,12440568626,16,1263,80,576,3867599,13,74311,21,117395794,1154,1,4,536,235319642,15,941019844,20,32794,7485230,4,56588,576,147472,76447820112,243959991,533067519,3970155644,576,1487,3,1,4,4,1162,3,3948413861,3919972031,793036755,239019028,239035412,3,1,12427285552,73389,73389,4,4,4,238986264,11,3,402378,144208598,4569831,255721,32776,3948413861,3611878,239402364,24319
180506.82,1465,262144,64,203224,13391909674,16,1357,81,585,4202860,13,80028,21,118894890,1172,1,4,536,253432709,15,1013472248,20,35280,8234779,4,56588,585,158804,82948941368,262959747,594042780,4270825005,585,1511,3,1,4,4,1162,3,4247436726,4219127753,874297950,257321610,257370762,3,1,13380723752,73389,73389,4,4,4,257321614,11,3,426298,157032745,4869480,328437,35262,4247436726,3874423,258103293,24449
185530.54,1563,262144,64,217852,14355625936,16,1452,86,594,4499968,13,85788,21,120404686,1190,1,4,536,271658543,15,1086439980,20,37809,8910430,4,56588,594,170892,92196569272,281906892,654386316,4578153567,594,1558,3,1,4,4,1162,3,4553100908,4522452201,954928576,275858330,275891098,3,1,14343781224,73389,73389,4,4,4,275841950,11,3,454230,169495431,5187866,357568,37790,4553100908,4142400,276731677,24571
190554.19,1669,262144,64,233320,15373704676,17,1551,88,594,4828238,13,91859,22,120404686,1190,1,4,536,290949681,15,1163540028,21,40472,9993540,4,63901,594,183106,99517827304,301855716,716183260,4900740094,594,1558,3,1,4,4,1162,3,4873942153,4843327935,1038112315,295415176,295447944,3,1,15360737216,73389,73389,4,4,4,295398796,11,3,491180,182913876,5580073,411456,40451,4873942153,4416782,296290467,24571
195570.29,1790,262144,64,249514,16441606828,17,1652,93,594,5145590,13,98241,22,120718402,1190,1,4,536,311177489,15,1244395624,21,43263,10976049,4,63901,594,195818,106748465840,322764980,778387625,5239819466,594,1558,3,1,4,4,1162,3,5211184221,5179656430,1123528220,315956333,315972717,3,1,16429729348,73389,73389,4,4,4,315956337,11,3,526798,196641309,5985628,426149,43242,5211184221,4719441,316793197,24571
200580.68,1891,262144,64,265056,17465476380,17,1757,96,594,5471807,13,104387,22,120718402,1190,1,4,536,330620885,15,1322289484,21,45925,11736002,4,63901,594,207986,113797036288,343268175,842102245,5562274224,594,1558,3,1,4,4,1162,3,5531878835,5501644630,1209153648,335645966,335695118,3,1,17453590264,73389,73389,4,4,4,335645970,11,3,567431,209594325,6383512,458442,45907,5531878835,5013365,336899070,24571
205609.31,1987,262144,64,280882,18507378988,17,1861,123,594,5824959,13,110626,22,121020052,1190,1,4,536,350402134,15,1401479336,21,48638,12645968,4,63901,594,220846,123217620312,364083914,905742300,5891708937,594,1558,3,1,4,4,1162,3,5859517965,5829793466,1295123020,355683981,355716749,3,1,18495567044,73389,73389,4,4,4,355683985,11,3,592024,222897537,6740909,514784,48619,5859517965,5310175,357357025,24571
210631.98,2100,262144,64,295966,19501257184,17,1954,127,594,6114682,13,116566,22,121020052,1190,1,4,536,369241894,15,1476773956,21,51227,13463139,4,63901,594,233354,133323455488,383749006,969500666,6206109158,594,1558,3,1,4,4,1162,3,6172225559,6142700688,1380577997,374800174,374849326,3,1,19489609080,73389,73389,4,4,4,374800178,11,3,626592,235029692,7104223,527839,51207,6172225559,5586843,376659971,24571
215655.65,2215,262144,64,311614,20533702462,17,2060,129,594,6463074,13,122766,22,121020052,1190,1,4,536,388806008,15,1555159688,21,53920,14523888,4,63901,594,245990,142018797640,404473868,1032777040,6532130383,594,1558,3,1,4,4,1162,3,6496478642,6467425916,1466570384,394634660,394732964,3,1,20521002352,73389,73389,4,4,4,394634664,11,3,655626,248417004,7463262,584397,53901,6496478642,5878677,397028672,24571
220681.38,2308,262144,64,326691,21526132494,17,2152,135,594,6755075,13,128703,22,121020052,1190,1,4,536,407619836,15,1630414832,21,56503,15292302,4,63901,594,258134,150510751504,424212321,1097458094,6846454364,594,1558,3,1,4,4,1162,3,6809101651,6780158431,1552278459,413724562,413790098,3,1,21513677256,73389,73389,4,4,4,413724566,11,3,682743,261860554,7837724,600523,56483,6809101651,6154552,416391800,24571
225693.41,2409,262144,64,342282,22552622076,17,2253,137,594,7049165,13,134836,22,121020052,1190,1,4,536,427092136,15,1708110064,21,59174,16424914,4,63901,594,271014,160827157376,444438743,1161570304,7170266258,594,1558,3,1,4,4,1162,3,7131136270,7103387860,1638209407,433475857,433508625,3,1,22540744596,73389,73389,4,4,4,433475861,11,3,709213,276218635,8232734,617070,59153,7131136270,6432095,436224736,24571
230741.41,2515,262144,64,358673,23634375968,17,2362,143,594,7454006,13,141311,22,121020052,1190,1,4,536,447580711,15,1790064544,21,62015,17512951,4,63901,594,284378,170188768040,465639160,1224285878,7514153777,594,1558,3,1,4,4,1162,3,7473157332,7443766798,1724283696,454272681,454305449,3,1,23622179444,73389,73389,4,4,4,454272685,11,3,740323,291065864,8577884,715312,61994,7473157332,6738694,457081397,24571
235777.94,2617,262144,64,374373,24668008974,17,2465,145,594,7788808,13,147487,22,121020052,1190,1,4,536,467159025,15,1868313088,21,64727,18475150,4,63901,594,296450,175931596688,486047298,1288254190,7844010296,594,1558,3,1,4,4,1162,3,7801204015,7769413791,1809986499,474146856,474179624,3,1,24655636544,73389,73389,4,4,4,474146860,11,3,768025,305176461,8922546,762832,64706,7801204015,7025976,477145515,24571
240806.65,2715,262144,64,390122,25706687276,17,2566,153,594,8180172,13,153677,22,121020052,1190,1,4,536,486748805,15,1946671992,21,67468,19217559,4,63901,594,308738,182047787992,506320665,1352412292,8178339385,594,1558,3,1,4,4,1162,3,8133722238,8097135612,1896173075,494049037,494130957,3,1,25690549956,73389,73389,4,4,4,494049041,11,3,798305,318073583,9263224,868456,67451,8133722238,7311716,497077849,24571
245825.94,2817,262144,64,404806,26673747772,17,2657,158,594,8472256,13,159464,22,121020052,1190,1,4,536,505113663,15,2020140324,21,70059,19823968,4,63901,594,320554,188905780992,525630147,1417430839,8492198747,594,1558,3,1,4,4,1162,3,8445888443,8402040636,1982035876,512645260,512678028,3,1,26657553552,73389,73389,4,4,4,512645264,11,3,829077,330821428,9626875,888015,70038,8445888443,7584241,516025524,24571
250847.14,2929,262144,64,419733,27657650532,17,2755,161,594,8775907,13,165335,22,121020052,1190,1,4,536,523667521,15,2094605476,21,72748,20572601,4,63901,594,332962,196638928080,545176879,1482297769,8817077300,594,1558,3,1,4,4,1162,3,8769022687,8712833780,2067911962,531497150,531529918,3,1,27637851832,73389,73389,4,4,4,531497154,11,3,855280,344370862,9950538,901231,72727,8769022687,7874676,535249117,24571
255866.99,3027,262144,64,434537,28634131862,17,2854,164,594,9115640,13,171170,22,121020052,1190,1,4,536,542099861,15,2168141136,21,75425,21281628,4,63901,594,345382,204650966672,564741310,1546522171,9141336976,594,1558,3,1,4,4,1162,3,9091533006,9021279941,2153453626,550224001,550224001,3,1,28611648084,73389,73389,4,4,4,550224005,11,3,884541,357384505,10337571,951007,75404,9091533006,8164633,554426499,24571
260884.70,3123,262144,64,450601,29691421466,17,2958,170,603,9474806,13,177464,22,122461656,1208,1,4,536,561943783,15,2247516556,21,78366,22536445,4,63901,603,359070,213679590184,585500256,1609534249,9498384954,603,1578,3,1,4,4,1162,3,9446677143,9356041544,2239059707,570431889,570481041,3,1,29662458260,73389,73389,4,4,4,570431893,11,3,915933,371853401,10692465,997746,78345,9446677143,8477060,574829836,24655
265897.41,3228,262144,64,466160,30715334198,18,3063,172,738,9863931,13,183516,23,144901272,1478,1,4,536,581036117,15,2323886232,22,81411,23725064,4,66133,738,373000,221849817088,605666876,1674050261,9865827869,738,2139,3,1,4,4,1162,3,9812178606,9682081755,2326247850,589869729,589902497,3,1,30673225940,73389,73389,4,4,4,589869733,11,3,949310,386268249,11094810,1068479,81390,9812178606,8795452,594592792,27114
