timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
65083.86,25,262144,64,27804,1832238054,1,209,0,576,269917,20,13,10906,6,107103496,1154,1,4,349,34509728,8,138038912,5,5129,943,4,19,576,20782,1209770448,19655198,4445,619445838,556,297,20,3,1,4,4,789,3,616543683,580017270,20762712,35033632,35033632,3,1,1821748896,73389,73389,4,4,4,35033636,8,3,51734,643853,196172,8628,5124,616543683,261289,19459442,1728
70089.80,25,262144,64,34853,2296409396,1,273,0,576,332718,20,13,13700,6,109021990,1154,1,4,349,43299436,8,173197744,5,6362,1014,4,19,576,25758,1420978072,24499994,4613,765410410,556,297,20,3,1,4,4,789,3,761809697,726108020,25858538,43964183,43964183,3,1,2286137548,73389,73389,4,4,4,43964187,8,3,51776,793239,212078,10351,6357,761809697,322367,24288390,1728
75095.99,27,262144,64,41924,2762336246,1,337,0,576,395131,20,13,16504,6,111543784,1154,1,4,349,52118365,8,208473460,5,7606,1161,4,19,576,30762,1559780256,29332229,4671,911182698,556,297,20,3,1,4,4,789,3,906878521,872799113,30942321,52925343,52925343,3,1,2752117868,73389,73389,4,4,4,52925347,8,3,51781,943282,225984,12082,7601,906878521,383049,29106826,1728
80101.42,27,262144,64,48979,3226900804,1,337,0,576,453173,20,13,19235,6,113751862,1154,1,4,349,60923429,8,243693716,5,8684,1245,4,19,576,35102,1697879224,34174976,4724,1052003317,556,297,20,3,1,4,4,789,3,1047072320,1018970248,36016204,61855894,61872278,3,1,3216506520,73389,73389,4,4,4,61855898,8,3,51816,1077293,245360,13719,8679,1047072320,439454,33929869,1728
85108.39,28,262144,64,55888,3682488340,1,401,0,576,513468,20,13,21977,6,116237458,1154,1,4,349,69538933,8,278155732,5,9910,1361,4,19,576,40058,1946919696,39030316,4797,1196364514,556,297,20,3,1,4,4,789,3,1190733453,1162408372,41117802,70610095,70610095,3,1,3671724972,73389,73389,4,4,4,70610099,8,3,51895,1224691,276207,15440,9905,1190733453,498028,38754658,1728
90115.25,33,262144,64,62930,4146792164,1,465,0,576,576780,20,13,24772,6,116816626,1154,1,4,349,78315693,8,313262772,5,11178,1463,4,19,576,45182,2189643648,43867066,4925,1346020225,556,297,20,3,1,4,4,789,3,1339671495,1308643559,46210382,79544520,79544520,3,1,4136315072,73389,73389,4,4,4,79544524,8,3,51899,1379183,296907,17210,11173,1339671495,559570,43570580,1728
95121.79,36,262144,64,69977,4611435734,1,499,0,576,639767,20,13,27532,6,116816626,1154,1,4,349,87092567,8,348370268,5,12392,1545,4,19,576,50130,2620442344,48711886,4943,1494192899,556,297,20,3,1,4,4,789,3,1487151951,1455007980,51305417,88470753,88470753,3,1,4600479188,73389,73389,4,4,4,88470757,8,3,51900,1527991,323588,18947,12387,1487151951,620820,48388991,1728
100128.04,36,262144,64,77021,5075581046,1,529,0,576,704252,20,13,30296,6,116816626,1154,1,4,349,95905836,8,383623344,5,13585,1613,4,19,576,55042,3276715456,53544914,4984,1644083458,556,297,20,3,1,4,4,789,3,1636361471,1601074817,56389615,97399145,97399145,3,1,5064755572,73389,73389,4,4,4,97399149,8,3,51901,1678078,350261,20727,13580,1636361471,683525,53195616,1728
105135.06,66,262144,64,83302,5489432806,1,593,4,576,772050,20,13,32795,6,116816626,1154,1,4,349,103740482,8,414961928,5,14667,2331,4,19,576,59418,3500037856,58289792,5466,1769480789,556,297,20,3,1,4,4,789,3,1761113118,1731429121,61475539,105363040,105363040,3,1,5478878112,73389,73389,4,4,4,105363044,8,3,51911,1838851,377267,22658,14662,1761113118,749392,57913617,1728
110142.46,76,262144,64,89621,5905147502,1,613,6,576,849787,20,13,35256,6,117106210,1154,1,4,349,111604516,8,446418064,5,15739,2727,4,19,576,63726,3596271552,63115494,5585,1902479826,556,297,20,3,1,4,4,789,3,1893468248,1862353175,66596147,113355829,113355829,3,1,5894503140,73389,73389,4,4,4,113355833,8,3,51911,2012340,407007,24826,15734,1893468248,824961,62709999,1728
115149.46,90,262144,64,95434,6287990566,1,657,21,576,919334,20,13,37554,6,117106210,1154,1,4,349,118868505,8,475474020,5,16710,3387,4,19,576,69226,11187538408,67937962,5890,2020363535,556,297,20,3,1,4,4,789,3,2010758258,1982820259,71691127,120723867,120723867,3,1,6277641116,73389,73389,4,4,4,120723871,8,3,51919,2175537,438084,27950,16705,2010758258,891384,67501324,1728
120158.40,135,262144,64,101355,6678201102,1,721,23,576,988114,20,13,39909,6,117106210,1154,1,4,349,126251898,8,504943176,5,17772,3637,4,19,576,74886,17821255624,72759787,6588,2143396965,556,297,20,3,1,4,4,789,3,2133145431,2105711472,76792107,128229010,128229010,3,1,6667908552,73389,73389,4,4,4,128229014,8,3,51934,2343092,466354,31575,17767,2133145431,956539,72295023,1728
125165.70,135,262144,64,107427,7078645422,1,721,23,576,1061050,20,13,42263,6,117395794,1154,1,4,349,133828506,8,535314024,5,18757,3848,4,19,576,78854,17952322512,77563677,7154,2271417987,556,297,20,3,1,4,4,789,3,2260560462,2231707413,81877163,135912218,135912218,3,1,7067435368,73389,73389,4,4,4,135912222,8,3,51942,2508345,488931,34867,18752,2260560462,1026183,77076665,1728
130172.88,174,262144,64,113286,7464828924,1,785,25,576,1117165,20,13,44602,6,117395794,1154,1,4,349,141146985,8,564587940,5,19724,4605,4,19,576,82778,18214117584,82405643,7492,2382272432,556,297,20,3,1,4,4,789,3,2370814383,2353374059,86962268,143351825,143351825,3,1,7454294932,73389,73389,4,4,4,143351829,8,3,51955,2653140,522626,38714,19719,2370814383,1078451,81885277,1728
135179.89,188,262144,64,119367,7865561418,1,807,25,576,1191709,20,13,46976,6,117395794,1154,1,4,349,148730561,8,594857656,5,20875,5028,4,19,576,87414,18365436880,87220234,7665,2524830925,556,297,20,3,1,4,4,789,3,2512689483,2479469332,92071077,151061768,151061768,3,1,7855211968,73389,73389,4,4,4,151061772,8,3,51996,2827894,553086,41038,20870,2512689483,1150671,86669683,1728
140187.04,195,262144,64,125755,8286666850,1,849,25,576,1250240,20,13,49493,6,117395794,1154,1,4,349,156709412,8,626772984,5,21841,5508,4,19,576,91310,18513849680,92067982,7877,2642888247,556,297,20,3,1,4,4,789,3,2630158851,2612033294,97161488,159154576,159154576,3,1,8276037984,73389,73389,4,4,4,159154580,8,3,52004,2968927,578397,43167,21836,2630158851,1207073,91492271,1728
145194.61,212,262144,64,131705,8678838260,1,913,26,576,1318314,20,13,51866,6,117395794,1154,1,4,349,164132755,8,656531020,5,23019,5855,4,19,576,96730,21840337792,96870720,8122,2780516908,556,297,20,3,1,4,4,789,3,2767086400,2735478239,102242777,166700679,166700679,3,1,8667583372,73389,73389,4,4,4,166684299,8,3,52031,3136899,598507,45869,23014,2767086400,1272445,96274920,1728
150202.06,212,262144,64,137863,9084592894,1,913,26,576,1384373,20,13,54255,6,117395794,1154,1,4,349,171839482,8,687357928,5,23974,6318,4,19,576,102434,30690519528,101707115,8783,2903215535,556,297,20,3,1,4,4,789,3,2889196644,2863162936,107337390,174500734,174500734,3,1,9074038200,73389,73389,4,4,4,174500738,8,3,52048,3288408,623570,48124,23969,2889196644,1336249,101086067,1728
155209.26,237,262144,64,143686,9468067186,1,977,26,576,1452067,20,13,56570,6,117395794,1154,1,4,349,179095483,8,716317464,5,25041,6617,4,19,576,107166,32870150480,106542509,9061,3028669282,556,297,20,3,1,4,4,789,3,3013995286,2983991866,112450327,181876964,181876964,3,1,9457602160,73389,73389,4,4,4,181876968,8,3,52074,3453207,649864,50921,25036,3013995286,1401146,105895579,1728
160217.10,271,262144,64,149988,9882667770,1,1041,26,576,1517917,20,13,59074,6,117395794,1154,1,4,349,186943884,8,747775536,5,26107,7008,4,19,576,111450,32965793344,111361173,9205,3151937459,556,297,20,3,1,4,4,789,3,3136623235,3114502895,117537514,189853369,189853369,3,1,9872375220,73389,73389,4,4,4,189853373,8,3,52096,3612515,675922,52857,26102,3136623235,1465060,110687581,1728
165225.91,271,262144,64,156060,10283425806,1,1041,26,576,1592174,20,13,61429,6,117395794,1154,1,4,349,194534849,8,778139396,5,27110,7323,4,19,576,115494,33114379984,116187552,9665,3283025653,556,297,20,3,1,4,4,789,3,3267097821,3240518327,122644550,197550802,197550802,3,1,10272641736,73389,73389,4,4,4,197550806,8,3,53824,3781287,717104,55851,27105,3267097821,1536323,115473027,1728
170235.25,303,262144,64,161711,10655326256,1,1105,27,585,1667409,20,13,63683,6,118894890,1172,1,4,349,201580319,8,806321276,5,28161,7880,4,19,585,120454,36664435924,120952268,12107,3403828331,565,307,20,3,1,4,4,789,3,3387244566,3357705623,127745848,204716199,204716199,3,1,10645242380,73389,73389,4,4,4,204716203,8,3,53922,3960448,748803,58214,28156,3387244566,1609195,120206399,1782
175243.88,303,262144,64,167605,11043513934,1,1105,27,585,1728643,20,13,65959,6,118894890,1172,1,4,349,208934332,8,835672808,5,29046,8019,4,19,585,125790,45103723740,125779614,12437,3516870850,565,307,20,3,1,4,4,789,3,3499723537,3479946214,132842754,212174349,212174349,3,1,11033066180,73389,73389,4,4,4,212174353,8,3,56353,4101865,779517,61423,29041,3499723537,1667220,125003153,1782
180251.31,314,262144,64,173807,11452453802,1,1169,28,585,1796153,20,13,68432,6,118894890,1172,1,4,349,216671307,8,866685228,5,30217,8143,4,19,585,132158,53015696988,130606314,12541,3656202211,565,307,20,3,1,4,4,789,3,3638371085,3608690064,137935853,220037781,220037781,3,1,11441964644,73389,73389,4,4,4,220037785,8,3,56368,4260370,806241,64586,30212,3638371085,1731567,129803540,1782
185258.80,321,262144,64,179784,11846394684,1,1232,28,585,1854803,20,13,70811,6,118894890,1172,1,4,349,224135719,8,896542876,5,31245,8335,4,19,585,137958,60944325228,135447324,12990,3775429430,565,307,20,3,1,4,4,789,3,3756975998,3732766488,143017505,227608460,227608460,3,1,11835639952,73389,73389,4,4,4,227608464,8,3,60339,4400443,848947,67776,31240,3756975998,1787027,134602032,1782
190265.88,321,262144,64,185596,12229606588,1,1233,28,585,1911090,20,13,73066,6,118894890,1172,1,4,349,231389713,8,925558852,5,32182,8430,4,19,585,143478,69286473372,140291403,13201,3897032127,565,307,20,3,1,4,4,789,3,3877985995,3853292491,148085703,234966147,234980372,3,1,12218239676,73389,73389,4,4,4,234966151,8,3,60399,4529115,872625,70837,32177,3877985995,1840253,139422592,1782
195271.31,328,262144,64,191118,12593209752,1,1296,28,585,1970224,20,13,75277,6,118894890,1172,1,4,349,238306465,8,953225860,5,33243,8522,4,19,585,148942,74996846948,145132129,13708,4020371725,565,307,20,3,1,4,4,789,3,4000669209,3967806080,153163538,241981929,241981929,3,1,12583060340,73389,73389,4,4,4,241981933,8,3,61510,4667402,902187,73419,33238,4000669209,1896805,144234009,1782
200277.69,328,262144,64,197392,13007218126,1,1297,28,585,2035826,20,13,77708,6,119208606,1172,1,4,349,246137457,8,984549828,5,34289,8627,4,19,585,155034,83960015828,149983374,13925,4153736417,565,307,20,3,1,4,4,789,3,4133400635,4098251755,158265383,249925122,249925122,3,1,12996106376,73389,73389,4,4,4,249925126,8,3,61886,4814842,922073,76509,34284,4133400635,1959317,149065558,1782
205283.09,330,262144,64,202920,13371057648,1,1361,29,585,2091130,20,13,79916,6,119208606,1172,1,4,349,253041908,8,1012167632,5,35236,8679,4,19,585,160086,89893558492,154835414,14504,4264476715,565,307,20,3,1,4,4,789,3,4243538194,4212884088,163339299,256926679,256926679,3,1,13360187340,73389,73389,4,4,4,256926683,8,3,64063,4943529,958788,79153,35231,4243538194,2011977,153881153,1782
210288.44,341,262144,64,208407,13732246392,1,1371,29,585,2148991,20,13,82052,6,119208606,1172,1,4,349,259894184,8,1039576736,5,36158,8765,4,19,585,165334,97223377348,159684556,14766,4380418073,565,307,20,3,1,4,4,789,3,4358888044,4326562169,168411267,263870892,263893309,3,1,13721286416,73389,73389,4,4,4,263870896,8,3,64801,5072464,992116,81806,36153,4358888044,2067185,158696978,1782
215294.64,354,262144,64,214222,14115522178,1,1425,30,585,2206419,20,13,84364,6,119208606,1172,1,4,349,267164216,8,1068656864,5,37143,9011,4,19,585,170974,105206295524,164536531,15694,4497503826,565,307,20,3,1,4,4,789,3,4475349935,4447156687,173495391,271253155,271253155,3,1,14105164092,73389,73389,4,4,4,271253159,8,3,67065,5207927,1030834,84676,37138,4475349935,2121743,163510398,1782
220301.46,362,262144,64,219969,14494353582,1,1488,30,585,2273868,20,13,86655,6,119208606,1172,1,4,349,274329090,8,1097316360,5,38232,9179,4,19,585,176574,111054145252,169355348,16178,4624775799,565,307,20,3,1,4,4,789,3,4601961615,4566483061,178576281,278520730,278520730,3,1,14483077992,73389,73389,4,4,4,278520734,8,3,67196,5363429,1064331,87844,38227,4601961615,2186024,168295385,1782
225307.48,362,262144,64,226608,14931932682,1,1489,30,585,2340793,20,13,89231,6,119208606,1172,1,4,349,282631298,8,1130525192,5,39280,9437,4,19,585,180798,111205252012,174204053,17238,4757696214,565,307,20,3,1,4,4,789,3,4734262061,4704195435,183683119,286941218,286941218,3,1,14920943368,73389,73389,4,4,4,286941222,8,3,67470,5514809,1088169,89928,39275,4734262061,2250865,173120622,1782
230332.17,409,262144,64,238704,15729060228,9,1593,30,585,2540816,20,13,94027,14,119208606,1172,1,4,349,297745328,8,1190852032,13,41394,202816,4,1009,585,190534,117280718724,188268294,11850306,5009698507,565,307,20,3,1,4,4,789,3,4984917661,4954959069,210349252,302270992,302303760,3,1,15718091616,73389,73389,4,4,4,302270996,8,3,116002,10284594,1428545,98214,41382,4984917661,2442602,186845726,1782
235344.45,522,262144,64,254756,16787318420,13,1691,33,585,2837308,20,13,100338,18,119208606,1172,1,4,349,317738304,8,1270953216,17,44152,580902,4,2209,585,203122,124613907044,208731079,36832766,5344678548,565,307,20,3,1,4,4,789,3,5318058365,5287942156,256841252,322593124,322658660,3,1,16773990512,73389,73389,4,4,4,322576744,8,3,139150,19878433,1809573,111606,44136,5318058365,2725702,206928279,1782
240369.95,629,262144,64,270844,17846391460,13,1794,39,594,3144660,20,13,106669,18,120718402,1190,1,4,349,337829726,8,1351189648,17,46916,1502022,4,2209,594,216194,134050341340,229407346,80384885,5680594881,574,346,20,3,1,4,4,789,3,5652143966,5621737943,322470729,342958819,342991587,3,1,17833006652,73389,73389,4,4,4,342942439,8,3,160311,31903889,2157364,125597,46900,5652143966,3019063,227256038,1970
245400.60,740,262144,64,286742,18893941742,13,1897,42,594,3459751,20,13,112922,18,120718402,1190,1,4,349,357660737,8,1430384704,17,49644,2560193,4,2209,594,229166,143709296164,249688933,124520776,6010950317,574,346,20,3,1,4,4,789,3,5980686511,5951526401,388173621,363088661,363154197,3,1,18880610404,73389,73389,4,4,4,363088665,8,3,183182,44349699,2489041,153296,49630,5980686511,3306455,247205069,1970
250413.24,846,262144,64,302070,19903798656,13,1998,45,594,3761445,20,13,118983,18,120718402,1190,1,4,349,376833111,8,1507203272,17,52276,3099521,4,2209,594,240838,149038049844,269629737,169060452,6330075390,574,346,20,3,1,4,4,789,3,6298046625,6269471016,454035872,382532534,382565302,3,1,19890100132,73389,73389,4,4,4,382501929,8,3,196090,56219703,2759225,173255,52261,6298046625,3588190,266875814,1970
255438.23,964,262144,64,317329,20909761018,13,2094,52,594,4059266,20,13,125001,18,121020052,1190,1,4,349,395932309,8,1583600156,17,54896,3442189,4,2209,594,252426,154231975948,289419845,213457347,6648515514,574,346,20,3,1,4,4,789,3,6614729156,6586123431,519558796,401890169,401922937,3,1,20897436852,73389,73389,4,4,4,401873789,8,3,221048,68290683,3090010,204127,54881,6614729156,3855139,286351590,1970
260453.00,1065,262144,64,333099,21950491272,13,2198,55,594,4355316,20,13,131228,18,121020052,1190,1,4,349,415656343,8,1662431600,17,57612,4151422,4,2209,594,264886,161696809404,309855800,257670576,6977163524,574,346,20,3,1,4,4,789,3,6941573080,6913647378,585229099,421878144,421943680,3,1,21937663520,73389,73389,4,4,4,421878148,8,3,239138,80612088,3375664,218429,57597,6941573080,4136887,306484464,1970
265465.01,1164,262144,64,348235,22945895044,13,2295,61,594,4652169,20,13,137183,18,121020052,1190,1,4,349,434549203,8,1738067548,17,60219,4526620,4,2209,594,277302,171021908092,329434250,302667043,7293961897,574,346,20,3,1,4,4,789,3,7256644630,7227316862,650758217,441040059,441040059,3,1,22934083100,73389,73389,4,4,4,441040063,8,3,260613,92745189,3663933,245822,60203,7256644630,4406347,325776646,1970
270502.11,1292,262144,64,364856,24042046520,13,2405,62,594,4960783,20,13,143744,18,121020052,1190,1,4,349,455294401,8,1821177604,17,63072,5127517,4,2209,594,290546,179583477100,350803102,345836668,7640450443,574,346,20,3,1,4,4,789,3,7601238223,7572114917,716446973,462095153,462144305,3,1,24028096020,73389,73389,4,4,4,462078773,8,3,285164,105011804,3994967,266953,63057,7601238223,4693830,346813616,1970
275536.58,1409,262144,64,381279,25122760404,13,2506,68,594,5258844,20,13,150211,18,121020052,1190,1,4,349,475793116,8,1903172464,17,65890,5560584,4,2209,594,303662,188240054060,371608484,389678761,7982673932,574,346,20,3,1,4,4,789,3,7941603654,7912305810,782274071,482888991,482954527,3,1,25109375596,73389,73389,4,4,4,482872611,8,3,314991,116670376,4346504,280908,65874,7941603654,4977936,367266753,1970
280563.04,1508,262144,64,396364,26117029918,13,2607,75,594,5558042,20,13,156162,18,121020052,1190,1,4,349,494599566,8,1978398264,17,68507,5990661,4,2209,594,315582,195036461612,390966140,434599705,8300581734,574,346,20,3,1,4,4,789,3,8257776332,8225724135,847815266,501978449,502060369,3,1,26102879380,73389,73389,4,4,4,501978453,8,3,335010,128477265,4638139,312229,68492,8257776332,5245813,386333696,1970
285580.70,1611,262144,64,411858,27138405306,17,2702,78,594,5865438,20,13,162241,22,121020052,1190,1,4,349,513925084,8,2055377376,21,71201,7035064,4,21821,594,327718,201424700028,410861799,492053818,8627497517,574,346,20,3,1,4,4,789,3,8582927574,8547450307,927315734,521630996,521680148,3,1,27124811824,73389,73389,4,4,4,521631000,8,3,376740,141917863,5031824,344529,71181,8582927574,5520909,405836675,1970
290592.50,1718,262144,64,427876,28194828002,17,2803,84,612,6189728,29,13,168556,22,123959923,1226,1,4,349,533900912,8,2135345228,21,74011,7917558,4,21821,612,340718,209658769556,431771943,556488798,8967358391,583,415,29,3,1,4,4,789,3,8920961742,8880498089,1014018216,541899658,541932426,3,1,28178782248,73389,73389,4,4,4,541899662,8,3,397795,155678257,5360126,367980,73991,8920961742,5821748,426418411,2194
295608.77,1834,262144,64,444015,29255918252,17,2915,88,639,6506222,29,13,174849,22,128349979,1280,1,4,349,553720205,8,2214493060,21,77017,8730642,4,21821,639,354362,217232328140,452440951,619652831,9329520150,610,543,29,3,1,4,4,789,3,9281186612,9217292099,1099485128,562117256,562166408,3,1,29230097344,73389,73389,4,4,4,562117260,8,3,419619,169323323,5682805,382772,76998,9281186612,6123450,446765407,2857
300639.83,1947,262144,64,459974,30307779946,17,3024,94,756,6853863,29,13,181142,22,148422949,1514,1,4,349,573491618,8,2293837184,21,79998,9372867,4,21821,756,367798,224321712284,473040361,683269758,9692011218,727,5900,29,3,1,4,4,789,3,9641761073,9550695168,1185325360,582228555,582261323,3,1,30275884892,73389,73389,4,4,4,582228559,8,3,446531,183393124,6026743,430885,79978,9641761073,6422978,467020361,5001
