event,value,description
MarkCacheHits,1211956,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,110,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
QueryConditionCacheHits,13754,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,13806,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
CreatedReadBufferOrdinary,1212420,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,6776603542,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,32440,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,102725129,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,306285,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,1716594,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,2840936,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1171,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,902270,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,2025084,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,52576,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,42671641,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,50586,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,50538,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,12073433,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,8981383,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,90714,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,723671000413,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,72783853,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,105927,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,113117,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,2944,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,435417120864,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,1741668483456,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,6149,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,2885843,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,4215860,Total time spent executing query plan optimizations.
SelectedParts,13780,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,13780,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,13780,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,101130042,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,101130042,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,826852275153,Number of rows SELECTed from all tables.
SelectedBytes,39914524158402,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,826852228956,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,826852228956,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,27,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,12555,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,42574,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,9259045,Time spent loading marks
LoadedMarksFiles,110,Number of mark files loaded.
LoadedMarksCount,807389,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3659504,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,384101,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,26147,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,159,Time spent resetting task for Common executor.
ContextLock,2516121,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,103796,Context lock wait time in microseconds
RWLockAcquiredReadLocks,3916,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,10995,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,7,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,380,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,157376,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,536,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,121959,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,888781372092,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,284535673691,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,8446002811,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,802434802,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,124227020169,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,292970766671,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSWriteBytes,3145728,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,12471463969641,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,54900,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHit,100073501,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,12460685909911,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,6661860066,Time spent reading data from page cache in ThreadPoolReader.
SynchronousReadWaitMicroseconds,6809030276,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,91,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,20502,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2171,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,5154,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,402,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1355,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,167,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LoggerElapsedNanoseconds,1189400,Cumulative time spend in logging
InterfaceHTTPSendBytes,2476883,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,1713173,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,364053,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,3421,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,1241,Number of created server HTTP connections
HTTPServerConnectionsReused,1043,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,1378,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,1117,Number of expired server HTTP connections.
HTTPServerConnectionsReset,782,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsGranted,2,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquired,67786,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,2,Total number of noncompeting CPU slot acquired
ConcurrencyControlWaitMicroseconds,58839682941,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,151669424648,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,3685604,Total number of CPU preemptions
ConcurrencyControlUpscales,67785,Total number of CPU upscaling events
ConcurrencyControlDownscales,67785,Total number of CPU downscaling events
MemoryWorkerRun,142344,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,23549667,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,41164,Number of rows that passed the filter in the query
FilterTransformPassedBytes,2517314,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
