timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55418.95,20,262144,64,126442,8331931402,128,585,2694072,8,31964,67,12683,127102578,1172,1,66,19023,1235193,2,138758,585,43614747,50494536,2495258308,585,1174,2,1,2,2,1046,1,2484511132,2438904305,497933818,189021659,189021659,2,1,8316952996,73389,73389,2,2,2,189021659,19,1,3,346728,28981380,3988243,78209,18957,2484511132,2615863,39621220,12180
60444.80,20,262144,64,152350,10039128910,133,585,3001863,8,39303,67,12683,127886868,1172,1,66,22829,1257610,2,138758,585,50738281,52600593,2995933708,585,1174,2,1,2,2,1046,1,2983240092,2937958002,590848676,227808942,227825326,2,1,10023593448,73389,73389,2,2,2,227808942,19,1,3,361013,30191760,4229625,86028,22763,2983240092,2915835,46502992,12180
65457.69,20,262144,64,160753,10592747890,134,585,3230617,8,41649,67,12683,128152320,1172,1,66,24063,1311843,2,138758,585,55282723,55887069,3158537429,585,1174,2,1,2,2,1046,1,3145114012,3099761886,616469638,240392681,240409065,2,1,10577277964,73389,73389,2,2,2,240392681,19,1,3,364757,31861776,4470626,93321,23997,3145114012,3137296,50805676,12180
70486.00,20,262144,64,167664,11048056254,135,585,3427546,8,43590,67,12683,128152320,1172,1,66,25080,1349920,2,138758,585,58686807,59686808,3292450903,585,1174,2,1,2,2,1046,1,3278414236,3232931457,651426597,250744322,250760706,2,1,11032750168,73389,73389,2,2,2,250744322,19,1,3,369363,33676525,4686575,99846,25014,3278414236,3327700,53994894,12180
75512.15,20,262144,64,171335,11289966170,136,585,3533522,8,44643,67,12683,128417772,1172,1,66,25619,1446608,2,138758,585,61002684,64220679,3363457632,585,1174,2,1,2,2,1046,1,3349062044,3303610540,747610279,256246743,256246743,2,1,11274856692,73389,73389,2,2,2,256246743,19,1,3,374389,35711967,4817558,104151,25553,3349062044,3429371,56178989,12180
80551.04,20,262144,64,175555,11567855350,137,585,3651066,8,45851,67,12683,128417772,1172,1,66,26238,1557952,2,138758,585,62784577,68674877,3444994560,585,1174,2,1,2,2,1046,1,3430195612,3384855125,811229811,262560172,262560172,2,1,11552647568,73389,73389,2,2,2,262560172,19,1,3,379828,38092061,4954919,108383,26172,3430195612,3542683,57823312,12180
85602.36,20,262144,64,179052,11798362002,137,585,3747564,8,46803,67,12683,128417772,1172,1,66,26753,1676028,2,138758,585,64338583,73143424,3512841377,585,1174,2,1,2,2,1046,1,3497697692,3452221884,847390329,267800449,267800449,2,1,11782498860,73389,73389,2,2,2,267784065,19,1,3,384530,40352256,5060989,111952,26687,3497697692,3635612,59270261,12180
90650.28,20,262144,64,182147,12002523182,138,585,3837766,8,47703,67,12683,128683224,1172,1,66,27206,1833319,2,138758,585,66483587,77615782,3572529452,585,1174,2,1,2,2,1046,1,3557073308,3511894956,875992606,272434518,272450902,2,1,11987118792,73389,73389,2,2,2,272434518,19,1,3,390260,42666465,5182471,115359,27140,3557073308,3722407,61292898,12180
95688.47,20,262144,64,185011,12191280094,138,585,3958627,8,48483,67,12683,128683224,1172,1,66,27630,2084114,2,138758,585,67782847,82012281,3628389096,585,1174,2,1,2,2,1046,1,3612647836,3567071947,971849899,276718490,276734874,2,1,12175613560,73389,73389,2,2,2,276718490,19,1,3,394082,45327815,5271586,154303,27564,3612647836,3804324,62503608,12180
100720.27,20,262144,64,187636,12364229110,139,585,4036898,8,49254,67,12683,128948676,1172,1,66,28013,2257294,2,138758,585,69429347,86709065,3678852127,585,1174,2,1,2,2,1046,1,3662848412,3617569979,1084139159,280644173,280666590,2,1,12348343612,73389,73389,2,2,2,280644173,19,1,3,396249,47949037,5362617,157052,27947,3662848412,3879846,64058389,12180
105753.02,20,262144,64,190909,12579935038,139,585,4132367,8,50148,67,12683,128948676,1172,1,66,28493,2466071,2,138758,585,70837191,91050407,3742085867,585,1174,2,1,2,2,1046,1,3725762972,3680633012,1099738116,285556770,285573154,2,1,12564497880,73389,73389,2,2,2,285556770,19,1,3,397318,50521159,5434589,160389,28427,3725762972,3971978,65394063,12180
110782.49,20,262144,64,194583,12821776110,140,585,4238638,8,51204,67,12683,128948676,1172,1,66,29034,2710106,2,138758,585,73008389,95625548,3813353195,585,1174,2,1,2,2,1046,1,3796672924,3751347321,1411259608,291061350,291061350,2,1,12806699400,73389,73389,2,2,2,291061350,19,1,3,405823,52942932,5592668,163861,28968,3796672924,4074777,67407054,12180
115815.69,20,262144,64,197930,13042452362,140,585,4331106,8,52119,67,12683,128948676,1172,1,66,29524,2868268,2,138758,585,74593511,99798542,3878041204,585,1174,2,1,2,2,1046,1,3861029276,3815854122,1423890878,296072251,296088635,2,1,13027179044,73389,73389,2,2,2,296072251,19,1,3,408795,55077857,5686076,167045,29459,3861029276,4164061,68898616,12180
120853.64,20,262144,64,202387,13336139026,141,585,4454746,8,53388,67,12683,129214128,1172,1,66,30180,2937513,2,138758,585,76579023,104503106,3964315070,585,1174,2,1,2,2,1046,1,3946881436,3901744448,1632880994,302743969,302760353,2,1,13320734636,73389,73389,2,2,2,302743969,19,1,3,412270,57369722,5809071,174771,30114,3946881436,4279975,70761664,12180
125918.95,20,262144,64,206211,13588075950,142,585,4555719,8,54486,67,12683,129214128,1172,1,66,30740,3004238,2,138758,585,78665457,109063707,4038214084,585,1174,2,1,2,2,1046,1,4020412828,3975354121,1660622294,308467574,308483958,2,1,13572573256,73389,73389,2,2,2,308467574,19,1,3,414474,59624256,5909815,178423,30675,4020412828,4377296,72746613,12180
130966.17,20,262144,64,209851,13827954250,142,585,4649545,8,55479,67,12683,129214128,1172,1,66,31275,3434397,2,138758,585,80322994,113630051,4108558504,585,1174,2,1,2,2,1046,1,4090405276,4045440714,1676786440,313920843,313937227,2,1,13812517092,73389,73389,2,2,2,313920843,19,1,3,417096,62136482,6021064,181963,31209,4090405276,4467582,74292616,12180
136039.48,20,262144,64,213344,14058198758,143,585,4745816,8,56486,67,12683,129479580,1172,1,66,31787,3558501,2,138758,585,82682717,118893900,4176138971,585,1174,2,1,2,2,1046,1,4157645212,4112809430,1724954085,319161120,319161120,2,1,14043089280,73389,73389,2,2,2,319161120,19,1,3,426180,64402643,6179181,185491,31722,4157645212,4560325,76494560,12180
141082.45,20,262144,64,216366,14257044906,144,585,4827270,8,57363,67,12683,129479580,1172,1,66,32233,3610371,2,138758,585,83967631,123433737,4234764598,585,1174,2,1,2,2,1046,1,4215972252,4170981009,1743568509,323676627,323676627,2,1,14241050692,73389,73389,2,2,2,323660243,19,1,3,428094,66872664,6248385,188521,32167,4215972252,4638749,77710734,12180
146105.19,20,262144,64,218853,14421094746,144,585,4902594,8,58043,67,12683,129479580,1172,1,66,32598,3933751,2,138758,585,85337161,128127457,4282854209,585,1174,2,1,2,2,1046,1,4263813532,4218945320,1765783281,327403543,327403543,2,1,14405755892,73389,73389,2,2,2,327403543,19,1,3,431255,69697580,6317862,199007,32532,4263813532,4703587,79010962,12180
151142.47,20,262144,64,221448,14591957022,144,585,4971487,8,58749,67,12683,129479580,1172,1,66,32978,4220182,2,138758,585,86477011,132353477,4333049232,585,1174,2,1,2,2,1046,1,4313751964,4268899649,1775330643,331271882,331288266,2,1,14575962808,73389,73389,2,2,2,331271882,19,1,3,432249,72643703,6396588,201568,32913,4313751964,4769919,80070756,12180
156200.07,20,262144,64,223697,14740155908,145,585,5027929,8,59418,67,12683,129745032,1172,1,66,33306,4531134,2,138758,585,87351608,137537185,4376261103,585,1174,2,1,2,2,1046,1,4356743580,4312135704,1796138401,334648701,334665085,2,1,14724542844,73389,73389,2,2,2,334648701,19,1,3,434072,75747128,6458624,208304,33241,4356743580,4819625,80882958,12180
161507.61,20,262144,64,226231,14907273874,145,585,5083990,8,60108,67,12683,129745032,1172,1,66,33679,4965098,2,138758,585,88586527,142277939,4425268912,585,1174,2,1,2,2,1046,1,4405502364,4361033889,1844645948,338441153,338457537,2,1,14891410732,73389,73389,2,2,2,338441153,19,1,3,436362,78929873,6540967,211161,33614,4405502364,4872829,82035045,12180
166593.93,20,262144,64,229001,15089870402,146,585,5143342,8,60921,67,12683,130010484,1172,1,66,34088,5561283,2,138758,585,90180525,147216322,4479146731,585,1174,2,1,2,2,1046,1,4459110812,4414427364,1905031517,342602245,342618629,2,1,15074498780,73389,73389,2,2,2,342602245,19,1,3,440223,82102437,6623245,214045,34022,4459110812,4929297,83547211,12180
171627.63,20,262144,64,231693,15267355122,146,585,5204254,8,61653,67,12683,130010484,1172,1,66,34485,6044729,2,138758,585,91602134,152043302,4531446610,585,1174,2,1,2,2,1046,1,4511146396,4466318353,1934623979,346640457,346640457,2,1,15252180108,73389,73389,2,2,2,346640457,19,1,3,441761,85189168,6698827,217452,34419,4511146396,4986802,84893163,12180
176791.53,20,262144,64,235059,15489083502,147,585,5281058,8,62628,67,12683,130010484,1172,1,66,34978,6292028,2,138758,585,93573986,157147670,4596385368,585,1174,2,1,2,2,1046,1,4575764892,4531173537,2194109936,351669901,351686285,2,1,15473475644,73389,73389,2,2,2,351669901,19,1,3,445902,88108620,6802896,221248,34912,4575764892,5059810,86760894,12180
181846.40,20,262144,64,238555,15719259166,147,585,5358419,8,63581,67,12683,130010484,1172,1,66,35494,6516255,2,138758,585,94870507,161912106,4664360330,585,1174,2,1,2,2,1046,1,4643398044,4598476051,2205818839,356904145,356904145,2,1,15703782380,73389,73389,2,2,2,356904145,19,1,3,448113,90994908,6888869,227172,35428,4643398044,5131247,87971528,12180
187134.26,20,262144,64,241397,15906694946,148,585,5424507,8,64410,67,12683,130275936,1172,1,66,35909,6838239,2,138758,585,96263552,167132729,4719157987,585,1174,2,1,2,2,1046,1,4697923996,4653174465,2246302677,361155349,361177766,2,1,15890835356,73389,73389,2,2,2,361155349,19,1,3,449573,94163306,6957905,230564,35844,4697923996,5193943,89294786,12180
192753.49,20,262144,64,244128,16086614910,148,585,5487418,8,65154,67,12683,130275936,1172,1,66,36309,7310344,2,138758,585,97914660,172823693,4771722769,585,1174,2,1,2,2,1046,1,4750221724,4705822797,2461843931,365242713,365259097,2,1,16070679372,73389,73389,2,2,2,365242713,19,1,3,454172,97743108,7054264,233709,36244,4750221724,5253709,90849903,12180
197939.42,20,262144,64,247435,16304404270,149,585,5560859,8,66113,67,12683,130275936,1172,1,66,36796,7834584,2,138758,585,98975221,177379887,4835879197,585,1174,2,1,2,2,1046,1,4814053788,4769524255,2665956041,370206621,370206621,2,1,16289091324,73389,73389,2,2,2,370206621,19,1,3,457233,100813297,7137765,237255,36730,4814053788,5323604,91826964,12180
203153.20,20,262144,64,250894,16532420554,149,585,5633160,8,67056,67,12683,130275936,1172,1,66,37307,8080326,2,138758,585,100337969,182357414,4903189517,585,1174,2,1,2,2,1046,1,4881031580,4836104573,2880543852,375381362,375397746,2,1,16516779928,73389,73389,2,2,2,375381362,19,1,3,461342,103364667,7238576,240607,37241,4881031580,5392553,93089265,12180
208191.48,20,262144,64,254604,16776886374,150,585,5722750,8,68119,67,12683,130541388,1172,1,66,37850,8413011,2,138758,585,102459268,187173847,4974852317,585,1174,2,1,2,2,1046,1,4952334748,4907583430,3023044180,380932935,380949319,2,1,16761049140,73389,73389,2,2,2,380932935,19,1,3,465285,106052367,7340365,256614,37785,4952334748,5466136,95108159,12180
213223.57,20,262144,64,257824,16988974102,151,585,5802817,8,69020,67,12683,130541388,1172,1,66,38323,8557693,2,138758,585,104367321,192189874,5037027522,585,1174,2,1,2,2,1046,1,5014200732,4969563360,3093781836,385765771,385765771,2,1,16972973028,73389,73389,2,2,2,385749387,19,1,3,468703,108670380,7434911,274895,38257,5014200732,5527922,96921776,12180
218517.22,20,262144,64,261828,17252707506,151,585,5888440,8,70148,67,12683,130541388,1172,1,66,38910,8730183,2,138758,585,105922065,197487301,5114347599,585,1174,2,1,2,2,1046,1,5091139996,5046656287,3135247961,391759712,391759712,2,1,17237427328,73389,73389,2,2,2,391759712,19,1,3,473612,111398914,7542588,279206,38844,5091139996,5609234,98367806,12180
223523.43,20,262144,64,277568,18290084090,154,585,6051133,8,74602,67,12683,131072292,1172,1,66,41223,8818549,2,138758,585,110333169,201391556,5418735404,585,1174,2,1,2,2,1046,1,5394309532,5349922942,3195060441,415346134,415346134,2,1,18275229896,73389,73389,2,2,2,415346134,19,1,3,481704,113528602,7693762,284710,41158,5394309532,5766423,102628570,12180
228544.25,20,262144,64,316241,20838095870,160,585,6354061,8,85482,67,12683,131868648,1172,1,66,46905,8822377,2,138758,585,120652747,202117231,6166327871,585,1174,2,1,2,2,1046,1,6139060636,6094851571,3224146917,473243577,473259961,2,1,20822717388,73389,73389,2,2,2,473243577,19,1,3,494047,114312703,7917151,292173,46840,6139060636,6061888,112724492,12180
233550.67,20,262144,64,357280,23542227634,167,585,6689899,8,97057,67,12683,132930456,1172,1,66,52931,8827334,2,138758,585,132477971,203223366,6959181373,585,1174,2,1,2,2,1046,1,6928900508,6885234401,3271027577,534704096,534720480,2,1,23526980224,73389,73389,2,2,2,534704096,19,1,3,514121,115160934,8207710,300562,52865,6928900508,6389337,124259031,12180
238556.17,20,262144,64,398978,26289825140,174,585,7020272,8,108813,67,12683,133992264,1172,1,66,59056,8832554,2,138758,585,143352122,203941539,7765053103,585,1174,2,1,2,2,1046,1,7731716508,7688534736,3306331717,597153688,597153688,2,1,26274041376,73389,73389,2,2,2,597137304,19,1,3,535419,115991827,8483030,308839,58990,7731716508,6711433,134857869,12180
