timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55856.97,27,262144,64,55511,3657938126,117,1,585,4763104,18,12009,65,67,218635,125280612,1172,1,66,8599,3558611,2,194515,585,23154045,72496365,1123763435,585,1707,2,1,2,2,709,1,1118347676,1072600258,455763202,82782075,82798459,2,1,3642411300,73389,73389,2,2,2,82782075,17,3,236866,47707585,3272382,94136,8534,1118347676,4668968,19881018,39951
60897.65,27,262144,64,63064,4155586054,118,1,585,4939182,18,14128,65,67,218635,125546064,1172,1,66,9712,3594605,2,194515,585,25869305,76595462,1270173337,585,1707,2,1,2,2,709,1,1264099740,1218157415,517492588,94098213,94098213,2,1,4140321372,73389,73389,2,2,2,94098213,17,3,244003,49654980,3471281,102261,9646,1264099740,4836921,22397424,39951
65933.07,27,262144,64,69484,4578450790,119,1,585,5102955,18,15935,65,67,218635,125546064,1172,1,66,10653,3676411,2,194515,585,29045044,80960285,1394081490,585,1707,2,1,2,2,709,1,1387438492,1341780491,665646389,103706541,103706541,2,1,4563087804,73389,73389,2,2,2,103706541,17,3,253419,51736384,3655355,107703,10587,1387438492,4995252,25388590,39951
70948.98,27,262144,64,76914,5068303242,120,1,585,5299248,18,18012,65,67,218635,125811516,1172,1,66,11744,3721782,2,194515,585,32345830,84852774,1537733922,585,1707,2,1,2,2,709,1,1530438044,1484910779,705731052,114832104,114848488,2,1,5052612576,73389,73389,2,2,2,114832104,17,3,259065,53746775,3854680,115694,11678,1530438044,5183554,28489501,39951
75954.93,27,262144,64,111592,7353412762,126,1,585,5582251,18,27786,65,67,218635,126837126,1172,1,66,16840,3728018,2,194515,585,40793299,86464755,2208229741,585,1707,2,1,2,2,709,1,2198380956,2152827847,747621927,166774407,166790791,2,1,7338073908,73389,73389,2,2,2,166774407,17,3,281168,54849816,4099039,123263,16774,2198380956,5458988,36692066,39951
80960.85,27,262144,64,157551,10381839810,134,1,585,5920402,18,40732,65,67,218635,128152320,1172,1,66,23594,3731696,2,194515,585,52370796,86845563,3096696780,585,1707,2,1,2,2,709,1,3083641244,3038079192,778030374,235600805,235617189,2,1,10366435420,73389,73389,2,2,2,235600805,17,3,306648,55633635,4365227,131608,23528,3083641244,5788794,48003600,39951
85966.21,27,262144,64,203985,13441396458,141,1,585,6259234,18,53823,65,67,218635,129214128,1172,1,66,30414,3734355,2,194515,585,62607753,86991313,3994127976,585,1707,2,1,2,2,709,1,3977552284,3932473028,800971224,305131715,305148099,2,1,13425795460,73389,73389,2,2,2,305131715,17,3,336432,56384602,4598086,140069,30348,3977552284,6119165,58008051,39951
90971.57,27,262144,64,249717,16454753778,149,1,585,6590436,18,66733,65,67,218635,130275936,1172,1,66,37131,3737023,2,194515,585,74814196,87209073,4877882796,585,1707,2,1,2,2,709,1,4857962908,4813429458,855237949,373616208,373632592,2,1,16439113152,73389,73389,2,2,2,373616208,17,3,360000,57109131,4824381,148316,37065,4857962908,6442120,69988217,39951
95976.25,27,262144,64,297679,19615245790,157,1,585,6928123,18,80256,65,67,218635,131603196,1172,1,66,44179,3738889,2,194515,585,85860550,87250872,5805228767,585,1707,2,1,2,2,709,1,5781758364,5737331571,889626951,445458977,445475361,2,1,19600194988,73389,73389,2,2,2,445458977,17,3,379196,57836732,5045390,156821,44113,5781758364,6771302,80813514,39951
100981.42,27,262144,64,346404,22825741770,165,1,585,7276676,18,93983,65,67,218635,132665004,1172,1,66,51337,3741512,2,194515,585,96397875,87369684,6747022281,585,1707,2,1,2,2,709,1,6719971740,6675833688,917964528,518424050,518440434,2,1,22810658200,73389,73389,2,2,2,518424050,17,3,387593,58580638,5219954,165378,51271,6719971740,7111298,91176680,39951
106009.51,27,262144,64,390230,25713596240,173,1,585,7615863,18,106373,65,67,218635,133992264,1172,1,66,57771,3761614,2,194515,585,106901254,88159348,7593558790,585,1707,2,1,2,2,709,1,7563288988,7520068044,987682243,584053853,584053853,2,1,25698369532,73389,73389,2,2,2,584053853,17,3,398238,59537327,5426610,173688,57705,7563288988,7442175,101473784,39951
111033.90,27,262144,64,398513,26259350900,174,1,585,7843460,18,108684,65,67,218635,133992264,1172,1,66,58990,3810091,2,194515,585,111416623,91868159,7754054224,585,1707,2,1,2,2,709,1,7723065756,7679646006,1017213603,596449176,596449176,2,1,26242777396,73389,73389,2,2,2,596426759,17,3,407337,61333913,5691640,182405,58924,7723065756,7661055,105723524,39951
