event,start_value,end_value,diff,description
InsertedBytes,47649483,62889409,15239926,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
InsertedCompactParts,375,495,120,Number of parts inserted in Compact format.
InsertedRows,3877,5117,1240,Number of rows INSERTed to all tables.
InterfaceHTTPReceiveBytes,3746783,5339777,1592994,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,98465303,135034838,36569535,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,1489,1489,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,249220,249220,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,1372,1912,540,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,1391059,2056720,665661,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,202918576707,282784488822,79865912115,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,3774,5389,1615,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,811674306828,1131137955288,319463648460,Total number of rows in the result of a JOIN operation.
LoadedDataParts,17,17,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2434948,2434948,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,3294074,4154840,860766,Number of marks loaded (total across columns).
LoadedMarksFiles,418,562,144,Number of mark files loaded.
LoadedMarksMemoryBytes,7017856,8137632,1119776,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,1219264194105,2269142634987,1049878440882,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,76960,114312,37352,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,1197160485,1724274478,527113993,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,51252201,71375537,20123336,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,4273894861,6783252561,2509357700,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,76812,114164,37352,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,88750588,150753997,62003409,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,49,49,0,Number of log messages with level Info
LogWarning,3,3,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,6918748,6918748,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,303485,474116,170631,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,418,562,144,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryAllocatorPurge,1,1,0,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,7419,7419,0,Total time spent for memory allocator purge
MemoryWorkerRun,71739,94023,22284,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,284042180,410513330,126471150,Total time spent by MemoryWorker for background work
Merge,65,89,24,Number of launched background merges.
MergeExecuteMilliseconds,1417285,1439157,21872,Total busy time spent for execution of background merges
MergeHorizontalStageExecuteMilliseconds,1090585,1109181,18596,Total busy time spent for execution of horizontal stage of background merges
MergeHorizontalStageTotalMilliseconds,1090817,1109541,18724,Total time spent for horizontal stage of background merges
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,1419875254,1442534742,22659488,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,834570,1309158,474588,Time spent resetting task for MergeMutate executor.
MergeProjectionStageExecuteMilliseconds,326700,329976,3276,Total busy time spent for execution of projection stage of background merges
MergeProjectionStageTotalMilliseconds,326735,330024,3289,Total time spent for projection stage of background merges
MergeSourceParts,436,580,144,Number of source parts scheduled for merges.
MergeTotalMilliseconds,1417558,1439573,22015,Total time spent for background merges
MergeTreeDataWriterBlocks,376,495,119,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,376,495,119,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeTreeDataWriterCompressedBytes,81487400,107591004,26103604,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterRows,3867,5117,1250,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterSortingBlocksMicroseconds,2229,3079,850,Time spent sorting blocks
MergeTreeDataWriterUncompressedBytes,47526579,62889409,15362830,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeVerticalStageTotalMilliseconds,6,8,2,Total time spent for vertical stage of background merges
MergedColumns,99970,136882,36912,Number of columns merged during the horizontal stage of merges.
MergedIntoCompactParts,24,48,24,Number of parts merged into Compact format.
MergedIntoWideParts,41,41,0,Number of parts merged into Wide format.
MergedRows,433599,450674,17075,Rows read for background merges. This is the number of rows before merge.
MergedUncompressedBytes,609586577,636402110,26815533,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergerMutatorPartsInRangesForMergeCount,21391,28775,7384,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,90582,126186,35604,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,5314,6612,1298,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,47561,63929,16368,Time spent to select parts from ranges which can be merged.
MergerMutatorSelectRangePartsCount,436,580,144,Amount of parts in selected range for merge
MergerMutatorsGetPartsForMergeElapsedMicroseconds,223928,267613,43685,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,172173,256085,83912,Total time spent while merging sorted columns
NetworkReceiveBytes,3748272,5341266,1592994,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,96918210,96998354,80144,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,98714523,135284058,36569535,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,3502557,5258433,1755876,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,147383869924,207122463648,59738593724,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,166321071912,267042318125,100721246213,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadBytes,3424256,3424256,0,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,6441176841341,8969196520222,2528019678881,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteBytes,1102749696,1193635840,90886144,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSWriteChars,353015627,438069715,85054088,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,302505,472788,170283,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,1039125,1315589,276464,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,118706,119342,636,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,7956626,9776390,1819764,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,6545,6643,98,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,3517,4551,1034,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,12631,18001,5370,Count queries with all subqueries
Query,11548,16496,4948,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,1457,2031,574,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,1475,2049,574,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,4237908,6228790,1990882,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,33713792332,50268385390,16554593058,Total time of all queries.
RWLockAcquiredReadLocks,17751,24505,6754,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,46,75,29,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,1525192,2017632,492440,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,6416975569383,8935046315303,2518070745920,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,6385267801734,8887450784828,2502182983094,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,1286245502651,2368473115948,1082227613297,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,419,419,0,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,439828215765,612039110714,172210894949,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,439827782166,612038660040,172210877874,Number of rows read from MergeTree tables (in total) by prewhere readers.
Seek,71739,94023,22284,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,12631,18001,5370,Count SELECT queries with all subqueries
SelectQuery,11548,16496,4948,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,33713792332,50268385390,16554593058,Total time of SELECT queries.
SelectedBytes,20999449941311,29225058537949,8225608596638,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,53794137,74856780,21062643,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,53794137,74856780,21062643,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,1466,2040,574,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,1466,2040,574,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,1466,2040,574,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,439828522858,612039664154,172211141296,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,2496,2496,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,252457,346230,93773,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,159606,197225,37619,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,122027,161724,39697,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,319561482,511492363,191930881,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,69774051668,107383794145,37609742477,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,3745924721,5480209036,1734284315,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
TableFunctionExecute,2,2,0,Number of table function calls.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,230426610,335403766,104977156,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,51171359,71255393,20084034,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,6413009030048,8929731116988,2516722086940,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,3748876598,5217098199,1468221601,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
UserTimeMicroseconds,143637530566,201641818782,58004288216,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,6800544,10533876,3733332,Time spent loading marks
WriteBufferFromFileDescriptorWrite,243486,262019,18533,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,352984108,437936392,84952284,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
