event,value,description
CommonBackgroundExecutorTaskResetMicroseconds,64,Time spent resetting task for Common executor.
MergeTreeDataWriterSortingBlocksMicroseconds,28,Time spent sorting blocks
InsertedCompactParts,13,Number of parts inserted in Compact format.
MergedIntoCompactParts,2,Number of parts merged into Compact format.
ContextLock,4514,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,14,Context lock wait time in microseconds
RWLockAcquiredReadLocks,842,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,2,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,2544229,Total time spent holding data parts lock in MergeTree tables
PartsLocks,373,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,2980,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,5511,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,5898,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,2145916,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,838980,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,110107,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,7419,Total time spent for memory allocator purge
SoftPageFaults,26506,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,3,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,10,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,949022,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,131072,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,9547776,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,1528867,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,8946031,"Number of bytes written to filesystem, including page cache, as well as network and other files."
CannotWriteToWriteBufferDiscard,120,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,76,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,54,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,254805,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,194,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,1330,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,2496,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,6893,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1699,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,2505,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,469,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1239,Amount of candidate parts for merge
MergerMutatorSelectRangePartsCount,12,Amount of parts in selected range for merge
AsyncLoaderWaitMicroseconds,2262874,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,49,Number of log messages with level Info
LogWarning,3,Number of log messages with level Warning
LoggerElapsedNanoseconds,6918748,Cumulative time spend in logging
InterfaceHTTPReceiveBytes,249,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,249220,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,1489,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,1,Number of created server HTTP connections
ConcurrencyControlSlotsGranted,14,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquiredNonCompeting,14,Total number of noncompeting CPU slot acquired
MemoryWorkerRun,2879,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,112191,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,26463,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1954478,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,54,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,54,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,3,How many messages (accepted or dropped) have been sent to the async queue for the error file log
