event,value,description
AnalyzePatchRangesMicroseconds,49659,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,76187,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,296,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,43778351826,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,175113407304,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,844,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,156508,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,271974,Total time spent executing query plan optimizations.
SelectedParts,1820,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,1820,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,1820,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,10274460,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,10274460,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,84005307038,Number of rows SELECTed from all tables.
SelectedBytes,4051455976714,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,84005306280,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,84005306280,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,34,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14493,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,6573,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,1812194,Time spent loading marks
LoadedMarksFiles,143,Number of mark files loaded.
LoadedMarksCount,807422,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3661568,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,52092,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,14596,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,132,Time spent resetting task for Common executor.
ContextLock,256933,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,4512,Context lock wait time in microseconds
RWLockAcquiredReadLocks,621,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,12541,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,7,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,279,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,27851,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,214,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,13621,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,141700473607,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,41006404388,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,1143877324,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,114758277,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,1356205081,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,42149240614,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadChars,1250070326132,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,1152,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHit,10030210,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,1249083791903,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,651985231,Time spent reading data from page cache in ThreadPoolReader.
SynchronousReadWaitMicroseconds,667157286,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,101,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,21473,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2245,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,4511,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,312,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1336,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,157,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LoggerElapsedNanoseconds,1884392,Cumulative time spend in logging
InterfaceHTTPSendBytes,217137,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,154075,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,57,Number of created server HTTP connections
HTTPServerConnectionsReused,106,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,140,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,38,Number of expired server HTTP connections.
HTTPServerConnectionsReset,4,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,11263,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,4469689184,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,8612211740,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,201273,Total number of CPU preemptions
ConcurrencyControlUpscales,11263,Total number of CPU upscaling events
ConcurrencyControlDownscales,11263,Total number of CPU downscaling events
MemoryWorkerRun,13346,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,3433319,Total time spent by MemoryWorker for background work
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
