event,start_value,end_value,diff,description
InterfaceHTTPReceiveBytes,154075,249696,95621,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,217137,333200,116063,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,296,476,180,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,156508,281432,124924,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,43778351826,70400322531,26621970705,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,844,1550,706,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,175113407304,281601290124,106487882820,Total number of rows in the result of a JOIN operation.
LoadedDataParts,34,34,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14493,14493,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807422,807422,0,Number of marks loaded (total across columns).
LoadedMarksFiles,143,143,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3661568,3661568,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,131894662183,216383115552,84488453369,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,10312,16030,5718,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,3723523,7288231,3564708,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,14197,23786,9589,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,387562,1090116,702554,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,10264,15982,5718,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,1014205,1650752,636547,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1884392,1884392,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,125902,208711,82809,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,143,143,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,13346,19974,6628,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,3433319,5962608,2529289,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1336,1385,49,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2245,2346,101,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,312,325,13,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,4511,4733,222,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,21473,22481,1008,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,52092,112993,60901,Total time spent while merging sorted columns
NetworkReceiveBytes,154075,249696,95621,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,3286,5788,2502,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,217137,333200,116063,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,22796,43601,20805,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,42149240614,73100825918,30951585304,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,1356205081,4323323990,2967118909,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,1250070326132,2033395879829,783325553697,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,1152,1864,712,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,124621,206862,82241,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,188332,374731,186399,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,1847,2415,568,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,12541,12599,58,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,7,7,0,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,279,294,15,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,359,581,222,Count queries with all subqueries
Query,145,234,89,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,1785,2929,1144,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,1855,2999,1144,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,271974,502883,230909,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,4908329125,9306712803,4398383678,Total time of all queries.
RWLockAcquiredReadLocks,621,813,192,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,0,1,1,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,132313,201213,68900,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,1249440208226,2032188363862,782748155636,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,1238389053835,2013707884442,775318830607,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,141700473607,234977653854,93277180247,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,666,1002,336,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,84005306280,136808641656,52803335376,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,84005306280,136808641656,52803335376,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,280,456,176,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,13346,19974,6628,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,359,581,222,Count SELECT queries with all subqueries
SelectQuery,145,234,89,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,4908329125,9306712803,4398383678,Total time of SELECT queries.
SelectedBytes,4051455976714,6590816396268,2539360419554,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,10274460,16732692,6458232,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,10274460,16732692,6458232,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,1820,2964,1144,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,1820,2964,1144,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,1820,2964,1144,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,84005307038,136808642724,52803335686,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,101,101,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,27851,42175,14324,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,214,388,174,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,13621,19378,5757,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,114758277,196840888,82082611,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,667157286,1180050083,512892797,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,1143877324,2062059065,918181741,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,10030210,16305415,6275205,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,1249083791903,2031641176901,782557384998,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,651985231,1152812943,500827712,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,41006404388,71040587285,30034182897,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,1812194,2689659,877465,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,60,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
