event,value,description
FilteringMarksWithPrimaryKeyMicroseconds,1906,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,5878294,Time spent loading marks
LoadedMarksFiles,22,Number of mark files loaded.
LoadedMarksCount,807301,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3652160,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,6,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,129266,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,356,Time spent resetting task for Common executor.
ContextLock,132647,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,143819,Context lock wait time in microseconds
RWLockAcquiredReadLocks,597,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,3,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,3243670,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,5,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,358,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,23492,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,398,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,10205,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,522812280773,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,26056226171,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,886691961,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,7649,Total time spent for memory allocator purge
SoftPageFaults,51510608,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,278,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,300851861098,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,26943692480,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,10998648832,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,557015840147,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,312,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,112408233,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,4476738,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,554229612499,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,932076229,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,58645203292,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,3630,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,16826,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1468,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3869,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,416,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,567,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,3098671,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,49,Number of log messages with level Info
LogWarning,3,Number of log messages with level Warning
LogError,44,Number of log messages with level Error
LoggerElapsedNanoseconds,161189312,Cumulative time spend in logging
InterfaceHTTPSendBytes,33670,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,86098,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,70,Number of created server HTTP connections
HTTPServerConnectionsReused,19,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,19,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,22,Number of expired server HTTP connections.
HTTPServerConnectionsReset,22,Number of reset server HTTP connections. Server closes connection
MemoryWorkerRun,5309,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,227129310,Total time spent by MemoryWorker for background work
AsyncLoggingConsoleTotalMessages,98,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,98,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,47,How many messages (accepted or dropped) have been sent to the async queue for the error file log
