event,value,description
LocalThreadPoolJobWaitTimeMicroseconds,14528789,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,789,Total time spent analyzing index of patch parts
InsertedRows,365,Number of rows INSERTed to all tables.
InsertedBytes,4485979,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
CompileFunction,3,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,298175,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,24576,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,32,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,4732794792,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,18931179168,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,37,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,2444,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,33392,Total time spent executing query plan optimizations.
SelectedParts,80,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,80,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,80,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,1467780,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,1467780,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,12000759173,Number of rows SELECTed from all tables.
SelectedBytes,566440363027,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,12000770870,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,12000758040,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,18,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,3266677,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,117,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,6300296,Time spent loading marks
LoadedMarksFiles,86,Number of mark files loaded.
LoadedMarksCount,1089361,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,4054248,Size of in-memory representations of loaded marks.
Merge,7,Number of launched background merges.
MergeSourceParts,42,Number of source parts scheduled for merges.
MergedRows,12830,Rows read for background merges. This is the number of rows before merge.
MergedColumns,10766,Number of columns merged during the horizontal stage of merges.
MergedUncompressedBytes,13997872,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergeTotalMilliseconds,1961,Total time spent for background merges
MergeExecuteMilliseconds,1955,Total busy time spent for execution of background merges
MergeHorizontalStageTotalMilliseconds,1652,Total time spent for horizontal stage of background merges
MergeHorizontalStageExecuteMilliseconds,1649,Total busy time spent for execution of horizontal stage of background merges
MergeProjectionStageTotalMilliseconds,309,Total time spent for projection stage of background merges
MergeProjectionStageExecuteMilliseconds,306,Total busy time spent for execution of projection stage of background merges
MergingSortedMilliseconds,3439,Total time spent while merging sorted columns
MergeTreeDataWriterRows,365,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterUncompressedBytes,4485979,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeTreeDataWriterCompressedBytes,7779332,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterBlocks,36,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,36,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,2048383,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,42265,Time spent resetting task for MergeMutate executor.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,2348727,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,84,Time spent resetting task for Common executor.
MergeTreeDataWriterSortingBlocksMicroseconds,91,Time spent sorting blocks
InsertedCompactParts,36,Number of parts inserted in Compact format.
MergedIntoCompactParts,7,Number of parts merged into Compact format.
ContextLock,34090,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,63,Context lock wait time in microseconds
RWLockAcquiredReadLocks,869,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,3487960,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,17,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,602,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,14663,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLocks,12730,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,7886472733,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,4745830499,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,40896533,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,2468,Total time spent for memory allocator purge
SoftPageFaults,4486667,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,807,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,80889407,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,4786570334,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,11132354560,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,27865088,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,172710024059,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,26232462,"Number of bytes written to filesystem, including page cache, as well as network and other files."
CannotWriteToWriteBufferDiscard,328,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
MemoryAllocatedWithoutCheck,5933918,Number of times memory has been allocated without checking for memory constraints.
MemoryAllocatedWithoutCheckBytes,2152684341952,Amount of bytes that has been allocated without checking for memory constraints.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,2078566,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,1364989,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,171973176187,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,605980466,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,705499066,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,3426,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,27138,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,3747,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,4082,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,732,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,2171,Amount of candidate parts for merge
MergerMutatorSelectRangePartsCount,42,Amount of parts in selected range for merge
AsyncLoaderWaitMicroseconds,2767921,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,50,Number of log messages with level Info
LogWarning,4,Number of log messages with level Warning
LoggerElapsedNanoseconds,13845070,Cumulative time spend in logging
InterfaceHTTPSendBytes,114433,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,21574,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,21,Number of created server HTTP connections
HTTPServerConnectionsReused,20,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,20,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,5,Number of expired server HTTP connections.
HTTPServerConnectionsReset,5,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsGranted,36,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquired,504,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,36,Total number of noncompeting CPU slot acquired
ConcurrencyControlWaitMicroseconds,78069664,Total time a query was waiting on resource requests for CPU slots.
MemoryWorkerRun,7337,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,3303014,Total time spent by MemoryWorker for background work
AsyncLoggingConsoleTotalMessages,56,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,56,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,4,How many messages (accepted or dropped) have been sent to the async queue for the error file log
