event,value,description
LocalThreadPoolBusyMicroseconds,8358971279,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,20010247,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,1045,Total time spent analyzing index of patch parts
InsertedRows,456,Number of rows INSERTed to all tables.
InsertedBytes,5604402,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
CompileFunction,3,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,298175,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,24576,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,44,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,6507592839,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,26030371356,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,50,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,3381,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,40962,Total time spent executing query plan optimizations.
SelectedParts,108,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,108,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,108,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,1981503,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,1981503,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,16201025068,Number of rows SELECTed from all tables.
SelectedBytes,765654127675,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,16201036861,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,16201023354,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,18,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,3266677,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,154,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,6348194,Time spent loading marks
LoadedMarksFiles,98,Number of mark files loaded.
LoadedMarksCount,1159855,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,4142664,Size of in-memory representations of loaded marks.
Merge,9,Number of launched background merges.
MergeSourceParts,54,Number of source parts scheduled for merges.
MergedRows,13507,Rows read for background merges. This is the number of rows before merge.
MergedColumns,13842,Number of columns merged during the horizontal stage of merges.
MergedUncompressedBytes,15018939,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergeTotalMilliseconds,2620,Total time spent for background merges
MergeExecuteMilliseconds,2611,Total busy time spent for execution of background merges
MergeHorizontalStageTotalMilliseconds,2191,Total time spent for horizontal stage of background merges
MergeHorizontalStageExecuteMilliseconds,2187,Total busy time spent for execution of horizontal stage of background merges
MergeVerticalStageTotalMilliseconds,1,Total time spent for vertical stage of background merges
MergeProjectionStageTotalMilliseconds,428,Total time spent for projection stage of background merges
MergeProjectionStageExecuteMilliseconds,424,Total busy time spent for execution of projection stage of background merges
MergingSortedMilliseconds,4818,Total time spent while merging sorted columns
MergeTreeDataWriterRows,456,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterUncompressedBytes,5604402,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeTreeDataWriterCompressedBytes,9723801,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterBlocks,45,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,45,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,2737738,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,55617,Time spent resetting task for MergeMutate executor.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,2362809,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,132,Time spent resetting task for Common executor.
MergeTreeDataWriterSortingBlocksMicroseconds,112,Time spent sorting blocks
InsertedCompactParts,45,Number of parts inserted in Compact format.
MergedIntoCompactParts,9,Number of parts merged into Compact format.
ContextLock,45425,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,106,Context lock wait time in microseconds
RWLockAcquiredReadLocks,1004,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,3563089,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,17,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,687,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,18073,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLocks,15639,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,10497658718,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,6523718799,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,55572651,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,2468,Total time spent for memory allocator purge
SoftPageFaults,6316555,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,807,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,243294118,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,6579095096,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,11132354560,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,34402304,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,233511399218,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,32357854,"Number of bytes written to filesystem, including page cache, as well as network and other files."
CannotWriteToWriteBufferDiscard,412,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
MemoryAllocatedWithoutCheck,8046373,Number of times memory has been allocated without checking for memory constraints.
MemoryAllocatedWithoutCheckBytes,3010319739726,Amount of bytes that has been allocated without checking for memory constraints.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,2865589,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,1846641,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,232516133453,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,626140257,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,853945334,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,3426,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,30998,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,5059,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,4609,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,833,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,2634,Amount of candidate parts for merge
MergerMutatorSelectRangePartsCount,54,Amount of parts in selected range for merge
AsyncLoaderWaitMicroseconds,2767921,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,50,Number of log messages with level Info
LogWarning,4,Number of log messages with level Warning
LoggerElapsedNanoseconds,13845070,Cumulative time spend in logging
InterfaceHTTPSendBytes,181619,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,29226,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,30,Number of created server HTTP connections
HTTPServerConnectionsReused,27,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,27,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,8,Number of expired server HTTP connections.
HTTPServerConnectionsReset,8,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsGranted,45,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquired,504,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,45,Total number of noncompeting CPU slot acquired
ConcurrencyControlWaitMicroseconds,78069664,Total time a query was waiting on resource requests for CPU slots.
MemoryWorkerRun,9218,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,3876483,Total time spent by MemoryWorker for background work
AsyncLoggingConsoleTotalMessages,56,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,56,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,4,How many messages (accepted or dropped) have been sent to the async queue for the error file log
