event,value,description
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,2468,Total time spent for memory allocator purge
SoftPageFaults,831,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,46,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUVirtualTimeMicroseconds,37699,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,4182016,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,581632,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,2225,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,543127,"Number of bytes written to filesystem, including page cache, as well as network and other files."
CannotWriteToWriteBufferDiscard,4,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
MemoryAllocatedWithoutCheck,5834,Number of times memory has been allocated without checking for memory constraints.
MemoryAllocatedWithoutCheckBytes,353021194,Amount of bytes that has been allocated without checking for memory constraints.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,88,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,55,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,254306,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,22137,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,24759,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,3426,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,3926,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,304,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,751,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,155,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,257,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,2767921,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,50,Number of log messages with level Info
LogWarning,4,Number of log messages with level Warning
LoggerElapsedNanoseconds,13845070,Cumulative time spend in logging
InterfaceHTTPReceiveBytes,249,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,1,Number of created server HTTP connections
ConcurrencyControlSlotsGranted,1,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquiredNonCompeting,1,Total number of noncompeting CPU slot acquired
MemoryWorkerRun,268,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,69939,Total time spent by MemoryWorker for background work
AsyncLoggingConsoleTotalMessages,56,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,56,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,4,How many messages (accepted or dropped) have been sent to the async queue for the error file log
