event,start_value,end_value,diff,description
InterfaceHTTPReceiveBytes,249,7614,7365,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,0,21165,21165,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,0,12,12,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,0,949,949,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,0,1774798047,1774798047,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,0,18,18,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,0,7099192188,7099192188,Total number of rows in the result of a JOIN operation.
LoadedDataParts,18,18,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,3266677,3266677,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,0,913263,913263,Number of marks loaded (total across columns).
LoadedMarksFiles,0,56,56,Number of mark files loaded.
LoadedMarksMemoryBytes,0,3834248,3834248,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,14125688,2964889000,2950763312,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,183,469,286,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,12982,5238717,5225735,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,229,483641,483412,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,121,198284,198163,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,126,356,230,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,8762,31683,22921,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,50,50,0,Number of log messages with level Info
LogWarning,4,4,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,13845070,13845070,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,0,2800,2800,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,0,56,56,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryAllocatedWithoutCheck,5834,2097911,2092077,Number of times memory has been allocated without checking for memory constraints.
MemoryAllocatedWithoutCheckBytes,353021194,729172069748,728819048554,Amount of bytes that has been allocated without checking for memory constraints.
MemoryAllocatorPurge,1,1,0,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,2468,2468,0,Total time spent for memory allocator purge
MemoryWorkerRun,268,2093,1825,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,69939,1393045,1323106,Total time spent by MemoryWorker for background work
Merge,0,2,2,Number of launched background merges.
MergeExecuteMilliseconds,0,757,757,Total busy time spent for execution of background merges
MergeHorizontalStageExecuteMilliseconds,0,674,674,Total busy time spent for execution of horizontal stage of background merges
MergeHorizontalStageTotalMilliseconds,0,675,675,Total time spent for horizontal stage of background merges
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,0,782589,782589,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,0,15801,15801,Time spent resetting task for MergeMutate executor.
MergeProjectionStageExecuteMilliseconds,0,83,83,Total busy time spent for execution of projection stage of background merges
MergeProjectionStageTotalMilliseconds,0,84,84,Total time spent for projection stage of background merges
MergeSourceParts,0,12,12,Number of source parts scheduled for merges.
MergeTotalMilliseconds,0,759,759,Total time spent for background merges
MergeTreeDataWriterBlocks,1,10,9,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,1,10,9,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeTreeDataWriterCompressedBytes,214969,2163632,1948663,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterRows,10,102,92,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterSortingBlocksMicroseconds,11,34,23,Time spent sorting blocks
MergeTreeDataWriterUncompressedBytes,122904,1253614,1130710,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergedColumns,0,3076,3076,Number of columns merged during the horizontal stage of merges.
MergedIntoCompactParts,0,2,2,Number of parts merged into Compact format.
MergedRows,0,12021,12021,Rows read for background merges. This is the number of rows before merge.
MergedUncompressedBytes,0,12401565,12401565,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergerMutatorPartsInRangesForMergeCount,257,882,625,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,304,1040,736,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,155,419,264,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,751,2422,1671,Time spent to select parts from ranges which can be merged.
MergerMutatorSelectRangePartsCount,0,12,12,Amount of parts in selected range for merge
MergerMutatorsGetPartsForMergeElapsedMicroseconds,3926,15098,11172,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,0,1254,1254,Total time spent while merging sorted columns
NetworkReceiveBytes,249,7614,7365,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,13,176,163,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,0,21165,21165,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,0,856,856,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,37699,1709975102,1709937403,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,0,28149285,28149285,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadBytes,4182016,11130699776,11126517760,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,2225,60987179879,60987177654,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteBytes,581632,9682944,9101312,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSWriteChars,543127,9222095,8678968,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,0,2756,2756,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,121,1217,1096,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,767,923,156,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,3207160,3286327,79167,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,0,17,17,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,88,331,243,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,1,19,18,Count queries with all subqueries
Query,1,9,8,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,0,22,22,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,0,34,34,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,1736,20054,18318,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,0,298933559,298933559,Total time of all queries.
RWLockAcquiredReadLocks,179,477,298,Number of times a read lock was acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,12396,47763,35367,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,42828519,60854210706,60811382187,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,942332,60411878151,60410935819,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,147685,3541654101,3541506416,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,0,7,7,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,0,4200277335,4200277335,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,0,4200265314,4200265314,Number of rows read from MergeTree tables (in total) by prewhere readers.
Seek,268,2093,1825,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,1,19,18,Count SELECT queries with all subqueries
SelectQuery,1,9,8,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,0,298933559,298933559,Total time of SELECT queries.
SelectedBytes,122904,199213851078,199213728174,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,0,513723,513723,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,0,513723,513723,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,0,28,28,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,0,28,28,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,0,28,28,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,10,4200265528,4200265518,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,3426,3426,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,6149,8466,2317,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLocks,882,4538,3656,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,831,1350046,1349215,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,24759,604890399,604865640,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,5519,17076658,17071139,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,88,733988,733900,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,55,483213,483158,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,254306,60719042717,60718788411,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,22137,568200477,568178340,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
UserTimeMicroseconds,32181,1692981634,1692949453,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,0,6238732,6238732,Time spent loading marks
WriteBufferFromFileDescriptorWrite,131,1565,1434,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,543191,9222063,8678872,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
