event,value,description
JoinResultRowCount,7099192188,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,18,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,949,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,20054,Total time spent executing query plan optimizations.
SelectedParts,28,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,28,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,28,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,513723,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,513723,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,4200265528,Number of rows SELECTed from all tables.
SelectedBytes,199213851078,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,4200277335,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,4200265314,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,18,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,3266677,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,45,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,6238732,Time spent loading marks
LoadedMarksFiles,56,Number of mark files loaded.
LoadedMarksCount,913263,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3834248,Size of in-memory representations of loaded marks.
Merge,2,Number of launched background merges.
MergeSourceParts,12,Number of source parts scheduled for merges.
MergedRows,12021,Rows read for background merges. This is the number of rows before merge.
MergedColumns,3076,Number of columns merged during the horizontal stage of merges.
MergedUncompressedBytes,12401565,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergeTotalMilliseconds,759,Total time spent for background merges
MergeExecuteMilliseconds,757,Total busy time spent for execution of background merges
MergeHorizontalStageTotalMilliseconds,675,Total time spent for horizontal stage of background merges
MergeHorizontalStageExecuteMilliseconds,674,Total busy time spent for execution of horizontal stage of background merges
MergeProjectionStageTotalMilliseconds,84,Total time spent for projection stage of background merges
MergeProjectionStageExecuteMilliseconds,83,Total busy time spent for execution of projection stage of background merges
MergingSortedMilliseconds,1254,Total time spent while merging sorted columns
MergeTreeDataWriterRows,102,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterUncompressedBytes,1253614,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeTreeDataWriterCompressedBytes,2163632,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterBlocks,10,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,10,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,782589,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,15801,Time spent resetting task for MergeMutate executor.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,2306384,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,15,Time spent resetting task for Common executor.
MergeTreeDataWriterSortingBlocksMicroseconds,34,Time spent sorting blocks
InsertedCompactParts,10,Number of parts inserted in Compact format.
MergedIntoCompactParts,2,Number of parts merged into Compact format.
ContextLock,13527,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,39,Context lock wait time in microseconds
RWLockAcquiredReadLocks,477,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,3286327,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,17,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,331,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,8466,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLocks,4538,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,3541654101,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,1692981634,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,17076658,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,2468,Total time spent for memory allocator purge
SoftPageFaults,1350046,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,785,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,28149285,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,1709975102,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,11130699776,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,9682944,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,60987179879,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,9222095,"Number of bytes written to filesystem, including page cache, as well as network and other files."
CannotWriteToWriteBufferDiscard,104,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
MemoryAllocatedWithoutCheck,2097911,Number of times memory has been allocated without checking for memory constraints.
MemoryAllocatedWithoutCheckBytes,729172069748,Amount of bytes that has been allocated without checking for memory constraints.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,733988,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,483213,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,60719042717,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,568200477,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,604890399,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,3426,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,15098,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1040,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,2422,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,419,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,882,Amount of candidate parts for merge
MergerMutatorSelectRangePartsCount,12,Amount of parts in selected range for merge
AsyncLoaderWaitMicroseconds,2767921,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,50,Number of log messages with level Info
LogWarning,4,Number of log messages with level Warning
LoggerElapsedNanoseconds,13845070,Cumulative time spend in logging
InterfaceHTTPSendBytes,21165,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,7614,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,7,Number of created server HTTP connections
HTTPServerConnectionsReused,7,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,7,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,1,Number of expired server HTTP connections.
HTTPServerConnectionsReset,1,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsGranted,10,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquired,184,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,10,Total number of noncompeting CPU slot acquired
ConcurrencyControlWaitMicroseconds,41437999,Total time a query was waiting on resource requests for CPU slots.
MemoryWorkerRun,2093,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,1393045,Total time spent by MemoryWorker for background work
AsyncLoggingConsoleTotalMessages,56,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,56,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,4,How many messages (accepted or dropped) have been sent to the async queue for the error file log
