event,value,description
DiskWriteElapsedMicroseconds,23,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,112782445,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,164696,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,501134,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,789052,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1231,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolThreadCreationMicroseconds,473829,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,517121,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,25083,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,5679095,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,24031,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,23883,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,6216679,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,662788480,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,32496110,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,617302934752,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,1201668203,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,751809,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,388317,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,892,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,131926654827,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,527706619308,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,8217,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,635452,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,1312791,Total time spent executing query plan optimizations.
SelectedParts,912,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,912,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,912,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,33465384,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,33465384,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,273617310255,Number of rows SELECTed from all tables.
SelectedBytes,13109629860246,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,273617283312,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,273617283312,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1940732,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,6786,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,9140282,Time spent loading marks
LoadedMarksFiles,22,Number of mark files loaded.
LoadedMarksCount,807301,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3652160,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,360828,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,228564,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,834,Time spent resetting task for Common executor.
ContextLock,794612,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,265718,Context lock wait time in microseconds
RWLockAcquiredReadLocks,1749,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,3,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,1931187,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,29,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,438,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,233463,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,12134,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,89883,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,678904811091,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,149668281105,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,6364395824,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,266146208,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,207,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,15481246604,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,156034354988,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,1287606272,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,4096,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,4078890025300,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,3756,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,176096906,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,32462923,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,4059930347394,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,4102947545,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,14711188781,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,1991,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,26806,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1929,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,5565,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,499,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,773,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,1830861,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,3,Number of log messages with level Warning
LoggerElapsedNanoseconds,6949274,Cumulative time spend in logging
InterfaceHTTPSendBytes,540006,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,499463,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,249046,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,1671,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,180,Number of created server HTTP connections
HTTPServerConnectionsReused,455,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,456,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,3,Number of expired server HTTP connections.
HTTPServerConnectionsReset,2,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,28960,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,28811547385,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,33587689717,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,952848,Total number of CPU preemptions
ConcurrencyControlUpscales,28960,Total number of CPU upscaling events
ConcurrencyControlDownscales,28960,Total number of CPU downscaling events
ConcurrentQuerySlotsAcquired,456,Total number of query slots acquired
ConcurrentQueryWaitMicroseconds,29312,Total time a query was waiting for a query slots
MemoryWorkerRun,70597,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,372117482,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,26463,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1804310,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,53,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,53,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,3,How many messages (accepted or dropped) have been sent to the async queue for the error file log
