event,value,description
LoadedDataPartsMicroseconds,1940732,Microseconds spent by MergeTree tables for loading data parts during initialization.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,40029,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,41,Time spent resetting task for Common executor.
ContextLock,4317,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,5,Context lock wait time in microseconds
RWLockAcquiredReadLocks,733,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,1930694,Total time spent holding data parts lock in MergeTree tables
PartsLocks,314,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,2470,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLocks,7371,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,36628,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,10020,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,8747,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,2349,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUVirtualTimeMicroseconds,18762,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSWriteBytes,4096,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,4893,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,92,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,64,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,56,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,254901,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,677,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,4983,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,1991,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,7668,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,509,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,2183,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,387,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,597,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,1830861,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,3,Number of log messages with level Warning
LoggerElapsedNanoseconds,6949274,Cumulative time spend in logging
InterfaceHTTPReceiveBytes,249,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,249046,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,1671,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,1,Number of created server HTTP connections
MemoryWorkerRun,4974,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,270310,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,26463,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1804310,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,53,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,53,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,3,How many messages (accepted or dropped) have been sent to the async queue for the error file log
