event,value,description
JoinResultRowCount,676789655256,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,2525,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,1390894,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,1973860,Total time spent executing query plan optimizations.
SelectedParts,5380,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,5380,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,5380,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,39483282,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,39483282,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,322820413956,Number of rows SELECTed from all tables.
SelectedBytes,15576985380548,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,322820391276,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,322820391276,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,27,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,12555,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,16217,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,4328132,Time spent loading marks
LoadedMarksFiles,110,Number of mark files loaded.
LoadedMarksCount,807389,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3659504,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,156989,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,16608,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,129,Time spent resetting task for Common executor.
ContextLock,982444,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,35318,Context lock wait time in microseconds
RWLockAcquiredReadLocks,1790,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,10796,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,1,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,311,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,58885,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,197,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,44886,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,373256039674,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,114357997619,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,3515480542,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,346589230,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,61837096185,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,117869006609,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSWriteBytes,2162688,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,4835607427326,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,34433,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHit,38789601,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,4831233956027,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,2877619332,Time spent reading data from page cache in ThreadPoolReader.
SynchronousReadWaitMicroseconds,2939535585,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,91,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,17236,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1796,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3901,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,340,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1146,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,167,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LoggerElapsedNanoseconds,1189400,Cumulative time spend in logging
InterfaceHTTPSendBytes,1165554,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,727620,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,182233,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,2103,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,721,Number of created server HTTP connections
HTTPServerConnectionsReused,410,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,538,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,661,Number of expired server HTTP connections.
HTTPServerConnectionsReset,533,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsGranted,2,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquired,31019,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,2,Total number of noncompeting CPU slot acquired
ConcurrencyControlWaitMicroseconds,20803036320,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,70084771615,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,1545248,Total number of CPU preemptions
ConcurrencyControlUpscales,31018,Total number of CPU upscaling events
ConcurrencyControlDownscales,31018,Total number of CPU downscaling events
MemoryWorkerRun,50524,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,9309516,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,20582,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1258657,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
