event,value,description
LocalThreadPoolJobs,223483550,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,4932899227690,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,4195110534,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,1269105,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,27628,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,6164,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,911654596809,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,3646618387236,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,10438,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,2713402,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,4240898,Total time spent executing query plan optimizations.
SelectedParts,6316,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,6316,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,6316,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,231762462,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,231762462,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,1894491966966,Number of rows SELECTed from all tables.
SelectedBytes,90754914317813,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,1894491933442,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,1894491933442,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,17,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,7935738,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,14650,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,15822068,Time spent loading marks
LoadedMarksFiles,22,Number of mark files loaded.
LoadedMarksCount,807301,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3652160,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,582026,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,3638006,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,524,Time spent resetting task for Common executor.
ContextLock,5418694,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,478245,Context lock wait time in microseconds
RWLockAcquiredReadLocks,7436,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,2,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,7919775,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,13,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,817,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,243782,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,3045,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,513165,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,5125735891151,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,578388434337,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,16312510392,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,1,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,2829,Total time spent for memory allocator purge
SoftPageFaults,1664623736,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,23,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,295510861920,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,594695865467,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,1323008,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,28052691277585,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,25368,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHitElapsedMicroseconds,628405205,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,223253396,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,27930870931788,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,14837499643,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,148533042134,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,2,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,7750,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,22124,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2021,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,5050,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,842,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1302,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,7420772,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,62,Number of log messages with level Info
LogWarning,3,Number of log messages with level Warning
LoggerElapsedNanoseconds,105978590,Cumulative time spend in logging
InterfaceHTTPSendBytes,3717297,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,3363779,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,5522916,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,4931,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,1035,Number of created server HTTP connections
HTTPServerConnectionsReused,3141,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,3153,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,23,Number of expired server HTTP connections.
HTTPServerConnectionsReset,11,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,100690,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,31937075931,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,40321155929,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,1134928,Total number of CPU preemptions
ConcurrencyControlUpscales,100690,Total number of CPU upscaling events
ConcurrencyControlDownscales,100690,Total number of CPU downscaling events
MemoryWorkerRun,440001,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,666358810,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,26463,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1804310,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,67,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,67,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,3,How many messages (accepted or dropped) have been sent to the async queue for the error file log
