timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
82249.35,59,262144,64,93656,6171069380,64,42,129,9,603,3929709,58,22666,60,68,2,200152,129566106,1208,1,67,14221,3372764,3,239749,603,56804,202292792,40188580,129874904,1863622118,603,2071,2,1,4,4,1316,1,1854889996,1807495438,814241051,139895245,139911629,2,1,6155390780,73389,73389,4,4,4,139895245,32,1,3,407053,64314635,3442713,111874,14154,1854889996,3817835,36749760,15417
87263.86,59,262144,64,100229,6604226576,64,42,130,9,603,4032070,58,24544,60,68,2,200152,130097010,1208,1,67,15184,3441046,3,239749,603,60652,204108664,42491520,135645334,1990294848,603,2071,2,1,4,4,1316,1,1980981260,1934069792,844578782,149755366,149755366,2,1,6589236104,73389,73389,4,4,4,149755366,32,1,3,415973,67040165,3587055,115353,15116,1980981260,3916717,38907948,15417
92272.86,59,262144,64,117206,7722936644,64,42,132,9,603,4279248,58,29252,60,68,2,200152,130362462,1208,1,67,17681,3481881,3,239749,603,70636,208700536,50964780,140152044,2318809304,603,2071,2,1,4,4,1316,1,2308136972,2261123253,908064675,175166445,175182829,2,1,7707323580,73389,73389,4,4,4,175166445,32,1,3,435829,68456071,3922531,121561,17613,2308136972,4157687,47046595,15417
97281.54,59,262144,64,139946,9221188844,64,42,136,9,603,4620660,58,35704,60,68,2,200152,130893366,1208,1,67,21018,3488276,3,239749,603,83996,249336112,61572341,141668823,2758107215,603,2071,2,1,4,4,1316,1,2745655308,2699081141,943117349,209229547,209229547,2,1,9206100068,73389,73389,4,4,4,209229547,32,1,3,462404,69333178,4342148,129456,20951,2745655308,4491204,57236564,15417
102294.02,59,262144,64,162458,10704510902,64,42,140,9,603,4967851,58,42022,60,68,2,200152,131424270,1208,1,67,24326,3502771,3,239749,603,97228,255370224,72660969,142569443,3193451113,603,2071,2,1,4,4,1316,1,3179241484,3132695758,974135316,242940393,242940393,2,1,10688656396,73389,73389,4,4,4,242924009,32,1,3,482843,70258113,4724101,138635,24258,3179241484,4829216,67943674,15417
107307.74,59,262144,64,186878,12313135650,64,42,145,9,603,5348900,58,48944,60,68,2,200152,132220626,1208,1,67,27911,3508379,3,239749,603,111572,278821072,84973480,143115650,3664648657,603,2071,2,1,4,4,1316,1,3648542238,3602811433,1007546761,279495578,279511962,2,1,12297805432,73389,73389,4,4,4,279495578,32,1,3,502376,71138524,5100706,147139,27843,3648542238,5201761,79881771,15417
112321.15,59,262144,64,211283,13921301646,64,42,149,10,603,5707402,58,55871,60,68,2,200152,132751530,1208,1,67,31497,3512040,3,239749,603,125916,285332624,95740699,143712058,4136572231,603,2071,2,1,4,4,1316,1,4118566430,4073010591,1064841773,316050763,316050763,2,1,13905512676,73389,73389,4,4,4,316034379,32,1,3,525003,71980993,5435545,154907,31429,4118566430,5552495,90314045,15417
117329.42,59,262144,64,234383,15443412258,64,42,153,10,603,6042821,58,62343,60,68,2,200152,133547886,1208,1,67,34893,3516901,3,239749,603,139500,291493136,106226664,144220474,4583507447,603,2071,2,1,4,4,1316,1,4563686942,4517907911,1091292719,350644186,350660570,2,1,15428344184,73389,73389,4,4,4,350644186,32,1,3,538154,72776551,5710583,163602,34825,4563686942,5879219,100525241,15417
122337.71,59,262144,64,257475,16964998582,64,42,156,10,603,6364823,58,68853,60,68,2,200152,133813338,1208,1,67,38285,3521857,3,239749,603,153072,314576744,115280651,144463643,5029903766,603,2071,2,1,4,4,1316,1,5008283166,4962669813,1110097946,385221225,385237609,2,1,16949733900,73389,73389,4,4,4,385221225,32,1,3,545560,73502158,5943609,170889,38217,5008283166,6193934,109347546,15417
127345.82,59,262144,64,283205,18660265230,64,42,161,10,603,6697862,58,76099,60,68,2,200152,134609694,1208,1,67,42065,3525929,3,239749,603,168192,321367784,127367418,144594261,5527356535,603,2071,2,1,4,4,1316,1,5503735326,5458360467,1153340887,423740331,423756715,2,1,18644574564,73389,73389,4,4,4,423740331,32,1,3,568302,74232852,6234595,178859,41997,5503735326,6519003,121144526,15417
132352.19,59,262144,64,307944,20290585702,64,42,165,11,603,7038241,58,83067,60,68,2,200152,135406050,1208,1,67,45701,3529712,3,239749,603,182736,327895976,138829968,144659485,6005860613,603,2071,2,1,4,4,1316,1,5980313118,5934858732,1184173903,460809453,460809453,2,1,20274895036,73389,73389,4,4,4,460793069,32,1,3,583315,74976254,6495738,187978,45633,5980313118,6850263,132344398,15417
137359.87,59,262144,64,334655,22050173914,64,42,170,11,603,7427172,58,90622,60,68,2,200152,136202406,1208,1,67,49622,3533009,3,239749,603,198420,334934312,149744923,144716117,6521261102,603,2071,2,1,4,4,1316,1,6493644588,6449195752,1211661072,500790609,500806993,2,1,22034786796,73389,73389,4,4,4,500790609,32,1,3,597536,75780409,6778243,196200,49554,6493644588,7230972,142976161,15417
142366.59,59,262144,64,362670,23896264196,64,42,175,11,603,7828937,58,98534,60,68,2,200152,136998762,1208,1,67,53738,3536115,3,239749,603,214884,359487616,160140481,144750688,7062837358,603,2071,2,1,4,4,1316,1,7033005868,6988847726,1247334139,542758103,542758103,2,1,23881356532,73389,73389,4,4,4,542758103,32,1,3,616108,76598960,7081522,204109,53670,7033005868,7624828,153067501,15417
147372.25,59,262144,64,392724,25876477088,64,42,180,11,603,8240934,58,107000,60,68,2,200152,137770986,1208,1,67,58153,3536858,3,239749,603,232552,401307208,169408055,144756687,7643894562,603,2071,2,1,4,4,1316,1,7611688748,7567682613,1271141919,587752319,587768703,2,1,25861102036,73389,73389,4,4,4,587752319,32,1,3,627811,77379514,7276929,212510,58085,7611688748,8028424,162139868,15417
