timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
110629.54,8,262144,64,311260,20508989018,64,79,166,3,603,4299286,36,12,84041,69,147,135406050,1208,1,68,46187,1784839,4,413,603,184692,340356432,121041826,124035806,6069838164,567,796,36,2,1,4,4,337,1,6044014110,5998744480,1260901410,465756977,465773361,2,1,20493306988,73389,73389,4,4,4,465756977,10,3,783810,51267757,7163059,178134,46119,6044014110,4121152,113878205,5778
115642.94,8,262144,64,318062,20957419410,64,79,167,3,603,4404875,36,12,85962,69,147,135671502,1208,1,68,47185,1890451,4,413,603,188684,342240272,123191028,129381587,6201243942,567,796,36,2,1,4,4,337,1,6174823966,6129733124,1321298788,475959003,475975387,2,1,20942196132,73389,73389,4,4,4,475959003,10,3,792020,54210532,7276463,182149,47117,6174823966,4222726,115914345,5778
121027.11,8,262144,64,324517,21382319070,64,79,168,3,603,4501406,36,12,87794,69,147,135936954,1208,1,68,48133,1959711,4,413,603,192480,344036688,126833959,138580429,6325603297,567,796,36,2,1,4,4,337,1,6298609452,6253963204,1384279215,485614324,485630708,2,1,21367030256,73389,73389,4,4,4,485614324,10,3,808295,57480881,7450813,187926,48066,6298609452,4313480,119383343,5778
126243.36,8,262144,64,330011,21743966566,64,79,169,3,603,4632498,36,12,89348,69,147,135936954,1208,1,68,48937,2116651,4,413,603,195696,345561744,130400085,147455125,6431480256,567,796,36,2,1,4,4,337,1,6403991340,6359642284,1427240179,493834330,493850714,2,1,21728710520,73389,73389,4,4,4,493834330,10,3,822988,61029539,7598275,237005,48870,6403991340,4395493,122802167,5778
131370.97,8,262144,64,335589,22111649990,64,79,170,3,603,4719349,36,12,90895,69,147,136202406,1208,1,68,49758,2249837,4,413,603,198976,347116816,132518272,155565011,6539464725,567,796,36,2,1,4,4,337,1,6511470380,6467141502,1450320498,502189282,502205666,2,1,22096328408,73389,73389,4,4,4,502189282,10,3,825799,64336285,7692749,240494,49690,6511470380,4478855,124826138,5778
136564.45,8,262144,64,341117,22475791162,64,79,171,3,603,4811142,36,12,92478,69,147,136202406,1208,1,68,50570,2411942,4,413,603,202224,348660816,135176938,163703317,6646396849,567,796,36,2,1,4,4,337,1,6617900844,6573607331,1562993998,510464473,510480857,2,1,22460436812,73389,73389,4,4,4,510464473,10,3,830110,67646204,7804449,243802,50502,6617900844,4567340,127373461,5778
141807.82,8,262144,64,346002,22797792686,64,79,172,3,603,4891737,36,12,93870,69,147,136467858,1208,1,68,51286,2534270,4,413,603,205092,350016912,137897856,170340804,6740825011,567,796,36,2,1,4,4,337,1,6711879468,6667737610,1602071394,517781200,517797584,2,1,22782372800,73389,73389,4,4,4,517781200,10,3,836621,70554387,7906244,247033,51219,6711879468,4644704,129992955,5778
148829.33,8,262144,64,351630,23168752910,64,79,173,3,603,4988835,36,12,95450,69,147,136733310,1208,1,68,52116,2897719,4,413,603,208408,351590992,141866853,180835030,6850008066,567,796,36,2,1,4,4,337,1,6820538156,6776227007,1676743833,526209880,526226264,2,1,23153234720,73389,73389,4,4,4,526209880,10,3,849808,74851977,8059494,255565,52048,6820538156,4733270,133809064,5778
154997.79,8,262144,64,356615,23497054648,64,79,174,3,603,5066060,36,12,96876,69,147,136733310,1208,1,68,52845,3192653,4,413,603,211332,369862640,144324370,189836484,6946158496,567,796,36,2,1,4,4,337,1,6916220716,6872140093,1714689895,533676222,533692606,2,1,23481753768,73389,73389,4,4,4,533676222,10,3,859185,78573994,8159498,258729,52778,6916220716,4807331,136165934,5778
160477.11,8,262144,64,361861,23842714668,64,79,174,3,603,5141455,36,12,98281,69,147,136733310,1208,1,68,53616,3311446,4,413,603,214412,371324272,146172340,197232297,7047555304,567,796,36,2,1,4,4,337,1,7017146156,6973143479,1824756566,541533621,541550005,2,1,23827479324,73389,73389,4,4,4,541533621,10,3,865593,82270141,8241298,261823,53548,7017146156,4879632,137932124,5778
166619.71,8,262144,64,367114,24189098892,64,79,175,3,603,5221748,36,12,99794,69,147,136998762,1208,1,68,54389,3417835,4,413,603,217504,372793968,150019172,208004847,7149357116,567,796,36,2,1,4,4,337,1,7118464812,7074441772,2148462193,549413437,549413437,2,1,24174191228,73389,73389,4,4,4,549413437,10,3,877216,85881508,8357440,265366,54321,7118464812,4956382,141663497,5778
171847.56,8,262144,64,371997,24510703892,64,79,176,3,603,5298451,36,12,101182,69,147,136998762,1208,1,68,55106,3612516,4,413,603,220372,374156208,151596464,213608201,7243783867,567,796,36,2,1,4,4,337,1,7212443436,7168547313,2174736026,556715939,556715939,2,1,24495501316,73389,73389,4,4,4,556715939,10,3,882733,89350221,8464523,268796,55038,7212443436,5029655,143134441,5778
177154.60,8,262144,64,376187,24786892444,64,79,177,3,603,5365324,36,12,102377,69,147,137264214,1208,1,68,55721,3722387,4,413,603,222832,375327984,153350078,220805444,7324789270,567,796,36,2,1,4,4,337,1,7293052716,7249249534,2194434026,562994441,562994441,2,1,24771755404,73389,73389,4,4,4,562994441,10,3,889798,92662671,8567248,271846,55653,7293052716,5093478,144784446,5778
182512.08,8,262144,64,380433,25066485560,64,79,178,3,603,5430242,36,12,103552,69,147,137264214,1208,1,68,56345,3969802,4,413,603,225328,376515120,156961323,231471659,7406976644,567,796,36,2,1,4,4,337,1,7374841644,7330963227,2272188014,569340638,569357022,2,1,25050988072,73389,73389,4,4,4,569340638,10,3,898609,95975028,8683042,274659,56277,7374841644,5155583,148279839,5778
187866.29,8,262144,64,384703,25347916992,64,79,178,3,603,5492054,36,12,104756,69,147,137264214,1208,1,68,56972,4074217,4,413,603,227836,377707632,158710608,239324104,7489550571,567,796,36,2,1,4,4,337,1,7457023788,7413224842,2332836535,575733828,575750212,2,1,25332288432,73389,73389,4,4,4,575733828,10,3,905527,99039938,8764721,277199,56904,7457023788,5214855,149947262,5778
193368.17,8,262144,64,389461,25661450652,64,79,179,3,603,5576987,36,12,106105,69,147,137529666,1208,1,68,57671,4243528,4,413,603,230632,379033776,160931618,246666565,7581613364,567,796,36,2,1,4,4,337,1,7548643116,7504798134,2371465120,582864298,582886715,2,1,25646029112,73389,73389,4,4,4,582864298,10,3,911865,102295136,8881568,287581,57603,7548643116,5289406,152051731,5778
198427.36,8,262144,64,395231,26041837648,64,79,180,3,603,5668985,36,12,107736,69,147,137770986,1208,1,68,58519,4340073,4,413,603,234024,380640176,163403130,253978787,7693284192,567,796,36,2,1,4,4,337,1,7659792172,7616002381,2430558686,591512003,591528387,2,1,26026528132,73389,73389,4,4,4,591512003,10,3,923870,105284656,9053840,290948,58451,7659792172,5378037,154351118,5778
