timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
56661.77,60,262144,64,75647,4984460708,64,48,126,5,603,3462278,37,17571,41,67,7,61063,129300654,1208,1,66,11575,2246798,2,521970,603,46206,148333494,28962000,96437979,1514956438,603,2148,2,1,4,4,1038,1,1507942412,1460614419,414990235,112938037,112954421,2,1,4969273628,73389,73389,4,4,4,112938037,20,1,3,363012,47062138,3203708,98896,11508,1507942412,3363382,25763404,12319
64435.38,60,262144,64,82122,5411195376,64,48,127,5,603,3564661,37,19397,41,67,7,61063,129566106,1208,1,66,12525,2612985,2,521970,603,50010,150137142,34309103,109866384,1640202706,603,2148,2,1,4,4,1038,1,1632591884,1585321183,537682160,122642510,122642510,2,1,5396270440,73389,73389,4,4,4,122642510,20,1,3,384503,51858608,3409281,102663,12458,1632591884,3461998,30904767,12319
69535.62,60,262144,64,86453,5696624504,64,48,127,5,603,3632217,37,20617,41,67,7,61063,129566106,1208,1,66,13164,2802757,2,521970,603,52558,151345846,36984311,118243157,1724097774,603,2148,2,1,4,4,1038,1,1716084748,1668763440,641907940,129117620,129134004,2,1,5681175280,73389,73389,4,4,4,129117620,20,1,3,389573,55184648,3503049,105288,13096,1716084748,3526929,33486804,12319
75108.27,60,262144,64,91563,6033106176,64,48,128,5,603,3708238,37,22026,41,67,7,61063,129566106,1208,1,66,13911,2951688,2,521970,603,55554,152773494,39258443,127887764,1822735588,603,2148,2,1,4,4,1038,1,1814257676,1767111916,789815465,136764186,136780570,2,1,6017624184,73389,73389,4,4,4,136764186,20,1,3,401498,58873346,3636123,108151,13844,1814257676,3600087,35628296,12319
81173.21,60,262144,64,97912,6451583308,64,48,129,5,603,3806061,37,23854,41,67,7,61063,129831558,1208,1,66,14845,3112507,2,521970,603,59286,154544502,41735676,138432480,1945595088,603,2148,2,1,4,4,1038,1,1936547852,1889473586,943351703,146272051,146288435,2,1,6435970244,73389,73389,4,4,4,146272051,20,1,3,411447,62583998,3756210,111511,14777,1936547852,3694550,37985703,12319
86372.88,60,262144,64,102286,6739830484,64,48,130,5,603,3872236,37,25105,41,67,7,61063,130097010,1208,1,66,15489,3276687,2,521970,603,61866,155771190,44564326,147919690,2030541079,603,2148,2,1,4,4,1038,1,2021089292,1973698913,1065963592,152837273,152837273,2,1,6724840012,73389,73389,4,4,4,152837273,20,1,3,422688,65423831,3867303,114262,15422,2021089292,3757974,40703203,12319
92195.43,60,262144,64,106884,7042757724,64,48,131,5,603,3941863,37,26402,41,67,7,61063,130097010,1208,1,66,16161,3527587,2,521970,603,64554,157051638,46420572,154703639,2119047889,603,2148,2,1,4,4,1038,1,2109169676,2062202510,1115518119,159713791,159730175,2,1,7027406804,73389,73389,4,4,4,159713791,20,1,3,427501,68904407,3952090,117209,16094,2109169676,3824654,42474404,12319
97625.63,60,262144,64,110922,7308719352,64,48,131,5,603,3995597,37,27515,41,67,7,61063,130097010,1208,1,66,16756,3647923,2,521970,603,66930,158185398,48595234,164321427,2197279055,603,2148,2,1,4,4,1038,1,2187026444,2139986859,1169145253,165756884,165773268,2,1,7293302896,73389,73389,4,4,4,165756884,20,1,3,436661,72195341,4028516,119526,16688,2187026444,3876071,44571401,12319
102787.38,60,262144,64,116038,7645859692,64,48,132,5,603,4069216,37,28960,41,67,7,61063,130362462,1208,1,66,17509,3762022,2,521970,603,69942,159617334,50798163,171124464,2296447488,603,2148,2,1,4,4,1038,1,2285723660,2238567167,1213184244,173417675,173434059,2,1,7630377700,73389,73389,4,4,4,173417675,20,1,3,440246,75655978,4114923,122499,17441,2285723660,3946717,46687877,12319
107820.55,60,262144,64,121591,8011639264,64,48,133,7,603,4151214,37,30533,41,67,7,61063,130362462,1208,1,66,18322,3922075,2,521970,603,73194,161162934,53686479,180711264,2403506757,603,2148,2,1,4,4,1038,1,2392285196,2345485688,1256425513,181742018,181742018,2,1,7995927896,73389,73389,4,4,4,181725634,20,1,3,447127,78685514,4212484,125489,18254,2392285196,4025725,49480041,12319
112934.06,60,262144,64,126933,8363856192,64,48,134,7,603,4243748,37,32045,41,67,7,61063,130627914,1208,1,66,19108,4044514,2,521970,603,76342,162651574,57445581,191003170,2507148605,603,2148,2,1,4,4,1038,1,2495438860,2448473115,1355739981,189736522,189752906,2,1,8348406968,73389,73389,4,4,4,189736522,20,1,3,455731,81557678,4325472,128477,19041,2495438860,4115271,53125273,12319
117976.22,60,262144,64,133678,8808020128,64,48,135,7,603,4346415,37,33940,41,67,7,61063,130627914,1208,1,66,20097,4176230,2,521970,603,80294,164525558,60495244,196978249,2637246737,603,2148,2,1,4,4,1038,1,2624937996,2578371358,1443727158,199836370,199852754,2,1,8792800280,73389,73389,4,4,4,199836370,20,1,3,463008,84027249,4483154,131829,20029,2624937996,4214586,56016522,12319
122986.29,60,262144,64,152043,10018237134,64,48,138,7,603,4614449,37,39091,41,67,7,61063,131158818,1208,1,66,22796,4230447,2,521970,603,91090,169491766,69864110,201843313,2992467785,603,2148,2,1,4,4,1038,1,2978701324,2932070344,1488967118,227332091,227348475,2,1,10002612004,73389,73389,4,4,4,227332091,20,1,3,487819,85544251,4894844,138397,22728,2978701324,4476052,64972850,12319
127995.01,60,262144,64,174669,11509018230,64,48,142,7,603,4964890,37,45471,41,67,7,61063,131689722,1208,1,66,26121,4237989,2,521970,603,104390,175579574,79897256,202754763,3430067399,603,2148,2,1,4,4,1038,1,3414515724,3367841897,1518098510,261214969,261231353,2,1,11493458636,73389,73389,4,4,4,261214969,20,1,3,515115,86447600,5301385,147276,26053,3414515724,4817614,74600035,12319
133007.60,60,262144,64,197620,13021105142,64,48,146,7,603,5329328,37,51958,41,67,7,61063,132486078,1208,1,66,29491,4244709,2,521970,603,117874,198613262,90488865,203670935,3872966788,603,2148,2,1,4,4,1038,1,3855635998,3809838652,1548638932,295593241,295593241,2,1,13005381708,73389,73389,4,4,4,295576857,20,1,3,537973,87374904,5676668,156031,29423,3855635998,5173297,84816692,12319
138021.99,60,262144,64,221831,14616557154,64,48,151,7,603,5690729,37,58806,41,67,7,61063,133282434,1208,1,66,33050,4250369,2,521970,603,132106,205079630,101874307,204208900,4341197246,603,2148,2,1,4,4,1038,1,4321990174,4276155652,1574517362,331845322,331861706,2,1,14601194168,73389,73389,4,4,4,331845322,20,1,3,558119,88247109,6031111,164646,32982,4321990174,5526083,95846375,12319
143030.15,60,262144,64,245961,16206435298,64,48,155,8,603,6041465,37,65606,41,67,7,61063,133813338,1208,1,66,36595,4256047,2,521970,603,146294,228577134,113516951,204729389,4807881206,603,2148,2,1,4,4,1038,1,4786771486,4740936137,1602252291,367984874,368001258,2,1,16191334456,73389,73389,4,4,4,367984874,20,1,3,566535,89088549,6378374,172959,36527,4786771486,5868506,107142351,12319
148045.06,60,262144,64,271144,17865588302,64,48,159,8,603,6413435,37,72695,41,67,7,61063,134344242,1208,1,66,40292,4259219,2,521970,603,161090,269399630,123835395,205200889,5294473349,603,2148,2,1,4,4,1038,1,5271344670,5225945104,1643372185,405695131,405711515,2,1,17850585764,73389,73389,4,4,4,405695131,20,1,3,589591,89964946,6738634,182019,40224,5271344670,6231416,117101533,12319
153052.37,60,262144,64,297050,19572654738,64,48,163,8,603,6774707,37,80026,41,67,7,61063,134875146,1208,1,66,44098,4262949,2,521970,603,176322,310423030,133593472,205411908,5795402995,603,2148,2,1,4,4,1038,1,5770204702,5725070579,1663007425,444490606,444490606,2,1,19556865768,73389,73389,4,4,4,444474222,20,1,3,600684,90803044,7022654,191337,44030,5770204702,6583370,126576242,12319
158061.88,60,262144,64,324576,21386185694,64,48,168,8,603,7142806,37,87767,41,67,7,61063,135936954,1208,1,66,48141,4267124,2,521970,603,192502,352180438,143873806,205502402,6326927684,603,2148,2,1,4,4,1038,1,6299526956,6255089741,1700815644,485712628,485712628,2,1,21370634736,73389,73389,4,4,4,485696244,20,1,3,625609,91606699,7284570,200489,48073,6299526956,6942317,136594131,12319
163070.09,60,262144,64,350369,23085581110,64,48,173,8,603,7483327,37,95055,41,67,7,61063,136467858,1208,1,66,51930,4271075,2,521970,603,207662,375971894,154859135,205589026,6825577570,603,2148,2,1,4,4,1038,1,6796158764,6751919179,1732353717,524330038,524330038,2,1,23070521672,73389,73389,4,4,4,524330038,20,1,3,650304,92358695,7557097,209753,51862,6796158764,7273574,147305611,12319
168078.42,60,262144,64,377892,24899162228,64,48,177,8,603,7855368,37,102788,41,67,7,61063,137264214,1208,1,66,55973,4275603,2,521970,603,223838,400203134,165400355,205648912,7357645482,603,2148,2,1,4,4,1038,1,7326082860,7282056620,1754353983,565546027,565546027,2,1,24884025188,73389,73389,4,4,4,565546027,20,1,3,665052,93165855,7801386,218267,55905,7326082860,7637101,157602172,12319
