timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
81788.83,55,262144,64,97547,6427397216,64,41,129,5,603,3820520,53,23756,55,68,5,245155,129831558,1208,1,67,14791,3310178,3,391138,603,59074,151413760,41681576,133218599,1938633240,603,2035,2,1,4,4,826,1,1929601036,1882388347,836615751,145725346,145741730,2,1,6411915224,73389,73389,4,4,4,145725346,22,1,3,377614,63762668,3552637,104435,14724,1929601036,3716085,38132975,10527
86871.26,55,262144,64,102213,6735046356,64,41,130,5,603,3889129,53,25077,55,68,5,245155,130097010,1208,1,67,15478,3399260,3,391138,603,61822,152724160,43228040,139442034,2029113661,603,2035,2,1,4,4,826,1,2019647500,1972241271,864316542,152722585,152738969,2,1,6719793740,73389,73389,4,4,4,152722585,22,1,3,384230,66930100,3629338,107459,15411,2019647500,3781670,39603112,10527
91944.44,55,262144,64,107924,7111180616,64,41,131,5,603,3978243,53,26698,55,68,5,245155,130097010,1208,1,67,16319,3509202,3,391138,603,65182,154312768,47217022,149986329,2139728419,603,2035,2,1,4,4,826,1,2129747980,2082246366,961415278,161276304,161276304,2,1,7096157376,73389,73389,4,4,4,161276304,22,1,3,397041,69847120,3766486,112951,16251,2129747980,3865292,43455780,10527
96988.89,55,262144,64,113590,7484631208,64,41,132,5,603,4070196,53,28297,55,68,5,245155,130362462,1208,1,67,17150,3605921,3,391138,603,68506,155888512,49776411,156429752,2249158449,603,2035,2,1,4,4,826,1,2238668812,2191447938,994935461,169762328,169762328,2,1,7469542432,73389,73389,4,4,4,169762328,22,1,3,406567,72862059,3892937,124255,17082,2238668812,3945941,45888507,10527
102003.60,55,262144,64,123307,8124895396,64,41,133,5,603,4214853,53,30977,55,68,5,245155,130362462,1208,1,67,18575,3681750,3,391138,603,74206,158558848,54801092,163695975,2436754139,603,2035,2,1,4,4,826,1,2425446412,2378590345,1056493015,184316021,184316021,2,1,8109184028,73389,73389,4,4,4,184299637,22,1,3,422035,75258775,4125978,128529,18507,2425446412,4086324,50680456,10527
107014.04,55,262144,64,146814,9673944612,64,41,137,5,603,4542892,53,37579,55,68,5,245155,131158818,1208,1,67,22030,3689678,3,391138,603,88026,164880192,66887726,166130226,2891473887,603,2035,2,1,4,4,826,1,2878300172,2831458219,1118348082,219505301,219521685,2,1,9658233244,73389,73389,4,4,4,219505301,22,1,3,452062,76164184,4565216,137021,21962,2878300172,4405871,62328505,10527
112028.18,55,262144,64,170372,11226082778,64,41,141,5,603,4922835,53,44274,55,68,5,245155,131689722,1208,1,67,25491,3698065,3,391138,603,101866,171205120,76394408,166961835,3346809128,603,2035,2,1,4,4,826,1,3331809292,3285113918,1146102024,254786852,254803236,2,1,11210621488,73389,73389,4,4,4,254786852,22,1,3,466478,77140529,4970090,145162,25423,3331809292,4777673,71432309,10527
117041.43,55,262144,64,193157,12727025262,64,41,146,5,603,5272693,53,50717,55,68,5,245155,132486078,1208,1,67,28835,3702437,3,391138,603,115254,211169088,88103458,167675177,3786430769,603,2035,2,1,4,4,826,1,3769652766,3723845735,1175126307,288905139,288921523,2,1,12711826116,73389,73389,4,4,4,288905139,22,1,3,492205,77999634,5399613,155434,28767,3769652766,5117259,82712827,10527
122054.73,55,262144,64,217552,14334270446,64,41,150,5,603,5631268,53,57581,55,68,5,245155,133016982,1208,1,67,32418,3709367,3,391138,603,129590,234821408,99649797,168248042,4257984549,603,2035,2,1,4,4,826,1,4239283742,4193715055,1201030836,325437907,325437907,2,1,14318547012,73389,73389,4,4,4,325421523,22,1,3,518284,78853652,5791358,163720,32350,4239283742,5467548,93867755,10527
127064.33,55,262144,64,241982,15944074842,64,41,154,5,603,5996692,53,64468,55,68,5,245155,133547886,1208,1,67,36009,3713793,3,391138,603,143958,258380824,110386718,168752645,4730594479,603,2035,2,1,4,4,826,1,4709963294,4664223283,1239970475,362017668,362034052,2,1,15928777392,73389,73389,4,4,4,362017668,22,1,3,533734,79709773,6102776,172390,35941,4709963294,5824302,104294705,10527
132071.81,55,262144,64,265578,17498956762,64,41,158,5,603,6339287,53,71164,55,68,5,245155,134344242,1208,1,67,39475,3718064,3,391138,603,157826,281502304,120602797,169118758,5186729149,603,2035,2,1,4,4,826,1,5164258846,5118774750,1263466906,397354404,397370788,2,1,17483593776,73389,73389,4,4,4,397354404,22,1,3,551318,80496972,6398168,180544,39407,5164258846,6158743,114215925,10527
137078.82,55,262144,64,291699,19220113438,64,41,162,6,603,6701328,53,78518,55,68,5,245155,134875146,1208,1,67,43313,3721925,3,391138,603,173178,288411872,130031037,169251169,5691831624,603,2035,2,1,4,4,826,1,5667313182,5621957910,1292345833,436477559,436493943,2,1,19205012596,73389,73389,4,4,4,436477559,22,1,3,570439,81286207,6665404,189147,43245,5667313182,6512181,123376397,10527
142088.23,55,262144,64,316823,20875423950,64,41,166,6,603,7032066,53,85575,55,68,5,245155,135406050,1208,1,67,47005,3725234,3,391138,603,187946,295047136,141715445,169332221,6177714689,603,2035,2,1,4,4,826,1,6151231006,6105846538,1331456997,474089512,474105896,2,1,20859938528,73389,73389,4,4,4,474089512,22,1,3,592002,82014508,6943057,197974,46937,6151231006,6834092,134783615,10527
147095.91,55,262144,64,342825,22588257554,64,41,171,6,603,7378193,53,92951,55,68,5,245155,136202406,1208,1,67,50819,3728500,3,391138,603,203206,318870128,152434125,169390560,6679064240,603,2035,2,1,4,4,826,1,6650537772,6606468126,1355838305,513032443,513032443,2,1,22572706596,73389,73389,4,4,4,513016059,22,1,3,616455,82768114,7199222,206209,50751,6650537772,7171984,145245223,10527
152102.45,55,262144,64,369984,24377983568,64,41,176,6,603,7750888,53,100606,55,68,5,245155,136998762,1208,1,67,54810,3731970,3,391138,603,219170,326034288,162775426,169443953,7204281810,603,2035,2,1,4,4,826,1,7173646124,7129768845,1381492298,553699568,553715952,2,1,24362780992,73389,73389,4,4,4,553699568,22,1,3,627859,83563807,7434790,215592,54742,7173646124,7535296,155350183,10527
157109.79,55,262144,64,400828,26410405808,64,41,182,8,603,8182772,53,109316,55,68,5,245155,138024372,1208,1,67,59343,3734026,3,391138,603,237306,351133736,173290549,169458739,7800130610,603,2035,2,1,4,4,826,1,7767030359,7723757065,1403318083,599899723,599899723,2,1,26395587812,73389,73389,4,4,4,599899723,22,1,3,648200,84413267,7655531,223437,59275,7767030359,7959335,165644676,10527
