timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
60153.14,62,262144,64,74957,4938975416,64,46,125,1,603,2300576,22,17365,52,69,6,167271,129300654,1208,1,68,11473,2947910,4,288278,603,45796,145775000,30611454,100217141,1501589261,603,2024,2,1,4,4,560,1,1494573068,1447317047,585238185,111908004,111908004,2,1,4923231280,73389,73389,4,4,4,111891620,14,3,358730,52409454,3220240,66031,11405,1494573068,2234545,27393416,19286
65225.55,62,262144,64,79206,5218765140,64,46,126,1,603,2367494,22,18590,52,69,6,167271,129300654,1208,1,68,12095,3100272,4,288278,603,48284,146956056,31998373,105495803,1583512515,603,2024,2,1,4,4,560,1,1576099852,1529097188,602410648,118254201,118270585,2,1,5203184844,73389,73389,4,4,4,118254201,14,3,366678,55644744,3299213,68611,12027,1576099852,2298883,28701545,19286
70532.96,62,262144,64,83677,5513634760,64,46,127,1,603,2434085,22,19865,52,69,6,167271,129566106,1208,1,68,12754,3332080,4,288278,603,50920,148209560,35605989,115769001,1670296660,603,2024,2,1,4,4,560,1,1662476300,1615266701,666755741,124964720,124981104,2,1,5498447680,73389,73389,4,4,4,124964720,14,3,376194,58983187,3430785,71169,12686,1662476300,2362916,32177158,19286
76658.98,62,262144,64,88475,5829669200,64,46,128,1,603,2507046,22,21227,52,69,6,167271,129566106,1208,1,68,13458,3457727,4,288278,603,53740,149549528,38057504,125044368,1763149130,603,2024,2,1,4,4,560,1,1754882060,1707679460,699813887,132136150,132152534,2,1,5813990600,73389,73389,4,4,4,132136150,14,3,378909,62589084,3510152,73876,13391,1754882060,2433170,34548645,19286
81824.04,62,262144,64,92600,6101332460,64,46,128,1,603,2566055,22,22350,52,69,6,167271,129566106,1208,1,68,14064,3605047,4,288278,603,56160,150695896,39657269,131675712,1842836554,603,2024,2,1,4,4,560,1,1834180620,1787046173,772506022,138326699,138326699,2,1,6085653860,73389,73389,4,4,4,138310315,14,3,386408,65688575,3605830,76236,13996,1834180620,2489819,36052817,19286
86849.01,62,262144,64,97753,6441163084,64,46,129,1,603,2652296,22,23813,52,69,6,167271,129831558,1208,1,68,14821,3660912,4,288278,603,59188,152124248,42134573,140949175,1942525760,603,2024,2,1,4,4,560,1,1933402124,1886408705,877090276,146042675,146059059,2,1,6425877700,73389,73389,4,4,4,146042675,14,3,392198,68433228,3695910,79327,14753,1933402124,2572969,38440330,19286
91933.96,62,262144,64,103803,6839779500,64,46,130,1,603,2749446,22,25517,52,69,6,167271,130097010,1208,1,68,15709,3779129,4,288278,603,62744,170577280,45926829,149493678,2059456196,603,2024,2,1,4,4,560,1,2049794060,2002908125,965633635,155110331,155110331,2,1,6824133668,73389,73389,4,4,4,155093947,14,3,400350,71240772,3837935,82486,15641,2049794060,2666960,42091149,19286
96945.62,62,262144,64,113570,7483320488,64,46,132,1,603,2897222,22,28237,52,69,6,167271,130362462,1208,1,68,17148,3870788,4,288278,603,68500,173272896,50795645,155474507,2248907131,603,2024,2,1,4,4,560,1,2238406668,2191122086,1005285201,169729560,169745944,2,1,7468100640,73389,73389,4,4,4,169729560,14,3,412744,73574532,4031700,87378,17080,2238406668,2809844,46765386,19286
101953.46,62,262144,64,137108,9034135868,64,46,136,1,603,3246959,22,34874,52,69,6,167271,130893366,1208,1,68,20601,3880371,4,288278,603,82316,196820080,61930224,156989372,2703378049,603,2024,2,1,4,4,560,1,2690998284,2644417030,1045740468,204961959,204978343,2,1,9018326196,73389,73389,4,4,4,204961959,14,3,442069,74498980,4489023,95556,20533,2690998284,3151403,57441877,19286
106965.58,62,262144,64,160349,10565499122,64,46,140,1,603,3614905,22,41441,52,69,6,167271,131424270,1208,1,68,24016,3887649,4,288278,603,95976,203074736,72184368,158846384,3152824802,603,2024,2,1,4,4,560,1,3138609164,3092070063,1097273083,239776566,239792950,2,1,10550168904,73389,73389,4,4,4,239776566,14,3,469143,75483068,4897634,103799,23948,3138609164,3511106,67288569,19286
111978.06,62,262144,64,184426,12151645022,64,46,144,2,603,3990944,22,48224,52,69,6,167271,132220626,1208,1,68,27554,3894106,4,288278,603,110128,209508336,83064486,159488309,3617843665,603,2024,2,1,4,4,560,1,3601749534,3555685136,1125025896,275815655,275832039,2,1,12135888820,73389,73389,4,4,4,275815655,14,3,492360,76380764,5296338,112187,27486,3601749534,3878757,77769984,19286
116991.08,62,262144,64,207968,13702987998,64,46,148,3,603,4372324,22,54911,52,69,6,167271,132751530,1208,1,68,31011,3898382,4,288278,603,123960,232743672,92364845,160022284,4072807583,603,2024,2,1,4,4,560,1,4054865438,4009178339,1155106601,311086855,311086855,2,1,13687100724,73389,73389,4,4,4,311070471,14,3,506780,77255655,5584756,120585,30943,4054865438,4251739,86782455,19286
121999.50,62,262144,64,231875,15277986162,64,46,152,4,603,4708017,22,61603,52,69,6,167271,133282434,1208,1,68,34523,3904265,4,288278,603,138012,256346568,105044743,160601859,4535016863,603,2024,2,1,4,4,560,1,4515190302,4469547943,1188723893,346884502,346900886,2,1,15262918088,73389,73389,4,4,4,346884502,14,3,525964,78075100,5925927,128681,34455,4515190302,4579336,99122672,19286
127008.31,62,262144,64,255873,16859213554,64,46,156,4,603,5066772,22,68417,52,69,6,167271,133813338,1208,1,68,38046,3907973,4,288278,603,152108,279691792,115556509,160961536,4998655520,603,2024,2,1,4,4,560,1,4976956958,4931764122,1219403111,382827446,382827446,2,1,16843686728,73389,73389,4,4,4,382811062,14,3,544006,78890652,6234948,137170,37978,4976956958,4929602,109325733,19286
132016.05,62,262144,64,281576,18552976182,64,46,161,4,603,5409827,22,75649,52,69,6,167271,134609694,1208,1,68,41827,3912579,4,288278,603,167232,286496144,127152993,161115085,5496260629,603,2024,2,1,4,4,560,1,5472540190,5426980061,1247224149,421303433,421319817,2,1,18537351052,73389,73389,4,4,4,421303433,14,3,567124,79652177,6511620,145304,41759,5472540190,5264523,120645260,19286
137024.98,62,262144,64,309319,20381228606,64,46,165,4,603,5790546,22,83434,52,69,6,167271,135406050,1208,1,68,45901,3916183,4,288278,603,183532,310596512,137677338,161197322,6032447432,603,2024,2,1,4,4,560,1,6006527518,5961371788,1270321416,462869519,462869519,2,1,20365537940,73389,73389,4,4,4,462853135,14,3,579357,80464706,6755889,154204,45833,6006527518,5636342,130927569,19286
142032.32,62,262144,64,336737,22187416222,64,46,170,4,603,6167552,22,91183,52,69,6,167271,136202406,1208,1,68,49927,3919868,4,288278,603,199644,369742448,148169460,161260626,6561622505,603,2024,2,1,4,4,560,1,6533490476,6489332344,1294943046,503905284,503921668,2,1,22171832496,73389,73389,4,4,4,503905284,14,3,585795,81282058,6993447,163655,49859,6533490476,6003897,141181460,19286
147040.06,62,262144,64,362701,23898295812,64,46,175,4,603,6520307,22,98545,52,69,6,167271,136998762,1208,1,68,53741,3922643,4,288278,603,214904,376593520,158604254,161331175,7063680761,603,2024,2,1,4,4,560,1,7033530156,6989470881,1315434071,542790871,542807255,2,1,23882798324,73389,73389,4,4,4,542790871,14,3,596633,82042928,7231035,172665,53673,7033530156,6347642,151380183,19286
152045.26,62,262144,64,391290,25781991692,64,46,179,4,603,6912114,22,106575,52,69,6,167271,137529666,1208,1,68,57941,3925256,4,288278,603,231704,400897160,167550111,161344551,7616270229,603,2024,2,1,4,4,560,1,7583901484,7540092659,1342879432,585602141,585618525,2,1,25766494204,73389,73389,4,4,4,585602141,14,3,619920,82820033,7486633,180905,57873,7583901484,6731209,160071160,19286
