timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
61179.66,69,262144,64,77882,5131730024,59,41,126,6,603,6337004,47,18214,46,63,6,1058979,129300654,1208,1,62,11898,4406963,3,1228563,603,47506,128294720,31864094,113043631,1558315188,603,3984,2,1,4,4,1586,1,1551065100,1503604607,596673586,116282088,116298472,2,1,5116411872,73389,73389,4,4,4,116282088,36,1,3,229064,61002079,3277621,84739,11836,1551065100,6252265,28589114,36147
66189.24,69,262144,64,98727,6505260600,59,41,129,7,603,6630606,47,24061,46,63,6,1058979,129831558,1208,1,62,14960,4444107,3,1228563,603,59754,150719920,41730629,116651451,1961193215,603,3984,2,1,4,4,1586,1,1952276492,1905157307,646378017,147490500,147506884,2,1,6489582000,73389,73389,4,4,4,147490500,36,1,3,257994,62144100,3695574,92600,14897,1952276492,6538006,38037946,36147
71203.69,69,262144,64,122157,8048998092,59,41,133,7,603,6980966,47,30675,46,63,6,1058979,130362462,1208,1,62,18403,4453070,3,1228563,603,73526,157031856,52610419,117802555,2414303864,603,3984,2,1,4,4,1586,1,2403557388,2356354060,680390630,182583635,182600019,2,1,8033679940,73389,73389,4,4,4,182583635,36,1,3,280299,63095000,4114260,101137,18340,2403557388,6879829,48500298,36147
76212.40,69,262144,64,145132,9563182156,59,41,137,7,603,7339322,47,37140,46,63,6,1058979,131158818,1208,1,62,21777,4460846,3,1228563,603,87022,163178288,61893723,118513332,2858334950,603,3984,2,1,4,4,1586,1,2845794316,2799064964,706473032,217002867,217002867,2,1,9547405252,73389,73389,4,4,4,216986483,36,1,3,295247,64012078,4426792,110886,21714,2845794316,7228436,57470948,36147
81220.64,69,262144,64,168925,11130721282,59,41,141,7,603,7695747,47,43870,46,63,6,1058979,131689722,1208,1,62,25273,4465810,3,1228563,603,101014,203717424,74071343,119004735,3318431443,603,3984,2,1,4,4,1586,1,3304022028,3257282731,736929810,252612098,252628482,2,1,11114932312,73389,73389,4,4,4,252612098,36,1,3,317065,64845173,4788273,119018,25210,3304022028,7576729,69287414,36147
86229.18,69,262144,64,192214,12664959362,59,41,146,7,603,8061397,47,50485,46,63,6,1058979,132486078,1208,1,62,28692,4470970,3,1228563,603,114694,227374896,85137218,119470562,3767786958,603,3984,2,1,4,4,1586,1,3751564830,3705692386,773676299,287490082,287506466,2,1,12649563608,73389,73389,4,4,4,287490082,36,1,3,327119,65664980,5088966,126624,28629,3751564830,7934773,80051351,36147
91237.57,69,262144,64,215585,14204564778,59,41,149,7,603,8398332,47,56994,46,63,6,1058979,132751530,1208,1,62,32125,4475639,3,1228563,603,128426,233590384,95928085,119905966,4219566378,603,3984,2,1,4,4,1586,1,4201535006,4155842181,802733126,322487072,322487072,2,1,14188710272,73389,73389,4,4,4,322470688,36,1,3,343325,66456455,5375378,134138,32062,4201535006,8264194,90556470,36147
96245.49,69,262144,64,240628,15854808194,59,41,154,7,603,8737840,47,64149,46,63,6,1058979,133547886,1208,1,62,35804,4479625,3,1228563,603,143138,240216304,106793357,120083049,4703580509,603,3984,2,1,4,4,1586,1,4683617822,4638104239,827430403,359990370,360006754,2,1,15839576280,73389,73389,4,4,4,359990370,36,1,3,354797,67210406,5620823,141769,35741,4683617822,8596071,101176958,36147
101252.36,69,262144,64,266153,17536905414,59,41,158,8,603,9074817,47,71294,46,63,6,1058979,134344242,1208,1,62,39556,4485429,3,1228563,603,158158,281119936,118792168,120194461,5197504591,603,3984,2,1,4,4,1586,1,5175531038,5129894392,865514305,398212405,398228789,2,1,17521345820,73389,73389,4,4,4,398212405,36,1,3,376115,67951573,5892326,150264,39493,5175531038,8924553,112904532,36147
106259.55,69,262144,64,291080,19179281202,59,41,162,13,603,9412896,47,78331,46,63,6,1058979,134875146,1208,1,62,43217,4488640,3,1228563,603,172802,287691776,127889122,120249925,5679286019,603,3984,2,1,4,4,1586,1,5655385630,5610015153,886588887,435554022,435554022,2,1,19163656072,73389,73389,4,4,4,435537638,36,1,3,388351,68687561,6114657,158447,43154,5655385630,9254449,121780059,36147
111266.97,69,262144,64,316108,20828565710,59,41,166,14,603,9760875,47,85394,46,63,6,1058979,135406050,1208,1,62,46897,4491686,3,1228563,603,187530,328184288,139849903,120313959,6163599629,603,3984,2,1,4,4,1586,1,6137730590,6092162662,913731201,473024552,473040936,2,1,20813080288,73389,73389,4,4,4,473024552,36,1,3,402942,69423603,6341772,166403,46834,6137730590,9594472,133512330,36147
116276.09,69,262144,64,343205,22613426686,59,41,171,15,603,10124575,47,93002,46,63,6,1058979,136202406,1208,1,62,50872,4494289,3,1228563,603,203430,335311136,150763765,120334616,6686140735,603,3984,2,1,4,4,1586,1,6658139948,6613802993,936536942,513595532,513611916,2,1,22598203408,73389,73389,4,4,4,513595532,36,1,3,418887,70184888,6565656,175359,50809,6658139948,9949216,144202919,36147
121282.74,69,262144,64,371213,24459058216,59,41,176,18,603,10462797,47,100967,46,63,6,1058979,136998762,1208,1,62,54986,4494959,3,1228563,603,219894,376536368,159538413,120337777,7227612432,603,3984,2,1,4,4,1586,1,7197370156,7153425343,963851642,555530258,555546642,2,1,24443331352,73389,73389,4,4,4,555530258,36,1,3,433385,70863636,6754709,186055,54923,7197370156,10276742,152789225,36147
