event,start_value,end_value,diff,description
FilteringMarksWithPrimaryKeyMicroseconds,31533,35878,4345,Time spent filtering parts by PK.
FunctionExecute,131703723,157049295,25345572,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1171,1171,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,31698592,39486681,7788089,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,35838,41733,5895,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,1574482,1869669,295187,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,902270,902270,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,1069,1125,56,Number of created server HTTP connections
HTTPServerConnectionsExpired,984,1024,40,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,874,1042,168,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,774,778,4,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,664,796,132,Number of reused server HTTP connections
IOBufferAllocBytes,153567154895,179221010253,25653855358,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,1485708,1741498,255790,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1655,1827,172,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,1158255,1344069,185814,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,1815873,2026233,210360,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,2103,2103,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,182233,182233,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,1864,2224,360,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,2070751,2542135,471384,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,275685296634,328929238044,53243941410,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,4088,4908,820,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,1102741186536,1315716952176,212975765640,Total number of rows in the result of a JOIN operation.
LoadedDataParts,27,27,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,12555,12555,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807389,807389,0,Number of marks loaded (total across columns).
LoadedMarksFiles,110,110,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3659504,3659504,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,494538022403,595310595551,100772573148,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,34359,40085,5726,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,55407394,68551307,13143913,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,64567,76340,11773,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,6809647,8193208,1383561,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,34311,40037,5726,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,8926882,11266462,2339580,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1189400,1189400,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,737206,864277,127071,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,110,110,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,88461,101429,12968,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,15514349,18417934,2903585,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1247,1274,27,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2004,2047,43,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,370,378,8,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,4792,4897,105,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,18621,18922,301,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,259295,308449,49154,Total time spent while merging sorted columns
NetworkReceiveBytes,1160358,1346172,185814,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,32490786,32493437,2651,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,1998106,2208466,210360,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,237259,262462,25203,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,190872548903,229964095640,39091546737,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,93858424454,121774209866,27915785412,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,7872670215506,9378217273068,1505547057562,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteBytes,3129344,3141632,12288,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSWriteChars,50582,52105,1523,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,734481,861212,126731,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,1211549,1489118,277569,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,3169,3509,340,"Number of times a file has been found in the opened file cache, so we had to open it again."
OtherQueryTimeMicroseconds,2439566,2443827,4261,Total time of queries that are not SELECT or INSERT.
PartsLockHoldMicroseconds,10868,10894,26,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,1,1,0,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,344,353,9,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,3002,3432,430,Count queries with all subqueries
Query,1655,1827,172,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,8714,10394,1680,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,8766,10446,1680,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,2977951,3649894,671943,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,51888152140,62759568710,10871416570,Total time of all queries.
RWLockAcquiredReadLocks,2521,2878,357,Number of times a read lock was acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,691811,794671,102860,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,7867283373141,9371602366069,1504318992928,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,7748670470486,9237687401873,1489016931387,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,598260815634,720766446159,122505630525,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RowsReadByMainReader,524433126348,625239493884,100806367536,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,524433126348,625239493884,100806367536,Number of rows read from MergeTree tables (in total) by prewhere readers.
Seek,88461,101429,12968,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,2238,2665,427,Count SELECT queries with all subqueries
SelectQuery,891,1060,169,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,51885712574,62757124883,10871412309,Total time of SELECT queries.
SelectedBytes,25312000397601,30179507879354,4867507481753,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,64141986,76471338,12329352,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,64141986,76471338,12329352,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,8740,10420,1680,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,8740,10420,1680,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,8740,10420,1680,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,524433150438,625239518472,100806368034,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,91,91,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,100688,129064,28376,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,333,399,66,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,76755,87862,11107,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,565660812,673367752,107706940,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,4654308055,5634315833,980007778,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,5700745759,6861144195,1160398436,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
TableFunctionExecute,2,2,0,Number of table function calls.
ThreadPoolReaderPageCacheHit,63162198,75240287,12078089,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,7865624883013,9369695125374,1504070242361,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,4555385688,5514185638,958799950,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,185178969911,223111601237,37932631326,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,6777251,7926734,1149483,Time spent loading marks
WriteBufferFromFileDescriptorWrite,765,768,3,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,43522,43693,171,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
