event,value,description
QueryPlanOptimizeMicroseconds,2977924,Total time spent executing query plan optimizations.
SelectedParts,8740,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,8740,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,8740,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,64141986,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,64141986,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,524433150300,Number of rows SELECTed from all tables.
SelectedBytes,25312000379752,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,524433126348,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,524433126348,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,27,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,12555,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,31533,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,6777251,Time spent loading marks
LoadedMarksFiles,110,Number of mark files loaded.
LoadedMarksCount,807389,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,3659504,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,259295,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,21517,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,149,Time spent resetting task for Common executor.
ContextLock,1602625,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,77099,Context lock wait time in microseconds
RWLockAcquiredReadLocks,2520,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,10868,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,1,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,344,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,100688,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,333,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,76755,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,598260813009,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,185178968405,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,5700745456,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,565660749,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,93858424448,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,190872547096,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSWriteBytes,3129344,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,7872670212141,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,50574,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHit,63162198,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,7865624883013,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,4555385688,Time spent reading data from page cache in ThreadPoolReader.
SynchronousReadWaitMicroseconds,4654308055,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,91,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,18621,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2004,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,4792,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,370,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1247,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,167,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LoggerElapsedNanoseconds,1189400,Cumulative time spend in logging
InterfaceHTTPSendBytes,1798695,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,1158005,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,182233,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,2103,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,1068,Number of created server HTTP connections
HTTPServerConnectionsReused,664,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,874,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,983,Number of expired server HTTP connections.
HTTPServerConnectionsReset,773,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsGranted,2,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquired,50054,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,2,Total number of noncompeting CPU slot acquired
ConcurrencyControlWaitMicroseconds,35296093998,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,110785532512,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,2482972,Total number of CPU preemptions
ConcurrencyControlUpscales,50053,Total number of CPU upscaling events
ConcurrencyControlDownscales,50053,Total number of CPU downscaling events
MemoryWorkerRun,88461,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,15514349,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,20582,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1258657,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
