event,start_value,end_value,diff,description
ReadBufferFromFileDescriptorRead,6969,74556,67587,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,16184120,782806049619,782789865499,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,308927,775326517013,775326208086,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,0,94222620264,94222620264,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,0,338,338,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,0,52803335376,52803335376,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,0,52803335376,52803335376,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,0,176,176,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,751,7411,6660,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,1,223,222,Count SELECT queries with all subqueries
SelectQuery,1,90,89,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,0,4310197907,4310197907,Total time of SELECT queries.
SelectedBytes,0,2539360412070,2539360412070,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,0,6458232,6458232,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,0,6458232,6458232,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,0,1144,1144,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,0,1144,1144,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,0,1144,1144,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,0,52803335627,52803335627,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,103,103,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,3153,24238,21085,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,0,141,141,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,2084,8548,6464,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,0,88463483,88463483,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,353,510629767,510629414,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,0,938595977,938595977,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,40,6275843,6275803,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,254132,782605377550,782605123418,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,256,498210333,498210077,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,0,29842931062,29842931062,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,0,1575783,1575783,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,60,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
