event,value,description
ThreadPoolReaderPageCacheMissElapsedMicroseconds,341,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,4643,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,2201,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,5450,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,243,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,996,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,203,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,312,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,2004718,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,49,Number of log messages with level Info
LogWarning,3,Number of log messages with level Warning
LoggerElapsedNanoseconds,6714931,Cumulative time spend in logging
InterfaceHTTPReceiveBytes,249,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,338388,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,1347,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,1,Number of created server HTTP connections
MemoryWorkerRun,388,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,460583,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,26463,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1804310,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,54,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,54,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,3,How many messages (accepted or dropped) have been sent to the async queue for the error file log
