timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
48496.54,19,253952,62,106449,7013585934,3,15712939,0,894,7,7,2885,744,4,594,969979,2,32,41899,2,12,0,3175,117032573,1190,1,0,4,2815,132738084,8,530952336,11,21,0,5,6580,594,0,0,65098566,3473427,2243744250,0,592,582,2,3,1,14,14,3454,3,2242230739,2210871815,84110776,134698087,134698087,1,3,1,7004300556,73389,73389,14,14,14,134698091,7,3,145806,992055,1426424,18658,2242230739,969979,63674399,2098
50511.39,21,253952,62,119127,7848099348,3,16146935,0,984,7,7,2885,816,4,603,1088474,2,32,46870,2,12,0,3175,120043162,1208,1,0,4,2815,148540195,8,594096208,11,21,0,5,6580,603,0,0,72513390,3667249,2504419214,0,601,591,2,3,1,14,14,3454,3,2502524846,2473862839,92149820,150726340,150726340,1,3,1,7837769712,73389,73389,14,14,14,150726344,7,3,153531,1113065,1595345,20810,2502524846,1088474,70920558,2131
52517.60,23,253952,62,131582,8666354994,3,17445118,0,1082,8,8,2885,908,4,639,1205575,2,32,51769,2,12,0,3175,126006074,1280,1,0,4,2815,163992192,8,655968768,11,22,0,5,6580,639,0,0,79918181,3898388,2767260386,0,637,635,2,3,1,14,14,3454,3,2765839878,2731746187,101045037,166447615,166463999,1,3,1,8655276012,73389,73389,14,14,14,166447619,7,3,170692,1232789,1761627,23030,2765839878,1205575,78159315,2263
54526.21,26,253952,62,143667,9462408056,3,20199225,0,1182,8,8,2885,975,5,657,1313340,4,32,56513,2,12,0,3175,130853662,1316,1,0,4,2815,179097743,8,716326260,11,22,0,5,6580,657,0,0,87332870,4192857,3023157567,0,653,656,4,3,1,14,14,3454,3,3020790920,2982610152,111493472,181736429,181736429,1,3,1,9450294340,73389,73389,14,14,14,181736433,7,3,178802,1343015,1919929,25129,3020790920,1313340,85415957,2324
56535.03,27,253952,62,156243,10292489066,3,22476746,0,1272,8,8,2885,1052,6,657,1433952,4,32,61448,2,12,0,3175,132060262,1316,1,0,4,2815,194759582,8,778973524,11,22,0,5,6580,657,0,0,95003164,4474002,3288993712,0,653,656,4,3,1,14,14,3454,3,3286099040,3244731038,121674842,197653424,197653424,1,3,1,10277978080,73389,73389,14,14,14,197653428,7,3,209419,1466255,2088170,27318,3286099040,1433952,92918264,2324
58542.69,28,253952,62,169591,11170602202,3,24098937,0,1359,8,8,2885,1143,6,675,1557009,4,32,66697,2,12,0,3175,135314743,1352,1,0,4,2815,211364619,8,845458476,11,22,0,5,6580,675,0,0,103061177,4812771,3579017806,0,671,680,4,3,1,14,14,3454,3,3576881446,3521844445,131691569,214478460,214527612,1,3,1,11152879952,73389,73389,14,14,14,214478464,7,3,217353,1592197,2254381,29744,3576881446,1557009,100810332,2392
60553.54,31,253952,62,183105,12060541270,3,25810831,0,1440,8,8,2885,1230,6,693,1679207,4,32,71994,2,12,0,3175,138313745,1388,1,0,4,2815,228173645,8,912694580,11,22,0,5,6580,693,0,0,111177519,5056307,3869698190,0,689,698,4,3,1,14,14,3454,3,3866272132,3803218749,141768586,231543853,231543853,1,3,1,12040280388,73389,73389,14,14,14,231543857,7,3,220839,1717274,2416936,32148,3866272132,1679207,108764389,2467
62560.72,31,253952,62,196975,12974545046,3,27208569,0,1523,8,8,2885,1316,6,720,1805054,4,32,77437,2,12,0,3175,143749936,1442,1,0,4,2815,245443197,8,981772788,11,22,0,5,6580,720,0,0,119590369,5373037,4167473254,0,716,723,4,3,1,14,14,3454,3,4164008136,4091887407,151837955,249042348,249042348,1,3,1,12950202128,73389,73389,14,14,14,249042352,7,3,233059,1846115,2568828,34613,4164008136,1805054,117025634,2574
64569.32,34,253952,62,211827,13953255088,3,27846113,0,1643,8,8,2885,1416,7,729,1948561,4,32,83253,2,12,0,3175,145248714,1460,1,0,4,2815,263871697,8,1055422140,11,22,0,5,6580,729,0,0,128787244,5553212,4490922993,0,725,733,4,3,1,14,14,3454,3,4488563034,4401500249,161842422,267765325,267765325,1,3,1,13923796932,73389,73389,14,14,14,267765329,7,3,242395,1993007,2758651,37312,4488563034,1948561,126032985,2602
66578.92,34,253952,62,227514,14987001406,3,29194970,0,1758,9,9,2885,1513,7,729,2107696,4,32,89411,2,13,0,3175,145586562,1460,1,0,4,2815,283429029,8,1133586992,12,23,0,5,8013,729,0,0,138625833,5780193,4830545275,0,725,733,4,3,1,14,14,3454,3,4826365949,4727667595,173255173,287586030,287586030,1,3,1,14954473592,73389,73389,14,14,14,287586034,7,3,255316,2155579,2935800,40111,4826365949,2107696,135694747,2602
68586.68,39,253952,62,244876,16132052906,3,30419086,0,1867,10,10,2885,1625,7,729,2279540,4,32,96237,2,14,0,3175,145876146,1460,1,0,4,2815,305044425,8,1220177700,13,24,0,5,8024,729,0,0,149153140,6239602,5204758631,0,725,733,4,3,1,14,14,3454,3,5200652117,5089410299,185428980,309507317,309523701,1,3,1,16094380516,73389,73389,14,14,14,309507321,7,3,268951,2331355,3137380,43225,5200652117,2279540,146020826,2602
70599.99,42,253952,62,263478,17356939808,4,32808518,0,1988,11,11,2885,1743,7,738,2461783,4,32,103536,2,14,0,3175,147386520,1478,1,0,4,2815,328228429,8,1312849176,13,25,0,5,8024,738,0,0,160187079,6491145,5603411999,0,734,742,4,3,1,14,14,3454,3,5599443320,5475960791,199056243,333024329,333024329,1,3,1,17317265140,73389,73389,14,14,14,333024333,7,3,281314,2517720,3386481,46532,5599443320,2461783,156805020,2635
72604.72,45,253952,62,285461,18806425876,4,34182347,0,2115,12,12,2885,1884,8,756,2673666,4,32,112092,2,15,0,3175,150383761,1514,1,0,4,2815,355382682,8,1421530728,14,26,0,5,8262,756,0,0,173052209,6689595,6093400303,0,752,758,4,3,1,14,14,3454,3,6089008411,5935000655,213500168,360695956,360712340,1,3,1,18756189744,73389,73389,14,14,14,360695960,7,3,297742,2734383,3672391,50590,6089008411,2673666,169385688,2697
74617.12,49,253952,62,307282,20243890006,6,38172316,0,2211,15,15,2885,2028,9,828,2884963,4,32,120657,2,16,0,3175,163301631,1658,1,0,4,2815,382478105,8,1529848096,15,29,0,5,8435,828,0,0,185501425,7013222,6582683572,0,824,847,4,3,1,14,14,3454,3,6577998939,6390916987,230253510,388103724,388136492,1,3,1,20180541712,73389,73389,14,14,14,388087344,7,3,309620,2950397,3919836,54654,6577998939,2884963,181587890,2959
76627.15,53,253952,62,330465,21768993650,6,41830407,0,2391,16,16,2885,2175,9,954,3132581,4,32,129713,2,17,0,3175,185905942,1910,1,0,4,2815,411169307,8,1644677228,16,30,0,5,8540,954,0,0,200369951,7575604,7107443548,0,950,997,4,3,1,14,14,3454,3,7102154406,6874702317,249308440,417230097,417230097,1,3,1,21695113108,73389,73389,14,14,14,417213717,7,3,323060,3203393,4232202,59000,7102154406,3132581,196143523,3461
78637.31,53,253952,62,353320,23276631774,7,45202376,0,2537,16,16,2885,2321,9,1179,3383284,4,32,138644,2,17,0,3175,224994846,2360,1,0,4,2815,439504464,8,1757888632,16,30,0,5,8540,1179,0,0,215156305,8224624,7625610081,0,1175,1266,4,3,1,14,14,3454,3,7620372498,7353280378,268075781,445970114,445970114,1,3,1,23189593992,73389,73389,14,14,14,445953734,7,3,335702,3459428,4569289,63282,7620372498,3383284,210594277,4401
80644.12,55,253952,62,377106,24844327514,7,47765451,0,2684,16,16,2885,2471,9,1251,3643938,4,32,147954,2,17,0,3175,238898163,2504,1,0,4,2815,469006579,8,1876026316,16,30,0,5,8540,1251,0,0,230353991,8917966,8158067714,0,1247,1335,4,3,1,14,14,3454,3,8152605248,7849455057,286530789,475925150,475941534,1,3,1,24747255864,73389,73389,14,14,14,475908770,7,3,342911,3725714,4898158,67693,8152605248,3643938,225463574,4688
82651.52,67,253952,62,417179,27484487872,7,49970823,0,2882,25,25,2885,2724,12,1251,4158326,4,32,163583,2,25,0,3175,240828723,2504,1,0,4,2815,518620386,8,2074287480,24,39,0,5,14576,1251,0,0,256270520,9881207,9081500645,0,1247,1335,4,3,1,14,14,3454,3,9075662187,8687489152,315561979,526260106,526276490,1,3,1,27365525544,73389,73389,14,14,14,526260110,7,3,375634,4250118,5540530,75337,9075662187,4158326,250738623,4688
84663.51,82,253952,62,464676,30614436434,8,53545949,0,3115,25,25,2885,3023,13,1548,4716813,4,32,182105,2,25,0,3175,293017291,3098,1,0,4,2815,577385742,8,2309219976,24,39,0,5,14576,1548,0,0,286925745,10866281,10198070900,0,1544,1694,4,3,1,14,14,3454,3,10191666753,9682624980,350710834,585850690,585850690,1,3,1,30463383944,73389,73389,14,14,14,585834310,7,3,403098,4820222,6253625,84577,10191666753,4716813,280681718,5856
85093.91,84,253952,62,475996,31359551118,12,54255933,4,3161,55,55,2885,3127,14,1593,4823952,4,32,186584,2,61,32,3175,310126043,3195,1,1227,4,2815,591599349,8,2366397396,60,76,23,53,15400,1593,1227,1032,294657171,11121481,10462263831,8,1589,1726,4,3,1,14,14,3454,3,10452728011,9919447711,417059932,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,7,3,477272,4929873,6818942,86700,10452728011,4823952,287848110,6012
