timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
37004.37,1,253952,62,155340,10234202142,30,51242380,0,386,36,36,9081,139,0,675,1116060,33,39577,31,53,143473244,1352,1,0,30,50,88,9,1251,675,0,0,0,36294185,8760793,3043874470,0,675,488,2,1,14,14,438,0,1,3044379600,2995522726,104426369,232242973,232242973,1,2,1,0,10217969916,73389,73389,14,14,14,232226589,10,3,573249,1140847,2420142,23249,3044379600,1116060,33874226,2153
39015.84,1,253952,62,169599,11173989006,30,55690273,0,422,38,38,9081,141,0,675,1240089,33,43541,31,53,144004148,1352,1,0,30,52,88,9,1251,675,0,0,0,40381258,10396512,3317800745,0,675,488,2,1,14,14,438,0,1,3318975440,3270133298,115732591,253605489,253605489,1,2,1,0,11158641516,73389,73389,14,14,14,253605489,10,3,593813,1266997,2631453,25344,3318975440,1240089,37751106,2153
41026.18,1,253952,62,183397,12082767418,33,62067854,0,465,39,39,9081,144,0,675,1370669,33,47474,31,53,144269600,1352,1,0,30,53,88,9,1251,675,0,0,0,44468030,12035403,3582557967,0,675,488,2,1,14,14,438,0,1,3584527312,3535882108,129534631,274253586,274253586,1,2,1,0,12066436888,73389,73389,14,14,14,274237202,10,3,606282,1400425,2847579,27370,3584527312,1370669,41621889,2153
43038.25,1,253952,62,197291,12998368190,35,65887447,0,496,44,44,9081,146,0,675,1501074,33,51382,31,53,144535052,1352,1,0,30,58,88,9,1251,675,0,0,0,48159510,13657457,3847962614,0,675,488,2,1,14,14,438,0,1,3851914192,3803437243,140967467,295069397,295069397,1,2,1,0,12983053468,73389,73389,14,14,14,295069397,10,3,629003,1533006,3053392,29410,3851914192,1501074,45107674,2153
45047.80,1,253952,62,211940,13963834754,40,72524351,0,542,45,45,9081,148,0,675,1627799,33,55475,31,53,145065956,1352,1,0,30,59,88,9,1251,675,0,0,0,52500567,15174664,4134882795,0,675,488,2,1,14,14,438,0,1,4133850064,4085603469,156077348,316997161,317019578,1,2,1,0,13947875084,73389,73389,14,14,14,316997161,10,3,645919,1662002,3241946,31561,4133850064,1627799,49260279,2153
47056.22,1,253952,62,227409,14983330422,43,79333566,0,576,49,49,9081,151,0,675,1740690,33,59862,31,53,145596860,1352,1,0,30,63,88,9,1251,675,0,0,0,56679442,16500338,4429412541,0,675,488,2,1,14,14,438,0,1,4431514576,4383706856,170685054,340182175,340182175,1,2,1,0,14967294804,73389,73389,14,14,14,340165791,10,3,672064,1777167,3421250,33832,4431514576,1740690,53259992,2153
49070.21,1,253952,62,242494,15976984570,43,84164195,0,616,50,50,9081,153,0,675,1871037,33,64082,31,53,145596860,1352,1,0,30,64,88,9,1251,675,0,0,0,60701540,18093998,4722098522,0,675,488,2,1,14,14,438,0,1,4721839056,4674156745,182014429,362767458,362767458,1,2,1,0,15961047256,73389,73389,14,14,14,362751074,10,3,688370,1909769,3609915,36047,4721839056,1871037,57093547,2153
51080.70,1,253952,62,257306,16953012842,46,90244303,0,658,51,51,9081,156,0,675,1980097,33,68287,31,53,146127764,1352,1,0,30,65,88,9,1251,675,0,0,0,64802275,19586735,5009153759,0,675,488,2,1,14,14,438,0,1,5007313872,4959561929,195759425,384940982,384940982,1,2,1,0,16937403208,73389,73389,14,14,14,384940982,10,3,708210,2021719,3791482,38225,5007313872,1980097,61012866,2153
53088.18,1,253952,62,272307,17941692870,47,93962193,0,696,51,51,9081,158,0,675,2098525,33,72492,31,53,146658668,1352,1,0,30,65,88,9,1251,675,0,0,0,68733946,20894138,5296731874,0,675,488,2,1,14,14,438,0,1,5296065488,5248481720,205265323,407415451,407415451,1,2,1,0,17926279844,73389,73389,14,14,14,407415451,10,3,715400,2142350,3958493,40428,5296065488,2098525,64777662,2153
55096.63,1,253952,62,286786,18894964898,47,96259652,0,725,53,53,9081,161,0,675,2224697,33,76637,31,53,146682800,1352,1,0,30,67,88,9,1251,675,0,0,0,72663836,22400554,5573462054,0,675,488,2,1,14,14,438,0,1,5573811019,5527169085,214726941,429069005,429085389,1,2,1,0,18879036220,73389,73389,14,14,14,429069005,10,3,735800,2270662,4142176,42551,5573811019,2224697,68524004,2153
57108.10,1,253952,62,301194,19844492494,49,100461547,0,765,53,53,9081,163,0,675,2348400,33,80644,31,53,147189572,1352,1,0,30,67,88,9,1251,675,0,0,0,76845450,23356367,5851693765,0,675,488,2,1,14,14,438,0,1,5851290443,5804736456,224696264,450652705,450669089,1,2,1,0,19828719020,73389,73389,14,14,14,450652705,10,3,750360,2396559,4314306,44668,5851290443,2348400,72533626,2153
59122.86,1,253952,62,315187,20765857126,49,104364485,0,807,56,56,9081,167,0,675,2451843,33,84679,31,53,147720476,1352,1,0,30,70,88,9,1251,675,0,0,0,80800156,24516706,6121339956,0,675,488,2,1,14,14,438,0,1,6119888233,6074005743,234843728,471609939,471609939,1,2,1,0,20750837316,73389,73389,14,14,14,471609939,10,3,769917,2502099,4486101,46724,6119888233,2451843,76316670,2153
61132.99,1,253952,62,330560,21779181998,52,109394840,0,854,58,58,9081,169,1,675,2560331,33,88982,31,53,148251380,1352,1,0,30,72,88,9,1251,675,0,0,0,84850903,25577938,6415217568,0,675,488,2,1,14,14,438,0,1,6416110953,6370146705,245941963,494631113,494647497,1,2,1,0,21763768972,73389,73389,14,14,14,494631113,10,3,779329,2613475,4616106,48984,6416110953,2560331,80237553,2153
63139.75,1,253952,62,345349,22753289024,53,115369409,0,895,58,58,9081,172,1,675,2651498,33,93225,31,53,148782284,1352,1,0,30,72,88,9,1251,675,0,0,0,88944313,26572550,6697369110,0,675,488,2,1,14,14,438,0,1,6700085258,6654785855,258047813,516780061,516796445,1,2,1,0,22738322684,73389,73389,14,14,14,516780061,10,3,796545,2706729,4780283,51157,6700085258,2651498,84166043,2153
65149.10,1,253952,62,360902,23777984392,54,119747697,0,935,61,61,9081,176,1,675,2751467,33,97687,31,53,149578640,1352,1,0,30,75,88,9,1251,675,0,0,0,93078956,27566792,6998806985,0,675,488,2,1,14,14,438,0,1,6998924099,6954441706,268844933,540071571,540071571,1,2,1,0,23762428228,73389,73389,14,14,14,540055187,10,3,817120,2808866,4959595,53443,6998924099,2751467,88122399,2153
67159.54,1,253952,62,376278,24790974968,56,125398488,0,970,61,61,9081,178,1,675,2885360,33,101993,31,53,149844092,1352,1,0,30,75,88,9,1251,675,0,0,0,97228686,29046536,7295736340,0,675,488,2,1,14,14,438,0,1,7295015747,7250499697,281802102,563097063,563097063,1,2,1,0,24775549876,73389,73389,14,14,14,563080679,10,3,826074,2944902,5146561,55702,7295015747,2885360,92085305,2153
69165.88,1,253952,62,390650,25737017212,56,128115842,0,1007,62,62,9081,183,1,675,3000473,33,106176,31,53,150640448,1352,1,0,30,76,88,9,1251,675,0,0,0,101287025,30716285,7571132602,0,675,488,2,1,14,14,438,0,1,7569368967,7526987678,292915357,584601002,584601002,1,2,1,0,25722444088,73389,73389,14,14,14,584601002,10,3,844202,3062077,5346671,57809,7569368967,3000473,95943666,2153
70801.77,1,253952,62,400982,26415782060,57,130853005,1,1028,64,64,9081,194,1,675,3077051,33,109422,38,53,158511825,1359,1,1037,37,85,88,30,1294,675,683,1037,1109,104580739,32377318,7767315891,8,675,488,2,1,14,14,438,55894435,1,7763869224,7725268584,415926133,600037902,600037902,1,2,1,55894435,26401667688,73389,73389,14,14,14,600037902,10,3,856879,3140161,5497334,59330,7763869224,3077051,99086823,2153
