timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
42030.21,14,253952,62,148751,9800885580,6,22533099,0,1003,11,11,1575,1010,9,657,1240348,2,16,58467,2,17,0,269,132311251,1316,1,0,4,895,185286907,6,741082916,16,25,0,9,729,657,0,0,78713229,3485977,3166863915,0,655,435,2,3,1,14,14,1413,3,3164482817,3092339386,104501725,188012328,188028712,1,3,1,9776641088,73389,73389,14,14,14,188012332,5,3,145067,1268295,1730993,26350,3164482817,1240348,76985240,1862
44038.17,16,253952,62,160244,10557276252,7,25488246,0,1090,11,11,1575,1081,9,657,1345173,2,16,62967,2,17,0,269,132311251,1316,1,0,4,895,199577728,6,798246232,16,25,0,9,729,657,0,0,85230476,3933053,3409727657,0,655,435,2,3,1,14,14,1413,3,3407814254,3331033848,114391991,202523346,202539730,1,3,1,10531214024,73389,73389,14,14,14,202523350,5,3,147959,1375416,1863707,28363,3407814254,1345173,83370026,1862
46053.01,18,253952,62,171693,11311712422,8,27756701,0,1187,12,12,1575,1152,9,657,1453629,2,16,67469,2,17,0,269,132311251,1316,1,0,4,895,213866869,6,855467476,16,26,0,9,729,657,0,0,91693000,4259326,3655513250,0,655,435,2,3,1,14,14,1413,3,3652400549,3569069517,123456908,216997278,216997278,1,3,1,11283858488,73389,73389,14,14,14,216997282,5,3,152237,1486247,2002729,30389,3652400549,1453629,89693759,1862
48067.24,19,253952,62,183903,12116162606,8,28468213,0,1278,13,13,1575,1233,9,675,1571518,4,16,72270,2,17,0,269,135194413,1352,1,0,4,895,229074925,6,916170504,16,27,0,9,729,675,0,0,98719962,4651700,3915741039,0,671,453,4,3,1,14,14,1413,3,3912904657,3822800124,131541337,232439581,232439581,1,3,1,12086858244,73389,73389,14,14,14,232439585,5,3,157608,1606708,2133624,32564,3912904657,1571518,96590081,1931
50079.38,20,253952,62,196670,12957252742,9,30942942,0,1357,13,13,1575,1316,9,675,1689090,4,16,77291,2,17,0,269,135194413,1352,1,0,4,895,244971545,6,979886180,16,27,0,9,729,675,0,0,106139955,4927917,4190238897,0,671,453,4,3,1,14,14,1413,3,4186492790,4088448669,141680800,248563979,248563979,1,3,1,12925326940,73389,73389,14,14,14,248563983,5,3,168295,1727017,2309265,34830,4186492790,1689090,103834689,1931
52091.03,23,253952,62,209559,13806712316,9,32773635,0,1447,14,14,1575,1397,10,675,1808154,4,16,82350,2,17,0,269,135206479,1352,1,0,4,895,261028612,6,1044049864,16,28,0,9,729,675,0,0,113552152,5401782,4462064770,0,671,453,4,3,1,14,14,1413,3,4459110432,4356372328,151207402,264850058,264882826,1,3,1,13772203048,73389,73389,14,14,14,264850062,5,3,174682,1848769,2452143,37090,4459110432,1808154,111104279,1931
54098.66,24,253952,62,222398,14652686294,9,34756994,0,1536,14,14,1575,1479,10,684,1928074,4,16,87400,2,17,0,269,136950277,1370,1,0,4,895,277034327,6,1108137308,16,28,0,9,729,684,0,0,120965924,5741537,4736305410,0,680,461,4,3,1,14,14,1413,3,4732571437,4623155828,160930951,281101210,281101210,1,3,1,14617262952,73389,73389,14,14,14,281101214,5,3,177491,1971396,2586866,39369,4732571437,1928074,118383588,1961
56112.25,25,253952,62,235365,15505926742,9,37428822,0,1618,14,14,1575,1561,10,711,2051045,6,16,92465,2,17,0,269,141400747,1424,1,0,4,895,293138055,6,1172422796,16,28,0,9,729,711,0,0,128481773,6064731,5015654704,0,705,497,6,3,1,14,14,1413,3,5012496305,4892914739,171374167,297434726,297434726,1,3,1,15466605784,73389,73389,14,14,14,297434730,5,3,193695,2097043,2758296,41687,5012496305,2051045,125728273,2065
58120.12,27,253952,62,249320,16425985852,9,39068389,0,1706,14,14,1575,1651,10,774,2185463,6,16,97937,2,17,0,269,153168510,1550,1,0,4,895,310451817,6,1241742756,16,28,0,9,729,774,0,0,136595491,6443003,5317974918,0,768,573,6,3,1,14,14,1413,3,5313965394,5183571505,181534133,315042506,315042506,1,3,1,16381470644,73389,73389,14,14,14,315028285,5,3,200127,2234383,2942092,44192,5313965394,2185463,133658484,2301
60135.71,29,253952,62,263285,17345980844,9,40708776,0,1796,14,14,1575,1746,10,855,2316832,6,16,103422,2,17,0,269,167851595,1712,1,0,4,895,327805500,6,1311157380,16,28,0,9,729,855,0,0,144700467,6803860,5620322641,0,849,671,6,3,1,14,14,1413,3,5615919011,5474622874,191588118,332659563,332659563,1,3,1,17298297308,73389,73389,14,14,14,332659567,5,3,218095,2368651,3139219,46710,5615919011,2316832,141566609,2597
62147.69,29,253952,62,277385,18273911142,9,42398120,0,1882,14,14,1575,1833,11,945,2450047,6,16,108941,2,17,0,269,183707176,1892,1,0,4,895,345318296,6,1381208392,16,28,0,9,729,945,0,0,152869617,7028204,5934509363,0,939,767,6,3,1,14,14,1413,3,5929158819,5768606191,201663492,350381401,350381401,1,3,1,18219832884,73389,73389,14,14,14,350381405,5,3,225059,2504821,3311771,49306,5929158819,2450047,149563491,2939
64159.63,30,253952,62,292843,19292516746,9,44215377,0,1992,15,15,1575,1927,11,1035,2605418,6,16,114971,2,17,0,269,199659603,2072,1,0,4,895,364449891,6,1457670532,16,29,0,9,729,1035,0,0,162158652,7317070,6282232702,0,1029,880,6,3,1,14,14,1413,3,6277230838,6091864054,213034766,369796380,369796380,1,3,1,19229411792,73389,73389,14,14,14,369796384,5,3,241216,2663552,3516323,52194,6277230838,2605418,158648291,3272
66171.59,31,253952,62,308941,20354368762,10,46528959,0,2095,16,16,1575,2035,11,1161,2765129,6,16,121268,2,17,0,269,222537819,2324,1,0,4,895,384369139,6,1537476556,16,30,0,9,729,1161,0,0,171688734,7507431,6653318378,0,1155,1011,6,3,1,14,14,1413,3,6647716601,6428802919,225055481,390032274,390032274,1,3,1,20281678280,73389,73389,14,14,14,390032278,5,3,255571,2826696,3717081,55259,6647716601,2765129,167977934,3707
68179.73,33,253952,62,326363,21501289136,10,47616812,0,2229,17,17,1575,2143,20,1161,2951991,6,16,128033,2,18,0,269,223792683,2324,1,0,4,895,405884749,6,1623280416,17,31,0,9,743,1161,0,0,182235540,7947730,7060252754,0,1155,1011,6,3,1,14,14,1413,3,7054856375,6793224303,237111433,411870370,411870370,1,3,1,21416407304,73389,73389,14,14,14,411853990,5,3,263993,3017585,3930868,58615,7054856375,2951991,178311303,3707
70188.46,34,253952,62,344271,22682171556,11,50401759,0,2363,18,18,1575,2257,20,1161,3135694,6,16,135053,2,18,0,269,224721765,2324,1,0,4,895,428127803,6,1712381928,17,32,0,9,743,1161,0,0,192984908,8221635,7470307421,0,1155,1011,6,3,1,14,14,1413,3,7464429980,7167929405,250903607,434397865,434397865,1,3,1,22588689012,73389,73389,14,14,14,434397869,5,3,281903,3205244,4176826,61998,7464429980,3135694,188815072,3707
72197.22,35,253952,62,365996,24113229020,11,52127062,0,2482,19,19,1575,2398,22,1161,3347503,6,16,143559,2,19,0,269,224757963,2324,1,0,4,895,455104228,6,1820352216,18,33,0,9,754,1161,0,0,206079377,8405798,7953051920,0,1155,1011,6,3,1,14,14,1413,3,7946859924,7621086595,265882456,461742256,461742256,1,3,1,24010597344,73389,73389,14,14,14,461742260,5,3,294547,3421658,4489685,65991,7946859924,3347503,201597104,3707
74207.81,38,253952,62,387772,25547580556,13,56329194,0,2569,22,22,1575,2540,22,1170,3531252,6,16,152086,2,20,0,269,226569987,2342,1,0,4,895,482130402,6,1928457152,19,36,0,9,844,1170,0,0,217690756,8649467,8435532185,0,1164,1019,6,3,1,14,14,1413,3,8430862496,8075122022,281931626,489152183,489184951,1,3,1,25435913548,73389,73389,14,14,14,489152187,5,3,306220,3609546,4709689,70007,8430862496,3531252,212988892,3741
76222.13,40,253952,62,411265,27094608812,13,59006210,0,2715,22,22,1575,2684,23,1179,3784908,6,16,161265,2,20,0,269,228394593,2360,1,0,4,895,511263193,6,2044988216,19,36,0,9,844,1179,0,0,232597153,9325104,8968000772,0,1173,1028,6,3,1,14,14,1413,3,8960039423,8565147312,300181276,518736864,518753248,1,3,1,26974316960,73389,73389,14,14,14,518736868,5,3,316859,3868530,5020231,74373,8960039423,3784908,227585238,3779
78232.66,43,253952,62,434176,28605060266,13,61546588,0,2868,22,22,1575,2833,23,1512,4035127,6,16,170194,2,20,0,269,285800497,3026,1,0,4,895,539588816,6,2158290856,19,36,0,9,844,1512,0,0,247350376,10100648,9499323077,0,1506,1405,6,3,1,14,14,1413,3,9493129786,9045375887,318209632,547483358,547499742,1,3,1,28469134648,73389,73389,14,14,14,547483362,5,3,329125,4124060,5333791,78785,9493129786,4035127,242025386,5079
80245.94,46,253952,62,457593,30147783482,13,64112208,0,3010,23,23,1575,2979,23,1548,4289136,6,16,179281,2,21,0,269,296488195,3098,1,0,4,895,568441191,6,2273570928,20,37,0,9,857,1548,0,0,262512433,11043931,10069706807,0,1542,1450,6,3,1,14,14,1413,3,10061908777,9537867711,336893434,576727849,576727849,1,3,1,29989848180,73389,73389,14,14,14,576727853,5,3,340505,4383672,5657374,83511,10061908777,4289136,256863343,5217
81624.95,54,253952,62,476210,31373913670,17,66315084,4,3131,36,36,1575,3127,24,1548,4497554,6,16,186584,2,41,16,269,307207148,3105,1,1227,4,895,591599349,6,2366397396,40,57,1,33,2306,1548,1227,1452,275810789,11905347,10517219013,8,1542,1450,6,3,1,14,14,1413,3,10507760799,9928239267,415164704,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,5,3,370118,4596758,5990621,87167,10507760799,4497554,269829864,5217
