timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,PartsLockHoldMicroseconds,PartsLocks,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
22151.99,253952,62,229342,15110542414,0,2241,0,1,60,60,11,151,675,1521373,126,29,60396,75,207,145596860,1352,1,0,74,74,30,14,381,675,0,0,0,53083434,8247877,4419266411,0,549,260,126,9,1,2,1,14,14,321,1,4468739024,4420909205,185809465,343061441,343077825,1,2,1,15094703404,73389,73389,14,14,14,343061441,7,3,664279,1556883,4185858,34116,4468739024,1521373,48899506,2456
24157.15,253952,62,248335,16361903962,0,2241,0,1,60,60,11,154,675,1635105,126,29,65732,75,207,145862312,1352,1,0,74,74,30,14,381,675,0,0,0,57897870,9020237,4785657938,0,549,260,126,9,1,2,1,14,14,321,1,4834167760,4786661948,198744101,371507434,371523818,1,2,1,16346327096,73389,73389,14,14,14,371507434,7,3,679099,1673180,4354275,36904,4834167760,1635105,53545710,2456
26165.01,253952,62,265261,17477271694,0,2241,0,1,60,60,11,157,675,1760418,126,29,70513,75,207,146393216,1352,1,0,74,74,30,14,381,675,0,0,0,62334468,10452035,5111247569,0,549,260,126,9,1,2,1,14,14,321,1,5160274896,5112748805,220519371,396861169,396861169,1,2,1,17461891436,73389,73389,14,14,14,396861169,7,3,717538,1800933,4594113,39392,5160274896,1760418,57742607,2456
28178.58,253952,62,279932,18443793938,0,2241,0,1,60,60,11,159,675,1896107,126,29,74632,75,207,146658668,1352,1,0,74,74,30,14,381,675,0,0,0,66135189,12828091,5393015995,0,549,260,126,9,1,2,1,14,14,321,1,5442735056,5395250001,251991846,418823860,418840244,1,2,1,18428249840,73389,73389,14,14,14,418823860,7,3,752591,1938852,4840679,41547,5442735056,1896107,61296856,2456
30192.41,253952,62,294910,19430275202,0,2241,0,1,60,60,11,162,675,2029314,126,29,78876,75,207,146924120,1352,1,0,74,74,30,14,381,675,0,0,0,70865038,15734748,5682002683,0,549,260,126,9,1,2,1,14,14,321,1,5730048843,5683702718,271689058,441234952,441251336,1,2,1,19414337888,73389,73389,14,14,14,441234952,7,3,774326,2076827,5078478,43743,5730048843,2029314,65788016,2456
32201.91,253952,62,309485,20390771442,0,2241,0,1,60,60,11,164,675,2164399,126,29,82974,75,207,147455024,1352,1,0,74,74,30,14,381,675,0,0,0,74844588,18100866,5964439614,0,549,260,126,9,1,2,1,14,14,321,1,6010673995,5964420858,288935815,463080796,463080796,1,2,1,20375555024,73389,73389,14,14,14,463080796,7,3,799645,2215019,5314019,45884,6010673995,2164399,69533143,2456
34215.44,253952,62,324165,21357690210,0,2241,0,1,60,60,11,168,675,2289679,126,29,87186,75,207,147985928,1352,1,0,74,74,30,14,381,675,0,0,0,79081699,20795859,6245195112,0,549,260,126,9,1,2,1,14,14,321,1,6292903273,6246993057,339788286,485049520,485065904,1,2,1,21342178880,73389,73389,14,14,14,485049520,7,3,829313,2342521,5555924,48044,6292903273,2289679,73527447,2456
36226.04,253952,62,338233,22284280328,0,2241,0,1,60,60,11,171,675,2401337,126,29,91247,75,207,148516832,1352,1,0,74,74,30,14,381,675,0,0,0,82845943,23094104,6515893163,0,549,260,126,9,1,2,1,14,14,321,1,6562852874,6517729781,353943688,506127475,506127475,1,2,1,22268888004,73389,73389,14,14,14,506111091,7,3,853862,2456476,5744283,50110,6562852874,2401337,77104432,2456
38233.92,253952,62,352760,23241365388,0,2241,0,1,60,60,11,173,675,2518373,126,29,95300,75,207,148782284,1352,1,0,74,74,30,14,381,675,0,0,0,87629021,26399290,6794652311,0,549,260,126,9,1,2,1,14,14,321,1,6842822666,6797570981,376822131,527877174,527877174,1,2,1,23225874760,73389,73389,14,14,14,527860790,7,3,887252,2575814,5986915,52246,6842822666,2518373,81644985,2456
40253.50,253952,62,366948,24176338664,0,2241,0,1,60,60,11,177,675,2634621,126,29,99401,75,207,149844092,1352,1,0,74,74,30,14,381,675,0,0,0,91562160,28855024,7068425406,0,549,260,126,9,1,2,1,14,14,321,1,7115184963,7070817903,391662408,549114651,549131035,1,2,1,24161044644,73389,73389,14,14,14,549114651,7,3,909338,2695237,6192924,54330,7115184963,2634621,85372209,2456
42268.43,253952,62,381943,25164094572,0,2241,0,1,60,60,11,179,675,2782460,126,29,103599,75,207,149844092,1352,1,0,74,74,30,14,381,675,0,0,0,95693126,31265627,7354528600,0,549,260,126,9,1,2,1,14,14,321,1,7403543363,7359493741,406285422,571568862,571585246,1,2,1,25149029928,73389,73389,14,14,14,571568862,7,3,933065,2850598,6419179,56530,7403543363,2782460,89277032,2456
44281.54,253952,62,395592,26061971164,0,2241,0,1,60,60,11,185,675,2904283,126,29,107604,75,207,150905900,1352,1,0,74,74,30,14,381,675,0,0,0,100016469,33948448,7614699196,0,549,260,126,9,1,2,1,14,14,321,1,7663327085,7621946400,424750695,591989298,591989298,1,2,1,26047529112,73389,73389,14,14,14,591989298,7,3,958601,2975238,6624145,58533,7663327085,2904283,93395505,2456
45227.52,253952,62,400982,26415782060,4,36668,4,5,60,60,11,191,675,2950060,126,29,109422,77,207,158511825,1359,1,1034,76,81,30,74,546,675,679,1034,1058,102617489,35599412,7767094545,8,549,260,126,9,1,2,1,14,14,321,1,7763869224,7725268584,2751639583,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,7,3,1023595,3021862,6876392,59330,7763869224,2950060,95744335,2456
