timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55125.51,412,262144,64,189072,12457276998,36,71060224,3728,37,37,1424,1269,59,585,3452412,2,8,74428,16,3,118949768,1172,1,4,4161,235640969,37,942563876,15,32905,271379,2,18935,585,132367988,19897226,3978535549,583,2176,2,3,1,2,2,7623,3,3958995568,3925247885,233259141,239348867,239348867,3,1,12446141116,73389,73389,2,2,2,239348871,23,1,3,253762,16210518,4249023,123362,32866,3958995568,3329050,128117908,10649
60155.99,429,262144,64,203015,13376839260,36,73821598,4046,43,43,1424,1358,61,594,3690726,2,8,79891,16,3,120762104,1190,1,4,4161,252867938,37,1011407180,15,35366,298273,2,18935,594,141350359,21151944,4276371246,592,2177,2,3,1,2,2,7623,3,4255405737,4215488025,246918393,256968713,257001481,3,1,13362373108,73389,73389,2,2,2,256968717,23,1,3,283609,17263000,4631854,131246,35321,4255405737,3559480,136717676,10669
65185.29,504,262144,64,221885,14618945346,37,83189231,4481,44,44,1424,1475,76,594,4325149,2,8,87284,16,3,120762104,1190,1,4,4161,276359253,37,1105243172,15,38783,342428,2,18935,594,163153995,25497530,4692477252,592,2177,2,3,1,2,2,7623,3,4669303856,4608561228,283691198,280729770,280746154,3,1,14597948072,73389,73389,2,2,2,280729774,23,1,3,301333,20502599,5304901,153743,38737,4669303856,4171406,157847602,10669
70218.32,607,262144,64,241666,15924458990,37,91522465,4882,44,44,1424,1607,89,594,4973716,2,8,95070,16,3,120762104,1190,1,4,4161,300964492,37,1203728740,15,42375,402623,2,18935,594,185056978,29709742,5125547994,592,2177,2,3,1,2,2,7623,3,5100055616,5021361182,320013525,305734679,305734679,3,1,15898203340,73389,73389,2,2,2,305734683,23,1,3,319740,23810869,6002217,177516,42329,5100055616,4796200,179051003,10669
75223.02,702,262144,64,261172,17209657694,37,99685743,5304,44,44,1424,1736,97,594,5623266,2,8,102702,16,3,120762104,1190,1,4,4161,325078099,37,1300312396,15,45973,459208,2,18935,594,206634274,33872949,5563251005,592,2177,2,3,1,2,2,7623,3,5535451292,5428496209,355657780,330287757,330287757,3,1,17174963396,73389,73389,2,2,2,330287761,23,1,3,341309,27068039,6724438,199673,45927,5535451292,5423593,199903746,10669
80242.80,705,262144,64,272099,17930137458,43,107400213,5592,50,50,1424,1809,97,594,5698825,2,8,107016,16,3,120762104,1190,1,4,4161,338738773,37,1354955092,15,47884,459660,2,18935,594,210237175,33962446,5794249319,592,2177,2,3,1,2,2,7623,3,5765423151,5655636913,367288441,344110203,344126587,3,1,17893730588,73389,73389,2,2,2,344110207,23,1,3,354506,27291996,6824736,202033,47832,5765423151,5496792,203407121,10669
85263.62,755,262144,64,287909,18971329338,49,117310787,5941,56,56,1424,1908,103,594,6085749,2,8,113196,16,3,120762104,1190,1,4,4161,358345070,37,1433250980,15,50848,509262,2,18935,594,224712011,36363676,6154785589,592,2177,2,3,1,2,2,7623,3,6124187531,5986324011,395153562,363965835,363965835,3,1,18926223452,73389,73389,2,2,2,363965839,23,1,3,400328,29137632,7406895,214715,50790,6124187531,5871034,217300345,10669
90282.91,851,262144,64,308898,20354152306,50,126498226,6401,58,58,1424,2041,117,594,6832161,2,8,121412,16,3,120762104,1190,1,4,4161,384274714,37,1537034280,15,54931,587740,2,18935,594,250135893,41088560,6652878498,592,2177,2,3,1,2,2,7623,3,6619692128,6426607585,436400595,390228882,390245266,3,1,20291901896,73389,73389,2,2,2,390228886,23,1,3,440613,32787804,8299408,240770,54871,6619692128,6591391,241828865,10669
95311.19,955,262144,64,329691,21724504264,50,135210105,6868,58,58,1424,2175,138,594,7585145,2,8,129507,16,3,120762104,1190,1,4,4161,409859934,37,1639439736,15,59064,651194,2,18935,594,275858845,45909179,7155349708,592,2177,2,3,1,2,2,7623,3,7119562150,6863119113,477443677,416215560,416248328,3,1,21643209152,73389,73389,2,2,2,416215564,23,1,3,457818,36479627,9101885,272743,59005,7119562150,7312402,266747316,10669
100315.74,962,262144,64,343370,22626364710,57,143800784,7191,58,58,1424,2259,140,594,7718438,2,8,134833,16,3,120762104,1190,1,4,4161,426737561,37,1706950244,15,61890,656153,2,18935,594,281255319,46277916,7490657347,592,2177,2,3,1,2,2,7623,3,7453359642,7150859697,492264548,433341097,433341097,3,1,22533737076,73389,73389,2,2,2,433341101,23,1,3,462163,36971494,9195053,278365,61830,7453359642,7440073,272051158,10669
105320.12,962,262144,64,359109,23663567164,57,145705587,7387,59,59,1424,2364,140,594,7835008,2,8,140933,16,3,120762104,1190,1,4,4161,446029565,37,1784118260,15,65191,656714,2,18935,594,286301358,46278266,7884043950,592,2177,2,3,1,2,2,7623,3,7845006850,7482693427,499662051,452918201,452918201,3,1,23550894516,73389,73389,2,2,2,452901821,23,1,3,474877,37254909,9261813,282353,65130,7845006850,7552655,277030456,10669
110324.35,964,262144,64,376431,24805430122,60,151827879,7496,61,61,1424,2472,140,594,7966727,2,8,147675,16,3,120762104,1190,1,4,4161,467397432,37,1869589728,15,68723,657409,2,18935,594,291797778,46280687,8315163281,592,2177,2,3,1,2,2,7623,3,8274251075,7847173263,511770180,474573470,474573470,3,1,24677820472,73389,73389,2,2,2,474573474,23,1,3,485607,37570112,9349619,286678,68660,8274251075,7680049,282439411,10669
115328.39,964,262144,64,392770,25882316156,61,154093306,7531,63,63,1424,2577,140,594,8082558,2,8,154007,16,3,120762104,1190,1,4,4161,487440463,37,1949761852,15,72075,657691,2,18935,594,296552708,46280841,8722800842,592,2177,2,3,1,2,2,7623,3,8680138160,8191391074,519225177,494918463,494934847,3,1,25735760108,73389,73389,2,2,2,494918467,23,1,3,493747,37850304,9396994,290550,72010,8680138160,7792008,287147165,10669
120333.18,966,262144,64,409419,26979458020,62,157152354,7619,64,64,1424,2685,140,594,8208067,2,8,160484,16,3,120762104,1190,1,4,4161,507890960,37,2031563840,15,75483,658033,2,18935,594,301710300,46281060,9135343782,592,2177,2,3,1,2,2,7623,3,9090882462,8541752216,527909931,515693314,515726082,3,1,26816052360,73389,73389,2,2,2,515693318,23,1,3,498217,38150147,9455777,294586,75417,9090882462,7913481,292246174,10669
125337.20,966,262144,64,425133,28014430840,62,160790189,7742,65,65,1424,2785,141,594,8325926,2,8,166562,16,3,120762104,1190,1,4,4161,527120425,37,2108481700,15,78687,658441,2,18935,594,306842193,46282249,9524324575,592,2177,2,3,1,2,2,7623,3,9478162344,8872528186,537129569,535294994,535294994,3,1,27835339720,73389,73389,2,2,2,535294998,23,1,3,514036,38435155,9525724,298560,78620,9478162344,8027366,297308207,10669
130341.96,966,262144,64,439862,28986033168,64,163237691,8003,66,66,1424,2877,141,594,8427435,2,8,172287,16,3,120762104,1190,1,4,4161,545264299,37,2181057196,15,81708,658815,2,18935,594,311176130,46282344,9890919427,592,2177,2,3,1,2,2,7623,3,9843177126,9182903417,544301545,553663556,553663556,3,1,28790504944,73389,73389,2,2,2,553663560,23,1,3,518268,38687153,9574140,301969,81640,9843177126,8125466,301593646,10669
135346.52,966,262144,64,451394,29746258740,65,165657132,8308,66,66,1424,2953,141,594,8503035,2,8,176761,16,3,120762104,1190,1,4,4161,559398558,37,2237594232,15,84105,658868,2,18935,594,314566285,46282517,10181658531,592,2177,2,3,1,2,2,7623,3,10132659539,9425789798,550403673,568059442,568059442,3,1,29539091016,73389,73389,2,2,2,568059446,23,1,3,526749,38876824,9605780,304711,84037,10132659539,8198324,304952266,10669
140389.56,1058,262144,64,470976,31036582972,68,181913575,8844,83,83,1424,3078,158,594,9160261,2,8,184262,21,33,120762104,1190,1,4,4161,583170536,37,2332682144,20,88147,818445,2,24669,594,337197798,59113950,10668967121,592,2177,2,3,1,2,2,7623,3,10617482595,9837903890,604676047,592483607,592499991,3,1,30809147596,73389,73389,2,2,2,592483611,23,1,3,602102,45519138,10612038,328701,88062,10617482595,8831560,326577913,10669
