timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55187.00,492,262144,64,140873,9283159382,27,80095211,3388,28,28,7201,956,77,576,3460924,0,16,55414,14,1,116615280,1154,1,4,1051,175373032,21,701492128,13,24589,271832,2,4165,576,133251487,23583882,2971663014,576,2279,0,3,1,2,2,2907,3,2956152245,2926085689,246298749,178301378,178301378,3,1,9271671688,73389,73389,2,2,2,178301382,41,2,3,276477,17533734,4683970,129781,24559,2956152245,3331143,128566989,11423
60192.77,493,262144,64,148691,9798656990,28,83528209,3603,29,29,7201,1008,77,576,3507222,0,16,58501,14,1,116615280,1154,1,4,1051,185141330,21,740565320,13,25955,271940,2,4165,576,135719656,23583965,3135884813,576,2279,0,3,1,2,2,2907,3,3119628711,3088473906,252381678,188208492,188208492,3,1,9786841616,73389,73389,2,2,2,188208496,41,2,3,279138,17647980,4715164,131451,25924,3119628711,3375771,131004064,11423
65197.67,493,262144,64,155918,10274795390,28,85969995,3817,29,29,7201,1054,77,576,3549730,0,16,61351,14,1,116615280,1154,1,4,1051,194156966,21,776627864,13,27207,271996,2,4165,576,138154715,23584051,3286698646,576,2279,0,3,1,2,2,2907,3,3269752819,3238470934,257427848,197352035,197352035,3,1,10262305852,73389,73389,2,2,2,197352039,41,2,3,281067,17753331,4744824,133088,27176,3269752819,3416642,133409689,11423
70202.39,493,262144,64,165127,10881453574,28,87835373,4076,29,29,7201,1114,77,576,3604909,0,16,64977,14,1,116615280,1154,1,4,1051,205637028,21,822548112,13,28806,272133,2,4165,576,141160341,23584438,3479506315,576,2279,0,3,1,2,2,2907,3,3461687770,3429602136,262522495,208995853,209012237,3,1,10867784388,73389,73389,2,2,2,208995857,41,2,3,286416,17892789,4778235,135149,28775,3461687770,3469760,136382007,11423
75207.41,493,262144,64,173501,11433075482,28,89553272,4362,29,29,7201,1168,77,576,3656397,0,16,68276,14,1,116615280,1154,1,4,1051,216093101,21,864372404,13,30254,272311,2,4165,576,144307125,23584819,3654020609,576,2279,0,3,1,2,2,2907,3,3635389768,3603309082,267583152,219617830,219617830,3,1,11419275224,73389,73389,2,2,2,219601450,41,2,3,293141,18021421,4821036,137125,30223,3635389768,3519272,139485879,11423
80212.70,493,262144,64,182083,11998956310,29,92491304,4621,30,30,7201,1224,77,576,3708943,0,16,71666,14,1,116615280,1154,1,4,1051,226796003,21,907184012,13,31758,272551,2,4165,576,147262664,23585052,3834886808,576,2279,0,3,1,2,2,2907,3,3815426014,3781621274,273689709,230489441,230489441,3,1,11985450964,73389,73389,2,2,2,230489445,41,2,3,298656,18150680,4850666,139060,31726,3815426014,3569883,142411943,11423
85217.35,493,262144,64,190945,12582559786,29,94597536,4866,30,30,7201,1282,77,576,3764520,0,16,75162,14,1,116615280,1154,1,4,1051,237890129,21,951560516,13,33297,272634,2,4165,576,150025412,23585198,4020149054,576,2279,0,3,1,2,2,2907,3,3999850994,3965421779,278770121,241709434,241709434,3,1,12568890600,73389,73389,2,2,2,241709438,41,2,3,304121,18282842,4879955,140912,33265,3999850994,3623608,145145444,11423
90222.75,493,262144,64,200059,13183305766,29,96651450,5111,30,30,7201,1341,77,576,3824186,0,16,78760,14,1,116615280,1154,1,4,1051,249269767,21,997079068,13,34883,272756,2,4165,576,152827247,23585325,4211238753,576,2279,0,3,1,2,2,2907,3,4190082009,4154674863,283847655,253252789,253252789,3,1,13169145060,73389,73389,2,2,2,253252793,41,2,3,305777,18421601,4903994,142765,34851,4190082009,3681421,147923468,11423
95228.37,493,262144,64,209013,13773565986,30,99284212,5393,31,31,7201,1399,77,576,3879013,0,16,82296,14,1,116615280,1154,1,4,1051,260464583,21,1041793724,13,36429,272971,2,4165,576,156068724,23585939,4397913544,576,2279,0,3,1,2,2,2907,3,4375897552,4340456539,289944342,264607728,264607728,3,1,13759601888,73389,73389,2,2,2,264607732,41,2,3,310995,18559152,4932243,144813,36396,4375897552,3734200,151136837,11423
100233.81,502,262144,64,217847,14355937754,31,103163626,5647,37,37,7201,1458,78,576,3981428,0,16,85763,14,1,116904864,1154,1,4,1051,271473599,21,1085894396,13,38071,274909,2,4165,576,160612412,24038405,4595759295,576,2279,0,3,1,2,2,2907,3,4572811327,4525285382,299139793,275692331,275692331,3,1,14336001244,73389,73389,2,2,2,275692335,41,2,3,332017,19011436,5070027,148358,38032,4572811327,3833070,155542168,11423
105261.36,535,262144,64,229218,15104345100,36,113295232,5927,42,42,7201,1528,82,576,4288034,0,16,90235,14,1,116904864,1154,1,4,1051,285610728,21,1142442912,13,40144,300948,2,4165,576,172635076,26425705,4847096961,576,2279,0,3,1,2,2,2907,3,4822852119,4762022927,324461240,290014933,290031317,3,1,15080776548,73389,73389,2,2,2,290014937,41,2,3,377268,20613796,5585474,158979,40100,4822852119,4129055,167047740,11423
110267.17,576,262144,64,240472,15845084734,41,124445846,6213,42,42,7201,1604,90,576,4609949,0,16,94556,14,1,116904864,1154,1,4,1051,299258315,21,1197033260,13,42311,325609,2,4165,576,184425386,28583750,5108604670,576,2279,0,3,1,2,2,2907,3,5083002321,4997308520,350436826,304118510,304118510,3,1,15814162552,73389,73389,2,2,2,304118514,41,2,3,398080,22283975,5965659,169982,42267,5083002321,4439967,178459212,11423
115272.49,576,262144,64,248391,16366622310,41,126530316,6461,42,42,7201,1656,90,576,4667747,0,16,97615,14,1,116904864,1154,1,4,1051,308918109,21,1235672436,13,43961,325714,2,4165,576,187194437,28583919,5307789606,576,2279,0,3,1,2,2,2907,3,5281295654,5164235612,355518371,313966565,313966565,3,1,16326261412,73389,73389,2,2,2,313966569,41,2,3,402205,22429581,5993192,172133,43917,5281295654,4495614,181200751,11423
120278.40,576,262144,64,256854,16924728486,41,128560575,6709,42,42,7201,1709,90,576,4728671,0,16,100912,14,1,116904864,1154,1,4,1051,319353133,21,1277412532,13,45704,325861,2,4165,576,190023230,28584060,5518709699,576,2279,0,3,1,2,2,2907,3,5491279931,5342604099,360612481,324535072,324535072,3,1,16875823776,73389,73389,2,2,2,324535076,41,2,3,411184,22581013,6033232,174410,45660,5491279931,4554261,183989651,11423
125283.81,576,262144,64,265236,17476935012,41,130235015,6990,42,42,7201,1763,90,576,4795365,0,16,104166,14,1,116904864,1154,1,4,1051,329648261,21,1318593044,13,47416,326133,2,4165,576,193186350,28584149,5726139985,576,2279,0,3,1,2,2,2907,3,5697773895,5518931711,365702693,334976825,334993209,3,1,17418794932,73389,73389,2,2,2,334976829,41,2,3,414927,22743252,6076811,176686,47372,5697773895,4618679,187109249,11423
130292.56,576,262144,64,274890,18114059844,41,131514489,7299,42,42,7201,1825,90,576,4876269,0,16,107917,14,1,116904864,1154,1,4,1051,341528219,21,1366112876,13,49420,326500,2,4165,576,196722434,28584276,5967678043,576,2279,0,3,1,2,2,2907,3,5938225749,5722580339,370821903,347025925,347025925,3,1,18045348132,73389,73389,2,2,2,347025929,41,2,3,417336,22939007,6116203,179437,49376,5938225749,4696832,190606243,11423
135297.43,576,262144,64,282295,18601875718,41,134083860,7502,42,42,7201,1872,90,576,4928040,0,16,110789,14,1,116904864,1154,1,4,1051,350630186,21,1402520744,13,50961,326610,2,4165,576,199025828,28584325,6153590940,576,2279,0,3,1,2,2,2907,3,6123320400,5878436224,375895175,356257421,356257421,3,1,18525385924,73389,73389,2,2,2,356257425,41,2,3,421937,23068897,6153709,181303,50917,6123320400,4746737,192872361,11423
140320.51,594,262144,64,290801,19163186054,42,138851623,7732,47,47,7201,1925,94,576,5101057,0,16,114108,14,1,116904864,1154,1,4,1051,361227570,21,1444845816,13,52679,341109,2,4165,576,205558867,29714540,6361076829,576,2279,0,3,1,2,2,2907,3,6329812129,6057470637,388771929,366889305,366889305,3,1,19078243892,73389,73389,2,2,2,366889309,41,2,3,476817,23928546,6591477,187414,52630,6329812129,4913643,198968979,11423
145347.25,645,262144,64,302866,19959199000,42,144442016,8040,47,47,7201,1997,111,576,5536297,0,16,118843,14,1,117218580,1154,1,4,1051,376219359,21,1504812876,13,54964,404413,2,4165,576,220889264,33346008,6638865278,576,2279,0,3,1,2,2,2907,3,6606107426,6309994676,414504702,382097914,382097914,3,1,19869091560,73389,73389,2,2,2,382097918,41,2,3,504064,26442273,7141936,204435,54915,6606107426,5331862,213747844,11423
150369.17,718,262144,64,314613,20732887380,42,151189519,8371,48,48,7201,2083,125,576,5984907,0,16,123426,14,1,117218580,1154,1,4,1051,390631261,21,1562395880,13,57298,445719,2,4165,576,236235467,36978674,6918951050,576,2279,0,3,1,2,2,2907,3,6884690846,6556250029,441481644,396801222,396817606,3,1,20633663576,73389,73389,2,2,2,396801226,41,2,3,522683,28860778,7653256,225850,57248,6884690846,5759057,228580107,11423
155397.84,747,262144,64,324180,21363695214,47,160739211,8640,52,52,7201,2141,132,576,6250720,0,16,127119,14,1,117218580,1154,1,4,1051,402366116,21,1609312200,13,59158,464181,2,4165,576,245955385,38877567,7143064391,576,2279,0,3,1,2,2,2907,3,7107676294,6756977210,463328782,408801170,408801170,3,1,21257660872,73389,73389,2,2,2,408801174,41,2,3,585361,30255291,8196348,238475,59104,7107676294,6012245,237756569,11423
160423.21,802,262144,64,335939,22138797458,47,166870166,8938,53,53,7201,2215,139,576,6665315,0,16,131736,14,1,117218580,1154,1,4,1051,417026906,21,1667913768,13,61384,524798,2,4165,576,260946150,42389413,7413218128,576,2279,0,3,1,2,2,2907,3,7376379150,7002742059,489047089,423582080,423598464,3,1,22026268192,73389,73389,2,2,2,423582084,41,2,3,604111,32701716,8692870,252959,61329,7376379150,6412356,252251063,11423
165439.21,855,262144,64,347708,22913855234,49,176038428,9253,54,54,7201,2291,145,576,7082922,0,16,136339,14,1,117218580,1154,1,4,1051,431585278,21,1726341112,13,63670,561982,2,4165,576,275902987,45555877,7689889117,576,2279,0,3,1,2,2,2907,3,7651576769,7249040275,517234825,438353083,438353083,3,1,22794360348,73389,73389,2,2,2,438353087,41,2,3,626231,35147260,9207280,267507,63614,7651576769,6815415,266692640,11423
170478.18,1227,262144,64,359111,23665904180,50,183420215,9551,55,55,7201,2363,148,576,7496391,0,16,140764,14,1,117218580,1154,1,4,1051,445584840,21,1782339360,13,65874,603028,2,4165,576,290868197,48724294,7956306115,576,2279,0,3,1,2,2,2907,3,7916568933,7488363221,543850478,452634281,452634281,3,1,23536982644,73389,73389,2,2,2,452634285,41,2,3,645268,37411042,9725275,281739,65817,7916568933,7214652,281140225,11423
175501.26,1310,262144,64,370816,24436743520,50,189462624,9847,56,56,7201,2436,164,576,7930619,0,16,145319,14,1,117218580,1154,1,4,1051,459944004,21,1839711292,13,68131,644074,2,4165,576,305882395,52075693,8231140064,576,2279,0,3,1,2,2,2907,3,8189938390,7733043557,569481413,467337589,467337589,3,1,24300702692,73389,73389,2,2,2,467321209,41,2,3,671591,39857550,10283512,296555,68073,8189938390,7634064,295596735,11423
180530.29,1369,262144,64,382839,25228833552,52,199024089,10161,58,58,7201,2518,173,576,8374687,0,16,150021,14,1,117218580,1154,1,4,1051,474769302,21,1899012704,13,70512,703923,2,4165,576,321395339,55766715,8518971008,576,2279,0,3,1,2,2,2907,3,8476250555,7985515772,599494869,482358226,482374610,3,1,25082627784,73389,73389,2,2,2,482358230,41,2,3,698051,42488246,10849789,313238,70452,8476250555,8061449,310542432,11423
185547.61,1425,262144,64,396150,26105659734,52,208535074,10502,58,58,7201,2601,181,576,8860507,0,16,155277,14,1,117218580,1154,1,4,1051,491433892,21,1965671044,13,73121,748132,2,4165,576,338332856,59494820,8836362573,576,2279,0,3,1,2,2,2907,3,8791972726,8264575840,630947101,499031488,499047872,3,1,25949637408,73389,73389,2,2,2,499031492,41,2,3,720599,45175915,11405402,329516,73061,8791972726,8530991,326922385,11423
190563.45,1496,262144,64,410400,27044965368,52,216509964,10841,58,58,7201,2688,190,576,9373560,0,16,160798,14,1,117218580,1154,1,4,1051,508960694,21,2035713508,13,75916,797228,2,4165,576,356106705,63107292,9176110699,576,2279,0,3,1,2,2,2907,3,9129926121,8563695466,661469657,516861537,516877921,3,1,26876799956,73389,73389,2,2,2,516861541,41,2,3,741286,47886214,11991126,347719,75856,9129926121,9025841,344110211,11423
195590.35,1566,262144,64,424725,27990091152,52,224567107,11171,58,58,7201,2783,196,585,9890190,2,16,166413,14,1,118660184,1172,1,4,1051,526738110,21,2106758228,13,78765,854822,2,4165,585,373814895,66894519,9520296690,583,2309,2,3,1,2,2,2907,3,9472292077,8864832648,692471469,534798082,534798082,3,1,27809500296,73389,73389,2,2,2,534798086,41,2,3,766927,50763442,12629288,366781,78705,9472292077,9523409,361179675,11534
200628.04,1633,262144,64,439145,28940175926,52,239923518,11643,66,66,7201,2873,202,585,10416349,2,16,172002,18,1,118660184,1172,1,4,1051,544326011,21,2177304044,17,81685,1029092,2,28089,585,392046114,76733473,9873360897,583,2309,2,3,1,2,2,2907,3,9823512541,9168093062,738115493,552802322,552818706,3,1,28745720776,73389,73389,2,2,2,552802326,41,2,3,823339,55423909,13420475,387828,81617,9823512541,10028521,378621513,11534
205667.17,1699,262144,64,453745,29901478012,56,263849993,12148,68,68,7201,2970,216,585,10955291,2,16,177616,18,1,118660184,1172,1,4,1051,562092214,21,2248304288,17,84676,1318287,2,28089,585,410450402,95030179,10235829593,583,2309,2,3,1,2,2,2907,3,10184087489,9475061408,801811307,570999296,571015680,3,1,29691963424,73389,73389,2,2,2,570999300,41,2,3,880376,63181074,14250337,408026,84607,10184087489,10547265,396194723,11534
210686.18,1760,262144,64,469104,30913416940,61,288689902,12677,74,74,7201,3067,231,594,11520821,2,16,183576,20,2,120448640,1190,1,4,1051,580963383,21,2323659448,19,87813,1565386,2,28149,594,430254197,113835925,10614980776,592,2342,2,3,1,2,2,2907,3,10561265882,9798664554,868273250,590147172,590163556,3,1,30687652976,73389,73389,2,2,2,590147176,41,2,3,940869,70519944,15078810,432039,87737,10561265882,11088782,415167577,11657
