timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55244.37,18,262144,64,177565,11700379066,34,34,6460840,144,3,585,3924525,6,46398,37,101,128417772,1172,1,36,26503,317866,2,7385,585,68451450,29457613,3483460519,585,913,2,1,2,2,1629,1,3468861852,3423553844,527433149,265560159,265576543,2,1,11684646996,73389,73389,2,2,2,265560159,37,3,485171,17278916,5932151,122587,26468,3468861852,3801938,62513664,5911
60272.34,18,262144,64,187989,12387508110,34,34,6955336,146,4,585,4228205,6,49348,37,101,128948676,1172,1,36,28034,332315,2,7385,585,74186936,32474016,3685022024,585,913,2,1,2,2,1629,1,3669533084,3624439450,571889521,281174494,281190878,2,1,12371677736,73389,73389,2,2,2,281174494,37,3,497760,18877067,6319799,135712,27998,3669533084,4092493,67861755,5911
65300.42,18,262144,64,197691,13026523806,34,34,7446991,147,4,585,4521470,6,52053,37,101,128948676,1172,1,36,29459,354956,2,7385,585,79085352,35524093,3872637497,585,913,2,1,2,2,1629,1,3856310684,3811177947,613993360,295705770,295722154,2,1,13011053880,73389,73389,2,2,2,295705770,37,3,507518,20422153,6670641,145373,29423,3856310684,4376097,72409235,5911
70304.05,18,262144,64,235161,15495768174,34,34,8750568,154,4,585,4890490,6,62647,37,101,130010484,1172,1,36,34962,361315,2,7385,585,87475305,37031828,4596746971,585,913,2,1,2,2,1629,1,4577599900,4533086045,648463670,351817357,351833741,2,1,15479963708,73389,73389,2,2,2,351817357,37,3,535694,21605171,7001718,155387,34926,4577599900,4735103,80467121,5911
75319.15,18,262144,64,245644,16186498390,34,34,9262202,155,4,585,5191712,6,65568,37,101,130275936,1172,1,36,36504,406989,2,7385,585,92157656,39679417,4799619089,585,913,2,1,2,2,1629,1,4779581852,4735000309,757304324,367515771,367532155,2,1,16170693924,73389,73389,2,2,2,367515771,37,3,542021,23217994,7324853,165406,36468,4779581852,5026306,84823921,5911
80334.54,18,262144,64,255740,16851866174,34,34,9755505,157,4,585,5481934,6,68430,37,101,130541388,1172,1,36,37988,420735,2,7385,585,97229768,42756250,4995126860,585,913,2,1,2,2,1629,1,4974223772,4929519692,808918132,382648937,382648937,2,1,16835832332,73389,73389,2,2,2,382632553,37,3,549507,24763457,7664764,174664,37952,4974223772,5307270,89555363,5911
85358.58,18,262144,64,265452,17491657890,34,34,10171480,159,4,585,5787818,6,71190,37,101,130806840,1172,1,36,39412,435385,2,7385,585,103716003,46046330,5182607176,585,913,2,1,2,2,1629,1,5160870300,5116469399,866133088,397180213,397202630,2,1,17475929372,73389,73389,2,2,2,397180213,37,3,561477,26353835,8049504,183499,39376,5160870300,5604319,95654993,5911
90370.08,18,262144,64,275190,18133177674,34,34,10577980,160,4,585,6073353,6,73902,37,101,130806840,1172,1,36,40846,463349,2,7385,585,109677433,49114852,5371405045,585,913,2,1,2,2,1629,1,5348827548,5304042991,1060011705,411783058,411783058,2,1,18117733656,73389,73389,2,2,2,411766674,37,3,571951,27896002,8395390,192741,40810,5348827548,5880612,101269846,5911
95383.90,18,262144,64,284957,18776984114,34,34,11013553,162,4,585,6357741,6,76674,37,101,131337744,1172,1,36,42281,491830,2,7385,585,114015929,52108447,5560330160,585,913,2,1,2,2,1629,1,5536915868,5492335105,1112258280,426408320,426408320,2,1,18761966080,73389,73389,2,2,2,426408320,37,3,579840,29466121,8730563,201327,42245,5536915868,6156414,105273333,5911
100406.95,18,262144,64,295158,19449233178,34,34,11467568,164,4,585,6663158,6,79568,37,101,131603196,1172,1,36,43779,512588,2,7385,585,118489988,54877654,5757548400,585,913,2,1,2,2,1629,1,5733261724,5688826824,1144306073,441688942,441688942,2,1,19434313448,73389,73389,2,2,2,441688942,37,3,584289,30999624,9029814,213568,43743,5733261724,6449590,109448476,5911
105418.97,18,262144,64,305319,20118595350,34,34,11912082,165,4,585,6954641,6,82392,37,101,131603196,1172,1,36,45272,534727,2,7385,585,124901835,57906913,5954107061,585,913,2,1,2,2,1629,1,5928952220,5884564836,1194802971,456897995,456897995,2,1,20102790884,73389,73389,2,2,2,456881611,37,3,592727,32581087,9394820,222724,45236,5928952220,6731917,115495053,5911
110423.69,18,262144,64,358727,23637589130,34,34,13228483,174,5,585,7382211,6,97452,37,101,132930456,1172,1,36,53115,541395,2,7385,585,136063261,59077284,6986108113,585,913,2,1,2,2,1629,1,6956949916,6913165875,1291104510,536878850,536878850,2,1,23622669400,73389,73389,2,2,2,536878850,37,3,625375,33530203,9722516,232022,53079,6956949916,7150189,126329228,5911
