timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55217.48,769,262144,64,177576,11700725916,32,110037617,4058,33,33,3214,1195,134,576,5466077,8,69867,21,1024,117508164,1154,1,4,2676,221245267,29,884981068,20,30861,592543,2,17621,576,203406060,46329889,3735978319,576,2239,3,1,2,2,4251,3,3715700437,3687064902,375778874,224796889,224796889,3,1,11689438260,73389,73389,2,2,2,224796893,23,1,3,325123,29899028,7026116,210914,30826,3715700437,5255163,196372238,11234
60222.37,769,262144,64,187285,12340152100,32,111869977,4327,33,33,3214,1259,134,576,5519311,8,73691,21,1024,117508164,1154,1,4,2676,233339280,29,933292704,20,32539,592573,2,17621,576,206436991,46330039,3939798935,576,2239,3,1,2,2,4251,3,3918605681,3888629646,380856045,237079683,237079683,3,1,12328143548,73389,73389,2,2,2,237079687,23,1,3,325431,30036265,7054428,213033,32504,3918605681,5306278,199375077,11234
65244.87,789,262144,64,197681,13025265146,32,114552003,4597,38,38,3214,1324,135,576,5666426,8,77783,21,1024,117508164,1154,1,4,2676,246292474,29,985040488,20,34340,595561,2,17621,576,212638695,47186850,4158342603,576,2239,3,1,2,2,4251,3,4136085630,4104424756,390976372,250234703,250251087,3,1,13012204588,73389,73389,2,2,2,250234707,23,1,3,355384,30756112,7308657,218114,34300,4136085630,5448312,205322474,11234
70249.80,823,262144,64,209037,13774451088,37,124001635,4877,38,38,3214,1398,140,576,5923995,8,82236,21,1024,117508164,1154,1,4,2676,260417844,29,1041606852,20,36348,624905,2,17621,576,222173459,48913472,4401612138,576,2239,3,1,2,2,4251,3,4378100574,4340736165,412422897,264626271,264626271,3,1,13760566124,73389,73389,2,2,2,264626275,23,1,3,363223,32112649,7564121,227094,36308,4378100574,5696901,214600008,11234
75253.64,823,262144,64,216440,14262449606,37,126511381,5091,38,38,3214,1447,140,576,5966248,8,85170,21,1024,117508164,1154,1,4,2676,269678296,29,1078648636,20,37653,625018,2,17621,576,224557716,48913607,4559439738,576,2239,3,1,2,2,4251,3,4535215350,4494784279,417483586,273986680,273986680,3,1,14247307392,73389,73389,2,2,2,273986684,23,1,3,365066,32219612,7584999,228754,37613,4535215350,5737494,216963393,11234
80258.10,823,262144,64,223642,14736660022,37,129136424,5293,38,38,3214,1493,140,576,6007520,8,87991,21,1024,117508164,1154,1,4,2676,278596627,29,1114386508,20,38930,625036,2,17621,576,226811913,48913701,4714507901,576,2239,3,1,2,2,4251,3,4689588830,4644770077,422523644,283064687,283064687,3,1,14719363756,73389,73389,2,2,2,283064691,23,1,3,370962,32323289,7615426,230501,38890,4689588830,5777019,219187345,11234
85262.13,823,262144,64,231213,15235970238,38,132601317,5509,39,39,3214,1541,140,576,6051255,8,90973,21,1024,117508164,1154,1,4,2676,288049505,29,1152198020,20,40284,625196,2,17621,576,229248897,48913887,4878151038,576,2239,3,1,2,2,4251,3,4852494236,4802434814,428602357,292635929,292635929,3,1,15217068340,73389,73389,2,2,2,292635933,23,1,3,379353,32436074,7658107,232375,40243,4852494236,5818880,221581903,11234
90266.43,823,262144,64,238282,15701753950,38,135030431,5720,39,39,3214,1588,140,576,6094151,8,93747,21,1024,117508164,1154,1,4,2676,296786776,29,1187147104,20,41551,625356,2,17621,576,231723570,48914110,5031778152,576,2239,3,1,2,2,4251,3,5005423040,4949506472,433679240,301564321,301564321,3,1,15681344724,73389,73389,2,2,2,301564325,23,1,3,384212,32543590,7687096,234189,41510,5005423040,5859962,224027997,11234
95271.77,823,262144,64,247142,16286179568,38,136849082,5991,39,39,3214,1645,140,576,6151434,8,97205,21,1024,117508164,1154,1,4,2676,307738940,29,1230955760,20,43162,625581,2,17621,576,234755650,48914263,5226463187,576,2239,3,1,2,2,4251,3,5199223271,5134313827,438757231,312739036,312739036,3,1,16262429904,73389,73389,2,2,2,312739040,23,1,3,393151,32686327,7731364,236379,43121,5199223271,5915055,227016025,11234
100276.65,823,262144,64,255714,16850512152,38,138479830,6277,39,39,3214,1700,140,576,6210705,8,100567,21,1024,117508164,1154,1,4,2676,318351857,29,1273407428,20,44794,625718,2,17621,576,237977034,48914394,5423879754,576,2239,3,1,2,2,4251,3,5395740054,5313883891,443831419,323461476,323477860,3,1,16819996784,73389,73389,2,2,2,323461480,23,1,3,402188,32832050,7767606,238676,44753,5395740054,5972029,230201210,11234
105282.26,823,262144,64,263699,17376173168,39,141502638,6530,40,40,3214,1751,140,576,6265835,8,103657,21,1024,117508164,1154,1,4,2676,328132131,29,1312528524,20,46425,625819,2,17621,576,240833707,48914513,5619522888,576,2239,3,1,2,2,4251,3,5590494305,5481662649,449929882,333405676,333405676,3,1,17337095184,73389,73389,2,2,2,333405680,23,1,3,413135,32969506,7815430,240828,46383,5590494305,6025007,233010252,11234
110286.65,823,262144,64,272336,17945718806,39,143615813,6776,40,40,3214,1807,140,576,6323183,8,107006,21,1024,117508164,1154,1,4,2676,338713845,29,1354855380,20,48186,626027,2,17621,576,243580143,48914555,5831932603,576,2239,3,1,2,2,4251,3,5801961648,5663747609,455008554,344170791,344187175,3,1,17896881164,73389,73389,2,2,2,344170795,23,1,3,424127,33115010,7849825,242990,48144,5801961648,6080193,235722566,11234
115290.60,823,262144,64,280332,18472592238,39,145696184,7025,40,40,3214,1855,140,576,6376207,8,110121,21,1024,117508164,1154,1,4,2676,348591809,29,1394367236,20,49782,626181,2,17621,576,246375371,48914658,6025451804,576,2239,3,1,2,2,4251,3,5994614882,5831749461,460100798,354172335,354172335,3,1,18416961452,73389,73389,2,2,2,354172339,23,1,3,437426,33248382,7906943,245017,49740,5994614882,6131190,238460696,11234
120295.16,823,262144,64,289173,19055467964,40,148330151,7304,42,42,3214,1913,140,594,6439489,8,113575,21,1024,120392263,1190,1,4,2676,359484588,29,1437938352,20,51603,626406,2,17621,594,249603797,48914799,6243166278,594,2243,3,1,2,2,4251,3,6211339475,6017963668,466216884,365201753,365201753,3,1,18990491188,73389,73389,2,2,2,365201757,23,1,3,454321,33408655,7952239,247463,51559,6211339475,6192026,241643972,11266
125300.06,828,262144,64,297835,19625872904,46,156772716,7552,47,47,3214,1969,143,612,6548182,8,116921,21,1024,123702733,1226,1,4,2676,370063851,29,1480255404,20,53361,627848,2,17621,612,254046653,49323096,6454082375,612,2246,3,1,2,2,4251,3,6421269298,6199983238,479827207,375996836,375996836,3,1,19551835504,73389,73389,2,2,2,375996840,23,1,3,480484,33835740,8141534,251390,53312,6421269298,6296792,245898287,11303
130350.37,879,262144,64,310209,20440978138,47,163669554,7858,53,53,3214,2051,149,612,6961059,8,121769,21,1024,123702733,1226,1,4,2676,385389504,29,1541493336,20,55840,669972,2,17621,612,268203392,52255785,6751799845,612,2246,3,1,2,2,4251,3,6717437130,6459785413,504845455,391410689,391459841,3,1,20353355860,73389,73389,2,2,2,391410693,23,1,3,518857,36047876,8767053,265154,55786,6717437130,6695905,259430245,11303
135355.23,911,262144,64,320706,21133663534,52,174299722,8127,53,53,3214,2116,161,612,7238166,8,125821,21,1024,123702733,1226,1,4,2676,398341781,29,1593367124,20,57914,691672,2,17621,612,277930430,54052168,7003349938,612,2246,3,1,2,2,4251,3,6967741118,6680743021,527779391,404577775,404577775,3,1,21038044332,73389,73389,2,2,2,404577779,23,1,3,534617,37442351,9079902,277581,57859,6967741118,6960585,268844353,11303
140359.62,911,262144,64,329049,21683302090,52,176372785,8376,53,53,3214,2172,161,612,7299979,8,129087,21,1024,123702733,1226,1,4,2676,408620338,29,1634481352,20,59621,691902,2,17621,612,280712462,54052379,7210003704,612,2246,3,1,2,2,4251,3,7173470867,6856370296,532869155,414986760,414986760,3,1,21579311552,73389,73389,2,2,2,414986764,23,1,3,541075,37593413,9106717,279858,59566,7173470867,7020121,271599558,11303
145364.04,911,262144,64,337465,22237760972,52,178445405,8625,53,53,3214,2224,161,612,7361717,8,132349,21,1024,123702733,1226,1,4,2676,418982497,29,1675929988,20,61336,692119,2,17621,612,283494560,54052533,7419018455,612,2246,3,1,2,2,4251,3,7381560613,7033531112,537955274,425477665,425477665,3,1,22124838612,73389,73389,2,2,2,425477669,23,1,3,545533,37743742,9136064,282149,61281,7381560613,7079568,274352484,11303
150369.32,911,262144,64,347097,22873094098,52,179994068,8917,53,53,3214,2286,161,612,7441379,8,136078,21,1024,123702733,1226,1,4,2676,430773363,29,1723093452,20,63322,692458,2,17621,612,286762964,54052690,7659372017,612,2246,3,1,2,2,4251,3,7620844719,7236678562,543069294,437471580,437471580,3,1,22748522192,73389,73389,2,2,2,437471584,23,1,3,553940,37934758,9189449,284937,63267,7620844719,7156442,277567735,11303
155373.88,912,262144,64,356726,23507325666,52,181433446,9217,53,53,3214,2348,161,612,7526871,8,139811,21,1024,123702733,1226,1,4,2676,442591399,29,1770301076,20,65303,692867,2,17621,612,290144711,54052817,7899266204,612,2246,3,1,2,2,4251,3,7859665519,7439356839,548197020,449475846,449475846,3,1,23372744024,73389,73389,2,2,2,449475850,23,1,3,560867,38131702,9235270,287630,65248,7859665519,7239241,280903649,11303
160378.02,912,262144,64,363839,23976342876,52,184093878,9411,53,53,3214,2393,161,612,7577910,8,142587,21,1024,123702733,1226,1,4,2676,451367828,29,1805406636,20,66759,692968,2,17621,612,292360710,54052888,8076005840,612,2246,3,1,2,2,4251,3,8035628432,7589479232,553267257,458344735,458344735,3,1,23833926252,73389,73389,2,2,2,458344739,23,1,3,567735,38256611,9268291,289538,66704,8035628432,7288372,283086714,11303
165399.58,940,262144,64,372843,24570217744,52,188199455,9652,57,57,3214,2449,163,612,7825471,8,146041,21,1024,123702733,1226,1,4,2676,462244358,29,1848912716,20,68611,729566,2,17621,612,300814396,55807226,8300704972,612,2246,3,1,2,2,4251,3,8259215779,7778910673,568263350,469623787,469623787,3,1,24420436956,73389,73389,2,2,2,469623791,23,1,3,612626,39565463,9715691,297939,68552,8259215779,7527532,291091826,11303
170419.05,1020,262144,64,384540,25341860056,53,194747780,9956,58,58,3214,2528,178,612,8291431,8,150592,21,1024,124016449,1226,1,4,2676,476570969,29,1906283876,20,71006,791455,2,17621,612,316009545,59419478,8589490499,612,2246,3,1,2,2,4251,3,8546487830,8025262883,594829104,484236539,484252923,3,1,25180300060,73389,73389,2,2,2,484236543,23,1,3,632233,42238936,10267300,313505,70946,8546487830,7977926,305733985,11303
175438.64,1084,262144,64,396602,26136300870,53,200376421,10273,58,58,3214,2604,238,612,8756847,8,155321,21,1024,124016449,1226,1,4,2676,491596328,29,1966320696,20,73433,836766,2,17621,612,331360481,62830092,8883042804,612,2246,3,1,2,2,4251,3,8838483661,8278627341,620468641,499280037,499294262,3,1,25962561956,73389,73389,2,2,2,499280041,23,1,3,651822,44797705,10796656,332051,73373,8838483661,8424796,320557117,11303
180466.03,1113,262144,64,406715,26801527902,58,209726586,10527,63,63,3214,2666,241,612,9052954,8,159217,21,1024,124016449,1226,1,4,2676,503954652,29,2015818608,20,75504,863961,2,17621,612,341094814,65032758,9132778642,612,2246,3,1,2,2,4251,3,9086956329,8491044824,642489522,511894829,511894829,3,1,26618531140,73389,73389,2,2,2,511894833,23,1,3,702474,46473094,11343351,342485,75439,9086956329,8710469,329744416,11303
185488.97,1166,262144,64,419412,27639345712,58,215371918,10817,64,64,3214,2747,250,612,9528753,8,164158,21,1024,124016449,1226,1,4,2676,519513961,29,2078055844,20,78064,912928,2,17621,612,356113450,68912160,9443459071,612,2246,3,1,2,2,4251,3,9395999836,8758427751,668193158,527756639,527756639,3,1,27443345260,73389,73389,2,2,2,527756643,23,1,3,728415,49180911,11903081,359947,77998,9395999836,9168806,344202688,11303
190510.15,1231,262144,64,432187,28480405100,59,223216486,11116,64,64,3214,2831,259,612,10013402,8,169099,21,1024,124016449,1226,1,4,2676,535143229,29,2140572916,20,80716,965482,2,17621,612,371070699,72779735,9763908551,612,2246,3,1,2,2,4251,3,9714768472,9027708449,695983909,543611145,543660297,3,1,28267779572,73389,73389,2,2,2,543611149,23,1,3,751871,52070532,12480091,376945,80650,9714768472,9636457,358582121,11303
195551.21,1280,262144,64,444109,29266817144,61,230870168,11412,66,66,3214,2909,268,612,10474131,8,173737,21,1024,124016449,1226,1,4,2676,549794639,29,2199114004,20,83148,1027100,2,17621,612,386132177,76547165,10058610342,612,2246,3,1,2,2,4251,3,10007915302,9278695067,723903369,558535193,558535193,3,1,29043830068,73389,73389,2,2,2,558535197,23,1,3,763450,54783243,12952658,394002,83080,10007915302,10080129,373172499,11303
200578.62,1337,262144,64,456129,30058951888,61,237262712,11712,67,67,3214,2983,281,612,10930827,8,178414,21,1024,124016449,1226,1,4,2676,564598627,29,2258394508,20,85605,1070928,2,17621,612,401147767,80126523,10356417825,612,2246,3,1,2,2,4251,3,10304151545,9531972488,750064888,573537287,573553671,3,1,29823938956,73389,73389,2,2,2,573537291,23,1,3,782728,57409834,13476138,409377,85536,10304151545,10521450,387665034,11303
205608.63,1414,262144,64,469039,30909835982,62,243967309,12012,68,68,3214,3070,299,612,11439206,8,183471,21,1024,124016449,1226,1,4,2676,580577485,29,2322309940,20,88324,1145494,2,17621,612,416917048,83893377,10683912880,612,2246,3,1,2,2,4251,3,10629936446,9803907428,777578730,589596149,589628917,3,1,30658999780,73389,73389,2,2,2,589596153,23,1,3,806159,60255797,14080484,426385,88254,10629936446,11012821,402829292,11303
