timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55151.34,618,262144,64,147614,9727121504,15,51998725,3337,21,21,2388,1000,60,576,2719542,0,4,58064,12,4,117508164,1154,1,4,1224,183863347,38,735324160,11,25691,211207,2,20800,576,108370520,15942768,3108093157,576,2229,0,3,1,2,2,2763,3,3092589843,3065585756,184218095,186855097,186855097,3,1,9716465076,73389,73389,2,2,2,186855101,26,1,3,199921,12932161,3403695,98083,25668,3092589843,2621459,104963540,12680
60173.71,696,262144,64,162939,10736431896,15,58967029,3720,21,21,2388,1101,66,576,3201992,0,4,64124,12,4,117508164,1154,1,4,1224,203075149,38,812300596,11,28322,258494,2,20800,576,127218076,19523642,3427054706,576,2229,0,3,1,2,2,2763,3,3409801171,3383228260,214950390,206268361,206268361,3,1,10725954804,73389,73389,2,2,2,206268365,26,1,3,220959,15426740,3970894,115405,28299,3409801171,3086587,123241687,12680
65202.46,761,262144,64,178650,11770194564,15,65940485,4107,21,21,2388,1197,73,576,3684662,0,4,70287,12,4,117508164,1154,1,4,1224,222626869,38,890442980,11,31027,295352,2,20800,576,146155476,23090795,3756197408,576,2229,0,3,1,2,2,2763,3,3737146873,3708824309,245724798,226130470,226146854,3,1,11758784472,73389,73389,2,2,2,226130474,26,1,3,231734,17942220,4509387,132236,31004,3737146873,3552426,141643020,12680
70232.99,847,262144,64,195076,12853252804,16,76821284,4516,32,32,2388,1312,84,576,4198326,0,4,76769,20,5,117508164,1154,1,4,1224,243122311,38,972489244,19,33878,376635,2,21009,576,166472422,31066112,4099101916,576,2229,0,3,1,2,2,2763,3,4078158804,4049795925,286941812,246966539,246966539,3,1,12841408092,73389,73389,2,2,2,246950159,26,1,3,272762,22144150,5219482,150203,33844,4078158804,4048123,161250683,12680
75250.91,907,262144,64,211531,13939176868,26,98616637,4919,32,32,2388,1413,89,576,4708270,0,4,83308,20,5,117508164,1154,1,4,1224,263819261,38,1055277044,19,36704,483849,2,21009,576,186669350,37472988,4442741757,576,2229,0,3,1,2,2,2763,3,4419899801,4391664673,337588527,267845283,267845283,3,1,13927954748,73389,73389,2,2,2,267845287,26,1,3,298246,25480559,5863883,167223,36670,4419899801,4541047,180802560,12680
80273.00,976,262144,64,227250,14973741342,26,105626383,5262,32,32,2388,1515,97,576,5204390,0,4,89483,20,5,117508164,1154,1,4,1224,283375117,38,1133500468,19,39408,533743,2,21009,576,205643056,41044001,4770753685,576,2229,0,3,1,2,2,2763,3,4746108824,4717473646,368425921,287729809,287729809,3,1,14961950100,73389,73389,2,2,2,287729813,26,1,3,311727,27950413,6406120,190914,39374,4746108824,5013476,199234488,12680
85302.10,1040,262144,64,243042,16014682656,28,113956336,5613,34,34,2388,1618,111,576,5703155,0,4,95731,20,5,117508164,1154,1,4,1224,303172628,38,1212690512,19,42141,571645,2,21009,576,224859557,44904567,5101445868,576,2229,0,3,1,2,2,2763,3,5074987134,5044880901,401207640,307759188,307791956,3,1,16003477808,73389,73389,2,2,2,307759192,26,1,3,329416,30563598,6967596,216267,42105,5074987134,5486888,217889980,12680
90319.98,1116,262144,64,259473,17098683942,29,120906934,5960,36,36,2388,1720,120,576,6229079,0,4,102198,20,5,117508164,1154,1,4,1224,323697205,38,1294788820,19,44968,597402,2,21009,576,245112604,48783038,5444527509,576,2229,0,3,1,2,2,2763,3,5416177344,5386142068,433765309,328590939,328640091,3,1,17085876892,73389,73389,2,2,2,328574559,26,1,3,346058,33311207,7575725,235886,44931,5416177344,5993193,237535239,12680
95339.95,1187,262144,64,276330,18209071182,29,130483364,6333,36,36,2388,1832,143,576,6767010,0,4,108856,20,5,117508164,1154,1,4,1224,344744986,38,1378979944,19,47860,651184,2,21009,576,265956383,52929073,5795409794,576,2229,0,3,1,2,2,2763,3,5765251628,5735891759,469793334,349941389,349974157,3,1,18196952260,73389,73389,2,2,2,349941393,26,1,3,364393,36128682,8217434,254166,47822,5765251628,6512844,257737062,12680
100353.87,1242,262144,64,291677,19220812778,36,142595077,6668,43,43,2388,1933,149,576,7145683,0,4,114886,20,5,117508164,1154,1,4,1224,363863736,38,1455390268,19,50513,666598,2,21009,576,281018232,55464327,6116939714,576,2229,0,3,1,2,2,2763,3,6084966634,6054252768,500543130,369405520,369438288,3,1,19209087072,73389,73389,2,2,2,369405524,26,1,3,399477,38007006,8743145,266948,50468,6084966634,6878735,272271167,12680
105358.40,1264,262144,64,305528,20133535172,42,152851341,7012,43,43,2388,2025,156,576,7412335,0,4,120317,20,5,117508164,1154,1,4,1224,381026278,38,1524040556,19,52967,679902,2,21009,576,291921433,57131163,6413778509,576,2229,0,3,1,2,2,2763,3,6380315036,6342683525,524164048,386912207,386912207,3,1,20119434796,73389,73389,2,2,2,386912211,26,1,3,425919,39303296,9140696,276636,52922,6380315036,7135699,282778930,12680
110363.11,1264,262144,64,315335,20779757930,42,154774696,7274,43,43,2388,2089,156,576,7479004,0,4,124151,20,5,117508164,1154,1,4,1224,393112170,38,1572448680,19,54915,680050,2,21009,576,294841935,57131302,6648922432,576,2229,0,3,1,2,2,2763,3,6614423035,6548631849,529258950,399178617,399178617,3,1,20757288116,73389,73389,2,2,2,399178621,26,1,3,431460,39465900,9178954,278824,54870,6614423035,7200180,285661391,12680
115379.89,1285,262144,64,326818,21536398192,42,158880047,7564,48,48,2388,2158,160,576,7709139,0,4,128613,20,5,117508164,1154,1,4,1224,407202935,38,1628747204,19,57168,691362,2,21009,576,303144102,58560966,6921186002,576,2229,0,3,1,2,2,2763,3,6885366360,6789453334,543725228,413560278,413560278,3,1,21505134488,73389,73389,2,2,2,413560282,26,1,3,467462,40618294,9531714,286459,57118,6885366360,7422680,293609842,12680
120384.42,1312,262144,64,336116,22148321978,47,167505023,7799,48,48,2388,2220,165,576,7907843,0,4,132252,20,5,117508164,1154,1,4,1224,418693145,38,1674772580,19,58990,711744,2,21009,576,310478442,59817934,7143652242,576,2229,0,3,1,2,2,2763,3,7106745376,6984694467,561505395,425159262,425159262,3,1,22108281656,73389,73389,2,2,2,425159266,26,1,3,468902,41612344,9710072,293113,58940,7106745376,7614730,300766835,12680
125389.39,1312,262144,64,343363,22625493580,47,169999771,8013,48,48,2388,2267,165,576,7957502,0,4,135082,20,5,117508164,1154,1,4,1224,427602950,38,1710411800,19,60456,711894,2,21009,576,312877857,59818071,7323554549,576,2229,0,3,1,2,2,2763,3,7285859184,7137173766,566590888,434196309,434196309,3,1,22578208100,73389,73389,2,2,2,434196313,26,1,3,470581,41735117,9728025,295033,60406,7285859184,7662469,303148261,12680
130394.48,1312,262144,64,350522,23097223796,47,172566288,8217,48,48,2388,2314,165,576,8005840,0,4,137846,20,5,117508164,1154,1,4,1224,436372810,38,1745491240,19,61916,711980,2,21009,576,315181530,59818170,7502640078,576,2229,0,3,1,2,2,2763,3,7464161552,7288170772,571646903,443108317,443108317,3,1,23041632516,73389,73389,2,2,2,443108321,26,1,3,477826,41854862,9761731,296831,61866,7464161552,7709009,305418416,12680
135400.20,1312,262144,64,357685,23569216156,48,176044706,8431,49,49,2388,2358,165,576,8051868,0,4,140647,20,5,117508164,1154,1,4,1224,445206830,38,1780827320,19,63353,712241,2,21009,576,317606931,59818328,7679440107,576,2229,0,3,1,2,2,2763,3,7640184208,7438856995,577718675,452053093,452069477,3,1,23506760868,73389,73389,2,2,2,452053097,26,1,3,480770,41971568,9788735,298548,63302,7640184208,7753320,307816974,12680
140405.34,1320,262144,64,365966,24115141394,49,179333645,8648,50,50,2388,2412,165,576,8109434,0,4,143853,20,5,117508164,1154,1,4,1224,455362901,38,1821451604,19,65041,712449,2,21009,576,320188583,59818811,7886517363,576,2229,0,3,1,2,2,2763,3,7846358686,7613441805,583827936,462386191,462386191,3,1,24043229996,73389,73389,2,2,2,462369811,26,1,3,486496,42113401,9820288,300579,64989,7846358686,7808855,310367306,12680
145410.42,1320,262144,64,375812,24763907990,49,180957453,8929,50,50,2388,2475,165,576,8179505,0,4,147675,20,5,117508164,1154,1,4,1224,467473266,38,1869893064,19,67040,712685,2,21009,576,323394769,59818901,8131545849,576,2229,0,3,1,2,2,2763,3,8090312980,7820750787,588931858,474652601,474652601,3,1,24681935284,73389,73389,2,2,2,474652605,26,1,3,486825,42287814,9849200,302888,66988,8090312980,7876617,313544544,12680
150415.71,1320,262144,64,384885,25361991126,49,182576696,9214,50,50,2388,2533,165,576,8245118,0,4,151199,20,5,117508164,1154,1,4,1224,478621112,38,1914484448,19,68879,712940,2,21009,576,326619059,59819010,8357507648,576,2229,0,3,1,2,2,2763,3,8315274340,8011925012,594025206,485974772,485974772,3,1,25270688176,73389,73389,2,2,2,485974776,26,1,3,491462,42448990,9881782,305275,68827,8315274340,7939843,316736381,12680
155421.43,1320,262144,64,393717,25944316284,50,185620244,9460,51,51,2388,2589,165,576,8306654,0,4,154638,20,5,117508164,1154,1,4,1224,489487494,38,1957949976,19,70669,713131,2,21009,576,329437981,59819215,8577287936,576,2229,0,3,1,2,2,2763,3,8534096584,8198004074,600123375,496993839,496993839,3,1,25842827692,73389,73389,2,2,2,496977459,26,1,3,500464,42599865,9918158,307369,70616,8534096584,7999285,319519041,12680
160426.40,1320,262144,64,402423,26518673490,50,187737240,9705,51,51,2388,2644,165,576,8363986,0,4,157993,20,5,117508164,1154,1,4,1224,500111954,38,2000383168,19,72441,713343,2,21009,576,332184636,59819438,8794082131,576,2229,0,3,1,2,2,2763,3,8749943022,8381695521,605211320,507834841,507834841,3,1,26407411764,73389,73389,2,2,2,507834845,26,1,3,502617,42745834,9949058,309508,72388,8749943022,8054478,322234825,12680
165431.43,1320,262144,64,410977,27082755508,50,189725838,9955,52,52,2388,2699,165,576,8422895,0,4,161351,20,5,117508164,1154,1,4,1224,510731623,38,2042861872,19,74182,713657,2,21009,576,335061631,59819793,9007762860,576,2229,0,3,1,2,2,2763,3,8962686350,8561772789,610308853,518526228,518526228,3,1,26963363888,73389,73389,2,2,2,518526232,26,1,3,509283,42892891,9990803,311647,74128,8962686350,8111248,325070363,12680
170435.78,1320,262144,64,420975,27741507708,52,193343173,10234,53,53,2388,2764,165,576,8495175,0,4,165236,20,5,117508164,1154,1,4,1224,523009596,38,2091973748,19,76212,713904,2,21009,576,338293496,59819854,9256706779,576,2229,0,3,1,2,2,2763,3,9210541634,8772324808,617437217,530995279,530995279,3,1,27611754540,73389,73389,2,2,2,530995283,26,1,3,522234,43071197,10046911,314137,76157,9210541634,8181038,328246349,12680
175440.95,1321,262144,64,430078,28341267340,57,201169828,10482,58,58,2388,2822,165,576,8601534,0,4,168774,20,5,117508164,1154,1,4,1224,534185558,38,2136742232,19,78076,715076,2,21009,576,342755924,60259269,9482668021,576,2229,0,3,1,2,2,2763,3,9435471345,8963759909,630495506,542346344,542346344,3,1,28202009920,73389,73389,2,2,2,542346348,26,1,3,560849,43535697,10285677,317727,78016,9435471345,8283807,332470302,12680
180480.27,1386,262144,64,443656,29235869152,57,208585005,10811,63,63,2388,2912,178,576,9072072,0,4,174060,20,5,117508164,1154,1,4,1224,550873613,38,2203494452,19,80829,756106,2,21009,576,358968075,63642666,9815175120,576,2229,0,3,1,2,2,2763,3,9766243841,9249461301,658647419,559257174,559289942,3,1,29081373080,73389,73389,2,2,2,559257178,26,1,3,590530,46110770,10892617,338170,80764,9766243841,8733902,348075180,12680
185485.21,1413,262144,64,453460,29881569520,62,217976578,11085,63,63,2388,2972,184,576,9285485,0,4,177838,20,5,117508164,1154,1,4,1224,562911119,38,2251644476,19,82799,772774,2,21009,576,366614498,64899282,10056365996,576,2229,0,3,1,2,2,2763,3,10006279192,9455356847,677512708,571531776,571531776,3,1,29719652384,73389,73389,2,2,2,571531780,26,1,3,604592,47213480,11140996,345626,82734,10006279192,8939859,355473473,12680
190490.46,1413,262144,64,462054,30448019592,62,220000259,11335,63,63,2388,3027,184,576,9345967,0,4,181173,20,5,117508164,1154,1,4,1224,573462652,38,2293786080,19,84545,772951,2,21009,576,369447052,64899408,10270462381,576,2229,0,3,1,2,2,2763,3,10219438146,9636723145,682603191,582233514,582233514,3,1,30276142760,73389,73389,2,2,2,582233518,26,1,3,608694,47365826,11179848,347793,84480,10219438146,8998174,358267061,12680
195497.01,1414,262144,64,470830,31026004358,62,221944833,11587,63,63,2388,3084,185,630,9410289,2,4,184580,20,5,126980326,1262,1,4,1224,584225703,38,2336902812,19,86345,773137,2,21009,630,372343956,64899463,10489192997,628,2250,2,3,1,2,2,2763,3,10437203533,9821432558,687693932,593147159,593163543,3,1,30843652300,73389,73389,2,2,2,593147163,26,1,3,618808,47525270,11225512,350181,86280,10437203533,9060108,361118585,12817
