timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55248.72,1237,262144,64,258745,17049103504,23,112899250,5096,32,32,931,1715,177,576,8226704,12,101890,17,2,117508164,1154,1,4,9260,322673490,24,1290629460,16,44981,604058,2,11197,576,303793948,53985011,5444181355,576,2490,3,1,2,2,11328,3,5414569526,5371921242,492761198,327571701,327588085,3,1,17033728484,73389,73389,2,2,2,327571705,36,1,3,363850,40074207,9877809,300105,44947,5414569526,7926599,293897781,11162
60252.82,1345,262144,64,282506,18615378032,25,121462595,5537,33,33,931,1876,186,576,8914815,12,111244,17,2,117508164,1154,1,4,9260,352287338,24,1409149352,16,49110,638178,2,11197,576,330379440,58191055,5943500178,576,2490,3,1,2,2,11328,3,5911218844,5865175093,534021274,357688418,357688418,3,1,18599797768,73389,73389,2,2,2,357688422,36,1,3,392945,43242492,10666874,324858,49075,5911218844,8589957,319694436,11162
65257.10,1345,262144,64,297501,19603737240,32,128777368,5767,33,33,931,1974,186,576,9004213,12,117162,17,2,117508164,1154,1,4,9260,370978766,24,1483915064,16,51705,638252,2,11197,576,334916420,58194671,6258827726,576,2490,3,1,2,2,11328,3,6225144596,6176535292,546217227,376679572,376679572,3,1,19587337776,73389,73389,2,2,2,376679576,36,1,3,394098,43450482,10705447,327687,51670,6225144596,8676526,324192994,11162
70274.48,1406,262144,64,318385,20979618598,32,132547271,6134,43,43,931,2105,194,576,9542313,12,125338,17,2,117508164,1154,1,4,9260,396950574,24,1587608232,16,55435,658072,2,11197,576,353578035,61028131,6710682628,576,2490,3,1,2,2,11328,3,6674722114,6611553257,572781125,403024539,403024539,3,1,20957276060,73389,73389,2,2,2,403024543,36,1,3,431619,45835921,11348464,345461,55390,6674722114,9196852,342208334,11162
75278.29,1461,262144,64,339876,22395352704,49,154968704,6433,51,51,931,2240,200,576,10027039,12,133734,17,2,117508164,1154,1,4,9260,423456340,24,1693825360,16,59365,695443,2,11197,576,371186222,63612342,7186805749,576,2490,3,1,2,2,11328,3,7148448580,7059430312,616868350,430084369,430100753,3,1,22364387220,73389,73389,2,2,2,430084373,36,1,3,480953,47979713,11952181,361736,59312,7148448580,9665303,359212059,11162
80282.78,1461,262144,64,353256,23276942190,50,156735194,6782,51,51,931,2329,200,576,10108271,12,139020,17,2,117508164,1154,1,4,9260,440159181,24,1760636724,16,61897,695634,2,11197,576,375221397,63612394,7492509270,576,2490,3,1,2,2,11328,3,7452802272,7338944167,622977698,446894736,446911120,3,1,23238526304,73389,73389,2,2,2,446894740,36,1,3,482214,48177556,11974264,364659,61844,7452802272,9743612,363225239,11162
85286.73,1461,262144,64,369030,24317041704,50,158936672,6984,52,52,931,2430,201,576,10211070,12,145166,17,2,117508164,1154,1,4,9260,459567535,24,1838205556,16,64957,695862,2,11197,576,380046756,63612494,7860743223,576,2490,3,1,2,2,11328,3,7819401286,7669842417,630403313,466694739,466694739,3,1,24268126460,73389,73389,2,2,2,466694743,36,1,3,489617,48429800,12029407,368183,64903,7819401286,9842887,367995348,11162
90291.42,1462,262144,64,385398,25395418038,52,165113161,7102,54,54,931,2536,201,576,10335125,12,151542,17,2,117508164,1154,1,4,9260,479768826,24,1919010656,16,68237,696227,2,11197,576,385587610,63612765,8256010307,576,2490,3,1,2,2,11328,3,8212902492,8013902363,642589856,487152261,487152261,3,1,25331917604,73389,73389,2,2,2,487152265,36,1,3,499771,48726676,12098364,372314,68181,8212902492,9962811,373467594,11162
95296.38,1462,262144,64,401301,26442777162,53,169578538,7155,54,54,931,2638,201,576,10445548,12,157696,17,2,117508164,1154,1,4,9260,499202458,24,1996809832,16,71445,696501,2,11197,576,390566816,63613116,8642451076,576,2490,3,1,2,2,11328,3,8597641268,8347837985,652456948,507010052,507010052,3,1,26364522736,73389,73389,2,2,2,507010056,36,1,3,506103,48996581,12142073,376181,71389,8597641268,10069367,378403209,11162
100299.71,1462,262144,64,415252,27362451334,55,173742993,7349,56,56,931,2727,201,576,10539831,12,163139,17,2,117508164,1154,1,4,9260,516394226,24,2065576904,16,74284,696661,2,11197,576,394796254,63613245,8984864063,576,2490,3,1,2,2,11328,3,8938553246,8641061152,661214632,524463269,524463269,3,1,27272090020,73389,73389,2,2,2,524463273,36,1,3,517794,49230319,12199872,379430,74226,8938553246,10160401,382575260,11162
105326.38,1483,262144,64,429268,28286445676,55,175708264,7709,63,63,931,2824,202,576,10716341,12,168615,17,2,117508164,1154,1,4,9260,533755542,24,2134957576,16,77156,700906,2,11197,576,401763603,64261056,9329639806,576,2490,3,1,2,2,11328,3,9281761133,8936307852,671039079,541959605,541975989,3,1,28181899492,73389,73389,2,2,2,541959609,36,1,3,556814,49960840,12498757,385593,77092,9281761133,10330753,389243702,11162
110341.61,1567,262144,64,448234,29537606332,56,186007620,8141,63,63,931,2943,218,576,11415082,12,176078,17,2,117508164,1154,1,4,9260,557276462,24,2229041244,16,80859,734848,2,11197,576,426253513,68770262,9779434912,576,2490,3,1,2,2,11328,3,9729168005,9334367335,712296440,565733999,565766767,3,1,29418167980,73389,73389,2,2,2,565734003,36,1,3,576757,53352436,13241720,411738,80794,9729168005,11003344,412987328,11162
115357.06,1650,262144,64,465746,30691921130,56,194048870,8542,63,63,931,3058,229,576,12059108,12,182876,17,2,117508164,1154,1,4,9260,578755413,24,2315021652,16,84443,803578,2,11197,576,448042039,73065641,10212869774,576,2490,3,1,2,2,11328,3,10160321287,9702873708,747930707,587579843,587596227,3,1,30554151868,73389,73389,2,2,2,587579847,36,1,3,601906,56666286,13961137,436154,84378,10160321287,11622954,434056596,11162
