timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55237.80,262144,64,276963,18250169358,22,22,8028357,161,1,585,3610484,2,74439,25,22,131072292,1172,1,24,41092,292631,2,122,585,72264510,24005224,5404297746,585,131,2,1,2,2,331,1,5382644124,5338278315,537484939,414438981,414438981,2,1,18235315164,73389,73389,2,2,2,414438981,5,3,229834,15891355,3594962,111886,41068,5382644124,3498598,68670461,2156
60265.18,262144,64,286284,18864481290,22,22,8471015,162,1,585,3889369,2,77037,25,22,131337744,1172,1,24,42466,338630,2,122,585,77608995,27534743,5585203436,585,131,2,1,2,2,331,1,5562737052,5517880932,612315951,428386466,428402850,2,1,18849004504,73389,73389,2,2,2,428386466,5,3,239263,17648698,3970829,120353,42442,5562737052,3769016,73638892,2156
65293.59,262144,64,295598,19478069018,22,22,8971780,164,1,585,4167025,2,79688,25,22,131603196,1172,1,24,43834,370229,2,122,585,82101306,30756064,5765318374,585,131,2,1,2,2,331,1,5742043548,5697329631,702181488,442344302,442344302,2,1,19463149288,73389,73389,2,2,2,442344302,5,3,248198,19381890,4305948,128922,43810,5742043548,4038103,77796053,2156
70332.58,262144,64,304801,20084382250,22,22,9536721,165,1,585,4438386,2,82253,25,22,131603196,1172,1,24,45186,416962,2,122,585,87533369,34035912,5943329150,585,131,2,1,2,2,331,1,5919252892,5874533858,834418133,456121914,456121914,2,1,20069364216,73389,73389,2,2,2,456121914,5,3,253103,21021257,4594571,138464,45162,5919252892,4299922,82939775,2156
75365.72,262144,64,314244,20706424122,22,22,10050198,167,2,585,4725573,2,84938,25,22,131868648,1172,1,24,46570,455461,2,122,585,92182303,37258863,6125551639,585,131,2,1,2,2,331,1,6100656540,6056378712,876740415,470259974,470259974,2,1,20691438856,73389,73389,2,2,2,470259974,5,3,258121,22754812,4915177,148792,46546,6100656540,4576781,87267806,2156
80406.67,262144,64,319578,21058116762,22,22,11336119,168,2,585,4894082,2,86445,25,22,132134100,1172,1,24,47355,528436,2,122,585,95160078,41440623,6228935356,585,131,2,1,2,2,331,1,6203548060,6159159525,916080962,478238094,478254478,2,1,21042476136,73389,73389,2,2,2,478238094,5,3,262015,24756786,5094798,153784,47331,6203548060,4740298,90066270,2156
85446.69,262144,64,324566,21386868494,22,22,12410148,169,3,585,5043124,2,87861,25,22,132399552,1172,1,24,48086,604545,2,122,585,98785369,46083741,6325343146,585,131,2,1,2,2,331,1,6299492764,6255243418,949933013,485710469,485726853,2,1,21371260636,73389,73389,2,2,2,485710469,5,3,266227,26989465,5258647,158609,48063,6299492764,4884515,93527727,2156
90483.88,262144,64,329589,21717648534,22,22,13700073,170,3,585,5196082,2,89288,25,22,132399552,1172,1,24,48824,661078,2,122,585,101420954,50107404,6422411690,585,131,2,1,2,2,331,1,6396092828,6351952669,974639887,493242347,493242347,2,1,21702663268,73389,73389,2,2,2,493242347,5,3,268159,29078359,5410238,163634,48800,6396092828,5032448,96011737,2156
95506.51,262144,64,334859,22064881418,22,22,14920781,170,3,585,5351854,2,90723,25,22,132399552,1172,1,24,49599,729545,2,122,585,103966059,54184371,6524477110,585,131,2,1,2,2,331,1,6497673628,6453479132,1024988817,501132514,501132514,2,1,22049109720,73389,73389,2,2,2,501116130,5,3,270993,31157730,5566248,168741,49575,6497673628,5183113,98412165,2156
100539.18,262144,64,340048,22407071338,22,22,16257625,171,3,585,5520411,2,92195,25,22,132665004,1172,1,24,50362,789033,2,122,585,107010278,58551430,6624964425,585,131,2,1,2,2,331,1,6597681564,6553428437,1102777583,508914026,508914026,2,1,22392217144,73389,73389,2,2,2,508914026,5,3,276375,33403190,5746368,186670,50338,6597681564,5333741,101265261,2156
105555.55,262144,64,345137,22742176754,22,22,17651390,172,3,585,5664777,2,93638,25,22,132665004,1172,1,24,51106,943472,2,122,585,109968609,62781656,6722949295,585,131,2,1,2,2,331,1,6695199132,6651391806,1172015780,516527824,516527824,2,1,22727224256,73389,73389,2,2,2,516527824,5,3,281273,35720288,5940616,191765,51082,6695199132,5473012,104029199,2156
110593.49,262144,64,350099,23069224550,22,22,18945123,173,3,585,5812419,2,95043,25,22,132930456,1172,1,24,51837,1088871,2,122,585,113480803,67619752,6819223013,585,131,2,1,2,2,331,1,6791012764,6747033234,1419912545,523959239,523959239,2,1,23054206516,73389,73389,2,2,2,523959239,5,3,288495,37757916,6124286,197290,51813,6791012764,5615129,107358579,2156
115617.10,262144,64,355626,23433300186,22,22,20359686,174,3,585,5970451,2,96606,25,22,132930456,1172,1,24,52648,1143418,2,122,585,116425761,71918499,6926034153,585,131,2,1,2,2,331,1,6897312156,6853459662,1502336577,532234430,532234430,2,1,23418314920,73389,73389,2,2,2,532234430,5,3,295051,39897987,6337796,202775,52624,6897312156,5767676,110089794,2156
120660.09,262144,64,360751,23771030350,22,22,21718587,175,3,585,6111968,2,98060,25,22,133195908,1172,1,24,53399,1190414,2,122,585,118843635,75816733,7024945185,585,131,2,1,2,2,331,1,6995747228,6952169096,1519992607,539911605,539911605,2,1,23756110620,73389,73389,2,2,2,539911605,5,3,296814,41956009,6481538,207659,53375,6995747228,5904309,112363504,2156
125703.82,262144,64,366238,24132749998,22,22,23236242,176,3,585,6265702,2,99611,25,22,133461360,1172,1,24,54206,1273271,2,122,585,121590427,79941085,7131222248,585,131,2,1,2,2,331,1,7101522332,7057978227,1641266626,548127293,548143677,2,1,24117600892,73389,73389,2,2,2,548127293,5,3,300128,44137521,6651373,212921,54182,7101522332,6052781,114939856,2156
130720.50,262144,64,371802,24499262532,22,22,25075228,177,3,585,6430269,2,101184,25,22,133461360,1172,1,24,55023,1338861,2,122,585,124241210,83842234,7238818781,585,131,2,1,2,2,331,1,7208608156,7165026439,1731253610,556451636,556468020,2,1,24483871984,73389,73389,2,2,2,556451636,5,3,306089,46502747,6826336,218737,55000,7208608156,6211549,117414971,2156
135748.28,262144,64,377329,24863603620,22,22,27038988,178,3,585,6598105,2,102746,25,22,133726812,1172,1,24,55837,1418651,2,122,585,128678118,88813127,7346022393,585,131,2,1,2,2,331,1,7315300764,7271560018,1807241484,564741052,564741052,2,1,24848606288,73389,73389,2,2,2,564741052,5,3,316282,48675340,7062448,224103,55813,7315300764,6374002,121616066,2156
140781.77,262144,64,382708,25217979928,22,22,29072379,178,3,585,6756489,2,104213,25,22,133726812,1172,1,24,56625,1517008,2,122,585,131722457,93075932,7449803044,585,131,2,1,2,2,331,1,7418585500,7375160609,1862410354,572795059,572795059,2,1,25202982596,73389,73389,2,2,2,572795059,5,3,323677,50699150,7274507,229350,56601,7418585500,6527139,124449000,2156
145824.96,262144,64,387967,25564491916,22,22,31196492,179,3,585,6912253,2,105701,25,22,133726812,1172,1,24,57398,1566914,2,122,585,134878506,97336676,7551610413,585,131,2,1,2,2,331,1,7519904156,7476463223,2024305411,580660650,580660650,2,1,25549068600,73389,73389,2,2,2,580660650,5,3,333934,52645019,7482519,234854,57374,7519904156,6677399,127397453,2156
150828.39,262144,64,398618,26266232180,22,22,33328039,181,3,585,7107588,2,108717,25,22,133992264,1172,1,24,58961,1613486,2,122,585,138283433,100942656,7757353527,585,131,2,1,2,2,331,1,7724769692,7681626700,2213450944,596613016,596629400,2,1,26250972704,73389,73389,2,2,2,596613016,5,3,352158,54507273,7720323,240755,58937,7724769692,6866833,130563624,2156
