timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55160.73,530,262144,64,194942,12846691124,36,114239851,3787,38,38,44876,1303,92,576,4291128,0,20,76708,27,25,116615280,1154,1,4,5598,242857794,24,971301952,26,34143,626525,2,19167,576,168668009,48641224,4132674229,576,1890,0,3,1,2,2,7365,3,4111577415,4050353191,349032919,246666865,246666865,3,1,12826677012,73389,73389,2,2,2,246666869,41,1,3,379230,27452638,5634469,154195,34103,4111577415,4136933,163024206,19885
60170.28,549,262144,64,208447,13736472610,36,116162817,3963,38,38,44876,1388,92,576,4478486,0,20,82008,27,25,116904864,1154,1,4,5598,259644439,24,1038513172,26,36547,628511,2,19167,576,176337976,48680512,4424124096,576,1890,0,3,1,2,2,7365,3,4401655113,4331419888,359273954,263706608,263722992,3,1,13712743648,73389,73389,2,2,2,263706612,41,1,3,389882,27862936,5755871,159337,36507,4401655113,4319149,170573219,19885
65180.09,572,262144,64,221750,14613341606,36,117633963,4126,38,38,44876,1481,92,576,4678506,0,20,87249,27,25,116904864,1154,1,4,5598,276201333,24,1104805332,26,38963,630832,2,19167,576,184422195,48738231,4715524523,576,1890,0,3,1,2,2,7365,3,4691682332,4608620375,369539091,280498432,280498432,3,1,14585918496,73389,73389,2,2,2,280498436,41,1,3,397825,28299240,5872834,164455,38923,4691682332,4514051,178540420,19885
70192.88,591,262144,64,233907,15414478914,36,118795062,4269,38,38,44876,1556,93,576,4888470,0,20,92028,27,25,116904864,1154,1,4,5598,291345978,24,1165319192,26,41120,634008,2,19167,576,192798800,48854231,4976871226,576,1890,0,3,1,2,2,7365,3,4951782373,4861322862,379822068,295877358,295877358,3,1,15385622648,73389,73389,2,2,2,295877362,41,1,3,403131,28764196,6015796,169680,41080,4951782373,4718790,186774520,19885
75204.25,616,262144,64,245456,16175106704,36,119549604,4372,38,38,44876,1633,95,576,5118033,0,20,96570,27,25,116904864,1154,1,4,5598,305682345,24,1222729380,26,43233,637202,2,19167,576,201468260,49110847,5231624195,576,1890,0,3,1,2,2,7365,3,5205279138,5101876478,390124677,310435369,310435369,3,1,16142639220,73389,73389,2,2,2,310435373,41,1,3,407413,29285849,6193187,175235,43193,5205279138,4942798,195266731,19885
80217.49,644,262144,64,257685,16981565904,37,121175524,4461,39,39,44876,1713,97,576,5356499,0,20,101375,27,25,116904864,1154,1,4,5598,320856116,24,1283424464,26,45461,641488,2,19167,576,210219163,49396704,5500612146,576,1890,0,3,1,2,2,7365,3,5472943373,5356920471,401445080,325867321,325867321,3,1,16945100724,73389,73389,2,2,2,325867325,41,1,3,414166,29836094,6348182,181076,45420,5472943373,5175423,203862887,19885
85229.88,676,262144,64,270811,17845881814,38,122986781,4543,40,40,44876,1793,100,576,5612308,0,20,106521,27,25,116904864,1154,1,4,5598,337151135,24,1348604540,26,47844,645587,2,19167,576,219029200,49730524,5788946399,576,1890,0,3,1,2,2,7365,3,5759881572,5630163492,413070925,342419862,342419862,3,1,17805832856,73389,73389,2,2,2,342419866,41,1,3,422014,30427367,6541631,187569,47802,5759881572,5424739,212479793,19885
90239.71,708,262144,64,283811,18703207118,38,123618264,4633,40,40,44876,1881,103,576,5871726,0,20,111610,27,25,116904864,1154,1,4,5598,353215055,24,1412860220,26,50287,649908,2,19167,576,227683067,50069131,6082933895,576,1890,0,3,1,2,2,7365,3,6052442892,5902096872,423404147,358758967,358758967,3,1,18655466316,73389,73389,2,2,2,358758971,41,1,3,425782,31037207,6731189,194426,50245,6052442892,5677300,220942725,19885
95249.92,732,262144,64,296200,19519235062,38,124769659,4787,40,40,44876,1961,106,576,6113796,0,20,116466,27,25,116904864,1154,1,4,5598,368594761,24,1474379044,26,52596,652836,2,19167,576,235892219,50369216,6362183639,576,1890,0,3,1,2,2,7365,3,6330338153,6160494107,433709218,374361236,374361236,3,1,19466784304,73389,73389,2,2,2,374361240,41,1,3,433621,31606103,6909730,200873,52554,6330338153,5912923,228973952,19885
100261.10,761,262144,64,308655,20339033346,38,126291029,4959,40,40,44876,2042,107,576,6347388,0,20,121328,27,25,116904864,1154,1,4,5598,383993131,24,1535908032,26,54965,656799,2,19167,576,243839356,50566790,6647931959,576,1890,0,3,1,2,2,7365,3,6614718757,6420638381,444029786,390008783,390008783,3,1,20280456748,73389,73389,2,2,2,390008787,41,1,3,441480,32136709,7056036,206939,54923,6614718757,6140449,236775091,19885
105273.81,787,262144,64,320425,21115387390,38,126977659,5053,40,40,44876,2118,109,576,6588915,0,20,125946,27,25,116904864,1154,1,4,5598,398591547,24,1594366188,26,57169,659957,2,19167,576,252535015,50856956,6914394323,576,1890,0,3,1,2,2,7365,3,6879852655,6666896852,454351045,404818143,404818143,3,1,21050543468,73389,73389,2,2,2,404818147,41,1,3,449758,32691705,7243856,212961,57127,6879852655,6375954,245283029,19885
110288.80,812,262144,64,332002,21878501752,38,127606938,5145,40,40,44876,2188,112,576,6842198,0,20,130484,27,25,116904864,1154,1,4,5598,412938650,24,1651754600,26,59396,662607,2,19167,576,261274118,51144477,7182620624,576,1890,0,3,1,2,2,7365,3,7146738664,6908982471,464678684,419386061,419386061,3,1,21808075204,73389,73389,2,2,2,419386065,41,1,3,454777,33273548,7425441,219602,59354,7146738664,6622596,253840304,19885
115299.94,843,262144,64,345035,22737096860,38,128286033,5242,40,40,44876,2276,114,576,7099442,0,20,135567,27,25,116904864,1154,1,4,5598,429021829,24,1716087316,26,62010,666217,2,19167,576,270004829,51367005,7496216731,576,1890,0,3,1,2,2,7365,3,7458824634,7182312178,475029428,435698875,435698875,3,1,22656341532,73389,73389,2,2,2,435698879,41,1,3,461394,33860045,7606430,226388,61968,7458824634,6873054,262390948,19885
120308.52,872,262144,64,358428,23619248730,38,128524146,5282,40,40,44876,2362,114,576,7361395,0,20,140789,27,25,116904864,1154,1,4,5598,445551382,24,1782205528,26,64628,669228,2,19167,576,279143582,51591606,7810970763,576,1890,0,3,1,2,2,7365,3,7772064186,7463046097,485348357,452478633,452495017,3,1,23528888948,73389,73389,2,2,2,452478637,41,1,3,469598,34443342,7771176,233502,64586,7772064186,7127893,271365725,19885
125317.65,894,262144,64,372376,24538436710,38,128921413,5342,40,40,44876,2450,116,576,7611139,0,20,146217,27,25,116904864,1154,1,4,5598,462752331,24,1850944724,26,67390,672584,2,19167,576,288216020,51711459,8142027818,576,1890,0,3,1,2,2,7365,3,8101540880,7755781701,495679347,469927976,469944360,3,1,24436254784,73389,73389,2,2,2,469927980,41,1,3,472141,34991024,7903500,240062,67348,8101540880,7371077,280306612,19885
130324.71,920,262144,64,387675,25546453410,38,130373667,5408,41,41,44876,2550,117,576,7870883,0,20,152168,27,25,116904864,1154,1,4,5598,481583880,24,1926271032,26,70459,676106,2,19167,576,297677692,51800438,8509340665,576,1890,0,3,1,2,2,7365,3,8467101684,8076950263,507484538,489076937,489076937,3,1,25432000756,73389,73389,2,2,2,489076941,41,1,3,481772,35562282,8051291,247065,70416,8467101684,7623818,289620858,19885
135330.09,933,262144,64,406475,26785830140,40,133689079,5517,44,44,44876,2668,117,576,8083712,0,20,159478,27,25,116904864,1154,1,4,5598,504701864,24,2018807456,26,74231,678051,2,19167,576,305929853,51806619,8963956538,576,1890,0,3,1,2,2,7365,3,8919635137,8472259603,519813039,512573247,512573247,3,1,26653808876,73389,73389,2,2,2,512573251,41,1,3,492143,36046729,8166706,253380,74185,8919635137,7830332,297758218,19885
140334.20,933,262144,64,421359,27766094364,44,141135687,5715,45,45,44876,2764,117,576,8196987,0,20,165210,27,25,116904864,1154,1,4,5598,522828859,24,2091315436,26,77262,678380,2,19167,576,310636484,51807222,9330685861,576,1890,0,3,1,2,2,7365,3,9284740729,8785371245,532391824,531136702,531136702,3,1,27619108536,73389,73389,2,2,2,531136706,41,1,3,509905,36320468,8242687,257060,77215,9284740729,7939927,302388798,19885
145363.18,980,262144,64,435131,28673373962,44,145411885,6050,52,52,44876,2854,125,585,8544211,2,20,170631,27,25,118346468,1172,1,4,5598,539993380,24,2159908916,26,80081,711434,2,19167,585,322746877,53954557,9671124399,583,1892,2,3,1,2,2,7365,3,9623518219,9074959558,551727755,548340285,548356669,3,1,28513694852,73389,73389,2,2,2,548340289,41,1,3,543039,37990261,8772596,269661,80027,9623518219,8274550,313969104,19903
150392.57,1060,262144,64,452776,29836938086,48,169019019,6568,63,63,44876,2966,133,594,9204489,2,20,177406,27,25,119844750,1190,1,4,5598,561401090,24,2245604360,26,83695,893551,2,19167,594,344577425,68941677,10106557384,592,1940,2,3,1,2,2,7365,3,10056656013,9446404262,616235974,570334659,570334659,3,1,29657402300,73389,73389,2,2,2,570334663,41,1,3,611856,44980606,9741184,293246,83630,10056656013,8911243,334830251,20101
155422.18,1144,262144,64,469658,30948686208,60,196516369,7058,67,67,44876,3072,142,594,9814741,2,20,183872,27,25,120472182,1190,1,4,5598,581850003,24,2327335468,26,87123,1071163,2,19167,594,364838187,82729986,10521717166,592,1940,2,3,1,2,2,7365,3,10469624627,9801501603,681096747,591359588,591408740,3,1,30750698608,73389,73389,2,2,2,591359592,41,1,3,674056,51300198,10618102,317852,87054,10469624627,9496889,354214911,20101
